TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,working,industry,other,service,workplace,LenOrig1,superZone,IntExt,schoolage,pensioner,Students,hh/pop
3604,3409.2,1739.6,7389.2,1304.3,1366.1,775.8,833.3,2179.8,929.9,4378.7,1265.4,423.6,1316.5,3005.5,26.3,36,3,1300,240,123,0.235419183
3605,2373.4,1284.4,5359.8,1001.2,1092.1,682.4,589.3,1406,588.7,3116.2,917.8,307.5,954.8,2180,26.6,36,3,1010,240,0,0.239626358
3606,2103,1101.7,5683.9,733.3,844.7,589.6,877.8,2033.7,604.8,3218.9,507.3,170,527.9,1204.9,27,36,3,1210,130,74,0.19383291
3607,0,0,0,0,0,0,0,0,0,0,3858.9,1292.8,4013.7,9166.7,27.4,36,3,0,0,0,0
3608,254.7,128.4,770.3,97.2,114.2,82.7,119.6,270,86.6,466.4,63.2,21.1,65.7,150,25.1,36,3,200,40,0,0.166661367
3609,4846.9,1648.2,11005.3,1565.2,1757.2,1166.5,1408.1,3239.2,1869.2,6921.2,1629.5,545.9,1695.3,3870.5,20.7,36,3,1530,1650,285.35,0.149766474
3610,0,0,0,0,0,0,0,0,0,0,1485.3,497.6,1545.3,3528,18.7,36,3,0,0,0,0
3611,0,0,0,0,0,0,0,0,0,0,534.9,179.2,556.5,1270.5,20.6,36,3,0,0,0,0
3612,10641.4,3709.1,24766,3522.4,3954.3,2625,3168.7,7289.3,4206.4,13883,1972.8,660.9,2052.4,4685.9,23.2,36,3,1860,880,253.64,0.149766474
3613,0,0,0,0,0,0,0,0,0,0,407.5,136.5,424,968,23,36,3,0,0,0,0
3614,638,222.4,1484.8,211.2,237.1,157.4,190,437,252.2,871.7,242.9,81.3,252.7,577,22.3,36,3,260,60,38.5,0.149766474
3615,6428.9,2240.8,14962.3,2128,2389,1585.9,1914.3,4403.8,2541.3,9594.1,3135.7,1050,3262,7447.8,28.9,36,3,1390,860,231.97,0.149766474
3616,0,0,0,0,0,0,0,0,0,0,3633.5,1216.9,3780.2,8630.4,27.1,36,3,0,0,0,0
3617,3050.6,1063.3,7099.8,1009.8,1133.6,752.5,908.4,2089.7,1205.9,4207.6,2573,861.8,2676.9,6111.6,25.1,36,3,1050,970,184.08,0.149766474
3618,4546.5,1584.7,10581.1,1504.9,1689.4,1121.5,1353.8,3114.3,1797.1,6515.9,737.5,247,767.3,1751.8,27.6,36,3,1730,1120,274.35,0.149766474
3619,7179.8,2502.5,16709.7,2376.5,2668,1771.1,2137.9,4918.1,2838,10606.2,2059,689.6,2142.1,4890.6,26.8,36,3,1270,370,150.11,0.149766474
3620,1996.2,1122.7,4685.3,829.7,897.1,549.7,590.1,1243.1,575.6,2246.6,975.3,326.7,1014.7,2316.6,30,36,3,570,490,31,0.239626358
3621,1355.8,825,3443,609.7,659.3,404,433.6,913.5,423,1991.8,1198.9,401.5,1247.3,2847.6,23.7,36,3,340,340,0,0.239626358
3622,1614.8,914.1,3814.9,675.5,730.5,447.6,480.5,1012.2,468.6,2167.7,842.9,282.3,876.9,2002,26.8,36,3,610,250,0,0.239626358
3623,3647.5,1826.9,7624.1,1345.7,1409.5,800.5,859.8,2249.1,959.5,4724.9,791.5,265,823.4,1880.3,28.8,36,3,1190,340,68,0.239626358
3624,1722.8,779.4,3523.2,621.9,651.4,369.9,397.3,1039.3,443.4,1341,660.7,221.3,687.4,1569.3,20.4,36,3,410,300,0,0.221205479
3625,0,0,0,0,0,0,0,0,0,0,21.1,7.1,21.9,50,17.7,36,3,0,0,0,0
3626,2378.5,1091.7,4555.7,806.7,872.3,534.5,573.8,1208.8,559.6,3135.7,520,174.2,541,1235.3,16.3,36,3,840,90,87,0.239626358
3627,3362.6,2019.6,8670.8,1222.7,1439,1044,1373.8,2755.6,835.9,5167.9,1076.3,360.6,1119.7,2556.3,15.4,36,3,1920,230,132,0.232919101
3628,3740.1,1826,7620.3,1349.4,1459.1,894.1,959.7,2021.9,936.1,4269.2,972.9,325.9,1012.1,2310.7,14.9,36,3,1170,460,0,0.239626358
3701,1670.4,1205.2,3484.6,583.2,633.1,391.4,425.5,904.8,546.5,2159.9,604.9,202.7,629.3,1436.8,13.9,37,3,340,210,0,0.345866487
3702,0,0,0,0,0,0,0,0,0,0,1698.1,568.8,1766.7,4033.3,14.1,37,3,0,0,0,0
3703,1148.9,518.8,2756.6,461.4,500.9,309.6,336.6,715.8,432.4,407.7,839.6,281.3,873.4,1994.3,13.6,37,3,270,220,0,0.188208976
3704,2323,1687.8,5842.2,924.4,1033.1,679.6,748.5,1715.6,741.1,3602.7,1189.9,398.5,1238,2826.5,14.6,37,3,1160,300,143.61,0.288889371
3705,0,0,0,0,0,0,0,0,0,0,1895.9,635,1972.6,4503.5,16.2,37,3,0,0,0,0
3706,1231.8,1032.6,3097.8,490.1,547.8,360.4,396.9,909.7,392.9,1845,411.2,137.7,427.8,976.6,11.8,37,3,470,230,66.35,0.333333333
3707,2612.4,1812.4,6570,1039.5,1161.8,764.3,841.7,1929.3,833.4,4001.1,283.7,95,295.2,673.9,11.9,37,3,1340,480,172.9,0.275861261
3708,2751.9,2092.3,6920.7,1095,1223.8,805.1,886.6,2032.3,877.9,3937.8,790,264.6,822,1876.6,11.5,37,3,1320,520,155.14,0.302325301
3709,2688.8,2524.9,5832.5,976.2,1059.7,655.1,712.2,1514.5,914.8,3359.8,1082.1,362.2,1125.6,2570.2,11.5,37,3,590,450,0,0.432894351
3710,1871.3,2946.4,6615.6,1107.2,1202,743.1,807.8,1717.8,1037.6,2434.4,1356.5,454.5,1411.2,3222.2,11.1,37,3,530,240,77,0.445374016
3711,1966.6,1199.8,3837.5,642.3,697.2,431.1,468.6,996.5,601.9,2425.8,544.5,182.4,566.4,1293.4,11.4,37,3,490,150,0,0.312650746
3712,278.1,196.3,903.1,159.9,172.9,106,113.7,239.6,110.9,540.7,115.7,38.7,120.4,274.8,11.3,37,3,210,10,0,0.217394822
3713,275,185.2,984,174.2,188.4,115.4,123.9,261.1,120.9,488.2,166.4,55.7,173.1,395.3,11.3,37,3,280,0,0,0.188208976
3801,3078.5,1861.8,8687.7,1155.5,1366.5,999.7,1309.8,2966.6,889.6,5443.5,527.7,176.8,548.9,1253.4,11.4,38,3,2182.22,244.44,136.89,0.214300779
3802,4636.3,2990.8,13085.3,1740.4,2058.2,1505.7,1972.9,4468.2,1339.9,8197.9,794.8,266.1,827,1887.8,11.1,38,3,2727.78,305.56,171.11,0.228558266
3803,2097.6,1106.8,5258,780.5,882.6,594.5,808.5,1669.2,522.6,3170,401.4,134.4,417.5,953.3,11,38,3,993.55,103.23,0,0.210494092
3804,823.5,518.8,2335,331.9,379.4,260.9,349.7,783.3,229.8,1310.3,362.6,121.4,377.2,861.2,10.8,38,3,732,74.8,43.8,0.222189781
3805,2104.6,1297,5966.5,848.1,969.4,666.7,893.6,2001.6,587.1,3348.4,362.4,121.4,377,860.8,10.8,38,3,1870.67,191.16,111.93,0.21738526
3806,7083.6,5020.4,20081.1,2854.5,3262.8,2243.7,3007.6,6736.5,1976,11270.3,2010.5,673.7,2091.4,4775.3,11.7,38,3,1952,199.47,116.8,0.250007301
3807,2150.3,1297,6096.1,866.6,990.5,681.1,913,2045,599.9,3421.2,370.3,124.1,385.2,879.5,11.4,38,3,1911.33,195.31,114.37,0.212766076
3808,4071.9,2853.5,11543.3,1640.9,1875.5,1289.8,1728.8,3872.4,1135.9,6478.5,2409.5,807.4,2506.3,5722.8,11.1,38,3,3619.33,369.84,216.57,0.247197559
3809,2973.9,1945.5,8431.1,1198.5,1369.9,942,1262.7,2828.3,829.6,4731.5,409.7,137.3,426.2,973.1,11.2,38,3,2643.33,270.11,158.17,0.23075876
3810,2277.5,1519.2,6458,918,1049.3,721.6,967.2,2166.4,635.5,3623.5,392.3,131.5,408,931.7,11,38,3,691.33,70.64,41.37,0.235239567
3811,5229.8,3388.8,14825.2,2107.4,2408.8,1656.5,2220.4,4973.4,1458.8,8320.7,720.4,241.4,749.4,1711.1,10.9,38,3,2846.67,290.89,170.33,0.228583229
3812,2287.6,1556.4,6484.7,921.8,1053.6,724.5,971.2,2175.4,638.1,3639.6,536.9,179.9,558.5,1275.3,10.8,38,3,2033.33,207.78,121.67,0.240019275
3813,444.1,217.7,777.6,135.5,145.7,88.1,87.6,227.6,93.2,482.6,117.4,39.3,122.1,278.8,10.7,38,3,70,10,0,0.28
3814,950,455.2,2363.2,350.8,396.7,267.2,363.4,750.2,234.9,1426,167.2,56,173.9,397.1,10.7,38,3,829.89,78.82,0,0.192599509
3815,4328.3,2783.7,13918,1851.2,2105.6,1434.5,2042.8,4863.9,1620.1,8245.3,725.3,242.9,754.6,1722.6,10.6,38,3,3672.58,614.52,204.19,0.200003501
3816,5646.6,4190.2,18157,2415,2747,1871.4,2664.9,6345.3,2113.5,10756.6,1092.1,365.7,1136.1,2593.7,10.6,38,3,2273.5,380.41,126.41,0.230773473
3817,1780.8,1462.1,5726.9,761.7,866.4,590.2,840.5,2001.3,666.6,3392.4,360.7,120.8,375.2,856.6,10.5,38,3,1643.92,275.07,91.4,0.25530309
3818,3015.3,1604.2,6617.9,812.2,951.3,684.3,1045.2,2401,724,4152.2,1134.3,379.8,1180.1,2694.2,12.3,38,3,1182.32,170.46,116.05,0.2424077
3819,4187.9,2081,9191.3,1128,1321.2,950.4,1451.6,3334.6,1005.5,5766.9,1333,446.3,1386.9,3166.1,12.7,38,3,1898.87,273.77,186.38,0.226405583
3820,4891.5,2477.3,10735.6,1317.5,1543.1,1110,1695.5,3894.9,1174.5,6735.7,521.7,174.7,542.8,1239.1,12.1,38,3,2328.81,335.76,228.58,0.230755121
3821,1495.1,815.6,3707.4,1001.8,873.1,243.4,455.2,837.8,296,1899.2,450.4,150.8,468.6,1069.7,11.7,38,3,750,170,0,0.219993958
3822,1982,1045.9,4968,737.4,833.9,561.7,763.9,1577.2,493.8,2825.4,379.2,127,394.5,900.7,11.3,38,3,1284.3,147.96,0,0.210527105
3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,38,3,0,0,0,0
3824,789.7,344.4,2018.8,351.7,378.2,228.8,227.3,590.8,241.9,974.2,196.2,65.7,204.1,466,11,38,3,510,30,0,0.170586488
3825,351.1,139.7,512.4,138.5,120.7,33.6,62.9,115.8,40.9,255.4,29.2,9.8,30.4,69.5,10.7,38,3,125,20,0,0.272734694
3826,18899.3,7521.3,27577.3,7452.1,6494.4,1810.7,3385.9,6232.3,2201.9,13748.7,3148.4,1055.2,3275.7,7477.8,10.7,38,3,125,20,0,0.272734694
3827,1128.5,1230.7,5407.5,1461.2,1273.5,355.1,663.9,1222.1,431.8,424.5,617.4,206.8,642.2,1466.3,10.4,38,3,0,0,0,0.227591951
3828,2739.1,2987.1,13125,3546.7,3090.9,861.8,1611.5,2966.2,1048,1030.3,2247.6,752.9,2338.2,5338.4,11.5,38,3,0,0,0,0.227591951
3829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,38,3,0,0,0,0
3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,38,3,0,0,0,0
3831,1749.3,1023.4,3851.5,671,721.5,436.5,433.7,1127.2,461.6,2359.7,385.2,129.1,400.7,914.8,10.8,38,3,700,150,39,0.265714918
3901,2232.9,1718.5,4590.9,799.8,860,520.3,517,1343.6,550.2,2637.6,701.4,234.8,729.7,1665.9,10.7,39,3,740,190,0,0.374328244
3902,400.4,391.1,1320,230,247.3,149.6,148.6,386.3,158.2,374.2,278.5,93.2,289.7,661.5,10.4,39,3,280,40,0,0.296256684
3903,2049.5,1270.5,4658.5,846.2,862.9,456.5,506,1470.5,516.4,2841.3,509.9,170.7,530.4,1211,11.9,39,3,1170,290,0,0.272728205
3904,3008,2279,6837.1,1242,1266.5,670,742.6,2158.2,757.9,4162.3,1170.8,392,1218.1,2780.9,12.1,39,3,1080,290,0,0.333333333
3905,0,0,0,0,0,0,0,0,0,0,54.7,18.3,56.9,130,11.7,39,3,0,0,0,0
3906,4079.8,2714.1,9273.3,1684.5,1717.8,908.7,1007.2,2927.2,1027.9,5625.1,917.8,307.3,954.8,2179.9,10.9,39,3,1270,430,0,0.292683333
3907,2015.5,1145.3,4581.3,832.2,848.6,448.9,497.6,1446.1,507.8,2677.1,950.7,318.3,989.1,2258.1,11.4,39,3,690,70,0,0.25
3908,458.4,253.1,1012.5,160.8,175.9,110.7,116.7,305.8,142.6,635.5,428.7,143.6,446,1018.3,11.5,39,3,260,60,0,0.25
3909,4469.2,4105.7,21421,3510.2,3782.9,2300.6,3347.5,6693.4,1786.5,12768.1,1301.1,435.9,1353.5,3090.5,11.1,39,3,4910,290,70,0.19166691
3910,1583.1,1447.7,3809.8,552.7,599.9,370.8,481.1,1192.4,612.8,2129.5,1264.6,423.6,1315.7,3003.9,11,39,3,860,180,82.33,0.38
3911,7359.5,4936.1,17710.6,2569.5,2789,1723.7,2236.4,5543.3,2848.6,10973.6,4086.6,1368.6,4251.5,9706.8,11.7,39,3,1560,1120,193.4,0.278709068
3912,8110.7,6990.2,19518.5,2831.8,3073.7,1899.7,2464.7,6109.2,3139.4,12513.3,1288.5,431.5,1340.4,3060.7,11.4,39,3,1000,820,132.27,0.358134438
3913,2963.8,965,4189.8,730,784.9,474.8,471.8,1226.2,502.1,2106.7,270,90.4,280.9,641.3,14.4,39,3,575,325,106.5,0.230322581
3914,1275.7,1254.5,2916.6,508.2,546.4,330.5,328.4,853.6,349.5,2738.7,49.9,16.7,52,118.6,12.5,39,3,575,325,106.5,0.430120482
3915,916.7,553.7,2762.9,481.4,517.6,313.1,311.1,808.6,331.1,1788.4,404.3,135.4,420.6,960.3,10.8,39,3,750,100,0,0.200418027
3916,7768.7,3642.1,16395.7,2800.3,2840.7,1481,1903.7,5109.9,2260.1,7240.3,2245.2,752,2335.8,5333.2,10.6,39,3,3150,920,330.86,0.222139188
3917,7446.3,4543.1,15715.2,2684.1,2722.8,1419.5,1824.7,4897.8,2166.2,9450.5,2767.3,926.9,2878.9,6573.3,10.6,39,3,2020,800,213.54,0.289091142
3918,5717.2,3812.8,12066,2060.8,2090.6,1089.9,1401,3760.5,1663.2,7547.3,800.5,268.1,832.8,1901.5,10.5,39,3,1900,900,232.72,0.315994111
3919,8420.5,5624.1,18113.8,3093.8,3138.4,1636.2,2103.2,5645.4,2496.9,10927.7,3098.3,1037.7,3223.3,7359.6,10.4,39,3,1800,1380,228.89,0.310488779
3920,1879.6,1776.5,3943.7,687.1,738.8,446.9,444.1,1154.2,472.6,2143.4,535.3,179.3,556.9,1271.5,10.4,39,3,200,60,0,0.450459174
3921,0,0,0,0,0,0,0,0,0,0,6174.5,2067.6,6423.3,14666.7,10.4,39,3,0,0,0,0
3922,549.1,618.4,1372.8,218,238.5,150.1,158.3,414.6,193.4,792,412.9,138.3,429.5,980.6,10.3,39,3,190,120,0,0.450459174
4001,1269.6,1089.7,2764.6,481.7,517.9,313.3,311.3,809.1,331.3,1651.2,663.2,222.1,689.8,1574.9,10.3,40,3,260,150,0,0.394163823
4002,1962.5,1654.2,5556,968,1040.8,629.6,625.7,1626,665.8,2421.9,1129.2,378.2,1174.9,2682.1,11.9,40,3,330,250,0,0.297737416
4003,1460,1200.8,3376.2,588.2,632.5,382.6,380.2,988.1,404.6,2056.3,1743,583.6,1813.5,4140.2,11.3,40,3,340,230,76,0.355680547
4004,6760.5,4793.4,15137.9,2135.7,2348.5,1493.5,1861.1,4637.2,2661.9,9790.4,1592.4,533.3,1656.8,3782.2,11,40,3,2720,1620,336.27,0.31665127
4005,1354.1,1010.7,3032,427.8,470.4,299.1,372.8,928.8,533.2,1787.5,103.8,34.8,108,246.6,10.9,40,3,660,280,74.04,0.333332168
4006,0,0,0,0,0,0,0,0,0,0,3842.9,1287,3998.1,9127.8,10.3,40,3,0,0,0,0
4007,3652.7,2356.6,8178.9,1153.9,1268.9,806.9,1005.5,2505.4,1438.2,5009.8,2347.2,786.1,2442,5575.3,11.4,40,3,1720,660,177.33,0.288135766
4008,0,0,0,0,0,0,0,0,0,0,2239.8,750.1,2330.2,5320,11.5,40,3,0,0,0,0
4009,3530.8,2432.6,8085,1140.7,1254.3,797.7,994,2476.7,1421.7,1141.4,587.7,196.8,611.5,1396,11.2,40,3,0,0,0,0.300877462
4010,7886.8,5577.1,17659.9,2491.5,2739.8,1742.3,2171.2,5409.7,3105.4,11489.5,2837.6,950.2,2952.2,6740.2,10.8,40,3,1560,980,200.11,0.315804657
4011,5241.5,4031.1,11736.7,1655.8,1820.8,1157.9,1443,3595.3,2063.8,7002,1708.5,572.3,1777.6,4058.2,11.1,40,3,2130,1560,267.41,0.343461762
4012,5682.5,3663,12724,1795.1,1974,1255.3,1564.3,3897.7,2237.4,7866.3,987.9,330.9,1027.8,2346.5,12,40,3,2100,850,228.84,0.287878959
4013,6207.9,4277.1,13900.4,1961.1,2156.5,1371.4,1709,4258.1,2444.3,8217.9,996.2,333.7,1036.5,2366.2,12.4,40,3,520,540,71.71,0.307693141
4014,10545.1,7085,23612.2,3331.3,3663.2,2329.6,2903,7233.1,4152.1,14268.5,3524.1,1180.4,3666.5,8370.6,12.6,40,3,2230,1810,280.62,0.300057196
4015,6513.2,5890,14584.2,2057.6,2262.6,1438.9,1793,4467.5,2564.6,8672,4674.4,1565.7,4863.3,11103,11.7,40,3,1980,2530,318.93,0.40386039
4016,14336.7,9547.5,32102.2,4529.1,4980.4,3167.2,3946.8,9833.8,5645,19293.6,3664.7,1227.2,3812.7,8704.7,10.2,40,3,2450,1440,291.75,0.297408163
4017,6607.1,4211.9,16037.6,2224.8,2508.4,1679.7,2393.9,5508.4,1722.4,9503.7,1349.9,452.2,1404.7,3206.4,11.7,40,3,4259.72,567.66,329.7,0.26262762
4018,2333.2,1231.2,5664.4,785.8,886,593.2,845.5,1945.5,608.4,3356.1,392.7,131.5,408.6,932.7,11.7,40,3,989.63,131.88,76.6,0.217362259
4019,6438.4,4558.3,15627.8,2167.9,2444.3,1636.7,2332.8,5367.6,1678.4,9261.1,1339.6,448.7,1393.9,3181.9,14.5,40,3,4130.64,550.46,319.71,0.291675056
4020,2261.4,1097.9,5051.6,700.8,790.1,529.1,754.1,1735.1,542.5,3257.4,410.3,137.5,427,974.6,12.5,40,3,680.25,103.31,0,0.217345882
4021,5700,2546,12729.4,1569.5,1858.5,1362.9,1953.2,4529.1,1456.2,8210.3,1005.2,336.7,1045.9,2387.5,12.6,40,3,2809.75,426.69,584.49,0.200009117
4022,2996.2,1773.7,7025.8,1224.1,1316.2,796.2,791.2,2056.2,842,3145.1,1371.3,459.3,1426.7,3257.5,12.4,40,3,1230,250,0,0.25245732
