TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,working,industry,other,service,workplace,LenOrig1,superZone,IntExt,schoolage,pensioner,Students,hh/pop
2221,4905,3025.9,11195.7,1841.8,1965.4,1168,1296.2,3515.4,1408.9,7310.4,647.2,122.1,748.6,1517.9,12.4,22,2,1310,230,118.36,0.270269802
2222,1972,1350.4,4501.2,740.5,790.2,469.6,521.1,1413.3,566.4,2425.5,452.3,24.8,133.2,610.3,12.1,22,2,880,100,79.98,0.3
2301,6002.1,3197.4,11805,1104.7,1348.3,1039.6,1868.4,4798.3,1645.6,7244.7,377.4,386.5,1476.9,2240.7,12.9,23,1,1546.11,419.37,166.23,0.27085045
2302,507.6,545.8,1252.9,199,217.7,137,144.4,378.4,176.5,865.1,99.4,32.9,537.4,669.6,12.8,23,1,70,40,0,0.435595607
2303,1788.4,1132.9,3964.7,384.6,461.1,345.2,638.7,1638,497.2,2512.6,89.8,172.8,757.6,1020.3,13.7,23,1,1111.3,253.04,132.78,0.285740097
2304,1660.6,944.1,3681.9,357.2,428.2,320.6,593.2,1521.1,461.7,2333.1,43.6,83.9,367.7,495.2,13.7,23,1,1031.93,234.97,123.3,0.256410576
2305,4980.4,3120.7,11043.3,1071.3,1284.2,961.5,1779.1,4562.4,1384.8,6997.3,252.4,485.4,2127.7,2865.6,13.8,23,1,1217.14,277.14,145.43,0.282584056
2306,1447.7,755.3,3209.8,311.4,373.3,279.5,517.1,1326.1,402.5,2034,38.5,74,324.2,436.6,13.4,23,1,899.63,204.84,107.49,0.235296137
2307,3549,1930.8,6981.1,653.3,797.4,614.8,1104.9,2837.6,973.2,4186.9,353.8,362.4,1384.7,2100.8,13.5,23,1,1513.89,410.63,162.77,0.276578263
2401,1108.4,803.8,2625,349.3,389.3,254.6,342.4,846.1,443.2,344.8,50,78.7,3418.6,3547.2,13.4,24,1,0,0,0,0.306194073
2402,0,0,0,0,0,0,0,0,0,0,662.4,272.7,3448.5,4383.5,13.1,24,1,0,0,0,0
2403,2360.9,1594.8,5520.5,734.7,818.7,535.5,720.1,1779.4,932.1,3510.1,322.5,86.6,738.3,1147.3,13.7,24,1,950,540,138.32,0.28888843
2404,1994.6,1665.7,4663.9,620.7,691.7,452.4,608.4,1503.3,787.5,2977.7,18.5,19,556,593.5,13.2,24,1,820,500,118.32,0.357142512
2405,973.2,1024,2275.6,302.8,337.5,220.7,296.8,733.5,384.2,1329.3,413,111,945.5,1469.5,13.3,24,1,410,310,57.73,0.45
2406,1773,1120.5,4145.7,551.7,614.8,402.1,540.8,1336.3,700,2584.2,31.9,32.8,958.3,1023,13.8,24,1,660,550,105.17,0.270269022
2407,1868.4,2016.4,4368.8,581.4,647.9,423.7,569.9,1408.2,737.7,2644.1,305,81.9,698.2,1085.1,13.3,24,1,390,490,70.88,0.461540323
2408,79.1,76.2,250,39.7,43.4,27.3,28.8,75.5,35.2,0,5.5,5.6,165.2,176.4,12.2,24,1,180,0,0,0.304781616
2409,1294.9,865.2,2776.1,440.8,482.4,303.5,320,838.4,391,1593.3,288.2,104.3,424.5,817.1,12.6,24,1,460,230,0,0.311675127
2410,6506.9,3995.7,13406.3,2128.9,2329.5,1465.7,1545.4,4048.6,1888.2,7775,598.9,226.7,1900.8,2726.4,13.1,24,1,1590,760,188,0.298044218
2411,2406.6,1654.6,4685,744,814.1,512.2,540.1,1414.9,659.9,2870.5,206.8,233.2,878.5,1318,12.5,24,1,740,230,0,0.353164875
2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,24,1,0,0,0,0
2413,1020.3,1221.7,3990,531,591.8,387,520.5,1286.1,673.7,524.1,260.8,145.8,1187.2,1593.8,12.2,24,1,0,0,0,0.306194073
2414,0,0,0,0,0,0,0,0,0,0,106.5,40.3,338.1,485,12,24,1,0,0,0,0
2415,760.2,555.5,1777.6,236.6,263.6,172.4,231.9,573,300.1,967.4,0,60.6,306.8,367.4,12.6,24,1,270,100,48.58,0.3125
2416,4226.2,2798.8,12360.4,1644,1859.7,1253.3,1935.7,4389.6,1278.1,7835.7,643.6,310.2,1453.7,2408,11.6,24,1,1867.16,243.12,76.34,0.226433792
2417,716.2,684.5,1403.6,222.9,243.9,153.5,161.8,423.9,197.7,797.9,92.4,104.2,392.4,588.7,12.1,24,1,120,80,0,0.487650586
2418,556,391.2,1062,168.6,184.5,116.1,122.4,320.7,149.6,789.7,62,69.9,263.2,394.9,12.5,24,1,50,30,0,0.368410256
2419,1111.2,700.6,3204.3,508.8,556.8,350.3,369.4,967.7,451.3,1611.2,212.1,239.2,901.2,1352,12,24,1,780,130,32,0.218645503
2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,24,1,0,0,0,0
2421,537,643,2100,279.5,311.4,203.7,273.9,676.9,354.6,275.8,73.4,41,333.9,448.3,11.3,24,1,0,0,0,0.306194073
2422,1006.5,588.8,2943.6,391.5,442.9,298.5,461,1045.4,304.4,1866,150.8,72.7,340.6,564.1,11.3,24,1,880.73,114.68,36.01,0.200018018
2423,1248,942,3650,485.5,549.2,370.1,571.6,1296.3,377.4,2313.9,186.8,90,421.8,698.7,11.7,24,1,1092.11,142.2,44.65,0.258084859
2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,24,1,0,0,0,0
2425,1166.3,1022.9,2634.1,418.3,457.7,288,303.7,795.5,371,1539,170.9,192.8,726.1,1089.3,11.6,24,1,530,160,32,0.388324873
2426,934.4,1118.8,3654,486.3,541.9,354.4,476.6,1177.8,617,479.9,127.7,71.4,581.1,780.1,11.4,24,1,0,0,0,0.306194073
2427,561.4,405.9,1217.6,193.4,211.6,133.1,140.4,367.7,171.5,713.2,54.9,61.9,233.3,350,11.7,24,1,400,50,0,0.333333333
2501,1315.5,855.3,2810.4,460.7,505.3,319.4,300.1,860,364.9,1834.2,65.1,133.7,489.6,688.3,12.4,25,1,750,210,90.04,0.304347107
2502,408.8,212.2,1041.3,165.4,180.9,113.8,120,314.5,146.7,423.8,127.6,45,181.1,353.7,11.7,25,2,380,40,0,0.203827586
2503,5635.8,3590.8,12039.6,1973.8,2164.5,1368.4,1285.6,3684.1,1563.3,7482.7,672.9,1382.1,5062.1,7116.8,11.6,25,2,1870,720,239.6,0.298245342
2504,8821,5139.4,18844.3,3089.3,3387.9,2141.8,2012.1,5766.2,2446.8,10868.6,403.8,829.4,3037.8,4270.8,12.7,25,2,2240,540,283.5,0.272727034
2505,3022.5,1748.7,6456.9,1058.5,1160.9,733.9,689.5,1975.8,838.4,4181,243,499,1827.8,2569.7,11.7,25,2,1580,510,206.86,0.270832734
2506,697.6,611.6,1271.1,201.8,220.9,139,146.5,383.9,179,620.8,43.2,88.7,324.8,456.6,11.6,25,2,130,120,0,0.481143544
2507,429.3,980,2036.7,323.4,353.9,222.7,234.8,615.1,286.9,1268.8,178.8,305.3,1122.8,1606.9,12,25,2,420,250,0,0.481143544
3001,3063.7,1401,6849.7,903.2,1015.6,676.3,1079.5,2439.4,735.7,3364.7,521.8,482.6,1543.5,2548,12,30,2,1572.69,217.35,178.12,0.204535368
3002,4826.7,2615.6,12031.9,1792.9,1984.7,1280.2,1802,3952.1,1220,6016.3,414.7,706.9,2266.9,3388.7,12.7,30,2,1826.67,193.33,157.56,0.217390805
3003,2974.4,1713.3,9102.8,1085.9,1275.9,923,1443.7,3332.9,1041.4,4678.9,248.8,284.3,911.5,1444.6,12.3,30,2,1788,294,292,0.188212766
3004,2193.4,1290.4,4904.1,646.7,727.1,484.2,772.9,1746.5,526.7,2408.9,201.4,186.2,595.6,983.3,11.8,30,2,1358.23,187.71,153.83,0.263131452
3005,3781.4,2705.2,8452.5,1114.6,1253.2,834.5,1332.1,3010.2,907.8,4152.9,377.7,349.3,1117.3,1844.4,11.5,30,2,893.57,123.49,101.2,0.320052319
3006,1736.2,1109,3881.6,511.8,575.5,383.2,611.7,1382.4,416.9,1906.8,223,206.3,659.7,1089,11.2,30,2,1072.29,148.19,121.45,0.285710549
3007,2365.1,1233.8,5288.2,697.3,784.1,522.1,833.4,1883.3,568,2597.5,215.3,199.1,636.9,1051.3,11.6,30,2,1000.8,138.31,113.35,0.233303238
3008,3014.1,1544.3,6737.9,888.5,999,665.2,1061.9,2399.6,723.6,3310.3,268.3,248.2,793.7,1310.2,12.1,30,2,1715.66,237.11,194.31,0.229189827
3009,2047.2,1144.2,4576.6,603.5,678.6,451.9,721.3,1629.9,491.5,2248.3,192.7,178.2,570,940.8,10.8,30,2,1286.75,177.83,145.73,0.250009688
3010,3834.8,2264.1,9559,1424.4,1576.8,1017.1,1431.7,3139.8,969.3,4780,252.5,430.3,1380,2062.9,10.7,30,2,3017.97,319.42,260.31,0.236851809
3011,2220.2,1132,5534.3,824.7,912.9,588.8,828.9,1817.8,561.2,2767.3,124.6,212.3,680.8,1017.8,10.6,30,2,1747.25,184.93,150.71,0.204546365
3012,2889.8,1581.3,7204.3,1073.5,1188.4,766.5,1079,2366.4,730.5,3602.1,175.6,299.3,959.7,1434.6,10.8,30,2,1628.12,172.32,140.43,0.2194928
3013,2486.2,1432.1,4160.5,496.3,583.2,421.9,659.9,1523.3,476,4222.2,204.5,233.8,749.4,1187.7,10.6,30,2,1384,196,292,0.344202335
3101,6313.5,3719.6,14800.6,1562.6,1806.4,1268.9,2320.3,5897.6,1944.8,9011.6,1964,657.8,2043.1,4664.8,10.7,31,3,3000,700,271,0.251313291
3102,986.7,865.1,3480.6,514.7,560.7,349.5,587.4,1150.2,318.1,0,166.3,55.7,173,395,10.8,31,3,800,70,60,0.248535595
3103,3373.5,1827,7806.6,998.2,1069,640.7,1191.3,2975.4,932.1,4328.7,474.2,158.8,493.2,1126.3,10.9,31,3,1610,290,111,0.23403352
3104,3053.5,2196.6,8347,943.3,1107,799.1,1325.3,3167.4,1005,4862.8,443.1,148.4,460.9,1052.4,11,31,3,1870,350,110,0.263158654
3105,1833,881.2,3264.6,637.8,696,435.3,374.2,844.4,277,2212.3,783.6,262.5,815.2,1861.4,11.2,31,3,360,80,0,0.269941558
3106,2775.4,1484.8,6323.3,1235.4,1348.1,843.1,724.7,1635.6,536.5,4174.7,1170.4,391.9,1217.5,2779.9,11,31,3,1080,30,42,0.234809061
3107,5888,4148,12782.5,1832.6,2056.1,1363.4,1533.2,3954,2043.2,7789.4,2917.9,977.2,3035.5,6930.8,10.9,31,3,1630,840,194,0.324502941
3108,1753.4,1115.5,3322,649,708.2,442.9,380.7,859.3,281.9,2283.9,569.4,190.7,592.3,1352.4,10.7,31,3,450,30,0,0.33580625
3109,853.6,577.8,2090,408.3,445.6,278.6,239.5,540.6,177.3,1152.9,512.9,171.7,533.6,1218.3,10.7,31,3,410,60,0,0.276442308
3110,2471.7,1427.1,7166.4,1400.1,1527.8,955.5,821.4,1853.7,608,4357.7,1223.7,409.9,1273.3,2906.7,11.3,31,3,1810,90,124,0.199133028
3111,3790,1975.3,7126.5,1392.3,1519.3,950.1,816.8,1843.3,604.6,3748.7,1411.8,472.9,1468.9,3353.4,11.1,31,3,820,260,0,0.277174174
3201,1888.3,1392.4,3410.3,360.3,475.4,410.3,551.7,1087.9,524.6,2182.4,986.1,330.1,1025.9,2342.4,11.3,32,3,420,340,172,0.408290179
3202,2902.1,3054,6312.7,959.2,1002.4,566,749.8,1799.1,1236.3,3815.5,1224.4,410.1,1273.8,2908.5,11,32,3,620,490,0,0.483777927
3203,2387.6,2211.5,5204.4,790.8,826.4,466.6,618.2,1483.2,1019.3,3412.8,1163.2,389.6,1210.2,2763.1,10.5,32,3,690,300,41,0.424925795
3204,0,0,0,0,0,0,0,0,0,0,242.4,81.2,252.2,575.7,11.3,32,3,0,0,0,0
3205,6027.5,4228.9,14028.1,1890.9,2234.1,1631.8,1895.4,4344,2031.9,8794.8,2241.5,750.6,2332.1,5324.1,10.7,32,3,1920,770,299.01,0.301458656
3206,3332.4,1966.2,7755.6,1045.4,1235.2,902.2,1047.9,2401.6,1123.4,5054.9,498.4,166.9,518.6,1183.9,11.3,32,3,1370,670,258.06,0.25351497
3207,2954.8,2499.7,6876.9,927,1095.2,800,929.1,2129.5,996.1,2889.4,2270.9,760.5,2362.8,5394.1,11.1,32,3,970,570,196.63,0.363491159
3208,1633.2,739.1,3801.1,512.4,605.4,442.2,513.6,1177.1,550.6,2433.6,2163.7,724.6,2251.2,5139.3,10.9,32,3,760,440,138.3,0.194444134
3209,4145.4,3177.5,8840.5,1343.2,1403.7,792.6,1050,2519.5,1731.4,4007.4,2631.9,881.5,2738.1,6251.5,11.2,32,3,1160,710,31,0.359430041
3210,3459.3,2881.4,7546.4,1107.8,1257.2,852.7,981.9,2389.6,957.2,4417.5,1013.2,339.4,1054.2,2406.7,11.1,32,3,1060,570,59,0.381827354
3211,1669.6,1175.7,3257.7,495,517.3,292.1,386.9,928.4,638,1963.2,620.5,207.8,645.5,1473.8,11.5,32,3,370,210,0,0.360892216
3212,3833.2,1920.3,10284.8,1368,1569.7,1087.4,1684.3,3594.2,981.2,6600,1283.3,429.8,1335.1,3048.3,11.5,32,3,2130,380,70,0.186708527
3213,3827.3,2739.8,9424.9,1577.4,1764.2,1162.3,1171.3,2488.1,1261.5,5465.1,1998.7,669.4,2079.4,4747.5,10.9,32,3,2330,880,240,0.290697964
3214,0,0,0,0,0,0,0,0,0,0,1641.9,549.9,1708.2,3900,11.8,32,3,0,0,0,0
3215,3590.2,2052.3,5928.9,856.8,964.7,644.2,681.5,1780.6,1001.1,3321.4,896.6,300.3,932.8,2129.6,16.1,32,3,440,330,117,0.346154639
3216,1298.6,473.5,2320.6,352.6,368.5,208.1,275.6,661.4,454.5,1030,450.2,150.4,468.1,1069,15,32,3,270,170,31,0.20405303
3301,929,770,1765.4,268.2,280.3,158.3,209.7,503.1,345.7,1129,234.7,78.6,244.1,557.4,15.5,33,3,180,130,0,0.436160344
3302,1818.8,936.3,3445.5,505.8,574,389.3,448.3,1091,437,1497.3,737,246.8,766.8,1750.7,15.1,33,3,410,270,0,0.271738186
3303,2123.4,997.5,4437.5,674.2,704.6,397.9,527.1,1264.7,869.1,1865.7,897,300.3,933.1,2130.6,16.1,33,3,490,250,0,0.224789095
3304,377.7,301.3,1105.2,167.9,175.5,99.1,131.3,315,216.5,0,584.1,195.7,607.7,1387.4,15.9,33,3,120,70,0,0.272600215
3305,3515.2,1816.3,6932.4,1180.1,1314.8,859.6,933.2,1966.5,678.3,3972.4,882.9,295.9,918.2,2096.9,14.3,33,3,900,250,49,0.261993395
3306,0,0,0,0,0,0,0,0,0,0,1157.8,388,1204.1,2750,17.9,33,3,40,0,0,0
3307,1972.3,1167.2,4231.1,391.1,462,337.4,626.6,1697.2,716.7,2708.5,375.5,125.8,390.7,892,17.9,33,3,760,340,95,0.275860697
3308,2780,1549.8,5402.2,820.8,857.8,484.4,641.7,1539.6,1058,3197.2,233.5,78.2,242.9,555,19,33,3,230,80,0,0.286882291
3309,2057.7,1052,5686.4,864,902.9,509.8,675.4,1620.6,1113.6,3089.9,929.5,311.3,967,2207.8,19.5,33,3,1290,90,0,0.185001721
3310,2189.6,2295.8,8265,1728.1,1794.7,997.3,944.5,1768.7,1031.8,4237.6,1282.1,429.3,1334,3045.4,20.3,33,3,910,470,88.3,0.277777143
3311,1681.3,1623.5,6346.2,1326.9,1378,765.7,725.2,1358.1,792.3,3085.5,792.3,265.3,824.4,1882,21.8,33,3,1690,380,131.19,0.255813462
3312,216.6,272.6,817.7,171,177.6,98.7,93.4,175,102.1,312.9,513.4,171.9,534.2,1219.5,20.4,33,3,120,230,16.9,0.333328358
3313,1180.2,1527.3,4454.6,931.4,967.3,537.5,509.1,953.3,556.1,2071.4,830.2,278,863.9,1972.1,19.7,33,3,880,370,92.08,0.342857534
3314,1254.5,947.1,4735.3,990.1,1028.2,571.4,541.1,1013.3,591.2,2384.3,1637.6,548.3,1703.9,3889.9,21.1,33,3,1530,290,97.88,0.2
3315,1678.1,1583.5,6334,1324.3,1375.4,764.3,723.8,1355.4,790.8,2761.9,474.8,159,494,1127.8,13.9,33,3,1950,300,130.93,0.25
3316,2763,4391.3,10429.3,2180.6,2264.6,1258.4,1191.8,2231.8,1302,5002.5,1662.1,556.5,1729.5,3948.1,14.6,33,3,1130,460,112.52,0.42105157
3317,2273.1,2655.7,8579.9,1793.9,1863.1,1035.2,980.5,1836,1071.1,4696,1469.1,491.9,1528.7,3489.7,14.3,33,3,1240,430,113.27,0.309523385
3318,1106.5,1515.2,5323.5,1113.1,1156,642.3,608.4,1139.2,664.6,704.3,303.9,101.8,316.1,721.8,16.5,33,3,0,0,0,0.284627485
3319,452.7,465.8,1708.6,357.2,371,206.2,195.3,365.6,213.3,0,51.4,17.2,53.5,122.1,16.9,33,3,370,90,35.32,0.272600215
3320,148.7,153,561.4,117.4,121.9,67.7,64.2,120.1,70.1,0,17,5.7,17.7,40.5,16.3,33,3,90,30,11.6,0.272600215
3321,449.3,159,556.6,81.7,92.7,62.9,72.4,176.2,70.6,392.6,95.3,31.9,99.2,226.4,16,33,3,60,10,0,0.285727273
3322,3139.4,1977.2,5867.7,891.5,931.7,526.1,696.9,1672.2,1149.1,3298.6,772.3,258.7,803.3,1834.6,13.9,33,3,670,180,0,0.336959721
3401,1258.6,548,1957.2,322,341.6,200.3,237.7,626.9,228.7,1176.8,367.6,123.2,382.4,873.1,13.6,34,3,240,130,0,0.28
3402,1743.5,1025.8,4149.7,699.3,731.2,413.6,481.8,1206.2,617.7,2301.6,231.7,77.6,241,550.2,13.4,34,3,440,120,0,0.247202591
3403,1524.4,934.5,2750.3,452.5,480.1,281.4,334,881,321.4,1629.5,634,212.5,659.6,1506,14,34,3,510,210,0,0.339776256
3404,2491.7,1320.8,4705.4,375.8,482,400.3,723.6,1973.8,750,2774.4,542,181.6,563.8,1287.3,13.9,34,3,900,380,102,0.280693847
3405,2060.4,1184.3,5335.4,612.1,723.3,528.6,879.1,1960.6,631.7,3442.2,609.5,204.2,634,1447.8,13.9,34,3,1068,180,169.8,0.22197486
3406,1146.3,658.9,2960.2,339.6,401.3,293.3,487.8,1087.8,350.5,2056.8,210.8,70.7,219.4,500.7,14.3,34,3,824,120,113.2,0.222596639
3407,2528.8,1341.2,6437.5,650.2,816.2,657.1,1089.7,2436.4,788,3993.9,577,193.4,600.5,1370.5,14.5,34,3,1462.8,294.4,196.88,0.2083343
3408,2247.1,1271.2,5719.7,577.7,725.2,583.8,968.2,2164.7,700.1,3464,361.2,121.1,375.9,858,16.9,34,3,1113,224,149.8,0.222250445
3409,1292.8,987.4,3291.9,332.5,417.4,336,557.2,1245.9,402.9,2376.5,117.2,39.3,122,278.3,20.6,34,3,433.2,121.6,81.32,0.299929841
3410,257.1,172.3,541.4,99.9,108.8,67.7,64.7,158.8,41.6,381.3,61.8,20.7,64.3,146.8,19.4,34,3,70,0,0,0.318169014
3411,1972.2,737.2,2900.6,477.2,506.3,296.8,352.3,929.1,338.9,1768.3,485.8,163,505.2,1154.3,14.1,34,3,330,100,0,0.2541607
3412,2149,1524.4,5487.7,777.4,877.5,589,658.2,1703,882.7,3203.4,174,58.3,181,413.3,14.7,34,3,1270,180,130.32,0.277776722
3413,0,0,0,0,0,0,0,0,0,0,1729.7,579.4,1799.7,4108.5,14.5,34,3,0,0,0,0
3414,1896,1729.2,4841.7,685.8,774.2,519.6,580.7,1502.5,778.8,2920.1,204.7,68.6,213,486.2,13.5,34,3,740,660,126.6,0.357141809
3415,4436.5,3554.2,11329,1604.8,1811.5,1215.9,1358.8,3515.7,1822.2,6846.6,1267.4,425.1,1318,3011.2,31.4,34,3,1210,360,148.89,0.313725572
3416,2127.8,2173.4,5433.6,769.7,868.8,583.2,651.7,1686.2,874,2963.5,918.8,307.8,956,2182.4,27.3,34,3,680,1070,142.08,0.4
3417,2289,1278.6,5845.2,828,934.7,627.3,701.1,1813.9,940.2,3501.1,1183.3,396.4,1231.1,2810.5,25.7,34,3,910,280,107.1,0.218751445
3418,822.3,479.5,1678.1,276.1,292.9,171.7,203.8,537.5,196.1,1027.5,338.4,113.3,352,803.8,25.2,34,3,240,70,30,0.285712743
3419,1826.2,923.9,3412.2,256.9,321.9,258.4,465.5,1347.1,762.3,0,247.7,83,257.6,588.3,23.9,34,3,0,0,0,0.270778054
3420,141.7,142.2,526.3,39.6,49.6,39.9,71.8,207.8,117.6,64.9,320.4,107.3,333.3,761,23.9,34,3,520,500,124,0.270208809
3421,4140,2144.9,7373.2,993.9,1181.6,872.4,755.3,2391.3,1178.6,4815.3,984.3,329.7,1024.1,2338.1,23.6,34,3,1490,610,280,0.290908428
3422,2633.8,1717.8,5051.3,851.2,890.1,503.4,586.5,1468.2,751.9,3053.9,999,334.5,1039.4,2373.1,21,34,3,510,220,0,0.340058537
3423,3708.8,2062.2,7918.1,745.5,922.3,726.3,1291.5,3136.6,1095.9,4912.3,793,265.5,824.9,1883.6,28.9,34,3,1510,520,187,0.26044552
3424,4314.4,2767.7,12454.6,1749.1,1980.6,1337.6,2095.7,4041.1,1250.4,6824.7,942.5,315.7,980.6,2238.7,23,34,3,2660,290,190,0.222221806
3425,0,0,0,0,0,0,0,0,0,0,2694.5,902.6,2803.2,6400,19.2,34,3,0,0,0,0
3426,4044,2344.2,9970,1640.2,1740.2,1020.2,1210.8,3193.7,1164.9,6357.6,591.5,198,615.5,1405.1,17.2,34,3,1980,260,197,0.235123351
3427,575.9,340.3,1361.1,231.7,258.1,168.8,183.2,386.1,133.2,776.5,0,0,0,0,17.9,34,3,260,50,0,0.25
3428,815.2,296.8,1484.2,244.2,259.1,151.9,180.3,475.4,173.4,1001.9,90.4,30.3,94,214.7,15.1,34,3,180,10,0,0.2
3429,565.4,340.3,1191.2,196,207.9,121.9,144.7,381.6,139.2,727.7,136,45.6,141.4,323,17.5,34,3,290,30,0,0.285712468
3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,34,3,0,0,0,0
3501,1200.2,687.1,1945.5,285.6,324.1,219.8,253.1,616.1,246.8,1311.2,333.2,111.4,346.5,791.3,21.7,35,3,300,80,0,0.35317836
3502,3523,2817.3,8149.3,1163.7,1277.5,809.4,1023.6,2279,1596,4683.2,1477.2,494.8,1536.9,3508.9,21.2,35,3,1260,390,48,0.345713368
3503,1184,551.3,1868.9,284,296.8,167.6,222,532.6,366,1398.8,385.4,129.1,400.9,915.4,18.6,35,3,200,0,48,0.294957055
3504,440.7,208.2,1178,200.5,223.4,146.1,158.6,334.1,115.3,785.3,134.5,45,139.9,319.4,20.5,35,3,150,0,0,0.176733726
3505,534.7,225.6,789.5,134.4,149.7,97.9,106.3,224,77.3,447.1,90.1,30.2,93.8,214.1,27.7,35,3,40,40,0,0.285728477
3506,5419.2,3012.9,13458.4,2044.9,2137,1206.7,1598.6,3835.6,2635.7,8002.3,1126.4,377.3,1172.1,2675.8,27.3,35,3,2184.34,328.16,245.78,0.22386685
3507,2683.9,1805.1,6663.9,1012.5,1058.1,597.5,791.5,1899.2,1305.1,3612,367.3,123.1,382.2,872.6,24.8,35,3,1564.9,235.1,176.08,0.270873898
3508,2229.6,1194.2,5536.9,841.3,879.2,496.4,657.7,1578,1084.4,3568.9,594.5,199.1,618.5,1412.1,23.6,35,3,1662.7,249.8,187.09,0.2156844
3509,1820,1054.6,4520.1,686.8,717.7,405.3,536.9,1288.2,885.2,2582.2,425.3,142.5,442.5,1010.3,22.1,35,3,978.06,146.94,110.05,0.233313918
3510,4142.2,2375.3,8770.3,921,1085.7,789.9,1358.8,3409.9,1205,5496.4,924.4,309.6,961.8,2195.7,21,35,3,1430,380,208,0.270833487
3511,2013.8,1271,4225.7,789.3,861,538,464.6,1108.5,464.2,2626.3,482.4,161.6,501.9,1145.8,27.8,35,3,660,150,0,0.300775662
3512,2267.4,908.1,5138.5,959.9,1047,654.3,564.9,1348,564.4,2428.3,586.6,196.5,610.3,1393.3,18.8,35,3,1010,210,133,0.176733726
3513,0,0,0,0,0,0,0,0,0,0,1543.6,516.9,1605.7,3666.7,21.2,35,3,0,0,0,0
3514,5000.4,4052.4,13587.6,2103.3,2313.4,1471.9,1650.1,3904.1,2144.7,7789.4,1166,390.5,1213,2769.5,19.9,35,3,1510,640,148.15,0.298246305
3515,3643.8,2748.1,9901.3,1532.7,1685.8,1072.6,1202.5,2844.9,1562.9,5253.7,1767.1,591.8,1838.5,4197.5,22.7,35,3,2150,730,186.1,0.277554248
3516,3527.1,2791.1,9584.2,1483.6,1631.8,1038.2,1163.9,2753.8,1512.8,5517.6,4500.2,1507.1,4681.8,10689.4,24.3,35,3,420,360,50.36,0.291217391
3517,2540.1,2253.8,6902.2,1068.4,1175.2,747.7,838.2,1983.2,1089.5,4149.8,669.7,224.3,696.8,1590.8,24.5,35,3,930,630,112.63,0.326531317
3518,1859.7,1724,5053.5,782.3,860.4,547.4,613.7,1452,797.7,3089.2,451.8,151.3,470,1073.2,27.7,35,3,720,720,104.85,0.341157773
3519,2563.5,2252.3,6965.7,1078.3,1186,754.6,845.9,2001.4,1099.5,4303.1,500.4,167.6,520.6,1188.6,29.7,35,3,1310,460,129.42,0.323340226
3520,4758.5,3859.8,12930.3,2001.6,2201.5,1400.7,1570.3,3715.2,2041,7686.6,1476.1,494.5,1535.6,3506.1,31.7,35,3,1840,1080,204.58,0.29850654
3521,2163.5,1951.2,5879,910,1001,636.8,714,1689.2,928,3438.7,1066.7,357.2,1110,2533.9,20.1,35,3,1010,490,92.93,0.331900524
3522,0,0,0,0,0,0,0,0,0,0,1092.5,366,1136.5,2594.9,17.4,35,3,0,0,0,0
3523,1495.8,1052.5,3295.8,689.1,715.7,397.7,376.6,705.3,411.5,1590.8,1489,499,1548.9,3536.9,28.8,35,3,580,190,0,0.319345848
3524,2187.4,2121.5,4603,657.3,721.6,457.2,578.2,1287.3,901.5,2568,1134.6,380.2,1180.5,2695.1,24.4,35,3,540,450,0,0.460903226
3525,0,0,0,0,0,0,0,0,0,0,715.7,239.8,744.6,1700,27,35,3,0,0,0,0
3526,3456.4,1616.2,6286.6,897.7,985.5,624.4,789.7,1758.1,1231.2,3752.3,999.5,334.9,1039.9,2374.3,25.6,35,3,940,280,35,0.257090176
3527,2351.3,1450.1,6162.7,1390.6,1376.8,667.6,649.8,1271.5,806.4,2937.4,718.3,240.6,747.5,1706.3,28.5,35,3,1250,420,90,0.235294118
3528,5083.6,2770.8,8532.9,1593.9,1738.7,1086.5,938.1,2238.4,937.3,5316.7,1351.6,452.8,1405.9,3210.8,25,35,3,1460,440,228,0.324717017
3529,1952.1,1117.7,4051.6,330.5,423.6,351.4,633.1,1642.8,670.1,2539.6,361.1,120.9,375.7,857.8,22.1,35,3,730,300,149,0.275862508
3530,983.7,1251.2,2665.5,380.6,417.8,264.8,334.8,745.4,522,1789,958.1,320.8,996.9,2275.9,24.6,35,3,230,230,0,0.46942054
3531,1465.6,1729,5108.6,729.5,800.8,507.4,641.7,1428.7,1000.5,2917.2,1525.7,510.8,1587.4,3624,25.1,35,3,540,680,37,0.338453189
3532,1975,1552.3,4161.7,594.3,652.4,413.4,522.8,1163.9,815,2562.4,665,222.7,691.9,1579.6,25.3,35,3,570,400,70,0.373007785
3601,2979.7,1741.2,7801,1135.7,1236.9,770.2,1107.3,2674.2,876.8,4110,379.1,127,394.3,900.4,24.6,36,3,1890,260,163,0.223207143
3602,5699.4,3293.4,13957.8,1784.7,2053.2,1429.3,1997.4,4984.8,1708.4,8005.5,1102.1,369.3,1146.5,2617.8,28.4,36,3,3140,560,356,0.235955253
3603,898.8,601,2508.2,468.5,511.1,319.4,275.8,658,275.5,1256.5,102.5,34.3,106.6,243.6,27.4,36,3,1240,370,95,0.239626358
