TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,working,industry,other,service,workplace,LenOrig1,superZone,IntExt,schoolage,pensioner,Students
101,3087,2504.67,8450,1530,1380,530,1020,3160,890,5069.94,1407.4,139.9,1238.8,2786.1,20.4,1,2,2180,890,159
102,779,848.49,2390,500,460,110,180,950,180,1381.96,478.8,76,758.3,1313.1,17.7,1,2,750,180,50
103,0,0,0,0,0,0,0,0,0,0,1069.43,219.7,977.5,2266.6,16.3,1,2,0,0,0
104,965.42,1020.69,2960,380,360,220,370,1070,550,1720.5,503.8,57.5,828.1,1389.5,15.4,1,2,530,550,99.12
105,2791.89,2994.42,8560,1660,1240,440,1100,3210,940,4891.8,454.9,400.8,494.3,1350,14.9,1,2,2050,940,286.66
106,2028.69,2283.84,6220,770,700,320,730,2110,1570,3227.1,1069.43,219.7,977.5,2266.6,13.9,1,2,1070,1570,208.3
107,1651,1592.94,5090,780,840,560,780,1760,400,3228.55,559.6,129.3,760.5,1449.4,14.1,1,2,1220,400,105
108,1193,1086.79,2550,440,340,140,290,910,420,1448.56,644.5,536.2,690.5,1871.2,13.6,1,2,570,420,0
109,1475,1421.03,3770,770,500,250,480,1390,370,2178.57,1059,67.2,718.2,1844.4,14.6,1,2,910,370,30
110,2083,1386.73,5290,920,1050,460,710,1770,390,3279.74,260.5,733.8,396.1,1390.4,16.2,1,2,1480,390,56
111,1800.38,2007.27,5520,840,700,400,770,2060,740,3310.8,1069.43,219.7,977.5,2266.6,11.8,1,2,1100,740,184.85
112,1578.59,1548.8,4840,630,650,390,650,1840,670,2966.7,503.8,57.5,828.1,1389.5,11.9,1,2,960,670,162.08
113,0,0,0,0,0,0,0,0,0,0,503.8,57.5,828.1,1389.5,11.5,1,2,0,0,0
114,590.34,804.44,1810,190,220,110,230,610,450,1013.7,503.8,57.5,828.1,1389.5,11.5,1,2,310,450,60.61
115,2837.55,2937.07,8700,1260,1090,500,1000,3180,1660,4836,1069.43,219.7,977.5,2266.6,11.1,1,2,1680,1660,291.35
116,1709.06,1886.4,5240,870,690,290,670,1910,820,2957.4,518.15,251.7,716.6,1486.4,11.4,1,2,1100,820,175.48
117,2165.67,1692.55,6640,1010,1090,480,840,2610,590,4129.2,518.15,251.7,716.6,1486.4,11.3,1,2,1620,590,222.36
118,1102.41,1126.67,3380,640,460,170,400,1310,400,1943.7,518.15,251.7,716.6,1486.4,11.3,1,2,780,400,113.19
201,536,533.02,1320,240,160,80,160,450,220,703.89,139.63,111.3,441.8,692.8,11.4,2,2,280,220,0
202,659.74,709.55,2230,360,290,210,350,800,220,1360.51,657.57,56.1,204.9,918.6,11.1,2,2,460,220,60.8
203,899.38,1274.84,3040,460,360,220,450,1120,440,1774.97,314.05,174.4,829.6,1318,11,2,2,570,440,82.89
204,263.31,296.67,890,160,130,60,160,310,90,531.59,483.48,523.4,477.3,1484.1,10.8,2,2,200,90,24.27
205,525,524.62,1470,330,270,80,130,490,190,744.22,380.7,13.2,264.4,658.3,10.8,2,2,440,190,31
206,248,0,1190,200,150,50,140,370,270,0,0,0,0,0,11.7,2,2,240,270,0
207,1318.08,971.08,4208,768,883.2,393.6,614.4,1315.2,230.4,2559.13,394.17,79.7,368.8,842.7,11.4,2,2,1280,230.4,90.56
208,2434.2,1438.19,5622,906,1086,492,804,1944,390,3515.54,262.95,260.3,515.6,1038.8,11.1,2,2,1548,390,192
209,1750.72,1206.33,5593,1059.67,1303.33,487.33,716.83,1770.83,252.17,3069.42,57.2,82.2,187.9,327.3,11.2,2,2,1861.5,252.17,128.63
210,1589.79,1106.9,4427.59,880,943.45,430.34,659.31,1274.48,240,2379.5,956.18,283.3,830.9,2070.4,11,2,2,1390.34,240,116.97
211,0,0,0,0,0,0,0,0,0,0,139.63,111.3,441.8,692.8,10.9,2,2,0,0,0
212,0,0,0,0,0,0,0,0,0,0,139.63,111.3,441.8,692.8,10.8,2,2,0,0,0
213,0,0,0,0,0,0,0,0,0,0,657.57,56.1,204.9,918.6,10.7,2,2,0,0,0
214,1100.56,1174.74,3720,680,440,310,590,1320,370,2180.42,657.57,56.1,204.9,918.6,10.7,2,2,750,370,101.43
215,1727.76,1741.75,5840,1060,780,400,870,2140,590,3396.77,657.57,56.1,204.9,918.6,10.6,2,2,1290,590,159.23
216,1470.37,1519.97,4970,830,860,370,670,1720,520,2919.24,657.57,56.1,204.9,918.6,10.6,2,2,1260,520,135.51
217,375.73,488.46,1270,170,160,90,160,370,310,630.7,657.57,56.1,204.9,918.6,10.5,2,2,230,310,34.63
218,0,0,0,0,0,0,0,0,0,0,657.57,56.1,204.9,918.6,12.3,2,2,0,0,0
219,618.32,696.67,2090,390,280,140,310,800,160,1252.39,314.05,174.4,829.6,1318,12.7,2,2,470,160,56.98
220,1035.47,1166.67,3500,470,340,230,580,1310,570,2054.28,314.05,174.4,829.6,1318,12.1,2,2,520,570,95.43
221,872.75,1017.24,2950,410,400,220,390,910,620,1531.7,314.05,174.4,829.6,1318,11.7,2,2,580,620,80.43
222,1245.52,1684.37,4210,600,590,340,620,1430,600,2405.67,314.05,174.4,829.6,1318,11.3,2,2,870,600,114.79
223,890.51,810.38,3010,480,440,220,450,1020,400,1738.93,314.05,174.4,829.6,1318,10.9,2,2,650,400,82.07
224,0,0,0,0,0,0,0,0,0,0,314.05,174.4,829.6,1318,11,2,2,0,0,0
225,2881.57,2586.94,9740,1540,1930,840,1340,3200,910,5865.51,314.05,174.4,829.6,1318,10.7,2,2,2630,910,265.56
226,0,0,0,0,0,0,0,0,0,0,483.48,523.4,477.3,1484.1,10.7,2,2,0,0,0
227,0,0,0,0,0,0,0,0,0,0,483.48,523.4,477.3,1484.1,10.4,2,2,0,0,0
228,0,0,0,0,0,0,0,0,0,0,483.48,523.4,477.3,1484.1,11.5,2,2,0,0,0
229,175,434.29,760,120,110,50,90,230,150,430,0,0,0,0,11.2,2,2,170,150,0
230,1277.05,965.61,4077,744.09,855.7,381.35,595.27,1274.26,223.23,2039.29,394.17,79.7,368.8,842.7,11.2,2,2,855.7,223.23,87.74
231,1523.87,1081.11,4865,887.91,1021.1,455.05,710.33,1520.54,266.37,2648.32,394.17,79.7,368.8,842.7,10.8,2,2,1021.1,266.37,104.7
232,1622.8,958.79,3748,604,724,328,536,1296,260,2507.9,262.95,260.3,515.6,1038.8,10.7,2,2,1186,260,128
233,1132.82,877.33,3619,685.67,843.33,315.33,463.83,1145.83,163.17,1986.09,57.2,82.2,187.9,327.3,10.4,2,2,1204.5,163.17,83.23
234,0,0,0,0,0,0,0,0,0,0,57.2,82.2,187.9,327.3,11.9,2,2,0,0,0
235,1785.04,1206.33,5702.67,1080.44,1328.89,496.89,730.89,1805.56,257.11,3129.6,57.2,82.2,187.9,327.3,12.1,2,2,1898,257.11,131.16
236,1510.42,1206.33,4825.33,914.22,1124.44,420.44,618.44,1527.78,217.56,2648.12,57.2,82.2,187.9,327.3,11.7,2,2,1606,217.56,110.98
237,0,0,0,0,0,0,0,0,0,0,57.2,82.2,187.9,327.3,10.9,2,2,0,0,0
238,0,0,0,0,0,0,0,0,0,0,57.2,82.2,187.9,327.3,11.4,2,2,0,0,0
239,2106.48,1438.97,5866.55,1166,1250.07,570.21,873.59,1688.69,318,3152.83,956.18,283.3,830.9,2070.4,11.5,2,2,1842.21,318,154.98
240,2066.73,1438.97,5755.86,1144,1226.48,559.45,857.1,1656.83,312,3093.35,956.18,283.3,830.9,2070.4,11.1,2,2,1807.45,312,152.06
241,0,0,0,0,0,0,0,0,0,0,956.18,283.3,830.9,2070.4,11,2,2,0,0,0
242,2715,1532.06,7110,1160,1400,680,1010,2440,420,4666.15,956.18,283.3,830.9,2070.4,11.7,2,2,2020,420,286
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,2,2,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,2,2,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,2,2,0,0,0
301,2482,1777.45,8520,1840,1890,760,1060,2660,620,4247.53,100,178,955.2,1233.2,10.8,3,2,2840,620,151
302,0,0,0,0,0,0,0,0,46.2,0,2564.63,108.7,110.1,2783.4,10.6,3,2,0,46.2,0
303,1061.44,1629.09,3360,330,440,240,400,1050,428,1900.8,226.94,137.2,383.5,747.6,10.6,3,2,580,428,91.15
304,1130.94,1257.84,3580,420,520,260,370,1400,347.8,2217.6,438.8,150.6,415.8,1005.1,10.5,3,2,750,347.8,97.12
305,1081,655.15,3120,680,710,210,380,1030,138,1391.95,91.5,93.1,481.2,665.8,10.4,3,2,1070,138,52
306,1067,700,2680,450,600,240,200,1090,100,1834.28,3089.45,75.1,647,3811.6,10.4,3,2,870,100,81
307,302,229.6,760,210,130,30,40,320,40,425.56,0,0,0,0,10.4,3,2,240,40,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,3,2,0,0,0
309,818,486.43,1840,260,400,180,200,740,30,1308.2,24.3,24.8,330.2,379.3,10.3,3,2,560,30,80
310,2854,1763.02,7660,1670,1630,600,810,2590,370,4688.98,3089.45,75.1,647,3811.6,11.9,3,2,2530,370,248
311,202,125.59,670,100,90,30,110,330,10,307.19,0,0,0,0,11.3,3,2,130,10,0
312,384,298.32,1100,270,240,50,80,420,50,631.84,0,0,0,0,11,3,2,400,50,0
313,1455.2,1160.8,4933.4,1060.8,1132.2,442,669.8,1414.4,214.2,2840.07,344.87,179.3,330.1,854.2,10.9,3,2,1686.4,214.2,125.12
314,1771.74,5854.8,5854.8,1275,1315.8,545.7,836.4,1632,249.9,3517.59,112.35,160.3,406.4,679,10.3,3,2,1968.6,249.9,168.81
315,2282,1481.62,7750,1600,1800,700,1070,2250,340,4272.44,250,242.2,559.5,1051.7,11.4,3,2,2620,340,253
316,1047.09,783.42,3917.1,897.6,920.7,382.8,561,1019.7,138.6,2099.59,65.57,101.7,342.8,510.1,11.5,3,2,1376.1,138.6,118.47
317,1399,951.48,4270,760,870,470,700,1280,210,2844.04,210.8,35.2,270.2,516.2,11.2,3,2,1250,210,112
318,2945,1936.94,7340,1110,1340,710,1030,2450,700,4285.6,387.1,209.5,735,1331.6,10.8,3,2,1880,700,310
319,0,0,0,0,0,0,0,0,0,0,2564.63,108.7,110.1,2783.4,11.1,3,2,0,0,0
320,0,0,0,0,0,0,0,0,0,0,2564.63,108.7,110.1,2783.4,12,3,2,0,0,0
321,0,0,0,0,0,0,0,0,0,0,226.94,137.2,383.5,747.6,12.4,3,2,0,0,0
322,0,0,0,0,0,0,0,0,0,0,226.94,137.2,383.5,747.6,12.6,3,2,0,0,0
323,1241.51,1310,3930,510,350,250,660,1410,760,2390.4,226.94,137.2,383.5,747.6,11.7,3,2,580,760,106.61
324,1149.89,1586.67,3640,370,380,200,470,1460,760,2208,226.94,137.2,383.5,747.6,10.2,3,2,570,760,98.75
325,840.31,917.24,2660,310,330,220,380,1020,410,1737.6,226.94,137.2,383.5,747.6,11.7,3,2,490,410,72.16
326,815.03,800.69,2580,290,300,200,370,1010,410,1680,226.94,137.2,383.5,747.6,11.7,3,2,440,410,69.99
327,1336.28,1249.77,4230,600,530,300,610,1620,580,2678.4,226.94,137.2,383.5,747.6,14.5,3,2,810,580,114.75
328,1487.91,1695.6,4710,550,690,510,660,1670,620,3129.6,226.94,137.2,383.5,747.6,12.5,3,2,970,620,127.77
329,660.24,636.09,2090,260,250,160,280,820,330,1344,226.94,137.2,383.5,747.6,12.6,3,2,370,330,56.7
330,1048.8,948.57,3320,490,620,250,360,1370,240,2188.8,226.94,137.2,383.5,747.6,12.4,3,2,900,240,90.07
331,1563.73,1903.85,4950,1040,660,200,590,1660,800,2611.2,226.94,137.2,383.5,747.6,10.4,3,2,1150,800,134.28
332,1765.91,1825.31,5590,1260,880,270,690,2040,420,3225.6,226.94,137.2,383.5,747.6,10.2,3,2,1520,420,151.65
333,0,0,0,0,0,0,0,0,0,0,438.8,150.6,415.8,1005.1,10.2,3,2,0,0,0
334,1669.2,1556.2,5658.9,1216.8,1298.7,507,768.3,1622.4,245.7,3081.25,344.87,179.3,330.1,854.2,10.3,3,2,1934.4,245.7,143.52
335,1155.6,1160.8,3917.7,842.4,899.1,351,531.9,1123.2,170.1,2255.35,344.87,179.3,330.1,854.2,10.3,3,2,1339.2,170.1,99.36
336,1702.26,5625.2,5625.2,1225,1264.2,524.3,803.6,1568,240.1,3379.65,112.35,160.3,406.4,679,10.2,3,2,1891.4,240.1,162.19
337,856.71,686.76,3204.9,734.4,753.3,313.2,459,834.3,113.4,1717.85,65.57,101.7,342.8,510.1,10.2,3,2,1125.9,113.4,96.93
338,1269.2,1017.43,4748,1088,1116,464,680,1236,168,2544.96,65.57,101.7,342.8,510.1,10.2,3,2,1668,168,143.6
401,2183,1564.14,6480,1300,1460,650,910,1900,260,3773.12,54.2,8,252.7,314.9,10.2,4,1,2040,260,126
402,1752,1691.97,6495,1400,1420,615,900,1905,255,3325.17,130.85,42.4,138.4,311.7,10.2,4,1,2120,255,175
403,2096.4,1793.44,6329.78,1301.13,1397.07,573.62,855.43,1930.71,269.82,3414.72,92.94,57,150.1,300,10.2,4,1,2072.62,269.82,198.67
404,1437.29,1214.87,4638.58,903.19,1003.54,405.13,635.58,1464.42,223.01,2441.54,67.23,24,111.7,203,10.2,4,1,1445.84,223.01,141.24
405,2267.76,1649.16,6706.58,1194.37,1419.92,599.75,879.97,2211.04,401.54,4172.89,76.83,73.5,216.3,366.6,10.3,4,1,2033.33,401.54,162.5
406,2267.76,1649.16,6706.58,1194.37,1419.92,599.75,879.97,2211.04,401.54,4172.89,298.3,147,447.4,892.7,10.5,4,1,2033.33,401.54,162.5
407,2379.29,2088.94,7036.41,1253.11,1489.75,629.24,923.25,2319.78,421.29,4378.12,122,294,447.4,863.4,11.8,4,1,2133.33,421.29,170.49
408,929.41,659.66,2748.6,489.5,581.93,245.8,360.64,906.16,164.57,1710.2,106.23,122.5,197.6,426.3,10.7,4,1,833.33,164.57,66.6
409,1338.35,1099.44,3957.98,704.87,837.98,353.95,519.33,1304.87,236.97,2462.69,196.65,161.7,307.6,666,10.5,4,1,1200,236.97,95.9
410,409,265.71,930,210,180,70,60,370,10,592.2,40.6,0,0,40.6,10.5,4,1,290,10,0
411,1752,1691.97,6495,1400,1420,615,900,1905,255,3325.17,130.85,42.4,138.4,311.7,10.4,4,1,2120,255,175
412,1502.42,1265.96,4536.34,932.48,1001.23,411.09,613.06,1383.68,193.37,2447.22,92.94,57,150.1,300,10.5,4,1,1485.38,193.37,142.38
413,1537.36,1265.96,4641.84,954.16,1024.52,420.65,627.32,1415.86,197.87,2504.13,92.94,57,150.1,300,10.4,4,1,1519.92,197.87,145.69
414,1257.84,1054.96,3797.87,780.68,838.24,344.17,513.26,1158.43,161.89,2048.83,92.94,57,150.1,300,10.4,4,1,1243.57,161.89,119.2
415,3004.84,2320.92,9072.68,1864.96,2002.47,822.19,1226.12,2767.36,386.74,4894.44,92.94,57,150.1,300,10.8,4,1,2970.75,386.74,284.76
416,0,0,0,0,0,0,0,0,0,0,92.94,57,150.1,300,10.4,4,1,0,0,0
417,1090.13,822.87,3291.49,676.59,726.48,298.28,444.82,1003.97,140.31,1485.01,92.94,57,150.1,300,10.7,4,1,726.48,140.31,103.31
418,1197.74,993.98,3865.49,752.65,836.28,337.61,529.65,1220.35,185.84,2034.62,67.23,24,111.7,203,10.3,4,1,1204.87,185.84,117.7
419,1231.96,993.98,3975.93,774.16,860.18,347.26,544.78,1255.22,191.15,2092.75,67.23,24,111.7,203,10.3,4,1,1239.29,191.15,121.06
420,0,0,0,0,0,0,0,0,0,0,76.83,73.5,216.3,366.6,11.9,4,1,0,0,0
421,1821.65,1209.38,5387.25,959.41,1140.59,481.76,706.86,1776.08,322.55,3352,76.83,73.5,216.3,366.6,11.6,4,1,1633.33,322.55,130.53
422,1524.24,1209.38,4507.7,802.77,954.37,403.11,591.46,1486.11,269.89,2804.73,106.23,122.5,197.6,426.3,11.8,4,1,1366.67,269.89,109.22
423,743.53,549.72,2198.88,391.6,465.55,196.64,288.52,724.93,131.65,1368.16,196.65,161.7,307.6,666,11.5,4,1,666.67,131.65,53.28
501,1167.67,1420,4260,850,490,270,700,1600,360,2638.59,62.5,42.5,194.1,299.1,11.4,5,1,850,360,104.09
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,5,1,0,0,0
503,896.31,1121.14,3270,330,290,200,450,1200,830,1868.61,156.3,43.2,189.2,388.7,11.1,5,1,440,830,79.9
504,1096.41,1363.64,4000,400,360,240,590,1590,820,2460.18,13.2,16.4,132.6,162.2,11,5,1,540,820,97.74
505,1090.92,1364.57,3980,490,370,230,550,1470,870,2281.77,42.85,49.2,33.2,125.2,10.8,5,1,610,870,97.25
506,564.65,686.67,2060,270,210,160,310,750,360,1248.87,42.8,65.6,228.4,336.8,10.7,5,1,330,360,50.34
507,482.42,586.67,1760,240,200,130,270,610,290,1051.68,134.1,31.8,571,736.9,11.3,5,1,310,290,43.01
508,476.94,614.12,1740,180,240,120,220,650,330,1042.29,0,5.5,95.8,101.3,11.1,5,1,330,330,42.52
509,619.47,1043.08,2260,160,140,120,220,710,890,1042.29,6.6,0,58.9,65.5,11.2,5,1,220,890,55.22
510,899.05,1269.68,3280,380,340,210,500,1150,690,1896.78,69.2,229.5,1591.3,1890,11.5,5,1,530,690,80.15
511,901.79,1279.44,3290,310,360,240,460,1230,700,1971.9,6.6,5.5,110.5,122.6,11.7,5,1,510,700,80.39
512,781.19,1045,2850,350,270,160,460,1080,530,1727.76,13.2,16.4,81,110.6,12,5,1,410,530,69.64
513,1334.88,1788.98,4870,540,510,330,720,1850,930,2957.85,72.5,142.1,316.8,531.4,11.5,5,1,760,930,119
514,367.3,515.38,1340,170,160,90,190,500,230,807.54,42.85,49.2,33.2,125.2,11.3,5,1,230,230,32.74
601,2090.46,2020.87,5810,1000,800,310,710,2110,890,3371.34,429.1,60,174.8,663.9,11.1,6,1,1290,890,206.68
602,1468,1080,4080,570,460,270,690,1590,520,2695.14,445.7,196.1,664.6,1306.4,10.9,6,1,720,520,145.14
603,1241.32,1245.83,3450,360,360,220,420,1230,880,1989.96,4.4,348.1,342.3,694.8,11,6,1,530,880,122.73
604,0,0,0,0,0,0,0,0,0,0,26.5,7.1,124.5,158.1,11.1,6,1,0,0,0
605,1187.35,1191.67,3300,420,310,210,500,1180,690,1980.3,53.1,227.3,910.1,1190.5,11.5,6,1,510,690,117.39
606,1597.53,1412.73,4440,540,500,270,560,1710,880,2675.82,101.7,35.5,178.9,316.1,11.6,6,1,780,880,157.95
607,1878.17,2562.55,5220,550,580,300,750,1770,1290,3013.92,30.9,71,575.6,677.5,11.2,6,1,820,1290,185.69
608,1147.77,1295.94,3190,470,300,180,480,1150,620,1874.04,33.2,85.3,225.6,344.1,11,6,1,530,620,113.48
609,755.59,1100,2100,260,240,130,300,800,360,1304.1,19.9,63.9,272.3,356.1,11.2,6,1,360,360,74.7
610,748.39,1040,2080,270,240,110,280,800,370,1265.46,77.4,78.2,824.6,980.2,11.2,6,1,370,370,73.99
611,683.63,700,1900,310,180,110,280,680,340,1110.9,108.3,35.5,443.4,587.2,11.2,6,1,320,340,67.59
612,1442.81,1645.13,4010,540,440,210,550,1460,800,2337.72,117.2,326.8,1618,2062,13.1,6,1,680,800,142.65
613,0,0,0,0,0,0,0,0,0,0,1105.3,0,0,1105.3,12.6,6,1,0,0,0
701,0,0,0,0,0,0,0,0,0,0,3413.4,53.2,596.9,4063.5,12.6,7,1,0,0,0
702,1897.85,2084.73,5460,690,600,330,690,1990,1150,3165.2,379.3,1.5,321,701.8,12.2,7,1,930,1150,173.84
703,1261.76,1210,3630,480,400,280,580,1340,560,2316,155.6,3.8,185.8,345.2,12.7,7,1,620,560,115.58
704,837.7,657.27,2410,220,230,160,350,890,550,1476.45,0,2621.1,1936,4557.1,12.4,7,1,330,550,76.73
705,1578.07,1650.91,4540,590,480,290,680,1690,800,2788.85,228.5,17.5,382.9,628.9,12.1,7,1,730,800,144.55
706,722.99,756.36,2080,270,200,100,300,740,470,1186.95,92.4,19,810.9,922.3,12.9,7,1,320,470,66.23
707,1327.8,1548.65,3820,550,380,210,550,1400,740,2248.45,160.5,6.1,630.7,797.3,12.8,7,1,610,740,121.63
708,1557.21,1730.91,4480,650,480,240,630,1660,820,2673.05,116.7,13.7,292.8,423.2,13.7,7,1,770,820,142.64
709,2005.61,2503.96,5770,760,620,380,870,2030,1110,3435.4,554.3,19,1773.8,2347.1,13.7,7,1,970,1110,183.71
710,0,0,0,0,0,0,0,0,0,0,0,7,14,21,13.8,7,1,0,0,0
711,1188.77,1140,3420,780,460,150,390,1290,340,1939.65,0,3.8,70.3,74.1,13.4,7,1,870,340,108.89
712,0,0,0,0,0,0,0,0,0,0,0,59.5,119,178.5,13.5,7,1,0,0,0
713,0,0,0,0,0,0,0,0,0,0,0,22.7,90.8,113.5,13.4,7,1,0,0,0
714,263,214.29,750,80,280,30,50,190,100,403.03,107,11.4,74.2,192.6,13.1,7,1,330,100,0
715,0,0,0,0,0,0,0,0,0,0,0,10.5,21,31.5,13.7,7,1,0,0,0
716,0,0,0,0,0,0,0,0,0,0,0,78.8,210,288.8,13.2,7,1,0,0,0
717,0,0,0,0,0,0,0,0,0,0,0,52.5,140,192.5,13.3,7,1,0,0,0
718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,7,1,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,7,1,0,0,0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,7,1,0,0,0
721,20.86,0,60,0,0,0,0,0,50,0,0,30,25,55,12.6,7,1,0,50,1.91
722,0,0,0,0,0,0,0,0,0,0,0,30,25,55,13.1,7,1,0,0,0
723,0,0,0,0,0,0,0,0,0,0,0,22.7,68.1,90.8,12.5,7,1,0,0,0
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,7,1,0,0,0
725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,7,1,0,0,0
726,1171.39,1251.71,3370,490,410,220,510,1250,460,2084.4,949.5,88.7,651.5,1689.7,12,7,1,630,460,107.3
727,195,315,540,110,60,20,70,190,100,310,126,10.3,156.4,292.6,12.6,7,1,110,100,0
801,852.59,798.75,2130,480,280,180,330,600,260,1183.26,4,4.8,66.4,75.2,11.6,8,1,480,260,80.1
802,2181.51,1595.12,5450,1430,880,280,710,1490,650,2741.7,40.9,0,337.6,378.5,12.1,8,1,1590,650,204.94
803,1913.33,2135.74,4780,540,440,260,670,1840,1030,2866.76,22.9,49.2,541.7,613.8,12.5,8,1,680,1030,179.75
804,1925.33,2353.83,4810,640,480,290,710,1740,950,2857.14,76,57.3,247.5,380.8,12,8,1,770,950,180.87
805,1336.93,1113.33,3340,550,430,180,450,1220,500,1972.1,74.7,7.4,319.6,401.7,11.5,8,1,710,500,125.6
806,1865.29,1906.36,4660,660,520,280,650,1710,830,2789.8,50,48.8,518.6,617.4,11.3,8,1,820,830,175.23
807,1296.9,1041.43,3240,460,450,230,430,1220,450,2010.58,49.8,5,213.1,267.9,11.3,8,1,680,450,121.84
808,1216.84,980.65,3040,510,320,190,460,1120,430,1847.04,126.9,80.8,512,719.7,11.7,8,1,560,430,114.32
809,2005.39,1918.72,5010,680,520,320,800,1810,870,3068.78,293.4,124.1,423.9,841.4,12.3,8,1,810,870,188.39
901,1282.4,1651.89,3820,500,380,280,510,1430,700,2328.04,67.6,32.8,403.7,504.1,11.6,9,1,620,700,120.23
902,1436.83,1616.89,4280,500,450,290,600,1600,850,2597.4,75.1,296,493.7,864.8,11.4,9,1,680,850,134.71
903,1785.97,1503.48,5320,870,700,370,780,1800,820,3164.98,180.2,291.7,452,923.8,11.7,9,1,1140,820,167.44
904,1138.05,1271.25,3390,410,400,260,540,1240,540,2154.88,232.8,218.7,359.1,810.6,12.4,9,1,590,540,106.7
905,0,0,0,0,0,0,0,0,0,0,1641.2,418.5,612.2,2671.9,11.7,9,1,0,0,0
906,2027.67,2047.46,6040,880,730,430,890,2160,930,3674.84,150.2,88.7,1182,1420.9,11.6,9,1,1150,930,190.1
907,1456.97,1736,4340,530,490,330,610,1670,720,2741.7,82.6,100.3,321.9,504.8,12.7,9,1,740,720,136.6
908,1621.47,1449,4830,780,640,370,790,1660,580,3011.06,145.5,284.4,948,1377.9,11.7,9,1,1000,580,152.02
909,1366.33,1316.76,4070,570,450,280,650,1420,700,2472.34,82.6,27.3,433.4,543.3,11.6,9,1,700,700,128.1
910,2383.52,1958.62,7100,1180,1110,560,990,2560,700,4473.3,232.8,291.6,445.8,970.2,12,9,1,1660,700,223.47
911,0,0,0,0,0,0,0,0,0,0,0,260.3,694,954.3,12,9,1,0,0,0
912,0,0,0,0,0,0,0,0,0,0,0,53,147,200,12.7,9,1,0,0,0
913,2182.1,1805.56,6500,1140,1080,470,720,2530,570,4078.88,666.2,42.8,465.3,1174.3,12.3,9,1,1680,570,204.58
914,0,0,0,0,0,0,0,0,0,0,0,0,225,225,11.8,9,1,0,0,0
915,0,0,0,0,0,0,0,0,0,0,410.3,104.6,153,667.9,11.5,9,1,0,0,0
916,0,0,0,0,0,0,0,0,0,0,0,52.5,140,192.5,11.2,9,1,0,0,0
917,0,0,0,0,0,0,0,0,0,0,0,30,25,55,11.6,9,1,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,9,1,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,30,25,55,10.8,9,1,0,0,0
920,0,0,0,0,0,0,0,0,0,0,126,10.3,156.4,292.6,10.7,9,1,0,0,0
921,1557.68,1476.36,4640,830,540,360,720,1530,660,2780.18,180.2,291.7,452,923.8,10.6,9,1,890,660,146.04
922,0,0,0,0,0,0,0,0,0,0,0,53,147,200,10.8,9,1,0,0,0
923,0,0,0,0,0,0,0,0,0,0,0,53,147,200,10.6,9,1,0,0,0
924,0,0,0,0,0,0,0,0,0,0,0,53,147,200,10.7,9,1,0,0,0
925,0,0,0,0,0,0,0,0,0,0,575.1,134.7,160.6,870.4,10.8,9,1,0,0,0
1001,121,107.03,440,110,70,30,70,130,30,260,240.73,105.9,388.5,735.2,10.9,10,2,120,30,0
1002,2466,2065.14,8490,1930,1820,800,1250,2350,330,5248.32,93.58,47.2,153.8,294.6,11,10,2,2750,330,122
1003,2057.21,1929.87,7492.45,1739.25,1859.62,784.53,1062.64,1813.96,228.3,4532.44,93.58,47.2,153.8,294.6,11.2,10,2,2660.75,228.3,136.57
1004,685.74,454.09,2497.48,579.75,619.87,261.51,354.21,604.65,76.1,1510.81,93.58,47.2,153.8,294.6,11,10,2,886.92,76.1,45.52
1005,686,322.7,1720,390,310,140,180,670,50,1123.22,240.73,105.9,388.5,735.2,10.9,10,2,530,50,55
1006,2213.06,1816.35,8060.06,1871.01,2000.5,843.96,1143.14,1951.38,245.6,4875.81,93.58,47.2,153.8,294.6,10.7,10,2,2862.33,245.6,146.91
1101,505,715.57,1720,280,210,140,250,570,290,1045.7,304.7,27.8,324.9,657.4,10.7,11,1,340,290,40
1102,1441,1110.5,3890,690,880,320,410,1400,170,2460,101.6,31.7,136,269.3,11.3,11,1,1270,170,123
1103,733,556.25,2670,580,620,260,350,740,100,1436.64,32,0,60.4,92.4,11.1,11,1,910,100,32
1104,719,915.56,5150,1605,1155,460,680,1040,210,2584.51,82.57,45.8,427.7,556.1,11.3,11,1,1855,210,49.5
1105,338,735,1470,240,160,120,230,480,250,900,361,66.3,670.4,1097.7,11,11,1,270,250,41
1106,424,481.85,1560,260,380,80,250,440,130,801.89,82.57,45.8,427.7,556.1,10.5,11,1,500,130,0
