TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,working,industry,other,service,workplace,LenOrig1,superZone,IntExt,schoolage,pensioner,Students
3520,2455.4,2510.44,8410,1350,1210,710,1100,2950,1080,4999.47,605.11,202.7,629.5,1437.3,31.7,35,3,1840,1080,204.58
3521,1115.3,1267.86,3820,580,740,330,460,1210,490,2234.4,186.62,62.5,194.2,443.3,20.1,35,3,1010,490,92.93
3522,0,0,0,0,0,0,0,0,0,0,605.11,202.7,629.5,1437.3,17.4,35,3,0,0,0
3523,633,561.41,1758,380,380,100,170,520,190,848.54,188.9,63.3,196.5,448.7,28.8,35,3,580,190,0
3524,935,1143.04,2480,380,350,170,290,830,450,1383.6,256.34,85.9,266.7,608.9,24.4,35,3,540,450,0
3525,0,0,0,0,0,0,0,0,0,0,256.34,85.9,266.7,608.9,27,35,3,0,0,0
3526,1514,892.36,3471,670,630,280,480,1130,280,2071.72,256.34,85.9,266.7,608.9,25.6,35,3,940,280,35
3527,1235,960,4080,1100,730,300,510,1020,420,1944.69,186.62,62.5,194.2,443.3,28.5,35,3,1250,420,90
3528,2497,1715.48,5283,1040,910,340,570,1980,440,3291.77,171.04,57.3,177.9,406.3,25,35,3,1460,440,228
3529,1201,866.76,3142,470,510,290,450,1120,300,1969.48,1564.66,524,1627.8,3716.5,22.1,35,3,730,300,149
3530,443,848.98,1513,220,150,150,260,530,230,1015.51,430.68,144.2,448.1,1023,24.6,35,3,230,230,0
3531,671,997.76,2948,400,350,220,340,960,680,1683.4,430.68,144.2,448.1,1023,25.1,35,3,540,680,37
3532,1064,1054.12,2826,450,370,260,390,930,400,1740,1426.74,477.8,1484.4,3388.9,25.3,35,3,570,400,70
3601,1697,1249.96,5568,1280,1250,430,700,1640,260,2950.38,270.11,90.5,281,641.6,24.6,36,3,1890,260,163
3602,3142,2288.53,9699,1960,2140,830,1230,2990,560,5562.84,270.11,90.5,281,641.6,28.4,36,3,3140,560,356
3603,1173,995.46,4126,830,820,340,520,1250,370,2066.86,171.04,57.3,177.9,406.3,27.4,36,3,1240,370,95
3604,1515,974.4,4139,830,870,290,440,1460,240,2452.7,237.8,79.6,247.4,564.8,26.3,36,3,1300,240,123
3605,1147,857.76,3265,690,670,260,400,1030,240,1898.25,327.4,109.7,340.6,777.7,26.6,36,3,1010,240,0
3606,1040,686.75,3543,840,770,280,510,990,130,2006.47,190.38,63.8,198.1,452.2,27,36,3,1210,130,74
3607,0,0,0,0,0,0,0,0,0,0,171.04,57.3,177.9,406.3,27.4,36,3,0,0,0
3608,165,104.83,629,100,150,50,70,220,40,380.8,237.8,79.6,247.4,564.8,25.1,36,3,200,40,0
3609,3006.61,0,8820,1140,1010,710,1140,3150,1650,5411.61,613.16,205.4,637.9,1456.4,20.7,36,3,1530,1650,285.35
3610,0,0,0,0,0,0,0,0,0,0,613.16,205.4,637.9,1456.4,18.7,36,3,0,0,0
3611,0,0,0,0,0,0,0,0,0,0,613.16,205.4,637.9,1456.4,20.6,36,3,0,0,0
3612,2672.54,0,7840,1330,1280,790,1090,2480,880,4394.85,613.16,205.4,637.9,1456.4,23.2,36,3,1860,880,253.64
3613,0,0,0,0,0,0,0,0,0,0,613.16,205.4,637.9,1456.4,23,36,3,0,0,0
3614,405.65,0,1190,320,150,60,200,400,60,698.61,205.81,68.9,214.1,488.9,22.3,36,3,260,60,38.5
3615,2444.15,0,7170,1160,850,680,1160,2460,860,4597.56,308.19,103.2,320.6,732,28.9,36,3,1390,860,231.97
3616,0,0,0,0,0,0,0,0,0,0,1232.54,412.8,1282.3,2927.6,27.1,36,3,0,0,0
3617,1939.64,0,5690,960,630,340,850,1940,970,3372.12,1232.54,412.8,1282.3,2927.6,25.1,36,3,1050,970,184.08
3618,2890.71,0,8480,1380,1110,570,1320,2960,1120,5221.99,1232.54,412.8,1282.3,2927.6,27.6,36,3,1730,1120,274.35
3619,1581.71,0,4640,590,940,460,620,1660,370,2945.16,1232.54,412.8,1282.3,2927.6,26.8,36,3,1270,370,150.11
3620,890,965.45,2633,520,320,180,330,800,490,1262.53,570.55,191.1,593.6,1355.2,30,36,3,570,490,31
3621,567,963.86,1815,340,180,130,220,610,340,1050,570.55,191.1,593.6,1355.2,23.7,36,3,340,340,0
3622,719,707.32,2141,460,380,120,230,720,250,1216.56,570.55,191.1,593.6,1355.2,26.8,36,3,610,250,0
3623,1574,1561.8,4147,810,770,330,560,1340,340,2570,205.81,68.9,214.1,488.9,28.8,36,3,1190,340,68
3624,708,403.7,1825,350,250,120,230,580,300,694.64,212.54,71.2,221.1,504.8,20.4,36,3,410,300,0
3625,0,0,0,0,0,0,0,0,0,0,212.54,71.2,221.1,504.8,17.7,36,3,0,0,0
3626,1091,658.5,2634,400,610,250,270,1020,90,1813,223.28,74.8,232.3,530.4,16.3,36,3,840,90,87
3627,1738,1315.76,5649,1320,1260,470,770,1600,230,3366.86,212.54,71.2,221.1,504.8,15.4,36,3,1920,230,132
3628,1563,1195.99,4014,840,730,200,400,1400,460,2248.81,212.54,71.2,221.1,504.8,14.9,36,3,1170,460,0
3701,564,512.92,1483,250,210,120,190,520,210,919.23,368.94,123.6,383.8,876.3,13.9,37,3,340,210,0
3702,0,0,0,0,0,0,0,0,0,0,570.55,191.1,593.6,1355.2,14.1,37,3,0,0,0
3703,412,141.08,1246,180,170,110,140,390,220,184.3,436.98,146.4,454.6,1038,13.6,37,3,270,220,0
3704,1454.27,1331.78,4610,840,770,440,710,1550,300,2842.82,501.62,168,521.9,1191.5,14.6,37,3,1160,300,143.61
3705,0,0,0,0,0,0,0,0,0,0,501.62,168,521.9,1191.5,16.2,37,3,0,0,0
3706,671.93,710,2130,360,300,190,310,740,230,1268.62,501.62,168,521.9,1191.5,11.8,37,3,470,230,66.35
3707,1750.8,1531.03,5550,1000,880,490,860,1840,480,3379.9,501.62,168,521.9,1191.5,11.9,37,3,1340,480,172.9
3708,1570.99,1505.58,4980,950,830,400,600,1690,520,2833.56,501.62,168,521.9,1191.5,11.5,37,3,1320,520,155.14
3709,997,1180.07,2726,510,350,190,340,880,450,1570.28,180.75,60.5,188,429.3,11.5,37,3,590,450,0
3710,456,905,2032,490,320,210,300,500,240,747.72,436.98,146.4,454.6,1038,11.1,37,3,530,240,77
3711,681,523.69,1675,310,320,160,220,510,150,1058.8,436.98,146.4,454.6,1038,11.4,37,3,490,150,0
3712,151,134.35,618,200,110,50,90,150,10,370,180.75,60.5,188,429.3,11.3,37,3,210,10,0
3713,143,120.94,645,230,160,50,60,150,0,320,180.75,60.5,188,429.3,11.3,37,3,280,0,0
3801,1732.89,1320.95,6164.44,1008.89,1528.89,555.56,777.78,1782.22,244.44,3862.22,119.39,40,124.2,283.6,11.4,38,3,2182.22,244.44,136.89
3802,2166.11,1761.27,7705.56,1172.22,1911.11,694.44,972.22,2227.78,305.56,4827.78,444.72,148.9,462.7,1056.3,11.1,38,3,2727.78,305.56,171.11
3803,884,587.91,2792.58,648.39,670.97,261.29,377.42,729.03,103.23,1683.87,238.01,79.7,247.6,565.3,11,38,3,993.55,103.23,0
3804,575,456.6,2054.68,460.4,493.2,181.6,266.4,578.8,74.8,1153.13,441.41,147.8,459.2,1048.5,10.8,38,3,732,74.8,43.8
3805,1469.44,1141.49,5250.85,1176.58,1260.4,464.09,680.8,1479.16,191.16,2946.89,237.84,79.7,247.4,564.9,10.8,38,3,1870.67,191.16,111.93
3806,1533.33,1369.79,5479.15,1227.73,1315.2,484.27,710.4,1543.47,199.47,3075.02,237.84,79.7,247.4,564.9,11.7,38,3,1952,199.47,116.8
3807,1501.39,1141.49,5365,1202.16,1287.8,474.18,695.6,1511.31,195.31,3010.96,237.84,79.7,247.4,564.9,11.4,38,3,1911.33,195.31,114.37
3808,2843.06,2511.28,10159.25,2276.42,2438.6,897.91,1317.2,2861.84,369.84,5701.6,237.84,79.7,247.4,564.9,11.1,38,3,3619.33,369.84,216.57
3809,2076.39,1712.23,7419.68,1662.56,1781,655.78,962,2090.11,270.11,4164.09,237.84,79.7,247.4,564.9,11.2,38,3,2643.33,270.11,158.17
3810,543.06,456.6,1940.53,434.82,465.8,171.51,251.6,546.64,70.64,1089.07,237.84,79.7,247.4,564.9,11,38,3,691.33,70.64,41.37
3811,2236.11,1826.38,7990.42,1790.44,1918,706.22,1036,2250.89,290.89,4484.41,237.84,79.7,247.4,564.9,10.9,38,3,2846.67,290.89,170.33
3812,1597.22,1369.79,5707.44,1278.89,1370,504.44,740,1607.78,207.78,3203.15,237.84,79.7,247.4,564.9,10.8,38,3,2033.33,207.78,121.67
3813,145,89.6,320,90,30,20,40,130,10,198.6,237.84,79.7,247.4,564.9,10.7,38,3,70,10,0
3814,649,391.94,2034.72,462.26,487.31,184.19,281.61,526.02,78.82,1227.96,237.84,79.7,247.4,564.9,10.7,38,3,829.89,78.82,0
3815,2818.55,2284.84,11424.19,2395.16,2448.39,977.42,1451.61,3411.29,614.52,6767.81,123.33,41.3,128.3,292.9,10.6,38,3,3672.58,614.52,204.19
3816,1744.82,1632.03,7072.12,1482.72,1515.67,605.07,898.62,2111.75,380.41,4189.59,123.33,41.3,128.3,292.9,10.6,38,3,2273.5,380.41,126.41
3817,1261.64,1305.62,5113.69,1072.12,1095.94,437.51,649.77,1526.96,275.07,3029.4,238.01,79.7,247.6,565.3,10.5,38,3,1643.92,275.07,91.4
3818,1370.7,919.21,3791.72,771.46,793.31,354.04,548.54,1153.91,170.46,2379.15,360.82,120.8,375.4,857,12.3,38,3,1182.32,170.46,116.05
3819,2201.43,1378.81,6089.74,1007.22,1274.11,568.61,880.99,1853.25,273.77,3821.05,360.82,120.8,375.4,857,12.7,38,3,1898.87,273.77,186.38
3820,2699.87,1723.51,7468.54,1531.13,1562.58,697.35,1080.46,2272.85,335.76,4686.2,360.82,120.8,375.4,857,12.1,38,3,2328.81,335.76,228.58
3821,1059,728.18,2670,440,530,200,230,1080,170,1695.66,123.33,41.3,128.3,292.9,11.7,38,3,750,170,0
3822,1267,842.74,4003,929.35,961.72,374.52,540.97,1044.95,147.96,2276.56,123.33,41.3,128.3,292.9,11.3,38,3,1284.3,147.96,0
3823,0,0,0,0,0,0,0,0,0,0,123.33,41.3,128.3,292.9,10.9,38,3,0,0,0
3824,418,229.78,1347,370,320,90,170,380,30,650,123.33,41.3,128.3,292.9,11,38,3,510,30,0
3825,266,133.64,490,180,55,20,80,140,20,244.29,168.58,56.5,175.4,400.4,10.7,38,3,125,20,0
3826,266,133.64,490,180,55,20,80,140,20,244.29,168.58,56.5,175.4,400.4,10.7,38,3,125,20,0
3827,0,0,0,0,0,0,0,0,0,0,123.33,41.3,128.3,292.9,10.4,38,3,0,0,0
3828,0,0,0,0,0,0,0,0,0,0,168.58,56.5,175.4,400.4,11.5,38,3,0,0,0
3829,0,0,0,0,0,0,0,0,0,0,123.33,41.3,128.3,292.9,11.2,38,3,0,0,0
3830,0,0,0,0,0,0,0,0,0,0,123.33,41.3,128.3,292.9,11.2,38,3,0,0,0
3831,814,600.25,2259,450,490,170,290,700,150,1384.02,168.58,56.5,175.4,400.4,10.8,38,3,700,150,39
3901,1011,980.74,2620,570,420,120,280,1010,190,1505.28,246.47,82.5,256.4,585.4,10.7,39,3,740,190,0
3902,135,166.2,561,70,250,10,70,100,40,159.04,246.47,82.5,256.4,585.4,10.4,39,3,280,40,0
3903,1361.24,1063.64,3900,770,730,220,310,1570,290,2378.67,246.47,82.5,256.4,585.4,11.9,39,3,1170,290,0
3904,1329.83,1270,3810,770,660,250,370,1440,290,2319.45,356.61,119.4,371,847,12.1,39,3,1080,290,0
3905,0,0,0,0,0,0,0,0,0,0,301.18,100.9,313.3,715.4,11.7,39,3,0,0,0
3906,1675.37,1404.88,4800,980,750,270,570,1790,430,2911.65,356.61,119.4,371,847,10.9,39,3,1270,430,0
3907,701.56,502.5,2010,470,420,80,120,840,70,1174.53,356.61,119.4,371,847,11.4,39,3,690,70,0
3908,315,219.25,877,150,180,60,90,340,60,550.42,301.18,100.9,313.3,715.4,11.5,39,3,260,60,0
3909,2266,2623.92,13690,3460,3210,1280,2070,3370,290,8160,357,119.6,371.4,848,11.1,39,3,4910,290,70
3910,1114.29,11041.33,3380,960,440,130,580,1090,180,1889.23,1094.78,366.7,1139,2600.4,11,39,3,860,180,82.33
3911,2617.59,2212.95,7940,1180,1050,650,1160,2790,1120,4919.67,2340.04,783.7,2434.5,5558.3,11.7,39,3,1560,1120,193.4
3912,1790.12,1944.67,5430,660,680,440,740,2080,820,3481.17,409.12,137,425.6,971.8,11.4,39,3,1000,820,132.27
3913,1737,714,2380,295,415,195,195,950,325,1558.74,1094.78,366.7,1139,2600.4,14.4,39,3,575,325,106.5
3914,1737,714,2380,295,415,195,195,950,325,1558.74,1094.78,366.7,1139,2600.4,12.5,39,3,575,325,106.5
3915,403,306.84,1531,250,620,80,130,360,100,991.04,135.84,45.5,141.3,322.6,10.8,39,3,750,100,0
3916,4537.27,2681.22,12070,2880,1720,590,1370,4590,920,5330.1,720.14,241.2,749.2,1710.6,10.6,39,3,3150,920,330.86
3917,2928.36,2252.02,7790,1470,1280,520,930,2790,800,4684.62,720.14,241.2,749.2,1710.6,10.6,39,3,2020,800,213.54
3918,3191.5,2682.79,8490,1560,1160,530,1230,3140,900,5310.54,720.14,241.2,749.2,1710.6,10.5,39,3,1900,900,232.72
3919,3138.87,2642.57,8511,1290,1160,610,980,3070,1380,5134.5,720.14,241.2,749.2,1710.6,10.4,39,3,1800,1380,228.89
3920,273,373.45,722,200,90,20,60,290,60,392.4,720.14,241.2,749.2,1710.6,10.4,39,3,200,60,0
3921,0,0,0,0,0,0,0,0,0,0,409.12,137,425.6,971.8,10.4,39,3,0,0,0
3922,297,468,936,180,120,50,170,280,120,540,1094.78,366.7,1139,2600.4,10.3,39,3,190,120,0
4001,427,461.96,1172,250,130,60,140,440,150,700,135.84,45.5,141.3,322.6,10.3,40,3,260,150,0
4002,540,573.74,1927,220,210,120,260,850,250,840,422.78,141.6,439.9,1004.2,11.9,40,3,330,250,0
4003,552,572.29,1609,270,210,120,190,560,230,980,136.19,45.6,141.7,323.5,11.3,40,3,340,230,76
4004,4602.47,4113.3,12990,1800,1860,970,1770,4970,1620,8401.23,413.56,138.5,430.3,982.3,11,40,3,2720,1620,336.27
4005,1013.32,953.33,2860,580,390,120,460,1020,280,1686.06,413.56,138.5,430.3,982.3,10.9,40,3,660,280,74.04
4006,0,0,0,0,0,0,0,0,0,0,1090.75,365.3,1134.8,2590.8,10.3,40,3,0,0,0
4007,2427.01,1973.73,6850,1260,1080,500,880,2470,660,4195.77,1090.75,365.3,1134.8,2590.8,11.4,40,3,1720,660,177.33
4008,0,0,0,0,0,0,0,0,0,0,1090.75,365.3,1134.8,2590.8,11.5,40,3,0,0,0
4009,0,0,0,0,0,0,0,0,0,0,1090.75,365.3,1134.8,2590.8,11.2,40,3,0,0,0
4010,2738.81,2441.17,7730,1090,1050,640,1170,2830,980,5029.11,550.08,184.2,572.3,1306.6,10.8,40,3,1560,980,200.11
4011,3660.01,3547.96,10330,1710,1330,700,1470,3560,1560,6162.84,1197.21,401,1245.6,2843.7,11.1,40,3,2130,1560,267.41
4012,3132.09,2544.85,8840,1650,1300,500,1210,3340,850,5465.16,1197.21,401,1245.6,2843.7,12,40,3,2100,850,228.84
4013,981.44,852.31,2770,370,340,200,390,930,540,1637.61,1197.21,401,1245.6,2843.7,12.4,40,3,520,540,71.71
4014,3840.71,3252.62,10840,1580,1520,990,1560,3370,1810,6550.44,1197.21,401,1245.6,2843.7,12.6,40,3,2230,1810,280.62
4015,4365.08,4975.56,12320,1560,1290,810,1750,4380,2530,7325.64,1197.21,401,1245.6,2843.7,11.7,40,3,1980,2530,318.93
4016,3993.06,3351.79,11270,2100,1480,800,1620,3860,1440,6773.31,550.08,184.2,572.3,1306.6,10.2,40,3,2450,1440,291.75
4017,4084.89,3282.32,12498.07,2733.85,2874.63,1026.33,1725.69,3573.99,567.66,7406.15,345.4,115.7,359.4,820.4,11.7,40,3,4259.72,567.66,329.7
4018,949.01,631.22,2903.59,635.14,667.84,238.44,400.92,830.32,131.88,1720.62,345.4,115.7,359.4,820.4,11.7,40,3,989.63,131.88,76.6
4019,3961.1,3534.81,12119.34,2651.01,2787.52,995.23,1673.39,3465.69,550.46,7181.72,345.4,115.7,359.4,820.4,14.5,40,3,4130.64,550.46,319.71
4020,754.71,461.86,2124.58,413.22,471.69,196.86,302.12,635.42,103.31,1370.25,345.4,115.7,359.4,820.4,12.5,40,3,680.25,103.31,0
4021,3117.29,1755.08,8775.42,1706.78,1948.31,813.14,1247.88,2624.58,426.69,5659.75,345.4,115.7,359.4,820.4,12.6,40,3,2809.75,426.69,584.49
4022,1308,976,3866,860,770,220,380,1440,250,1730.6,544.63,182.4,566.6,1293.7,12.4,40,3,1230,250,0
