TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,working,industry,other,service,workplace,LenOrig1,superZone,IntExt
2109,3151.6,2318.6,7637.9,1175.7,1295.1,826.6,916.8,2161,1262.6,4862.7,1744.5,565.4,1919.6,4229.5,11.3,21,2
2110,3779.6,2748,9159.9,1410,1553.2,991.4,1099.4,2591.7,1514.2,4959.6,1854.5,601.1,2040.7,4496.3,11.1,21,2
2111,0,0,0,0,0,0,0,0,0,0,1055.2,342,1161.1,2558.4,11.2,21,2
2112,8298,5951.4,13798.5,2518.3,2594,1410.6,1564.2,3927.1,1784.3,7673.9,3603.3,1050.2,5026.6,9680.1,11.5,21,2
2201,1963.4,1201.6,3339.3,609.4,627.8,341.4,378.6,950.4,431.8,2015.4,584.6,173.5,993,1751.1,11.7,22,1
2202,4143.4,2518.4,9374.1,1062.3,1277,960.6,1449.2,3429.3,1195.7,5967.6,834.8,298.9,1302,2435.7,12,22,1
2203,3569.8,2344.6,6287.9,849.3,917.5,561.1,653.1,1902.7,1404.2,3903.4,316.7,253.3,1024.9,1594.9,11.5,22,1
2204,4012.5,2221.2,7067.6,954.7,1031.3,630.6,734.1,2138.7,1578.3,4056.8,101.1,241.7,2530.2,2873.1,11.3,22,1
2205,5330.1,3265.6,9388.5,1268.2,1370,837.7,975.1,2841,2096.6,5826.6,295.6,135.7,2642.6,3073.9,11.1,22,1
2206,3354.5,1541.4,5908.7,798.1,862.2,527.2,613.7,1788,1319.5,3402.5,701,94.3,1432.3,2227.5,10.9,22,1
2207,1160,1316.1,3318.8,448.3,484.3,296.1,344.7,1004.3,741.1,1335.2,1208.9,276.6,1091.8,2577.4,11,22,1
2208,8564.8,4083.4,13939.9,2169.7,2325.9,1397.2,1701.1,4418,1928.1,8875.8,1313.9,598.8,2072.2,3984.9,11.1,22,1
2209,1354.8,726,2922.9,533.4,549.5,298.8,331.3,831.9,378,1570.3,612.9,140.8,571.8,1325.6,11.5,22,1
2210,0,0,0,0,0,0,0,0,0,0,10990.1,342,6667.9,18000,11.6,22,1
2211,1450.9,1119.1,2937.6,500.9,524.8,298.4,341.8,891.9,379.9,1730.9,237.4,94.3,751.3,1083,11.2,22,1
2212,908.5,477.9,1433.8,244.5,256.2,145.6,166.8,435.3,185.4,813.5,347.3,65.5,401.6,814.4,11,22,1
2213,1517.1,1434.1,3346.3,570.6,597.9,339.9,389.4,1016,432.7,2075.5,827.5,0,38.7,866.2,11.2,22,1
2214,3428.1,1928.1,6941,1183.5,1240.1,704.9,807.7,2107.3,897.6,4350.4,253.9,219.3,512.2,985.4,11.2,22,1
2215,1336.2,1082.1,2705.4,461.3,483.3,274.8,314.8,821.4,349.8,1721.6,516,47.5,282.7,846.2,11.2,22,1
2216,5199.5,2851.2,10527.6,1795,1880.8,1069.2,1225,3196.2,1361.4,6222.2,0,695.5,799,1494.5,13.1,22,1
2217,2141.3,790.8,3295,550.5,614.3,402.7,425.1,840,462.3,2228.4,0,160.3,760.4,920.7,12.6,22,1
2218,4128.5,4309.2,9185.5,1555.7,1565.8,798.2,1056.6,2516.2,1693,5286.3,3511.4,231.2,1781.8,5524.3,12.6,22,2
2219,3207,2920.2,7219.3,1222.7,1230.7,627.3,830.4,1977.6,1330.6,4089.8,4765,230.3,2506.4,7501.6,12.2,22,2
2220,3744.7,2355.8,8441.6,1101.3,1285.2,918.5,1312.1,2840.5,983.9,5197.4,438.9,82.8,507.6,1029.2,12.7,22,2
2221,5479.2,2998.4,11094,1891.6,1982,1126.7,1290.9,3368.1,1434.6,7243.9,671.6,126.7,776.7,1574.9,12.4,22,2
2222,2844.3,1727.7,5759,981.9,1028.9,584.9,670.1,1748.4,744.7,3103.3,605.9,33.2,178.5,817.6,12.1,22,2
2301,7143.4,3375.7,12463.2,977.9,1255.7,1044.5,1980.8,5228.2,1976.1,7648.6,411.5,421.4,1610.3,2443.1,12.9,23,1
2302,619.3,590.6,1355.9,223.4,239.8,144.5,157.1,395.4,195.7,936.2,108.1,35.8,584.6,728.5,12.8,23,1
2303,2044.9,1149.1,4021.4,329.3,413.5,333,650.5,1713.7,581.3,2548.5,98.8,190.1,833.3,1122.2,13.7,23,1
2304,1898.8,957.6,3734.5,305.8,384,309.2,604.1,1591.5,539.8,2366.5,48,92.3,404.4,544.7,13.7,23,1
2305,6703.1,3725.8,13184.7,1079.7,1355.7,1091.8,2132.8,5618.8,1905.9,8354.1,326.7,628.5,2754.8,3710.2,13.8,23,1
2306,1655.4,766,3255.7,266.6,334.8,269.6,526.6,1387.4,470.6,2063.1,42.3,81.4,356.6,480.3,13.4,23,1
2307,4654.1,2246.1,8121,637.2,818.2,680.6,1290.7,3406.7,1287.6,4870.5,425.1,435.3,1663.6,2523.8,13.5,23,1
2401,3825.8,2503.4,8050,1119.6,1218.9,758.5,1054.8,2511.1,1387.1,4870.2,54.7,86.1,3739.8,3880.6,13.4,24,1
2402,0,0,0,0,0,0,0,0,0,0,812.9,334.6,4232.2,5379.8,13.1,24,1
2403,2975,1782.7,6170.7,858.2,934.4,581.5,808.5,1924.9,1063.3,3923.6,377.4,101.4,864.1,1342.9,13.7,24,1
2404,2544.7,1885.1,5278.3,734.1,799.2,497.4,691.6,1646.5,909.5,3369.9,21.9,22.5,658.8,703.3,13.2,24,1
2405,1241.6,1158.9,2575.4,358.2,390,242.7,337.4,803.4,443.8,1504.4,489.4,131.5,1120.5,1741.4,13.3,24,1
2406,2262,1268,4691.8,652.5,710.4,442.1,614.8,1463.5,808.5,2924.6,37.8,38.8,1135.6,1212.2,13.8,24,1
2407,2283.7,2186.3,4736.9,658.8,717.3,446.3,620.7,1477.6,816.2,2866.9,346.3,93,792.6,1231.9,13.3,24,1
2408,118.8,77.7,250,41.2,44.2,26.6,29,72.9,36.1,151.2,28.8,16.7,130.3,175.8,12.2,24,1
2409,1466.7,869.4,2789.4,459.7,493.4,297.2,323.2,813.4,402.5,1600.9,295.6,107,435.5,838.2,12.6,24,1
2410,9112.5,4963.7,16654.4,2744.5,2945.7,1774.7,1929.6,4856.4,2403.4,9658.7,779.1,294.9,2472.5,3546.5,13.1,24,1
2411,2732.7,1666.6,4719.1,777.7,834.7,502.9,546.8,1376.1,681,2891.3,214.7,242.2,912.4,1368.8,12.5,24,1
2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,24,1
2413,608.8,1286,4200,584.1,636,395.8,550.3,1310.1,723.7,2536.7,333.3,193.1,1506,2032.3,12.2,24,1
2414,0,0,0,0,0,0,0,0,0,0,106.5,40.3,338.1,485,12,24,1
2415,878.3,569.3,1821.8,253.4,275.9,171.7,238.7,568.3,313.9,991.4,0,65.1,329.2,394.2,12.6,24,1
2416,5576.9,3276.2,14468.6,1705.7,1982,1405.5,2275.4,5326.7,1773.2,9172.2,817,393.7,1845.3,3056.7,11.6,24,1
2417,815.4,691.2,1417.4,233.6,250.7,151,164.2,413.3,204.5,805.7,95.6,107.9,406.3,609.6,12.1,24,1
2418,633,395.1,1072.4,176.7,189.7,114.3,124.2,312.7,154.8,797.4,64.7,72.9,274.8,412.2,12.5,24,1
2419,1265.3,707.7,3236.6,533.4,572.5,344.9,375,943.8,467.1,1627.5,218.2,246.1,927.1,1390.9,12,24,1
2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,24,1
2421,304.4,643,2100,292.1,318,197.9,275.2,655.1,361.9,1268.4,77,44.6,347.9,469.4,11.3,24,1
2422,1180.8,612.7,3063.5,361.2,419.7,297.6,481.8,1127.8,375.4,1942,170.2,82,384.4,636.7,11.3,24,1
2423,1464.2,980.4,3798.7,447.8,520.4,369,597.4,1398.5,465.6,2408.1,210.8,101.6,476.1,788.6,11.7,24,1
2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,24,1
2425,1327.7,1032.9,2660,438.3,470.5,283.5,308.2,775.7,383.9,1554.1,174.6,197,741.9,1113.1,11.6,24,1
2426,572.3,1208.9,3948,549.1,597.8,372,517.3,1231.5,680.3,2384.5,144.8,83.8,654,882.5,11.4,24,1
2427,632.7,405.8,1217.3,200.6,215.3,129.7,141,355,175.7,713,55.1,62.2,234.2,351.3,11.7,24,1
2501,1687.8,973.4,3198.4,543.5,585,354.7,343.4,945.5,426.4,2087.4,77.7,159.6,584.7,822.1,12.4,25,1
2502,465.4,214.3,1051.5,173.3,186,112.1,121.8,306.6,151.7,428,130.3,46,185,361.3,11.7,25,2
2503,7329.2,4142.3,13889,2360.2,2540.3,1540.2,1491.1,4105.6,1851.6,8632.1,809.2,1662.2,6088.2,8559.3,11.6,25,2
2504,12051.2,6228.4,22837.4,3880.8,4176.9,2532.5,2451.9,6750.8,3044.5,13171.6,506.8,1041,3812.8,5360.4,12.7,25,2
2505,3877.7,1990.2,7348.4,1248.7,1344,814.9,788.9,2172.2,979.6,4758.3,290.2,596,2183,3069.1,11.7,25,2
2506,875.2,680.7,1414.7,233.1,250.2,150.8,163.9,412.5,204.2,690.9,50.1,102.9,376.8,529.7,11.6,25,2
2507,483.8,979.7,2036.1,335.5,360.1,217,235.9,593.7,293.8,1268.4,179.3,306,1125.4,1610.6,12,25,2
3001,5120,2076.9,10154.3,1185.5,1368.8,959.3,1607,3748.5,1285.1,4988,665.3,615.3,1968,3248.7,12,30,2
3002,6019.3,2893.5,13310.2,1782.1,2016.3,1359.5,2002.2,4545.3,1604.6,6655.5,497.5,848,2719.5,4065.2,12.7,30,2
3003,3738.3,1910.1,10148.5,1057.2,1285.9,985.8,1616.3,3847.9,1355.4,5216.4,300.8,343.8,1102,1746.6,12.3,30,2
3004,2614.2,1364.3,5185,605.3,698.9,489.9,820.6,1914.1,656.2,2546.8,230.9,213.5,682.9,1127.4,11.8,30,2
3005,4849.5,3077.5,9615.8,1122.6,1296.2,908.4,1521.8,3549.7,1216.9,4724.5,466,431,1378.4,2275.4,11.5,30,2
3006,2097.9,1188.7,4160.5,485.7,560.8,393.1,658.5,1535.9,526.5,2043.8,259.2,239.8,766.8,1265.8,11.2,30,2
3007,3015.3,1395.3,5980.6,698.2,806.2,565,946.5,2207.8,756.9,2937.6,264,244.2,781.1,1289.4,11.6,30,2
3008,3576.8,1625.6,7092.6,828.1,956.1,670.1,1122.5,2618.3,897.6,3484.6,306.3,283.3,906,1495.6,12.1,30,2
3009,2476.6,1227.9,4911.4,573.4,662.1,464,777.3,1813.1,621.6,2412.8,224.2,207.4,663.3,1094.9,10.8,30,2
3010,4639.3,2429.7,10258.2,1373.5,1554,1047.8,1543.1,3503.1,1236.7,5129.6,293.8,500.8,1606,2400.7,10.7,30,2
3011,2685.9,1214.8,5939.1,795.2,899.7,606.6,893.4,2028.2,716,2969.8,145,247.1,792.3,1184.4,10.6,30,2
3012,3728.3,1809.7,8244.9,1103.9,1249,842.1,1240.3,2815.6,994,4122.4,217.9,371.4,1191,1780.5,10.8,30,2
3013,3083.4,1575.5,4577.2,476.8,579.9,444.6,729,1735.5,611.3,4645,244,278.9,894,1416.9,10.6,30,2
3101,8111.5,4239.2,16868.1,1525.9,1831.6,1374.3,2655.6,6941.1,2539.6,10270.5,2424.7,812.2,2522.3,5759,10.7,31,3
3102,1272.3,989.5,3981.4,528.5,587.8,382.8,674.6,1367.6,440.2,0,206.3,69.1,214.6,489.9,10.8,31,3
3103,4360.1,2094.7,8950.3,1009.1,1105.1,696.4,1371.8,3527.8,1240.1,4962.9,589.6,197.4,613.2,1400.3,10.9,31,3
3104,3894.6,2485.2,9443.9,924.5,1125.3,863.9,1505.6,3706.7,1318,5501.8,543.7,182.1,565.5,1291.3,11,31,3
3105,2455.4,1047.2,3879.2,781.1,839.1,506.5,446.9,963.1,342.6,2628.8,907.7,304.1,944.3,2156.2,11.2,31,3
3106,3717.8,1764.3,7513.8,1513,1625.2,981,865.5,1865.4,663.6,4960.6,1409.9,472.1,1466.7,3348.9,11,31,3
3107,7400,4624.4,14250.8,2128.5,2336.7,1480.6,1717.6,4260,2327.3,8684.2,3428.4,1148.1,3566.6,8143.3,10.9,31,3
3108,2348.8,1325.6,3947.4,794.9,853.8,515.4,454.7,980,348.6,2713.8,695.4,232.9,723.4,1651.7,10.7,31,3
3109,1143.5,686.5,2483.4,500.1,537.2,324.2,286.1,616.6,219.3,1369.9,591.9,198.1,615.8,1405.9,10.7,31,3
3110,3259.7,1669.5,8383.9,1688.2,1813.5,1094.6,965.8,2081.4,740.4,5098,1464.7,490.6,1523.9,3478.9,11.3,31,3
3111,4875.7,2254.1,8132.6,1637.6,1759.1,1061.8,936.8,2019,718.2,4278,1631.9,546.6,1697.9,3876.2,11.1,31,3
3201,2463.7,1611.5,3947.1,440.7,562.5,464,640.8,1218.1,620.9,2526,1091.8,365.5,1135.9,2593.4,11.3,32,3
3202,3988.7,3723.4,7696.5,1215.5,1246,668.8,918.7,2113.5,1534,4651.9,1497.2,501.4,1557.6,3556.3,11,32,3
3203,2994.3,2460.3,5789.9,914.4,937.4,503.1,691.1,1589.9,1154,3796.6,1329.5,445.2,1383.1,3158.1,10.5,32,3
3204,0,0,0,0,0,0,0,0,0,0,297.4,99.6,309.5,706.5,11.3,32,3
3205,8426.6,5244.4,17396.7,2449.3,2824.8,1975.6,2360.6,5206.3,2580.2,10906.8,2899.4,970.9,3016.6,6886.8,10.7,32,3
3206,4379.2,2292,9041,1272.9,1468,1026.7,1226.8,2705.7,1340.9,5892.7,609.8,204.2,634.4,1448.4,11.3,32,3
3207,4180.3,3137,8630.3,1215.1,1401.3,980.1,1171.1,2582.8,1280,3626,2822,945,2936.2,6703.1,11.1,32,3
3208,2037.2,817.8,4205.8,592.1,682.9,477.6,570.7,1258.7,623.8,2692.7,2621.4,877.8,2727.4,6226.5,10.9,32,3
3209,5613.7,3817.1,10619.7,1677.2,1719.3,922.8,1267.6,2916.2,2116.7,4814,3074.1,1029.6,3198.1,7301.8,11.2,32,3
3210,4650,3435.8,8998.3,1374.9,1527.1,991.9,1176,2755.9,1172.6,5267.4,1298.5,434.9,1350.9,3084.2,11.1,32,3
3211,2255.6,1409,3904.1,616.6,632.1,339.2,466,1072.1,778.1,2352.7,749.2,251,779.5,1779.5,11.5,32,3
3212,4817,2140.6,11464.9,1351.6,1595.4,1163.4,1885.2,4155.9,1313.4,7357.3,1544.6,517.4,1606.9,3668.9,11.5,32,3
3213,5033.9,3196.6,10996.2,1906.3,2092.6,1325.7,1373,2788.6,1509.9,6376.3,2357.1,789.5,2452.3,5598.9,10.9,32,3
3214,0,0,0,0,0,0,0,0,0,0,1894.5,634.5,1971,4500,11.8,32,3
3215,5018.7,2544.9,7351.9,1106.5,1219.1,778.5,849.4,2131.6,1266.8,4118.6,1082.9,362.7,1126.7,2572.2,16.1,32,3
3216,1863.7,602.9,2954.5,466.6,478.3,256.7,352.6,811.3,588.9,1311.3,571.9,191.1,594.7,1358.1,15,32,3
3301,1403.7,1032,2366.2,373.7,383.1,205.6,282.4,649.8,471.6,1513.2,349.3,117,363.3,829.5,15.5,33,3
3302,2716.1,1240.3,4564.2,697.4,774.6,503.1,596.5,1397.9,594.8,1983.4,950.5,318.3,988.9,2257.9,15.1,33,3
3303,3247.3,1353.2,6019.9,950.7,974.6,523.1,718.5,1653.1,1199.8,2531,1200.8,402.1,1249.2,2852.3,16.1,33,3
3304,608.1,430.3,1578.6,249.3,255.6,137.2,188.4,433.5,314.6,0,673.8,225.8,701,1600.4,15.9,33,3
3305,4568.7,2094,7992.5,1408.4,1540.8,968.9,1080.5,2184.1,809.7,4579.8,1102,369.3,1146.1,2617.4,14.3,33,3
3306,0,0,0,0,0,0,0,0,0,0,1421,476.2,1477.8,3375,17.9,33,3
3307,2453.7,1288.1,4669.4,361,447,352.4,694.6,1933.9,880.4,2989,449.4,150.5,467.6,1067.6,17.9,33,3
3308,4046,2000.8,6974.3,1101.5,1129.1,606,832.5,1915.2,1390.1,4127.6,317.9,106.5,330.7,755.6,19,33,3
3309,2549,1156,6248.4,986.8,1011.6,543,745.8,1715.8,1245.4,3395.3,1052.7,352.5,1095.1,2500.4,19.5,33,3
3310,5058.8,4705.2,16938.6,3643.1,3730.8,1997,1945.6,3448.7,2173.4,8684.8,2751.3,921.2,2862.8,6535.4,20.3,33,3
3311,2200,1884.4,7366.3,1584.3,1622.5,868.4,846.1,1499.8,945.2,3581.5,963,322.4,1002,2287.4,21.8,33,3
3312,283.5,316.4,949.1,204.1,209,111.9,109,193.2,121.8,363.2,624,208.9,649.3,1482.2,20.4,33,3
3313,1544.2,1772.8,5170.6,1112.1,1138.8,609.6,593.9,1052.7,663.5,2404.4,994.5,333,1034.9,2362.4,19.7,33,3
3314,1641.5,1099.3,5496.4,1182.1,1210.6,648,631.3,1119.1,705.3,2767.5,2084.1,697.8,2168.5,4950.5,21.1,33,3
3315,2195.8,1838,7352.2,1581.3,1619.3,866.8,844.5,1496.9,943.4,3205.8,577.1,193.2,600.5,1370.8,13.9,33,3
3316,3872.4,5459.5,12966.2,2788.7,2855.9,1528.6,1489.3,2639.9,1663.7,6219.4,1932,646.9,2010.3,4589.2,14.6,33,3
3317,2873.3,2977.9,9620.8,2069.2,2119,1134.2,1105.1,1958.8,1234.5,5265.8,1724.9,577.6,1794.9,4097.4,14.3,33,3
3318,594.9,1515.2,5323.5,1145,1172.5,627.6,611.5,1083.9,683.1,2593.6,318.2,106.6,331,755.7,16.5,33,3
3319,592.3,540.6,1983.2,426.5,436.8,233.8,227.8,403.8,254.5,0,62.5,20.9,65,148.4,16.9,33,3
3320,194.6,177.6,651.6,140.2,143.5,76.8,74.8,132.7,83.6,0,21.5,7.2,22.3,51,16.3,33,3
3321,593.7,186.7,653.5,99.8,110.9,72,85.4,200.1,85.2,461,117.2,39.2,121.9,278.3,16,33,3
3322,4222.6,2359,7000.9,1105.7,1133.4,608.3,835.6,1922.5,1395.4,3935.7,1001.9,335.6,1042.2,2380.2,13.9,33,3
3401,1967.1,761,2717.8,463.4,482.8,270.6,331.6,842.3,327,1634.1,510.7,171.1,531.3,1213.1,13.6,34,3
3402,2120.7,1106.8,4477.3,781.3,802.9,433.8,522.5,1254.8,682,2483.4,261.5,87.6,272,621.1,13.4,34,3
3403,2151.5,1170,3443.4,587.1,611.7,342.8,420.2,1067.2,414.3,2040.1,728.2,244,757.6,1729.7,14,34,3
3404,3272.6,1538.8,5482.2,355,487.7,443,846.6,2371,978.9,3232.5,660.5,221.3,687.2,1569,13.9,34,3
3405,2770.2,1412.5,6363.5,633.8,777,603.3,1052.7,2421.3,875.3,4105.5,788.4,264.1,820.1,1872.6,13.9,34,3
3406,1434.8,731.6,3286.6,327.4,401.3,311.6,543.7,1250.5,452.1,2283.6,253.8,85.1,264.1,602.9,14.3,34,3
3407,3142.8,1478.6,7097,609.6,804.3,694.1,1206,2778.4,1004.6,4403,689.8,231.2,717.9,1638.5,14.5,34,3
3408,2887.8,1449.2,6520.4,560,738.9,637.8,1108,2552.7,923,3949,446.5,149.7,464.7,1060.8,16.9,34,3
3409,1697.1,1149.7,3833.2,329.2,434.4,374.9,651.4,1500.7,542.6,2767.3,148,49.6,154,351.5,20.6,34,3
3410,466.8,277.4,872,166.1,177.9,106.6,104.7,246.7,70,614.1,104.3,34.9,108.5,247.6,19.4,34,3
3411,2707.2,899.1,3537.4,603.1,628.5,352.2,431.7,1096.4,425.6,2156.6,613.3,205.7,637.7,1457,14.1,34,3
3412,2761.9,1737.9,6256.3,923.7,1019.9,654.2,754.1,1876.5,1028,3652.1,207.7,69.6,216.1,493.3,14.7,34,3
3413,0,0,0,0,0,0,0,0,0,0,1750.8,586.5,1821.6,4158.5,14.5,34,3
3414,2467,1995.8,5588.4,825.1,911,584.3,673.6,1676.1,918.2,3370.4,247.4,82.9,257.4,587.6,13.5,34,3
3415,6099.7,4334.8,13817.1,2040.1,2252.4,1444.7,1665.4,4144.2,2270.3,8350.3,1618.6,542.9,1683.2,3845.5,31.4,34,3
3416,3463.9,3138.6,7846.5,1158.5,1279.1,820.4,945.7,2353.4,1289.3,4279.5,1389.3,465.4,1445.5,3300,27.3,34,3
3417,3245.4,1608.2,7351.5,1085.4,1198.4,768.7,886.1,2205,1207.9,4403.3,1613.8,540.6,1679.1,3833.3,25.7,34,3
3418,1136.5,587.8,2057.2,350.8,365.5,204.8,251,637.6,247.5,1259.6,412.4,138.2,429,979.6,25.2,34,3
3419,2144.8,962.6,3555,213.9,287.5,254.1,487.4,1449.8,862.3,0,270.9,90.7,281.8,643.5,23.9,34,3
3420,73.3,142.2,526.3,31.7,42.6,37.6,72.1,214.6,127.6,318.4,336.1,112.6,349.6,798.3,23.9,34,3
3421,5380.1,2472.7,8499.8,1196.7,1388.6,982.2,875.7,2668.4,1388.1,5551,1029,344.7,1070.6,2444.2,23.6,34,3
3422,3491.7,2020.1,5940.5,1036.6,1065.3,575.6,693.2,1664.9,904.8,3591.5,1182.7,396,1230.5,2809.2,21,34,3
3423,5282.4,2605.5,10004.1,790.7,1030.6,875.1,1638.3,4093.2,1576.2,6206.3,911.9,305.3,948.7,2166.1,28.9,34,3
3424,5636.9,3207.7,14434.7,1809,2101.1,1488.8,2438.5,4871.6,1725.8,7909.7,1179.1,395,1226.7,2800.6,23,34,3
3425,0,0,0,0,0,0,0,0,0,0,2947.1,987.2,3066,7000,19.2,34,3
3426,5295.3,2722.9,11580.5,1974.5,2057.4,1153,1413.2,3589.2,1393.3,7384.6,743,248.7,773.2,1765.1,17.2,34,3
3427,655.7,343.7,1374.8,242.3,265,166.7,185.9,375.7,139.3,784.4,0,0,0,0,17.9,34,3
3428,1360.8,439.5,2197.6,374.7,390.4,218.8,268.2,681.1,264.4,1483.4,126.7,42.5,131.8,301,15.1,34,3
3429,799.9,427.1,1494.9,254.9,265.6,148.8,182.4,463.3,179.9,913.3,178.7,59.9,185.8,424.4,17.5,34,3
3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,34,3
3501,1649.5,837.7,2371.8,362.4,402.5,261.4,310,726.4,309.1,1598.5,425.4,142.1,442.3,1010.1,21.7,35,3
3502,4914.6,3486.3,10084.4,1500.5,1612.2,973.8,1272.6,2715.4,2009.9,5795.3,1852.2,620.4,1927,4399.7,21.2,35,3
3503,2212.2,915,3102.3,490,502.3,269.6,370.3,851.9,618.3,2322,615,206,639.8,1460.9,18.6,35,3
3504,612.2,256.6,1451.9,255.8,279.9,176,196.3,396.7,147.1,967.9,173.5,58.1,180.6,412.2,20.5,35,3
3505,828.8,310.7,1087.4,191.6,209.6,131.8,147,297.1,110.2,615.7,129.9,43.6,135.2,308.7,27.7,35,3
3506,6775.6,3341.6,14926.6,2357.4,2416.6,1297,1781.7,4098.9,2975.1,8875.3,1371.3,459.4,1426.9,3257.4,27.3,35,3
3507,3160.7,1885.7,6961.5,1099.4,1127,604.9,830.9,1911.6,1387.5,3773.3,416.1,139.4,433,988.5,24.8,35,3
3508,2657,1262.4,5853.1,924.4,947.6,508.6,698.6,1607.3,1166.6,3772.8,681.5,228.3,709.1,1618.8,23.6,35,3
3509,3122.8,1605.1,6879.6,1086.5,1113.8,597.8,821.2,1889.2,1371.2,3930.2,702,235.2,730.4,1667.5,22.1,35,3
3510,5579.9,2838.4,10480.1,942.1,1156.2,899.3,1630.7,4211.2,1640.7,6568,1197.9,401.2,1246.4,2845.2,21,35,3
3511,2615.6,1464.4,4868.7,938.6,1007.2,606.5,538.1,1226.6,551.7,3025.9,582,195,605.5,1382.4,27.8,35,3
3512,2849,1012.3,5727.6,1104.2,1184.9,713.4,633.1,1443,649,2706.6,684.6,229.4,712.3,1626.2,18.8,35,3
3513,0,0,0,0,0,0,0,0,0,0,1894.5,634.3,1970.6,4500,21.2,35,3
3514,5904.6,4244.9,14232.8,2288.5,2467.6,1502.4,1736.8,3941.5,2295.9,8159.3,1278.8,428.3,1330.5,3037.6,19.9,35,3
3515,4057.4,2714.5,9780.2,1572.6,1695.6,1032.4,1193.5,2708.5,1577.7,5189.4,1827.7,612.1,1901.5,4341.4,22.7,35,3
3516,4396.9,3086.4,10598.4,1704.1,1837.5,1118.8,1293.3,2935.1,1709.7,6101.4,5013.8,1679.1,5216.2,11909.5,24.3,35,3
3517,3066.9,2414,7392.7,1188.7,1281.7,780.4,902.1,2047.3,1192.5,4444.7,751.1,251.5,781.4,1784.2,24.5,35,3
3518,2285.9,1879.8,5510.1,886,955.3,581.7,672.4,1525.9,888.9,3368.4,515.8,172.7,536.6,1225.3,27.7,35,3
3519,4529.2,3530,10917.4,1755.4,1892.8,1152.4,1332.2,3023.4,1761.1,6744.2,821.2,275.1,854.3,1950.7,29.7,35,3
3520,7088.6,5100.5,17086.8,2747.4,2962.4,1803.7,2085.1,4731.9,2756.3,10157.5,2042.5,684.2,2124.8,4851.4,31.7,35,3
3521,3913.7,3131,9433.7,1516.8,1635.5,995.8,1151.2,2612.5,1521.8,5518,1792.3,600.3,1865.1,4257.5,20.1,35,3
3522,0,0,0,0,0,0,0,0,0,0,1340.7,449.1,1394.8,3184.6,17.4,35,3
3523,2169.3,1354,4239.9,911.9,933.9,499.9,487,863.3,544,2046.5,1670.7,559.8,1737.9,3968.4,28.8,35,3
3524,3139.5,2701.1,5860.4,872,936.9,565.9,739.6,1578,1168.1,3269.5,1377.2,461.5,1432.8,3271.3,24.4,35,3
3525,0,0,0,0,0,0,0,0,0,0,1073.5,359.7,1116.9,2550,27,35,3
3526,4792.2,1987.8,7732,1150.4,1236.1,746.6,975.7,2082,1541.1,4615,1281.4,429.4,1333.2,3043.8,25.6,35,3
3527,3451.3,1888.1,8024.3,1858.8,1817.6,847.1,850.8,1572.2,1077.8,3824.7,979.4,328,1019.1,2326.4,28.5,35,3
3528,6715.1,3246.7,9998.5,1927.6,2068.4,1245.4,1105.1,2519,1133,6230,1640.6,549.6,1706.4,3897.2,25,35,3
3529,2487,1263.2,4579,304.3,417.1,377.7,718.6,1916.3,845.1,2870.2,442.6,148.2,460.5,1051.3,22.1,35,3
3530,1411.9,1593,3393.6,504.9,542.6,327.7,428.3,913.8,676.4,2277.8,1098,367.6,1142.4,2608.1,24.6,35,3
3531,1952.7,2043.5,6037.7,898.3,965.3,583,761.9,1625.7,1203.4,3447.7,1832.4,613.5,1906.5,4352.5,25.1,35,3
3532,2750.7,1917.9,5141.6,765,822,496.5,648.8,1384.5,1024.8,3165.8,851.5,285.2,885.9,2022.5,25.3,35,3
3601,3565.7,1848.4,8280.9,1080.4,1201.4,782.3,1180.8,2946.6,1089.4,4362.8,436.3,146.2,453.9,1036.5,24.6,36,3
3602,6766.1,3468.3,14698.8,1657.3,1964.2,1442.6,2113.2,5440.9,2080.7,8430.5,1258.6,421.7,1309.4,2989.6,28.4,36,3
3603,1000.6,593.6,2477,477.5,512.4,308.5,273.8,624,280.7,1240.8,83.9,28.1,87.2,199.3,27.4,36,3
3604,4586.9,2076.2,8819.1,1609.5,1657.9,901.6,999.7,2509.9,1140.4,5226,1581.4,529.3,1645.2,3756,26.3,36,3
3605,2731.8,1311.4,5472.5,1055,1132.1,681.7,604.9,1378.7,620.1,3181.7,981.2,328.8,1020.8,2330.7,26.6,36,3
3606,2290.9,1064.6,5492.5,625.5,742.3,546.4,851.9,2036.7,689.6,3110.5,531.6,178.1,553.2,1262.7,27,36,3
3607,0,0,0,0,0,0,0,0,0,0,4735.9,1586.6,4925.9,11250,27.4,36,3
3608,297.5,133,798.1,88.6,107.6,82.3,124.4,290.1,105,483.1,71,23.8,73.8,168.5,25.1,36,3
3609,6468.3,1951.2,13028.3,1931,2120.7,1344.9,1674.5,3699.2,2258,8193.4,2019.9,676.6,2101.4,4797.8,20.7,36,3
3610,0,0,0,0,0,0,0,0,0,0,1670,559.4,1737.3,3966.7,18.7,36,3
3611,0,0,0,0,0,0,0,0,0,0,588.4,197.1,612.1,1397.6,20.6,36,3
