Year,Scenario,TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,working,industry,other,service,workplace,LenOrig1,superZone,IntExt,schoolage,pensioner,Students
2017,2017,3426,2074,1515.37,6445,1300,1300,600,1020,1980,260,4109.81,128.47,43,133.7,305.2,17.2,34,3,1980,260,197
2017,2017,3427,288,214.5,858,160,180,70,120,280,50,489.5,13.35,4.5,13.9,31.7,17.9,34,3,260,50,0
2017,2017,3428,251,115.2,576,90,120,50,60,240,10,388.8,160.56,53.8,167,381.4,15.1,34,3,180,10,0
2017,2017,3429,296,224.57,786,150,200,40,60,310,30,480.2,160.56,53.8,167,381.4,17.5,34,3,290,30,0
2017,2017,3430,0,0,0,0,0,0,0,0,0,0,160.56,53.8,167,381.4,15.1,34,3,0,0,0
2017,2017,3501,579,417.81,1183,190,210,100,150,470,80,797.3,56.26,18.8,58.5,133.6,21.7,35,3,300,80,0
2017,2017,3502,1601,1613.79,4668,860,810,370,580,1650,390,2682.6,676.19,226.5,703.5,1606.2,21.2,35,3,1260,390,48
2017,2017,3503,409,240.39,815,120,150,80,130,310,0,610,201.87,67.6,210,479.5,18.6,35,3,200,0,48
2017,2017,3504,138,81.38,465,130,90,70,80,100,0,310,216.72,72.6,225.5,514.8,20.5,35,3,150,0,0
2017,2017,3505,162,86.29,302,50,20,20,60,90,40,171,78.12,26.2,81.3,185.6,27.7,35,3,40,40,0
2017,2017,3506,2327.22,1630.87,7284.54,1357.09,1507.5,755.46,1172.5,2163.83,328.16,4331.64,216.72,72.6,225.5,514.8,27.3,35,3,2184.34,328.16,245.78
2017,2017,3507,1667.27,1413.42,5218.78,972.24,1080,541.22,840,1550.2,235.1,2828.3,216.72,72.6,225.5,514.8,24.8,35,3,1564.9,235.1,176.08
2017,2017,3508,1771.47,1195.97,5544.95,1033.01,1147.5,575.05,892.5,1647.09,249.8,3574.14,216.72,72.6,225.5,514.8,23.6,35,3,1662.7,249.8,187.09
2017,2017,3509,1042.04,761.07,3261.73,607.65,675,338.27,525,968.88,146.94,1863.52,216.72,72.6,225.5,514.8,22.1,35,3,978.06,146.94,110.05
2017,2017,3510,2032,1468.73,5423,950,980,460,870,1770,380,3398.64,331.38,111,344.8,787.1,21,35,3,1430,380,208
2017,2017,3511,814,647.57,2153,380,460,180,230,740,150,1338.1,263.25,88.2,273.9,625.3,27.8,35,3,660,150,0
2017,2017,3512,1053,524,3008,410,780,330,300,960,210,1421.46,263.25,88.2,273.9,625.3,18.8,35,3,1010,210,133
2017,2017,3513,72,0,0,0,0,0,0,0,0,0,95.27,31.9,99.1,226.3,21.2,35,3,0,0,0
2017,2017,3514,1778.05,1816.32,6090,1190,910,420,790,2150,640,3491.25,1039.44,348.1,1081.4,2469,19.9,35,3,1510,640,148.15
2017,2017,3515,2233.51,2123.29,7650,1810,1320,590,1050,2160,730,4059.16,1039.44,348.1,1081.4,2469,22.7,35,3,2150,730,186.1
2017,2017,3516,604.36,602.82,2070,320,270,140,270,730,360,1191.68,1039.44,348.1,1081.4,2469,24.3,35,3,420,360,50.36
2017,2017,3517,1351.78,1511.84,4630,720,600,390,670,1640,630,2783.69,1039.44,348.1,1081.4,2469,24.5,35,3,930,630,112.63
2017,2017,3518,1258.36,1470.39,4310,520,480,350,640,1610,720,2634.73,1039.44,348.1,1081.4,2469,27.7,35,3,720,720,104.85
2017,2017,3519,1553.24,1720.17,5320,840,890,430,700,1970,460,3286.43,605.11,202.7,629.5,1437.3,29.7,35,3,1310,460,129.42
2017,2017,3520,2455.4,2510.44,8410,1350,1210,710,1100,2950,1080,4999.47,605.11,202.7,629.5,1437.3,31.7,35,3,1840,1080,204.58
2017,2017,3521,1115.3,1267.86,3820,580,740,330,460,1210,490,2234.4,186.62,62.5,194.2,443.3,20.1,35,3,1010,490,92.93
2017,2017,3522,0,0,0,0,0,0,0,0,0,0,605.11,202.7,629.5,1437.3,17.4,35,3,0,0,0
2017,2017,3523,633,561.41,1758,380,380,100,170,520,190,848.54,188.9,63.3,196.5,448.7,28.8,35,3,580,190,0
2017,2017,3524,935,1143.04,2480,380,350,170,290,830,450,1383.6,256.34,85.9,266.7,608.9,24.4,35,3,540,450,0
2017,2017,3525,0,0,0,0,0,0,0,0,0,0,256.34,85.9,266.7,608.9,27,35,3,0,0,0
2017,2017,3526,1514,892.36,3471,670,630,280,480,1130,280,2071.72,256.34,85.9,266.7,608.9,25.6,35,3,940,280,35
2017,2017,3527,1235,960,4080,1100,730,300,510,1020,420,1944.69,186.62,62.5,194.2,443.3,28.5,35,3,1250,420,90
2017,2017,3528,2497,1715.48,5283,1040,910,340,570,1980,440,3291.77,171.04,57.3,177.9,406.3,25,35,3,1460,440,228
2017,2017,3529,1201,866.76,3142,470,510,290,450,1120,300,1969.48,1564.66,524,1627.8,3716.5,22.1,35,3,730,300,149
2017,2017,3530,443,848.98,1513,220,150,150,260,530,230,1015.51,430.68,144.2,448.1,1023,24.6,35,3,230,230,0
2017,2017,3531,671,997.76,2948,400,350,220,340,960,680,1683.4,430.68,144.2,448.1,1023,25.1,35,3,540,680,37
2017,2017,3532,1064,1054.12,2826,450,370,260,390,930,400,1740,1426.74,477.8,1484.4,3388.9,25.3,35,3,570,400,70
2017,2017,3601,1697,1249.96,5568,1280,1250,430,700,1640,260,2950.38,270.11,90.5,281,641.6,24.6,36,3,1890,260,163
2017,2017,3602,3142,2288.53,9699,1960,2140,830,1230,2990,560,5562.84,270.11,90.5,281,641.6,28.4,36,3,3140,560,356
2017,2017,3603,1173,995.46,4126,830,820,340,520,1250,370,2066.86,171.04,57.3,177.9,406.3,27.4,36,3,1240,370,95
2017,2017,3604,1515,974.4,4139,830,870,290,440,1460,240,2452.7,237.8,79.6,247.4,564.8,26.3,36,3,1300,240,123
2017,2017,3605,1147,857.76,3265,690,670,260,400,1030,240,1898.25,327.4,109.7,340.6,777.7,26.6,36,3,1010,240,0
2017,2017,3606,1040,686.75,3543,840,770,280,510,990,130,2006.47,190.38,63.8,198.1,452.2,27,36,3,1210,130,74
2017,2017,3607,0,0,0,0,0,0,0,0,0,0,171.04,57.3,177.9,406.3,27.4,36,3,0,0,0
2017,2017,3608,165,104.83,629,100,150,50,70,220,40,380.8,237.8,79.6,247.4,564.8,25.1,36,3,200,40,0
2017,2017,3609,3006.61,0,8820,1140,1010,710,1140,3150,1650,5411.61,613.16,205.4,637.9,1456.4,20.7,36,3,1530,1650,285.35
2017,2017,3610,0,0,0,0,0,0,0,0,0,0,613.16,205.4,637.9,1456.4,18.7,36,3,0,0,0
2017,2017,3611,0,0,0,0,0,0,0,0,0,0,613.16,205.4,637.9,1456.4,20.6,36,3,0,0,0
2017,2017,3612,2672.54,0,7840,1330,1280,790,1090,2480,880,4394.85,613.16,205.4,637.9,1456.4,23.2,36,3,1860,880,253.64
2017,2017,3613,0,0,0,0,0,0,0,0,0,0,613.16,205.4,637.9,1456.4,23,36,3,0,0,0
2017,2017,3614,405.65,0,1190,320,150,60,200,400,60,698.61,205.81,68.9,214.1,488.9,22.3,36,3,260,60,38.5
2017,2017,3615,2444.15,0,7170,1160,850,680,1160,2460,860,4597.56,308.19,103.2,320.6,732,28.9,36,3,1390,860,231.97
2017,2017,3616,0,0,0,0,0,0,0,0,0,0,1232.54,412.8,1282.3,2927.6,27.1,36,3,0,0,0
2017,2017,3617,1939.64,0,5690,960,630,340,850,1940,970,3372.12,1232.54,412.8,1282.3,2927.6,25.1,36,3,1050,970,184.08
2017,2017,3618,2890.71,0,8480,1380,1110,570,1320,2960,1120,5221.99,1232.54,412.8,1282.3,2927.6,27.6,36,3,1730,1120,274.35
2017,2017,3619,1581.71,0,4640,590,940,460,620,1660,370,2945.16,1232.54,412.8,1282.3,2927.6,26.8,36,3,1270,370,150.11
2017,2017,3620,890,965.45,2633,520,320,180,330,800,490,1262.53,570.55,191.1,593.6,1355.2,30,36,3,570,490,31
2017,2017,3621,567,963.86,1815,340,180,130,220,610,340,1050,570.55,191.1,593.6,1355.2,23.7,36,3,340,340,0
2017,2017,3622,719,707.32,2141,460,380,120,230,720,250,1216.56,570.55,191.1,593.6,1355.2,26.8,36,3,610,250,0
2017,2017,3623,1574,1561.8,4147,810,770,330,560,1340,340,2570,205.81,68.9,214.1,488.9,28.8,36,3,1190,340,68
2017,2017,3624,708,403.7,1825,350,250,120,230,580,300,694.64,212.54,71.2,221.1,504.8,20.4,36,3,410,300,0
2017,2017,3625,0,0,0,0,0,0,0,0,0,0,212.54,71.2,221.1,504.8,17.7,36,3,0,0,0
2017,2017,3626,1091,658.5,2634,400,610,250,270,1020,90,1813,223.28,74.8,232.3,530.4,16.3,36,3,840,90,87
2017,2017,3627,1738,1315.76,5649,1320,1260,470,770,1600,230,3366.86,212.54,71.2,221.1,504.8,15.4,36,3,1920,230,132
2017,2017,3628,1563,1195.99,4014,840,730,200,400,1400,460,2248.81,212.54,71.2,221.1,504.8,14.9,36,3,1170,460,0
2017,2017,3701,564,512.92,1483,250,210,120,190,520,210,919.23,368.94,123.6,383.8,876.3,13.9,37,3,340,210,0
2017,2017,3702,0,0,0,0,0,0,0,0,0,0,570.55,191.1,593.6,1355.2,14.1,37,3,0,0,0
2017,2017,3703,412,141.08,1246,180,170,110,140,390,220,184.3,436.98,146.4,454.6,1038,13.6,37,3,270,220,0
2017,2017,3704,1454.27,1331.78,4610,840,770,440,710,1550,300,2842.82,501.62,168,521.9,1191.5,14.6,37,3,1160,300,143.61
2017,2017,3705,0,0,0,0,0,0,0,0,0,0,501.62,168,521.9,1191.5,16.2,37,3,0,0,0
2017,2017,3706,671.93,710,2130,360,300,190,310,740,230,1268.62,501.62,168,521.9,1191.5,11.8,37,3,470,230,66.35
2017,2017,3707,1750.8,1531.03,5550,1000,880,490,860,1840,480,3379.9,501.62,168,521.9,1191.5,11.9,37,3,1340,480,172.9
2017,2017,3708,1570.99,1505.58,4980,950,830,400,600,1690,520,2833.56,501.62,168,521.9,1191.5,11.5,37,3,1320,520,155.14
2017,2017,3709,997,1180.07,2726,510,350,190,340,880,450,1570.28,180.75,60.5,188,429.3,11.5,37,3,590,450,0
2017,2017,3710,456,905,2032,490,320,210,300,500,240,747.72,436.98,146.4,454.6,1038,11.1,37,3,530,240,77
2017,2017,3711,681,523.69,1675,310,320,160,220,510,150,1058.8,436.98,146.4,454.6,1038,11.4,37,3,490,150,0
2017,2017,3712,151,134.35,618,200,110,50,90,150,10,370,180.75,60.5,188,429.3,11.3,37,3,210,10,0
2017,2017,3713,143,120.94,645,230,160,50,60,150,0,320,180.75,60.5,188,429.3,11.3,37,3,280,0,0
2017,2017,3801,1732.89,1320.95,6164.44,1008.89,1528.89,555.56,777.78,1782.22,244.44,3862.22,119.39,40,124.2,283.6,11.4,38,3,2182.22,244.44,136.89
2017,2017,3802,2166.11,1761.27,7705.56,1172.22,1911.11,694.44,972.22,2227.78,305.56,4827.78,444.72,148.9,462.7,1056.3,11.1,38,3,2727.78,305.56,171.11
2017,2017,3803,884,587.91,2792.58,648.39,670.97,261.29,377.42,729.03,103.23,1683.87,238.01,79.7,247.6,565.3,11,38,3,993.55,103.23,0
2017,2017,3804,575,456.6,2054.68,460.4,493.2,181.6,266.4,578.8,74.8,1153.13,441.41,147.8,459.2,1048.5,10.8,38,3,732,74.8,43.8
2017,2017,3805,1469.44,1141.49,5250.85,1176.58,1260.4,464.09,680.8,1479.16,191.16,2946.89,237.84,79.7,247.4,564.9,10.8,38,3,1870.67,191.16,111.93
2017,2017,3806,1533.33,1369.79,5479.15,1227.73,1315.2,484.27,710.4,1543.47,199.47,3075.02,237.84,79.7,247.4,564.9,11.7,38,3,1952,199.47,116.8
2017,2017,3807,1501.39,1141.49,5365,1202.16,1287.8,474.18,695.6,1511.31,195.31,3010.96,237.84,79.7,247.4,564.9,11.4,38,3,1911.33,195.31,114.37
2017,2017,3808,2843.06,2511.28,10159.25,2276.42,2438.6,897.91,1317.2,2861.84,369.84,5701.6,237.84,79.7,247.4,564.9,11.1,38,3,3619.33,369.84,216.57
2017,2017,3809,2076.39,1712.23,7419.68,1662.56,1781,655.78,962,2090.11,270.11,4164.09,237.84,79.7,247.4,564.9,11.2,38,3,2643.33,270.11,158.17
2017,2017,3810,543.06,456.6,1940.53,434.82,465.8,171.51,251.6,546.64,70.64,1089.07,237.84,79.7,247.4,564.9,11,38,3,691.33,70.64,41.37
2017,2017,3811,2236.11,1826.38,7990.42,1790.44,1918,706.22,1036,2250.89,290.89,4484.41,237.84,79.7,247.4,564.9,10.9,38,3,2846.67,290.89,170.33
2017,2017,3812,1597.22,1369.79,5707.44,1278.89,1370,504.44,740,1607.78,207.78,3203.15,237.84,79.7,247.4,564.9,10.8,38,3,2033.33,207.78,121.67
2017,2017,3813,145,89.6,320,90,30,20,40,130,10,198.6,237.84,79.7,247.4,564.9,10.7,38,3,70,10,0
2017,2017,3814,649,391.94,2034.72,462.26,487.31,184.19,281.61,526.02,78.82,1227.96,237.84,79.7,247.4,564.9,10.7,38,3,829.89,78.82,0
2017,2017,3815,2818.55,2284.84,11424.19,2395.16,2448.39,977.42,1451.61,3411.29,614.52,6767.81,123.33,41.3,128.3,292.9,10.6,38,3,3672.58,614.52,204.19
2017,2017,3816,1744.82,1632.03,7072.12,1482.72,1515.67,605.07,898.62,2111.75,380.41,4189.59,123.33,41.3,128.3,292.9,10.6,38,3,2273.5,380.41,126.41
2017,2017,3817,1261.64,1305.62,5113.69,1072.12,1095.94,437.51,649.77,1526.96,275.07,3029.4,238.01,79.7,247.6,565.3,10.5,38,3,1643.92,275.07,91.4
2017,2017,3818,1370.7,919.21,3791.72,771.46,793.31,354.04,548.54,1153.91,170.46,2379.15,360.82,120.8,375.4,857,12.3,38,3,1182.32,170.46,116.05
2017,2017,3819,2201.43,1378.81,6089.74,1007.22,1274.11,568.61,880.99,1853.25,273.77,3821.05,360.82,120.8,375.4,857,12.7,38,3,1898.87,273.77,186.38
2017,2017,3820,2699.87,1723.51,7468.54,1531.13,1562.58,697.35,1080.46,2272.85,335.76,4686.2,360.82,120.8,375.4,857,12.1,38,3,2328.81,335.76,228.58
2017,2017,3821,1059,728.18,2670,440,530,200,230,1080,170,1695.66,123.33,41.3,128.3,292.9,11.7,38,3,750,170,0
2017,2017,3822,1267,842.74,4003,929.35,961.72,374.52,540.97,1044.95,147.96,2276.56,123.33,41.3,128.3,292.9,11.3,38,3,1284.3,147.96,0
2017,2017,3823,0,0,0,0,0,0,0,0,0,0,123.33,41.3,128.3,292.9,10.9,38,3,0,0,0
2017,2017,3824,418,229.78,1347,370,320,90,170,380,30,650,123.33,41.3,128.3,292.9,11,38,3,510,30,0
2017,2017,3825,266,133.64,490,180,55,20,80,140,20,244.29,168.58,56.5,175.4,400.4,10.7,38,3,125,20,0
2017,2017,3826,266,133.64,490,180,55,20,80,140,20,244.29,168.58,56.5,175.4,400.4,10.7,38,3,125,20,0
2017,2017,3827,0,0,0,0,0,0,0,0,0,0,123.33,41.3,128.3,292.9,10.4,38,3,0,0,0
2017,2017,3828,0,0,0,0,0,0,0,0,0,0,168.58,56.5,175.4,400.4,11.5,38,3,0,0,0
2017,2017,3829,0,0,0,0,0,0,0,0,0,0,123.33,41.3,128.3,292.9,11.2,38,3,0,0,0
2017,2017,3830,0,0,0,0,0,0,0,0,0,0,123.33,41.3,128.3,292.9,11.2,38,3,0,0,0
2017,2017,3831,814,600.25,2259,450,490,170,290,700,150,1384.02,168.58,56.5,175.4,400.4,10.8,38,3,700,150,39
2017,2017,3901,1011,980.74,2620,570,420,120,280,1010,190,1505.28,246.47,82.5,256.4,585.4,10.7,39,3,740,190,0
2017,2017,3902,135,166.2,561,70,250,10,70,100,40,159.04,246.47,82.5,256.4,585.4,10.4,39,3,280,40,0
2017,2017,3903,1361.24,1063.64,3900,770,730,220,310,1570,290,2378.67,246.47,82.5,256.4,585.4,11.9,39,3,1170,290,0
2017,2017,3904,1329.83,1270,3810,770,660,250,370,1440,290,2319.45,356.61,119.4,371,847,12.1,39,3,1080,290,0
2017,2017,3905,0,0,0,0,0,0,0,0,0,0,301.18,100.9,313.3,715.4,11.7,39,3,0,0,0
2017,2017,3906,1675.37,1404.88,4800,980,750,270,570,1790,430,2911.65,356.61,119.4,371,847,10.9,39,3,1270,430,0
2017,2017,3907,701.56,502.5,2010,470,420,80,120,840,70,1174.53,356.61,119.4,371,847,11.4,39,3,690,70,0
2017,2017,3908,315,219.25,877,150,180,60,90,340,60,550.42,301.18,100.9,313.3,715.4,11.5,39,3,260,60,0
2017,2017,3909,2266,2623.92,13690,3460,3210,1280,2070,3370,290,8160,357,119.6,371.4,848,11.1,39,3,4910,290,70
2017,2017,3910,1114.29,11041.33,3380,960,440,130,580,1090,180,1889.23,1094.78,366.7,1139,2600.4,11,39,3,860,180,82.33
2017,2017,3911,2617.59,2212.95,7940,1180,1050,650,1160,2790,1120,4919.67,2340.04,783.7,2434.5,5558.3,11.7,39,3,1560,1120,193.4
2017,2017,3912,1790.12,1944.67,5430,660,680,440,740,2080,820,3481.17,409.12,137,425.6,971.8,11.4,39,3,1000,820,132.27
2017,2017,3913,1737,714,2380,295,415,195,195,950,325,1558.74,1094.78,366.7,1139,2600.4,14.4,39,3,575,325,106.5
2017,2017,3914,1737,714,2380,295,415,195,195,950,325,1558.74,1094.78,366.7,1139,2600.4,12.5,39,3,575,325,106.5
2017,2017,3915,403,306.84,1531,250,620,80,130,360,100,991.04,135.84,45.5,141.3,322.6,10.8,39,3,750,100,0
2017,2017,3916,4537.27,2681.22,12070,2880,1720,590,1370,4590,920,5330.1,720.14,241.2,749.2,1710.6,10.6,39,3,3150,920,330.86
2017,2017,3917,2928.36,2252.02,7790,1470,1280,520,930,2790,800,4684.62,720.14,241.2,749.2,1710.6,10.6,39,3,2020,800,213.54
2017,2017,3918,3191.5,2682.79,8490,1560,1160,530,1230,3140,900,5310.54,720.14,241.2,749.2,1710.6,10.5,39,3,1900,900,232.72
2017,2017,3919,3138.87,2642.57,8511,1290,1160,610,980,3070,1380,5134.5,720.14,241.2,749.2,1710.6,10.4,39,3,1800,1380,228.89
2017,2017,3920,273,373.45,722,200,90,20,60,290,60,392.4,720.14,241.2,749.2,1710.6,10.4,39,3,200,60,0
2017,2017,3921,0,0,0,0,0,0,0,0,0,0,409.12,137,425.6,971.8,10.4,39,3,0,0,0
2017,2017,3922,297,468,936,180,120,50,170,280,120,540,1094.78,366.7,1139,2600.4,10.3,39,3,190,120,0
2017,2017,4001,427,461.96,1172,250,130,60,140,440,150,700,135.84,45.5,141.3,322.6,10.3,40,3,260,150,0
2017,2017,4002,540,573.74,1927,220,210,120,260,850,250,840,422.78,141.6,439.9,1004.2,11.9,40,3,330,250,0
2017,2017,4003,552,572.29,1609,270,210,120,190,560,230,980,136.19,45.6,141.7,323.5,11.3,40,3,340,230,76
2017,2017,4004,4602.47,4113.3,12990,1800,1860,970,1770,4970,1620,8401.23,413.56,138.5,430.3,982.3,11,40,3,2720,1620,336.27
2017,2017,4005,1013.32,953.33,2860,580,390,120,460,1020,280,1686.06,413.56,138.5,430.3,982.3,10.9,40,3,660,280,74.04
2017,2017,4006,0,0,0,0,0,0,0,0,0,0,1090.75,365.3,1134.8,2590.8,10.3,40,3,0,0,0
2017,2017,4007,2427.01,1973.73,6850,1260,1080,500,880,2470,660,4195.77,1090.75,365.3,1134.8,2590.8,11.4,40,3,1720,660,177.33
2017,2017,4008,0,0,0,0,0,0,0,0,0,0,1090.75,365.3,1134.8,2590.8,11.5,40,3,0,0,0
2017,2017,4009,0,0,0,0,0,0,0,0,0,0,1090.75,365.3,1134.8,2590.8,11.2,40,3,0,0,0
2017,2017,4010,2738.81,2441.17,7730,1090,1050,640,1170,2830,980,5029.11,550.08,184.2,572.3,1306.6,10.8,40,3,1560,980,200.11
2017,2017,4011,3660.01,3547.96,10330,1710,1330,700,1470,3560,1560,6162.84,1197.21,401,1245.6,2843.7,11.1,40,3,2130,1560,267.41
2017,2017,4012,3132.09,2544.85,8840,1650,1300,500,1210,3340,850,5465.16,1197.21,401,1245.6,2843.7,12,40,3,2100,850,228.84
2017,2017,4013,981.44,852.31,2770,370,340,200,390,930,540,1637.61,1197.21,401,1245.6,2843.7,12.4,40,3,520,540,71.71
2017,2017,4014,3840.71,3252.62,10840,1580,1520,990,1560,3370,1810,6550.44,1197.21,401,1245.6,2843.7,12.6,40,3,2230,1810,280.62
2017,2017,4015,4365.08,4975.56,12320,1560,1290,810,1750,4380,2530,7325.64,1197.21,401,1245.6,2843.7,11.7,40,3,1980,2530,318.93
2017,2017,4016,3993.06,3351.79,11270,2100,1480,800,1620,3860,1440,6773.31,550.08,184.2,572.3,1306.6,10.2,40,3,2450,1440,291.75
2017,2017,4017,4084.89,3282.32,12498.07,2733.85,2874.63,1026.33,1725.69,3573.99,567.66,7406.15,345.4,115.7,359.4,820.4,11.7,40,3,4259.72,567.66,329.7
2017,2017,4018,949.01,631.22,2903.59,635.14,667.84,238.44,400.92,830.32,131.88,1720.62,345.4,115.7,359.4,820.4,11.7,40,3,989.63,131.88,76.6
2017,2017,4019,3961.1,3534.81,12119.34,2651.01,2787.52,995.23,1673.39,3465.69,550.46,7181.72,345.4,115.7,359.4,820.4,14.5,40,3,4130.64,550.46,319.71
2017,2017,4020,754.71,461.86,2124.58,413.22,471.69,196.86,302.12,635.42,103.31,1370.25,345.4,115.7,359.4,820.4,12.5,40,3,680.25,103.31,0
2017,2017,4021,3117.29,1755.08,8775.42,1706.78,1948.31,813.14,1247.88,2624.58,426.69,5659.75,345.4,115.7,359.4,820.4,12.6,40,3,2809.75,426.69,584.49
2017,2017,4022,1308,976,3866,860,770,220,380,1440,250,1730.6,544.63,182.4,566.6,1293.7,12.4,40,3,1230,250,0
2040,2040_max,101,7907.1,5089.8,17171.4,2499.8,2722.5,1695.4,2437.3,5886.4,1930.1,10302.7,4953.9,492.4,4360.4,9806.7,20.4,1,2,2180,890,159
2040,2040_max,102,2706.1,2338.4,6586.7,1109.9,1160.7,656.4,764.8,1914.5,980.4,3808.6,787.6,125,1247.4,2160.1,17.7,1,2,750,180,50
2040,2040_max,103,847.6,1050.2,3150,422.8,464.1,294,356.8,1001.7,610.6,510.4,161.2,33.1,147.3,341.7,16.3,1,2,0,0,0
2040,2040_max,104,2650.6,2223.2,6447.3,865.4,949.9,601.7,730.3,2050.2,1249.8,3747.5,148.8,17,244.5,410.3,15.4,1,2,530,550,99.12
2040,2040_max,105,5214.5,4437,12683.9,1702.5,1868.8,1183.7,1436.8,4033.4,2458.7,7248.5,406.7,358.3,441.9,1206.9,14.9,1,2,2050,940,286.66
2040,2040_max,106,3439.5,3072,8366.4,1123,1232.6,780.8,947.7,2660.5,1621.8,4340.7,5657.8,1162.3,5171.5,11991.5,13.9,1,2,1070,1570,208.3
2040,2040_max,107,2866.7,2194.4,7011.8,1181.6,1235.6,698.8,814.1,2038,1043.7,4447.5,988.1,228.3,1342.8,2559.2,14.1,1,2,1220,400,105
2040,2040_max,108,3039.5,2196.7,5154.3,868.5,908.2,513.7,598.5,1498.1,767.2,2927.9,1181.9,983.3,1266.3,3431.5,13.6,1,2,570,420,0
2040,2040_max,109,3323.4,2540.1,6739,1108.6,1176.3,689.6,818.4,2158.7,787.4,3894.3,2113,134.1,1433,3680.1,14.6,1,2,910,370,30
2040,2040_max,110,5726.5,3024.5,11537.8,1964,2188.3,1430.6,1553.1,3272.8,1128.9,7153.3,473.9,1334.8,720.5,2529.2,16.2,1,2,1480,390,56
2040,2040_max,111,2822.6,2496.6,6865.8,921.6,1011.6,640.8,777.7,2183.3,1330.9,4118,937.5,192.6,856.9,1986.9,11.8,1,2,1100,740,184.85
2040,2040_max,112,3485.5,2713.1,8478.4,1138,1249.1,791.3,960.4,2696.1,1643.5,5196.9,825.9,94.3,1357.6,2277.9,11.9,1,2,960,670,162.08
2040,2040_max,113,661.5,819.7,2458.4,330,362.2,229.4,278.5,781.8,476.5,398.3,1262.1,144,2074.5,3480.9,11.5,1,2,0,0,0
2040,2040_max,114,925.5,1000.6,2251.3,302.2,331.7,210.1,255,715.9,436.4,1260.8,24.8,2.8,40.8,68.5,11.5,1,2,310,450,60.61
2040,2040_max,115,6175.3,5071,15021.1,2016.2,2213.1,1401.9,1701.5,4776.6,2911.7,8349.6,1772.8,364.2,1620.4,3757.3,11.1,1,2,1680,1660,291.35
2040,2040_max,116,2679.4,2346.3,6517.5,874.8,960.2,608.3,738.3,2072.5,1263.4,3678.4,702.3,341.1,971.3,2014.6,11.4,1,2,1100,820,175.48
2040,2040_max,117,3395.3,2105.2,8258.8,1108.5,1216.8,770.8,935.5,2626.3,1600.9,5135.9,1276.2,619.9,1764.9,3660.9,11.3,1,2,1620,590,222.36
2040,2040_max,118,1728.3,1401.4,4204,564.3,619.4,392.3,476.2,1336.9,814.9,2417.6,140.9,68.4,194.8,404.1,11.3,1,2,780,400,113.19
2040,2040_max,201,1225.5,966.8,2394.3,403.5,421.9,238.6,278,695.9,356.4,1276.8,268.2,213.8,848.6,1330.7,11.4,2,2,280,220,0
2040,2040_max,202,1039.1,886.6,2786.5,391.5,446,304.6,350.9,853.6,439.8,1700,806.5,68.8,251.3,1126.6,11.1,2,2,460,220,60.8
2040,2040_max,203,1964.7,2209.4,5268.6,740.3,843.2,576,663.6,1613.9,831.6,3076.2,273.6,151.9,722.7,1148.1,11,2,2,570,440,82.89
2040,2040_max,204,414.7,370.7,1112.1,156.3,178,121.6,140.1,340.7,175.5,664.2,594.8,643.9,587.2,1825.9,10.8,2,2,200,90,24.27
2040,2040_max,205,1498.4,1187.9,3328.4,560.9,586.5,331.7,386.5,967.4,495.4,1685.1,746.2,25.9,518.3,1290.4,10.8,2,2,440,190,31
2040,2040_max,206,438.1,455,1667.7,281,293.9,166.2,193.6,484.7,248.2,948.8,733.3,305.8,840.1,1879.2,11.7,2,2,240,270,0
2040,2040_max,207,2817.9,1647.1,7137.3,790.3,965.3,745.1,1152.2,2639.4,845.1,4340.6,1008.1,203.8,943.2,2155.3,11.4,2,2,1280,230.4,90.56
2040,2040_max,208,4648.7,2179,8518,836,1022,789.9,1322.6,3419.7,1127.8,5326.5,988,978,1937.2,3903,11.1,2,2,1548,390,192
2040,2040_max,209,2639,1442.6,6688.6,797.9,967.6,738.4,1001.8,2471.2,711.7,3670.7,156.4,224.7,513.7,894.8,11.2,2,2,1861.5,252.17,128.63
2040,2040_max,210,2062.5,1139.3,4559.7,554.4,656.1,480.6,733.8,1590.4,544.4,2449.2,367.8,109,319.6,796.4,11,2,2,1390.34,240,116.97
2040,2040_max,211,0,813.7,2957.5,415.6,473.3,323.3,372.5,906,466.8,347.7,167.5,75,198.5,441.1,10.9,2,2,0,0,0
2040,2040_max,212,0,813.7,2957.5,415.6,473.3,323.3,372.5,906,466.8,347.7,167.5,75,198.5,441.1,10.8,2,2,0,0,0
2040,2040_max,213,0,0,0,0,0,0,0,0,0,0,793.4,67.7,247.2,1108.3,10.7,2,2,0,0,0
2040,2040_max,214,1733.4,1467.9,4648.3,653.1,743.9,508.2,585.4,1423.9,733.7,2724.5,813.4,69.4,253.4,1136.2,10.7,2,2,750,370,101.43
2040,2040_max,215,2721.3,2176.4,7297.4,1025.4,1167.9,797.8,919.1,2235.4,1151.8,4244.4,464.3,39.6,144.7,648.6,10.6,2,2,1290,590,159.23
2040,2040_max,216,2138.5,1753.9,5734.8,805.8,917.8,627,722.3,1756.7,905.2,3368.4,829,70.7,258.3,1158.1,10.6,2,2,1260,520,135.51
2040,2040_max,217,1392.4,1436.1,3733.8,524.6,597.6,408.2,470.3,1143.8,589.4,1854.3,2509.7,214.1,782,3505.9,10.5,2,2,230,310,34.63
