"Scenario","year","supertaz","hh_total","pop","age0_4","age5_9","age10_14","age15_19","age20_24","age25_29","age30_34","age35_39","age40_44","age45_49","age50_54","age55_59","age60_64","age65_69","age70_74","age75up","emp_tot","indus","com_hotel","business","public","education","agri","student","univ","UO_Hi_Ed","pop_emp_employed"
"BAU",2035,14,16508.0197,90210.5881,7853.9433,7260.3905,6735.7416,6854.2660,6744.5432,5548.2363,4221.1012,4015.2192,3541.4096,3721.1774,3568.5688,3061.4562,2548.4660,1980.8600,1642.4518,3757.3157,13575.9773,1256.2804,4677.9828,2523.6809,1410.9672,3676.1516,30.9144,25351.2578,0.0000,1588.3313,29398.6424
"BAU",2035,15,0.0000,50261.8016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BAU",2035,16,10191.1318,336557.2553,5488.6941,5278.3247,4935.6684,5168.1838,4297.5677,3233.8032,2638.7850,2662.4082,2268.3378,2111.5282,1779.0417,1466.1503,1213.1059,934.7636,762.1127,1155.4855,8788.8885,100.4645,2847.7371,1119.3688,1213.6210,3507.6970,0.0000,18788.7807,1742.8045,2562.7066,16731.2548
"BAU",2035,17,19590.8061,126476.2457,23657.7097,19387.4758,15643.1525,13991.8793,12412.5880,9431.6354,7273.3242,5036.4657,3949.3422,3538.3980,3336.0692,2743.0311,1779.6209,1001.1147,738.9663,768.3602,13917.9053,318.9558,2147.4511,888.3714,695.5236,9867.6034,0.0000,66545.4112,681.9670,13836.7710,25695.3154
"BAU",2035,18,3589.6607,613167.2657,1416.8720,1363.1581,1323.3664,1646.4821,1451.8656,1010.3590,775.9366,768.6169,680.7372,664.7598,583.6353,501.9839,435.0106,337.5181,277.0014,434.5154,2222.5734,0.0000,775.3023,365.9471,301.7423,758.7849,20.7968,4839.8548,0.0000,1010.6566,5385.4718
"BAU",2035,19,2899.8980,442823.2971,2129.6968,1826.3380,1552.6313,1231.0686,1357.2815,1268.7847,952.8199,848.9297,552.9064,433.8049,357.5129,327.3102,316.6111,184.9999,123.4760,159.3654,2272.7347,0.0000,546.8593,326.4008,264.6375,949.5472,185.2899,6051.6662,0.0000,896.7572,4953.0413
"BAU",2035,2,24082.5404,88998.1999,8019.6059,8142.9082,7648.6827,7235.0880,9776.0171,8463.1783,6509.0718,5944.5458,5277.7540,3916.3174,3388.0000,3369.9217,3254.3510,2325.7146,2150.6550,3576.3884,22799.1848,1016.6135,3745.3863,4915.9025,5103.5826,8017.7000,0.0000,27993.0726,20272.1198,118.7120,25724.0296
"BAU",2035,20,2023.0894,81602.2395,730.8751,807.7387,799.9490,871.0923,683.6989,478.5113,455.1609,545.8484,557.1459,615.1243,530.0117,357.7444,252.0953,215.7249,186.9323,399.0553,1400.1736,0.0000,175.7723,137.7438,117.1815,416.4915,552.9843,2859.2930,0.0000,93.0446,3746.3544
"BAU",2035,21,2034.8035,489642.1026,1495.4782,1270.7412,1072.9661,848.6282,989.2004,889.7581,660.7735,579.6412,364.4635,274.4296,224.6729,213.9475,213.0375,120.0502,77.3452,89.6095,1587.1461,178.9710,357.9420,178.9710,178.9710,692.2910,0.0000,4284.5613,0.0000,1049.1578,3345.5248
"BAU",2035,22,39898.2305,722672.4234,22445.5602,20399.4304,18047.0918,16214.2509,18331.3631,14908.0935,10409.3688,9855.8789,8212.7091,7887.1451,7030.2219,5773.9270,4698.6291,3648.6489,3065.4420,6612.1499,38854.2896,8219.7488,6488.7053,7081.2679,2727.5311,14337.0365,0.0000,71041.8976,22794.3670,4800.9557,65109.5608
"BAU",2035,23,1127.5100,509215.8290,749.6321,749.9988,688.4753,473.1063,447.1012,386.6908,334.2953,377.6387,270.8608,222.1802,163.5832,122.0347,95.2946,62.1780,42.8144,44.5383,893.5216,237.9252,140.3306,100.6764,70.1653,344.4242,0.0000,2410.9695,0.0000,0.0000,1922.7830
"BAU",2035,3,30037.5113,134198.8735,13666.2545,13905.0285,12978.9134,12374.7152,11423.0663,10907.9539,10993.9084,9881.5824,8124.9153,5972.8633,5249.5934,5003.0417,4355.7676,3113.3607,2887.5914,3360.3174,20723.7656,427.0460,7607.3959,3070.0758,2740.1827,6879.0651,0.0000,48153.4555,0.0000,0.0000,35258.1347
"BAU",2035,4,64849.8867,212102.1146,18917.6204,17831.9496,16951.2495,17210.3158,17599.2551,15706.6216,13023.9135,11916.4703,10330.7468,10811.4707,10324.9832,8824.5501,8389.8794,6870.3811,6933.5647,19153.1682,63632.6931,2037.0284,25427.4736,17554.2517,9998.0576,8615.8818,0.0000,51801.2575,9164.1206,5102.2765,85863.0752
"BAU",2035,5,50778.8354,153411.7420,14152.7637,12381.8304,11720.0085,17397.9028,16705.1670,12813.9118,8736.2969,7309.7609,6170.6646,6690.6457,6865.9359,6215.6211,5877.4562,4729.3977,4330.1073,11314.2715,53590.9465,0.0000,14537.1573,14429.2938,13409.9869,11168.8319,45.6766,45904.9448,26117.8194,14196.2522,59055.7466
"BAU",2035,6,56143.9884,215238.3596,31928.8356,26462.9697,23235.1670,33144.1365,21873.1741,15313.2127,11714.6982,8693.2620,7704.8649,6249.1610,5982.0964,4872.4690,4141.4326,3963.8140,3300.0115,6659.0543,73142.2931,1358.4183,14221.1077,32389.6295,6180.9876,18992.1500,0.0000,104288.2749,11191.8357,50665.1027,48336.2341
"BAU",2035,7,66767.6038,310703.1767,34300.5576,31760.0722,30142.0112,28136.8364,27458.9713,25003.3743,23335.2662,20091.4169,16702.8399,13935.0060,12639.9448,12092.5146,9861.8610,8456.4026,6309.0028,10477.0988,52903.3436,5178.8984,19112.7084,5923.6951,6799.5328,15419.9552,468.5537,102069.6799,4773.7688,4190.7811,87983.0552
"BAU",2035,8,8884.4209,32948.7808,3043.1257,2707.9066,2536.9914,2419.3249,2813.4910,2626.6963,2091.1725,1836.9917,1519.2084,1658.5449,1612.0827,1429.9313,1379.3533,1141.3992,1106.6825,3025.8783,7351.3125,0.0000,3036.1672,2098.8728,825.2063,1391.0662,0.0000,9636.3974,0.0000,291.9675,14231.7677
"BAU",2035,9,16662.2363,65625.1153,6485.8518,6643.7569,6538.1639,6729.8966,5859.2908,4291.7442,3813.2920,3775.5851,3637.2092,3742.8320,3417.8173,2576.1729,2134.2970,1569.6188,1449.4191,2960.1678,10431.6374,0.0000,4445.5066,1625.6533,1036.4347,3324.0428,0.0000,22684.3647,0.0000,2056.6060,23192.4574
"BAU",2040,1,63809.4325,209930.5638,23238.7294,19836.9815,18064.2483,28003.5558,20813.6909,15287.4073,12114.6951,10252.4414,8946.5868,8682.4460,7976.2215,7114.7167,6208.0077,5543.8193,4952.0415,12894.9746,157471.1680,656.8828,52229.5971,52549.8826,31151.4609,20883.3446,0.0000,84962.1936,29039.9084,48101.1050,62271.0021
"BAU",2040,10,68036.8149,374933.6961,60310.8766,53998.1054,47027.7284,39869.1775,30662.6675,23639.4367,21032.4455,19684.8014,16946.6509,14198.0461,10456.0292,8806.8002,6854.0626,5806.8270,4981.3404,10658.7007,77097.9487,12362.1281,15178.9018,13461.9819,8410.4774,26997.8058,686.6537,185491.5922,0.0000,33929.1604,95779.0882
"BAU",2040,11,76220.4405,350915.0318,44556.4395,43601.8589,39396.6626,35841.6009,29610.8543,21465.0964,19161.8555,19494.9137,18694.1188,18471.9010,16023.6282,12782.4335,10412.7807,8192.2901,5680.8846,7527.7129,78856.3055,4448.5312,28865.4864,17301.6656,6176.5599,21890.9847,173.0776,148864.3000,0.0000,25651.9332,121802.9078
"BAU",2040,12,13968.3988,342759.6845,8886.8890,7954.9007,6830.5290,6372.4456,5556.2589,5399.3636,4813.9571,3869.0696,3357.0187,2858.3172,2911.1254,2787.1124,2420.0785,2117.0721,1625.7465,3740.5964,10546.7105,0.0000,3683.3851,1584.4261,1348.1692,3930.7300,0.0000,27087.9029,0.0000,3815.5726,25176.6959
"BAU",2040,13,16549.3804,335890.4652,10964.3313,9664.0011,8100.8502,7187.8217,6794.8365,6962.6191,5971.6139,4325.2653,3342.7495,2205.8859,1992.7518,1950.4500,1851.3404,1257.1947,794.1865,1090.2015,11896.0156,87.1893,3006.5886,2400.8661,1651.4074,4749.9642,0.0000,31754.5234,0.0000,2823.5177,27823.2137
"BAU",2040,14,20578.7955,119613.5496,13182.9915,11935.2018,10434.2403,9617.3471,8109.0884,7511.6132,6571.0903,5440.0423,4993.5623,4130.8206,4021.6107,3620.4168,2956.5257,2543.0876,1927.6214,4473.8096,17308.1294,1549.7632,5330.3584,2864.7443,1601.5716,5929.6692,32.0227,41080.4768,0.0000,3827.2099,36064.8013
"BAU",2040,15,0.0000,52774.8917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BAU",2040,16,13516.8896,375299.4797,10400.5788,9412.2296,8076.1838,7257.7259,5720.7522,5225.8854,4692.6546,3886.4644,3207.4105,2277.8633,1948.0948,1740.5430,1460.3922,1127.7437,785.1785,1167.7339,11736.9205,125.1261,3403.3068,1334.0863,1474.8351,5399.5661,0.0000,31650.4117,1924.7223,4336.9415,21970.2404
"BAU",2040,17,20617.4354,134894.7027,24961.2752,20840.4486,17237.2578,14984.9567,12505.6722,9628.1794,7534.5158,6270.6168,4536.7104,3681.2336,3090.9848,2739.5679,2111.9382,1235.9605,713.5688,945.3477,15604.2079,710.9143,2390.7603,1087.4484,807.2162,10607.8687,0.0000,71427.9163,753.1522,15125.3581,27772.5140
"BAU",2040,18,3783.3161,666433.3743,1459.7047,1437.2767,1366.9776,1761.4066,1385.2809,1097.4330,964.8222,773.9521,799.4589,647.1490,619.1452,569.7433,487.5897,428.7690,325.5748,534.0437,2340.0934,0.0000,806.7692,381.0702,314.4021,815.8125,22.0393,5182.9610,0.0000,1130.8431,5897.0927
"BAU",2040,19,3228.4755,482945.2463,2299.5079,2018.3827,1681.1834,1362.6672,1328.1893,1444.1789,1241.8834,896.1632,680.9533,443.0193,397.8821,389.6167,372.1102,246.5002,152.2600,205.6404,2509.9499,0.0000,608.9788,363.1700,294.5227,1037.3366,205.9419,6595.4150,0.0000,1003.3989,5702.3821
"BAU",2040,2,25637.5464,95165.8474,8176.3964,8030.9327,8231.5333,7811.3529,10216.6462,8717.8597,6341.7774,6355.2013,5570.8793,4774.0691,4063.8068,3367.2340,3666.0951,2937.1761,2236.2423,4668.6446,26964.8029,1186.5794,4151.6590,7170.6861,5948.7113,8507.1671,0.0000,28750.4500,22388.1687,306.6385,27638.7543
"BAU",2040,20,2193.2123,86702.4667,760.3600,860.0471,834.4800,927.3566,643.2295,524.7760,571.5487,555.0801,660.8340,604.8179,567.8873,410.0934,285.3856,276.7935,221.9178,495.3964,1505.1992,0.0000,191.3055,149.9160,127.5370,438.8531,597.5875,3009.1470,0.0000,104.1094,4124.8067
"BAU",2040,21,2249.4462,515037.8875,1603.5636,1394.5640,1153.6382,933.8721,968.7898,1005.7170,855.2063,607.5371,445.5614,278.1139,248.1175,252.7826,248.5726,158.7628,94.6392,114.6578,1730.2691,197.5917,395.1835,197.5917,197.5917,742.3105,0.0000,4567.9271,0.0000,1173.9228,3825.9551
"BAU",2040,22,44685.1626,778120.6371,25323.0955,23667.2343,20873.1495,18817.1123,18981.7096,16573.2839,12986.7259,11087.5629,10377.4200,8435.3318,7881.1383,6682.6061,5294.5604,4527.0179,3394.3084,7244.0697,43597.2277,9394.6952,7136.3511,7867.5634,3034.6889,16163.9290,0.0000,80709.3364,25173.6937,5986.3555,74245.9942
"BAU",2040,23,1196.1761,537257.2156,775.6244,792.1208,711.5443,498.7186,418.6164,422.8848,417.4224,380.3907,317.6977,215.8182,173.3671,138.8346,107.5174,79.3003,50.4669,54.9978,946.9570,248.6962,150.1164,108.6670,75.0582,364.4193,0.0000,2550.9349,0.0000,0.0000,2106.0121
"BAU",2040,3,34351.2978,153618.2083,14668.0342,14846.1469,14919.6522,13871.2724,13086.4425,12255.6052,11201.6830,11483.6660,10087.8657,8085.6687,6541.5074,5576.9228,5129.2923,4388.0286,3264.6726,4211.7478,22842.7640,503.3500,8616.3672,3452.9206,3106.7310,7163.3952,0.0000,50143.7661,0.0000,0.0000,40936.5591
"BAU",2040,4,71387.3459,243531.8981,22715.0979,21438.8954,19637.0617,20943.7315,18098.9719,18433.5111,15983.4118,13729.9469,12757.5732,10598.9173,11017.3254,10296.7899,9270.5604,8862.9339,7309.3810,21066.5154,72313.2019,2357.6094,28635.5088,19924.3068,11103.7327,10292.0442,0.0000,62116.7850,10120.6918,6214.5252,96986.6193
"BAU",2040,5,54757.6893,170601.5756,16278.5330,14191.1206,13044.5461,20037.0734,17225.0258,14590.2736,10446.0120,8173.6863,7160.4499,6381.8809,7139.8904,7259.1110,6308.0945,5664.2590,4467.7522,12233.8669,61231.9284,0.0000,16164.8535,17126.7005,15233.5444,12660.1891,46.6409,52372.5546,28844.0554,16185.1335,65264.0525
"BAU",2040,6,60517.7176,232813.7001,33255.8867,26773.8235,23996.3373,36455.7275,25905.1644,16768.4482,12215.9679,9294.7107,7373.6878,7849.4682,6592.7904,6019.0727,4798.3696,3950.6958,3657.5075,7906.0419,80231.1989,1473.9655,15372.5819,36258.5258,6573.1325,20552.9932,0.0000,112334.6922,12360.0643,56722.5972,53702.3566
"BAU",2040,7,73384.2780,349398.5216,37803.8084,35979.7733,33433.1453,31360.8361,28947.5765,27509.8818,24842.2668,23215.1390,20540.3749,17648.4132,13342.1461,12868.9262,11226.9961,9699.8112,7280.4454,13698.9814,58380.3081,5759.5258,20775.5185,6912.3061,7443.5096,17000.2738,489.1743,112442.6275,5272.0654,6398.1314,99207.5457
"BAU",2040,8,9098.8911,34631.4035,3237.3380,2864.8569,2597.6960,2701.6517,2609.9354,2897.2618,2418.7145,1916.4672,1687.9789,1441.2835,1610.5866,1614.7729,1430.9019,1356.2096,1097.5055,3148.2430,8311.7102,0.0000,3340.4018,2544.9371,951.8459,1474.5254,0.0000,10208.5938,0.0000,326.6880,15058.0493
"BAU",2040,9,18097.8150,71620.6143,6961.6431,7208.8320,6984.0955,7615.5383,6100.0901,4756.0725,4219.0282,4097.2351,4138.7761,3934.5412,3558.7616,2904.0022,2313.6382,1881.2573,1526.4748,3420.6281,10819.8368,0.0000,4515.1025,1639.9571,1060.0119,3604.7654,0.0000,24579.9815,0.0000,2301.1759,25457.1662
"BAU",2045,1,68388.3741,231650.2670,24440.9539,21314.8965,19712.9455,31198.2802,23784.2776,16773.6757,13400.9175,11141.4642,9914.4110,9277.1398,8781.6577,8078.4605,7200.9663,6212.1200,5796.4866,14621.6140,172429.8441,689.4804,56210.8417,58848.6426,33970.9461,22709.9333,0.0000,92368.4828,32231.1603,54393.1485,68853.6215
"BAU",2045,10,72950.7259,393307.0832,61373.0687,53755.8413,46165.4149,41299.4398,34224.1130,27349.0521,21946.0347,18900.0991,16957.6016,14308.8065,12560.8046,10119.6304,8871.5916,6883.4586,5592.3849,12999.7414,87213.8104,14692.7643,17794.1002,15905.3957,10348.6901,27768.8359,704.0242,190455.0927,0.0000,37553.3788,103430.4290
"BAU",2045,11,79156.0967,351132.2914,39971.7706,38463.0554,36453.1599,37172.4468,33406.1530,23704.0460,18337.7283,16928.6851,17292.8193,18232.0143,17239.7404,14954.2499,13145.9647,10213.3396,6731.3754,8885.7425,84592.6562,5303.0917,31812.1842,18657.3636,6567.3632,22059.0504,193.6032,149497.8417,0.0000,28109.9403,125505.8698
"BAU",2045,12,15528.9876,360203.0880,9781.4106,9174.1405,7926.4002,7090.4935,5663.4738,5046.9753,5283.1815,4837.8481,4000.3564,3427.1506,2813.2485,2543.0852,2232.0944,2104.8895,1817.0597,3786.0731,12007.6753,0.0000,4142.6564,1779.6544,1506.3473,4579.0173,0.0000,31572.8700,0.0000,4166.6575,26696.5714
"BAU",2045,13,20363.6601,365342.1690,13543.3974,12670.7256,10700.2545,8594.7816,7867.1609,7125.1215,7525.3979,6433.8547,4117.0479,2967.6698,2072.9539,2086.2661,2057.8514,1377.8478,973.0946,1181.6932,14746.7197,93.4627,3787.9829,2943.4171,2065.3198,5856.5373,0.0000,39314.8821,0.0000,3174.0964,33374.4134
"BAU",2045,14,25728.4440,150744.4799,18727.9660,17123.1804,14822.5134,12585.2616,10246.1676,8796.1698,8528.5490,7602.6387,6364.6701,5208.1239,4174.2321,3985.9848,3454.5869,2900.5417,2366.1659,4790.4794,21563.0634,1808.2172,6151.7855,3315.6940,1845.9384,8405.0354,36.3929,58354.9966,0.0000,5814.1684,42873.5407
"BAU",2045,15,0.0000,55054.1398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BAU",2045,16,19390.6755,420667.1967,16322.7327,14691.1203,12283.2413,10235.5909,7871.5349,6727.6898,6777.6265,5971.7791,4539.3192,3141.9993,2277.6931,2052.7375,1816.1607,1432.3969,1068.3219,1672.5449,16099.4794,163.8146,4411.6235,1730.8400,1927.5987,7865.6026,0.0000,48468.3099,2136.2337,6573.4696,28689.8792
"BAU",2045,17,22755.8680,140469.1766,23790.9939,19679.0448,16810.3922,16332.1719,14338.6531,10651.9636,7517.9756,5732.2987,4962.8753,4158.9148,3630.0527,3169.6487,2896.4679,2100.8936,1215.3332,1505.2226,16745.9718,1074.3503,2748.1740,1317.5622,948.1278,10657.7575,0.0000,71427.9163,835.9175,17120.0909,30362.2086
"BAU",2045,18,4244.3830,718363.9390,1291.2094,1164.9098,1097.8153,1715.0304,1554.9715,1121.3462,979.5089,748.7266,544.3240,577.9870,609.8859,637.7903,582.3080,475.2021,348.4417,728.4869,2568.8200,0.0000,905.4872,427.3281,352.7634,859.5077,23.7336,5423.3029,0.0000,1271.2528,5809.4377
"BAU",2045,19,3591.6360,525411.4673,2355.3041,2347.3060,2043.9656,1541.3149,1260.2520,1157.4196,1304.7884,1235.9116,838.2009,618.8879,400.6917,362.8204,329.6449,229.4942,167.1880,185.4019,2796.8752,0.0000,678.4003,403.3846,327.4198,1159.7762,227.8944,7369.8064,0.0000,1127.9847,6050.7582
"BAU",2045,2,27273.3681,103735.2315,8928.3900,8474.3955,8364.4823,8126.7860,11088.7448,9344.5754,7068.7965,6523.0040,6659.4863,5849.4110,5127.6750,4019.3219,3476.2892,3165.3840,2872.9188,4645.5706,30651.7332,1340.4999,4522.5554,8962.9143,6663.1724,9162.5912,0.0000,30235.3465,24848.4479,473.9994,31984.3885
"BAU",2045,20,2587.8021,92044.7793,697.5774,837.9995,895.4919,1044.9651,833.0721,610.0888,612.9456,625.4094,650.8557,719.7818,603.0129,546.6353,440.2322,375.4480,308.2567,618.3343,1704.9016,0.0000,226.1323,177.2811,150.7549,446.6074,704.1259,3055.6264,0.0000,117.0360,4784.0033
"BAU",2045,21,2616.3306,537898.3283,1378.6141,1625.1634,1526.1597,1159.3423,760.9594,568.4599,760.8089,924.4922,682.3489,520.9796,305.2152,226.1951,159.3324,127.3757,96.1973,83.1539,1934.7970,230.6562,461.3124,230.6562,230.6562,781.5160,0.0000,4764.3601,0.0000,1319.6815,3995.7596
"BAU",2045,22,52375.7494,840187.0167,30283.5316,28694.4227,25158.5311,21609.5337,21156.7382,17354.9932,15437.5334,14415.7197,12135.8266,10254.6003,7713.7788,6873.9776,5846.1281,5099.7413,4361.5264,8403.4179,50644.3293,10485.0910,8238.6370,8984.9820,3521.8356,19413.7837,0.0000,99829.1423,27940.0797,7475.3241,83519.2864
"BAU",2045,23,1425.8991,565185.0984,681.5018,702.8892,662.8021,562.0264,490.9187,405.8867,444.8570,418.8821,352.4810,306.1401,219.3708,206.2400,184.6825,158.1922,136.1587,184.4784,1069.3402,295.7028,179.1975,129.9138,89.5988,374.9274,0.0000,2624.4917,0.0000,0.0000,2500.7881
"BAU",2045,3,38662.0498,173011.1074,15623.2476,15397.4353,15300.3356,15322.1469,14533.0771,13713.6234,12544.4765,11558.2020,11963.7150,10610.1973,8772.8534,6296.6359,5611.8508,5555.9922,3811.3656,6395.9529,25497.1944,614.5201,9981.3460,3962.4485,3602.9183,7335.9614,0.0000,51351.7299,0.0000,0.0000,48630.0414
"BAU",2045,4,76671.4309,283773.7901,27680.1840,26738.6810,24143.7681,24183.6379,21570.3342,19196.1396,19195.6066,17327.2889,15165.7023,13205.2418,11131.5073,11520.7012,10846.7088,9556.3908,8962.9153,21904.7735,79802.6213,2590.6292,30817.9871,21532.8850,11863.9763,12997.1437,0.0000,79403.0740,11232.8743,7511.3056,110649.8297
"BAU",2045,5,58057.7874,186876.9048,18431.1946,16529.2878,14706.1389,21627.5728,18693.4697,14374.4390,12066.8077,10074.2473,8156.0500,7293.0867,6589.0133,7167.4485,6943.1097,5907.6204,5312.8545,13004.5642,67976.2806,0.0000,17377.6053,19179.7945,16720.8340,14650.7545,47.2923,61685.4899,32013.7846,18109.6346,70327.6912
"BAU",2045,6,66750.7641,272146.8117,38358.0686,30666.7118,27630.9497,42304.1411,30809.3994,21168.8851,14044.4733,10432.4942,8848.8470,8503.6697,8946.8864,6907.5734,6071.0166,4667.0171,3717.2340,9069.4443,88773.1454,1575.7216,16772.2355,40508.9691,7150.3504,22765.8688,0.0000,124469.0454,13718.3358,65139.1764,64105.1710
"BAU",2045,7,79966.6552,391731.2913,43767.1378,41893.2767,38802.1752,34848.6194,30873.1679,28513.4723,27099.8409,25424.4784,23296.1827,19890.9136,16244.1897,12887.6045,11651.2953,10573.3923,9079.1964,16886.3484,64734.6728,6208.8095,22318.4254,7941.0101,8062.6420,19710.5953,493.1905,130613.1226,5851.4228,8970.9961,110831.5733
"BAU",2045,8,9267.1610,36129.9531,3437.7952,3244.3629,2872.7456,2760.0282,2638.8905,2490.6942,2628.2234,2318.1353,1872.9041,1650.6525,1362.4580,1462.2999,1437.1624,1314.2767,1283.6548,3355.6694,8984.1235,0.0000,3536.5645,2818.2458,1029.5483,1599.7650,0.0000,11071.2295,0.0000,367.2508,15306.8144
"BAU",2045,9,18944.9329,71666.3388,5866.4801,6084.3499,6172.6031,7492.5348,6781.5997,5045.0586,4229.1538,3862.3057,3828.7799,3879.9989,3571.6044,3323.5652,3050.2479,2366.1679,1913.5314,4198.3575,11414.9410,0.0000,4851.6562,1782.8610,1132.6386,3647.7852,0.0000,24799.9948,0.0000,2586.8986,26366.2983
"BAU",2050,1,74279.6425,252963.0839,26321.9660,23022.0979,21283.3645,34304.9978,25983.4408,18697.5796,14334.2650,12270.9450,10704.0572,10314.9216,9484.0108,8754.7037,8001.0217,7047.4487,6317.1032,16121.1601,187964.5226,735.2630,60556.5450,65203.9289,37175.6913,24293.0944,0.0000,97409.6427,35820.5514,61122.9970,75889.0565
"BAU",2050,10,81012.4768,439697.0782,67934.3337,59846.7832,51283.6353,45391.1095,37954.0266,31132.5949,25777.7013,21223.8907,18734.0571,16485.9030,13374.4594,11942.1682,9639.6745,8249.7085,6350.3069,14376.7253,103734.1007,17832.4717,21991.9588,19210.6447,13342.1707,30627.2401,729.6147,209979.3096,0.0000,42892.3681,117208.8619
"BAU",2050,11,82327.9124,360278.0098,37749.2384,35677.1524,35227.4025,39550.8337,37810.4999,26086.3705,18050.0344,15485.7250,16396.6375,19802.5041,19000.3995,16401.3225,14240.4880,11224.6917,7633.2565,9941.4533,92278.6850,6503.3030,35797.1908,20472.5962,7071.3926,22211.7713,222.4311,149960.2516,0.0000,32571.1162,130773.5690
"BAU",2050,12,16815.7419,377659.2151,9752.4421,9171.1986,8241.0393,7674.3161,6363.9036,5758.8795,5167.3507,5007.2461,4415.2778,3613.7429,3341.4078,2870.2132,2682.9969,2583.2683,2172.4151,4617.4857,12978.3263,0.0000,4597.3140,1968.2871,1638.4068,4774.3185,0.0000,32880.7091,0.0000,4755.6575,29223.5094
"BAU",2050,13,22405.3392,387642.4044,14143.4857,13628.2687,11973.3448,9800.0902,8688.5426,8006.0421,7393.5242,7329.6411,5278.2198,3191.6988,2530.1531,2125.2113,2262.5342,1595.1033,1107.9569,1400.4598,16176.6151,93.0108,4174.3196,3203.2925,2287.1221,6418.8701,0.0000,43043.7699,0.0000,3565.8204,37062.6327
"BAU",2050,14,28231.2113,168869.1867,21563.3704,19833.2136,17239.2864,14370.5514,11233.1691,9801.4042,9140.9461,8844.0675,7720.5327,5800.3810,4798.0566,3847.5836,3483.2415,3137.5888,2611.6278,5432.0164,24042.4117,2171.2102,6620.5963,3531.4140,1946.3478,9734.7251,38.1183,67603.5554,0.0000,7161.1923,47038.4842
"BAU",2050,15,0.0000,57359.2914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"BAU",2050,16,26848.4364,484612.4229,24910.5459,22755.5960,19175.9482,15147.8616,10909.2501,9449.2816,9393.9659,9150.9892,7307.9627,4762.1119,3273.2337,2400.2043,2086.8475,1807.0116,1430.6418,2187.7981,22098.3621,209.8131,5551.9232,2176.5003,2446.2696,11713.8558,0.0000,74907.6035,2374.1333,10048.7290,39788.1573
"BAU",2050,17,24358.9058,150124.3904,25347.0002,21143.9276,18072.2641,17258.0169,14901.6109,11188.8108,8290.0327,6418.3932,5356.3172,4970.3040,3838.8714,3091.6115,2567.2069,2145.2928,1560.3457,1895.6001,18225.1326,1460.6251,3051.5785,1534.0010,1075.3493,11103.5788,0.0000,74157.6866,929.0087,19031.2304,32912.7524
"BAU",2050,18,4647.1361,775554.6625,1385.7635,1294.5802,1257.2934,1934.5951,1691.3365,1244.2255,963.5509,864.0262,701.9498,613.2610,722.6278,627.0994,617.0658,529.0927,382.1614,829.2723,2779.7061,0.0000,975.7844,465.3270,383.7428,918.3982,36.4538,5762.3209,0.0000,1428.1417,6372.9275
"BAU",2050,19,3727.4182,570273.0182,2291.9376,2355.5744,2136.5559,1665.6197,1302.4991,1213.8725,1197.3889,1317.7937,1010.9874,630.1372,463.9459,348.9834,340.9248,251.3007,180.8813,212.2703,2887.0090,0.0000,701.9468,415.8031,337.8799,1197.6096,233.7696,7542.2507,0.0000,1267.1924,6328.1308
"BAU",2050,2,29535.3412,112453.7497,9379.2445,9044.2345,8864.3324,8829.4827,12186.0666,10418.0475,7372.3951,6836.6004,6401.9332,6403.9924,5559.9172,4670.6099,3721.3599,3381.0740,3078.6635,6305.7958,35166.1608,1590.0704,5146.7048,11007.6731,7591.7069,9830.0056,0.0000,31417.0604,27615.6706,693.5719,35266.5914
"BAU",2050,20,2842.2786,97308.3871,712.8202,884.2370,983.4365,1175.2002,896.2798,666.8847,589.0027,700.9456,824.2618,767.3841,728.1604,546.6867,472.4736,426.8374,346.1974,728.9829,1862.3010,0.0000,249.1396,194.9035,166.0931,480.3193,771.8455,3282.8936,0.0000,131.4797,5280.4339
"BAU",2050,21,3062.1813,565496.1787,2081.0241,1996.2199,1740.3457,1305.6562,1240.1021,1150.9978,1067.2233,1052.7188,737.8188,425.5623,324.3806,278.2528,304.1667,204.9873,138.5474,147.5920,2288.2757,271.0986,542.1973,271.0986,271.0986,932.7824,0.0000,5736.0651,0.0000,1482.5471,5181.1717
