"Scenario","year","supertaz","hh_total","pop","age0_4","age5_9","age10_14","age15_19","age20_24","age25_29","age30_34","age35_39","age40_44","age45_49","age50_54","age55_59","age60_64","age65_69","age70_74","age75up","emp_tot","indus","com_hotel","business","public","education","agri","student","univ","UO_Hi_Ed","pop_emp_employed"
"BAU",2050,22,59031.6961,906708.8617,34502.9125,33345.2846,29805.0039,25421.2797,23502.9597,19411.6469,16254.7188,17115.8105,15585.1124,11728.1335,9383.6613,6911.7661,6114.1722,5735.9232,4955.6648,9860.2324,57107.2957,11792.6749,9113.0454,9963.0356,3918.0804,22320.4594,0.0000,116094.9834,31051.5989,9371.7428,94363.0689
"BAU",2050,23,1525.4765,593668.2825,688.7937,731.7421,717.3344,620.9046,521.7893,439.8854,421.9817,461.6038,437.0244,319.0805,259.3697,202.6222,195.2063,176.3470,149.4779,212.3607,1134.9496,313.1971,192.7638,140.5643,96.3819,392.0425,0.0000,2744.2977,0.0000,0.0000,2701.0796
"BAU",2050,3,41154.6638,184181.8070,15415.6925,15271.8175,15669.9353,15681.3484,15454.3621,14061.7509,12901.7837,12416.4996,11539.8790,11824.6112,10279.6466,8298.4656,5943.0351,5747.9329,4818.8792,8856.1674,27344.5010,685.5914,10964.5642,4339.3450,3959.7519,7395.2485,0.0000,51766.7397,0.0000,0.0000,54003.7010
"BAU",2050,4,80879.6251,303218.7032,28763.8587,28430.0034,25962.3895,25918.9622,22438.3362,20793.8239,18989.0718,19290.1133,17085.4614,14183.8797,12890.1552,11014.1951,11122.1330,10789.7318,9521.7890,24505.6783,86734.7112,2854.4099,33115.3334,23371.1989,12656.0287,14737.7402,0.0000,89733.8980,12483.8121,8412.8887,118287.9324
"BAU",2050,5,62369.9384,203748.6906,19667.9176,18108.6623,16400.7120,23953.8311,20025.8976,15910.5938,12137.7356,11477.3508,9707.2392,8038.3609,7447.3043,6758.7477,7155.3455,6808.1183,5736.3175,14414.5564,75172.4817,0.0000,18809.9016,21502.5889,18488.9361,16322.1570,48.8982,68192.4064,35578.9678,20373.7812,76084.2339
"BAU",2050,6,76671.8924,318089.8024,44557.4471,35786.0679,31932.7808,47777.2794,35303.9400,25124.8934,17917.1029,12370.1823,10081.7784,10121.0494,9593.0353,9368.7032,7059.5264,6021.6869,4558.1448,10516.1842,99312.9966,1718.6357,18913.8389,45604.9735,8011.8773,25063.6712,0.0000,136791.3812,15246.0646,74030.6153,76982.8502
"BAU",2050,7,87574.3321,435700.9597,48643.0293,46041.6852,41995.5928,37291.8460,33358.5226,31713.4815,29598.1564,27993.9480,25482.4396,22834.3302,19660.4809,16614.1383,13340.1065,11183.4165,10439.7847,19510.0010,72101.3648,6915.7653,24474.2290,9307.8599,8956.7944,21920.9001,525.8160,145184.0048,6503.0607,11073.2389,127561.6145
"BAU",2050,8,9615.0385,38371.4803,3523.0551,3453.6448,3147.7668,2990.1702,2707.2526,2689.1964,2487.7696,2599.6100,2226.2012,1772.8950,1537.6282,1304.4021,1449.7629,1481.8416,1351.5242,3648.7596,9656.2387,0.0000,3764.8765,3081.7795,1109.8548,1699.7278,0.0000,11755.2807,0.0000,412.5743,16185.9676
"BAU",2050,9,20357.2005,76949.6820,5968.7774,6151.8322,6468.5538,8057.8330,7299.8209,5538.1131,4332.9681,4030.8950,4072.3876,4117.6479,4179.8607,3586.2971,3270.9437,2829.8543,2068.1369,4975.7603,12373.6422,0.0000,5383.0544,2002.1818,1251.0497,3737.3563,0.0000,25336.3455,0.0000,2906.1550,28337.0726
"IPLAN",2025,1,51040.8115,169692.7925,21105.0892,17622.2908,15085.0867,20524.9676,16308.6837,12526.1004,10252.9175,8667.4574,7477.9836,6429.3888,5808.5579,5279.3834,5016.0570,4788.7621,4362.3052,8437.7613,102945.4909,551.9053,37141.8271,27681.1465,20684.1260,16886.4860,0.0000,72904.4561,19658.1436,30409.7590,48080.6699
"IPLAN",2025,10,40715.6747,205943.5397,32971.5858,29539.4653,24193.4459,20359.6690,15889.0782,12594.3826,12083.5368,11085.6810,10389.1874,7941.4428,6306.5977,5085.2709,4404.2398,4199.9057,3482.6023,5417.4483,42987.8359,5340.7558,9377.1451,8069.5325,5069.9748,14505.7180,624.7096,99355.3488,0.0000,15049.1659,57958.3692
"IPLAN",2025,11,51075.1676,238566.5642,31893.8652,30270.7911,28270.8040,25567.1242,20799.6889,14094.2621,12007.0137,12416.5199,12710.3259,12351.8283,10315.7565,7915.7412,6631.3430,5140.2984,3624.4913,4556.7104,47673.4719,1696.4975,16382.2247,10262.4362,3889.2115,15336.1254,106.9766,104618.1015,0.0000,16317.3371,78576.3300
"IPLAN",2025,12,9511.8996,272670.0152,5213.1744,4630.0768,4472.2803,4208.3566,3299.2055,3276.0600,2611.1372,2437.6317,2197.9711,2002.2846,1824.8430,1501.2534,1392.8794,1309.3427,1126.4775,1638.7322,6795.6932,0.0000,2442.4080,1066.7735,939.0448,2347.4669,0.0000,16165.0772,0.0000,1909.7819,15705.4174
"IPLAN",2025,13,10167.2794,259924.2470,5808.0675,5626.2206,5629.7800,4836.5298,3181.0698,3043.5637,2520.9470,2625.8778,2175.2304,1642.8280,1308.2453,1039.8583,926.2114,801.9092,585.0862,535.3825,7379.4085,67.9933,1822.5186,1499.0155,990.6041,2999.2770,0.0000,20059.7715,0.0000,1765.9290,14970.2557
"IPLAN",2025,14,12473.1817,64435.7686,4167.6739,4259.0279,4807.9311,5293.1429,3637.4734,3451.9845,2604.6338,2702.0047,2866.6289,2852.2964,2777.9719,2288.4806,1942.9670,1940.9119,1558.5319,2233.1733,9706.7390,717.4357,3484.7586,1909.0778,1124.6749,2444.5019,26.2902,16844.3224,0.0000,598.3726,21418.5836
"IPLAN",2025,15,0.0000,44732.8245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2025,16,8814.1716,294920.4257,4554.7934,4648.8930,4887.2359,4555.9129,2764.1087,2408.8606,2055.9798,2274.6941,2170.6181,1777.6017,1427.5466,1084.2426,911.2932,872.5150,677.8787,624.0006,7533.8137,71.1345,2360.7423,953.8229,998.6678,3149.4462,0.0000,17219.5781,1302.9127,1654.2176,13724.9494
"IPLAN",2025,17,12916.2533,84099.5499,15782.3452,12938.5583,11514.0978,10397.1111,8652.9783,5369.9386,3820.2520,3357.8363,3201.0053,2808.6171,1814.9613,1069.1175,843.8793,373.4963,286.9931,292.7031,9079.3970,0.0000,1333.4321,498.1899,408.0013,6839.7738,0.0000,46096.7311,509.8354,8872.6993,15433.3205
"IPLAN",2025,18,2805.6077,504840.8340,1019.3286,1083.4192,1197.7116,1339.5752,808.7078,620.9360,522.3329,581.5864,596.5240,516.1292,430.9462,332.3741,279.8228,279.6718,222.4817,211.4171,1834.9173,0.0000,623.2891,291.8302,239.0916,667.5963,13.1101,4343.1152,0.0000,707.2697,3838.6817
"IPLAN",2025,19,1933.7939,362803.1111,1363.4100,1296.1404,1256.5017,915.6962,622.6920,665.9841,556.2654,573.0141,437.2552,307.9200,234.5311,182.8083,164.8218,125.6239,81.7800,61.8902,1574.8542,0.0000,362.6168,217.1464,175.8861,695.4239,123.7810,4451.4639,0.0000,627.5615,3041.4481
"IPLAN",2025,2,20314.2159,74672.8160,7498.8210,7208.2730,6925.5697,6751.2381,8843.9132,7634.1670,5088.8548,3887.0131,3649.4059,3660.8683,3385.9149,2732.5662,2272.6855,1821.6252,1144.0247,2167.8753,18937.3066,820.8729,3062.7322,3923.0860,4269.9360,6860.6795,0.0000,26347.8077,15155.3451,83.0761,20248.9143
"IPLAN",2025,20,1360.4016,68977.1241,512.7896,596.4756,654.8039,656.1306,344.8093,286.6296,290.3977,371.0070,424.5314,409.5974,339.2760,210.7125,148.4283,159.0003,131.8975,170.0154,975.0926,0.0000,115.7621,92.0803,77.1747,313.6704,376.4050,2156.4003,0.0000,65.1137,2437.3762
"IPLAN",2025,21,1588.8938,430386.9716,1216.3970,1087.8728,1018.2024,718.3946,585.7475,617.8827,488.7424,456.7395,321.9543,211.8481,166.7315,146.0911,145.4143,102.5793,63.2681,44.2597,1374.7561,141.3087,282.6174,141.3087,141.3087,668.2127,0.0000,4284.5613,0.0000,734.2133,2488.4582
"IPLAN",2025,22,29439.0559,597080.8502,13741.6272,13542.0320,13907.0140,12430.1962,10574.3784,9262.7428,6427.4250,6976.8701,6805.3668,5992.7672,5148.1647,3912.6401,3243.1873,3217.2580,2614.3476,3522.2787,29133.7489,6432.8076,5030.0962,5457.4261,2071.3845,10142.0345,0.0000,49236.2976,17040.9658,2166.8091,46299.5504
"IPLAN",2025,23,855.2132,442837.1984,567.4730,606.1270,620.7018,393.3789,242.4298,246.3191,230.3238,283.0153,229.5776,165.4070,116.3292,78.4475,59.8426,49.5978,32.8872,20.4568,689.9463,195.0444,101.5807,69.0733,50.7904,273.4575,0.0000,1914.2024,0.0000,0.0000,1369.3586
"IPLAN",2025,3,23588.4157,105379.6254,12554.5226,11677.2701,11368.0583,10523.9799,10605.3042,9486.5593,7854.1426,5989.6885,5162.3423,4993.9992,4466.9029,3248.7057,2822.7479,1947.4022,1038.9344,1639.0654,17089.7236,321.5272,5940.4429,2384.5019,2156.2759,6286.9757,0.0000,44008.8299,0.0000,0.0000,24807.3637
"IPLAN",2025,4,53690.6924,163488.7581,14422.8205,12623.3373,13642.7352,13604.5168,11962.6975,11473.8265,9336.2301,9978.1391,9549.4416,8198.8710,7770.7895,6320.5316,6323.5820,6226.6312,6946.0126,13957.1455,52497.8269,1666.9107,21029.0494,14566.7999,8398.8258,6836.2411,0.0000,42794.2182,6851.0551,3433.0647,66636.1229
"IPLAN",2025,5,42592.1270,125822.6508,12099.5677,10056.2893,10291.7288,14058.5860,12223.4071,9758.2616,6922.8157,6750.5877,6251.3709,5402.9279,5423.3026,4804.1572,4798.3662,4547.4930,4419.0404,8014.7487,44320.0284,0.0000,12428.0997,11767.1265,11144.6957,8936.2338,43.8726,39938.1281,19525.5637,10155.8439,48392.7660
"IPLAN",2025,6,48568.5512,190659.3117,31349.0934,25242.4175,19469.9519,26128.5221,19286.8143,13835.3851,11594.3123,7675.0842,6270.4745,5022.5508,4620.0788,4809.5630,4245.0628,4170.5101,2654.7273,4284.7636,59691.9259,1146.2696,11949.7648,24909.5810,5235.2404,16451.0702,0.0000,93613.0501,8366.9658,36402.0491,42419.9928
"IPLAN",2025,7,56057.3181,259972.8104,31497.8028,29041.8087,27282.5155,25300.4125,24385.4888,21334.9757,18171.7944,14347.8649,12865.5458,12034.7117,10258.8549,8632.2827,7720.5014,5641.9545,4637.6748,6818.6213,44054.1754,4007.7497,16003.1388,4867.2581,5648.7794,13155.6411,371.6084,87892.7457,3568.8480,2980.8808,68629.7335
"IPLAN",2025,8,7832.7689,27131.8677,2542.2467,2086.3124,2219.2296,2046.2359,1944.1763,1989.6961,1624.3023,1742.9924,1577.5918,1301.5746,1244.3158,1070.2724,1118.9454,1118.9941,1213.5414,2291.4403,5381.0337,0.0000,2442.8413,1214.3107,574.5338,1149.3479,0.0000,7974.7083,0.0000,204.3224,11731.3034
"IPLAN",2025,9,14085.6393,55322.9069,5705.9355,5669.1447,5829.2365,5793.4363,4687.1483,3593.7811,3115.8786,3181.8568,3438.7649,3125.8303,2764.9036,1979.3353,1686.6396,1600.1397,1227.9913,1922.8845,9005.7065,0.0000,3832.1292,1362.2653,898.2757,2913.0363,0.0000,19982.6092,0.0000,1439.2377,19245.0471
"IPLAN",2030,1,54215.9597,181187.5674,21932.0106,19029.2898,16414.4552,22275.2471,16976.1029,13071.1423,10605.7088,9096.1141,7903.3989,7282.1843,6350.3721,5652.8735,4920.7311,4821.4033,4529.8144,10326.7189,119062.5826,576.9042,41682.9510,35201.7286,23683.0005,17917.9984,0.0000,76204.3706,21970.4299,34853.2196,51167.5018
"IPLAN",2030,10,49744.4354,254465.1720,39146.9998,36037.3671,30752.4915,25617.8177,20314.2377,16035.8767,14009.1230,13776.3609,11930.0093,10319.4578,7805.9464,6373.3636,5480.9813,4864.7492,4405.2435,7595.1466,52651.8114,6832.5583,11744.1809,9425.0235,6266.2468,17767.2030,616.5991,121864.2746,0.0000,19799.8017,70433.9044
"IPLAN",2030,11,57719.5423,269405.8242,35957.6667,33956.6784,30553.2936,28605.3822,23464.5547,16772.7418,13891.3675,13700.2813,13910.1618,14178.6867,12305.8100,9349.7169,7351.9930,5986.1574,4085.0295,5336.3027,55901.7776,2351.8537,19620.9116,12157.1566,4534.8432,17114.2950,122.7176,116662.8750,0.0000,18992.6538,90210.6891
"IPLAN",2030,12,10243.5135,292055.3546,5565.7413,4888.0257,4342.4428,4698.5198,4244.7909,3416.5273,2999.7516,2327.9187,2246.1265,2247.6886,2215.2669,1951.4925,1547.4393,1410.3424,1275.7282,2383.2168,7388.9140,0.0000,2644.2128,1146.7965,996.0589,2601.8458,0.0000,17906.4132,0.0000,2377.8743,17206.3096
"IPLAN",2030,13,11234.6467,281997.6297,6683.8706,6340.7691,5742.1338,5683.5623,4730.6920,3249.5302,3242.7528,2697.3743,2405.2039,1894.9245,1489.2066,1302.9237,1062.7721,750.6889,624.8770,677.2307,8041.3818,80.4339,1985.3969,1659.0668,1090.9717,3225.5125,0.0000,21505.8126,0.0000,2025.7801,17188.8072
"IPLAN",2030,14,13146.1176,70414.2373,4754.0145,4785.7793,4796.9212,5871.7649,4984.9216,3312.8780,3131.6399,2676.7917,3046.4329,3138.3492,2953.7209,2616.1690,1993.8700,1699.7887,1622.2893,2960.2625,10495.0690,915.6422,3810.0979,2064.7931,1176.2055,2502.0317,26.2987,17207.7147,0.0000,686.4214,23054.0697
"IPLAN",2030,15,0.0000,47416.7939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2030,16,8831.5719,313268.0944,4443.7817,4479.3273,4329.6236,4863.3046,3550.6602,2228.8290,2241.8699,2027.2395,2136.7312,1878.3956,1512.6610,1267.4074,959.8229,804.7369,744.1959,885.5948,7687.6909,81.1585,2421.0817,960.6397,1028.9468,3195.8642,0.0000,17219.5781,1456.1677,1954.4683,13978.0338
"IPLAN",2030,17,15108.3550,98986.6807,18968.7396,15345.6856,12676.3684,11829.8437,9658.3771,7143.1967,4809.3102,3767.2322,3349.3421,3201.7496,2563.2617,1605.1083,934.1612,685.9256,327.0122,435.4113,10580.1976,0.0000,1564.6496,576.5847,482.4559,7956.5075,0.0000,53656.7566,569.8047,10566.9812,19091.3866
"IPLAN",2030,18,2984.1928,558921.7490,1124.5988,1136.7166,1129.4751,1496.7069,1145.8423,651.5472,644.4862,554.7230,612.9518,558.4670,469.6351,412.4729,324.0106,272.9363,257.3450,314.1235,1906.5234,0.0000,650.0239,306.2520,252.3527,681.5152,16.3795,4391.9798,0.0000,811.3423,4240.9782
"IPLAN",2030,19,2067.2039,401159.0504,1481.9350,1334.4768,1160.6715,1012.2241,938.1190,715.9373,693.3027,536.3583,435.1452,318.0272,250.9765,234.9682,206.2625,130.6556,100.0534,100.1240,1658.8439,0.0000,386.2091,230.7781,187.0459,723.6141,131.1966,4587.5083,0.0000,719.9053,3355.5242
"IPLAN",2030,2,21852.2494,80946.6444,8110.5889,7576.2155,7103.5741,6857.0913,9052.2948,8299.3430,5975.3272,4791.4534,3878.7050,3498.5549,3635.0734,3142.2364,2550.6284,2244.3518,1493.5051,2737.7012,20133.8485,906.9280,3348.0362,4074.1700,4531.2655,7273.4487,0.0000,26988.7462,16937.9904,95.3005,22381.0654
"IPLAN",2030,20,1497.0630,74611.6942,525.1807,609.6868,617.9042,743.3776,487.1402,278.8596,342.1664,356.5078,453.8629,467.4512,385.7710,265.9051,169.8665,157.7877,157.0668,260.8879,1048.1478,0.0000,128.4924,101.3691,85.6616,320.3325,412.2922,2197.2528,0.0000,74.6950,2707.4640
"IPLAN",2030,21,1605.8543,460192.6638,1159.1124,1034.6009,893.9736,765.8245,762.4418,559.5798,535.8027,408.3533,320.2504,224.9491,176.3903,171.5303,154.8384,94.7144,70.0993,63.1909,1381.3803,140.9816,281.9631,140.9816,140.9816,676.4724,0.0000,4284.5613,0.0000,842.2506,2522.7001
"IPLAN",2030,22,31797.8588,647195.4394,15784.6602,14967.9679,13842.5001,14046.7773,14074.8145,9885.8581,7794.8660,6802.4033,7045.2068,6558.9468,5636.1552,4712.8472,3537.2505,3026.9432,2876.0761,4988.0991,31514.9909,6957.3919,5320.3327,5834.5232,2199.9078,11202.8353,0.0000,54029.9224,19045.4069,2964.4368,50484.8533
"IPLAN",2030,23,873.4603,477275.0945,559.8289,593.3159,559.4681,425.3456,330.3953,232.2227,261.3169,259.6481,233.4992,179.2180,125.9020,94.9107,66.2843,47.3514,37.5856,30.2474,698.8327,193.2970,105.7177,73.5016,52.8589,273.4575,0.0000,1914.2024,0.0000,0.0000,1430.4044
"IPLAN",2030,3,26097.7336,116481.3670,13235.0276,12336.6305,11930.8607,11049.0885,10557.2840,10521.8824,9295.3543,7584.8490,6061.8255,5343.7287,4913.5091,4258.1873,3188.3854,2436.3022,1770.3435,1998.1084,18499.0341,358.7412,6592.4557,2675.9359,2371.8524,6500.0489,0.0000,45500.3424,0.0000,0.0000,28997.7053
"IPLAN",2030,4,56296.8966,177104.4221,14997.5519,14521.1456,12876.3722,15858.0864,13984.0585,12150.2698,10743.8098,9185.7553,9852.1272,9418.6614,8266.6999,7830.1065,6457.4015,6375.8313,6210.1547,17144.3385,55204.3344,1744.0779,22055.6267,15152.7275,8748.8361,7503.0661,0.0000,46262.7556,7656.9095,3938.2299,71680.9270
"IPLAN",2030,5,45336.7376,135780.4439,12576.5008,11244.2355,9922.1443,15962.0007,14040.9628,10508.1810,7687.1295,6198.9182,6321.1836,6203.4118,5675.3219,5668.1859,4828.5109,4563.3604,4208.3549,10172.0416,47002.1712,0.0000,12943.8585,12504.8661,11723.7978,9786.3268,43.3219,42530.0903,21822.2553,11507.4206,51833.4303
"IPLAN",2030,6,52205.3208,206414.7783,32965.2494,27565.7690,23410.5014,28242.2084,19969.4373,14593.5666,11096.8226,9679.7667,6759.3105,6031.5514,5006.5154,4356.9060,4329.0926,3708.4202,3530.4692,5169.1918,65138.3590,1224.3055,12928.0861,27718.0546,5623.0821,17644.8307,0.0000,99510.5227,9351.1289,41505.9156,45674.5538
"IPLAN",2030,7,60627.2933,282697.2907,32664.3489,30977.7837,28263.3934,27068.1730,24596.0385,23515.7292,20680.3846,17671.5951,13638.1113,12441.0278,11469.1479,10234.8068,8260.5001,7230.1352,5464.9941,8521.1211,47530.0409,4409.2029,17272.4814,5203.4882,6087.2792,14145.0425,412.5466,94236.4339,3988.6332,3380.7694,76421.1386
"IPLAN",2030,8,8374.1384,30208.7659,2729.5685,2529.2594,2169.0381,2531.3906,2405.7772,2150.6501,1900.6596,1567.5074,1690.5564,1602.9384,1377.4484,1343.9527,1129.3952,1137.6210,1097.3303,2845.6727,6124.8667,0.0000,2639.3158,1546.9799,663.1039,1275.4671,0.0000,8847.1352,0.0000,234.3878,12930.0075
"IPLAN",2030,9,14616.3024,57640.0151,5783.2732,6026.7727,5562.1600,6268.3241,5055.2338,3683.8268,3411.0108,3161.6127,3351.0255,3361.4317,2819.2948,2221.8574,1755.3765,1550.0171,1258.4522,2370.3460,9265.7447,0.0000,3927.7252,1397.2422,929.0648,3011.7124,0.0000,20613.2115,0.0000,1651.0172,19923.0707
"IPLAN",2035,1,57592.5651,192861.2070,22300.6717,19663.5584,17577.9829,24749.1428,18594.2218,13546.6683,11231.9293,9383.6610,8321.3996,7808.0302,7228.9209,6080.9811,5586.7443,4806.5742,4519.7747,11460.9458,133486.6707,606.6280,45680.6564,41798.2549,26502.2162,18898.9152,0.0000,78676.2177,24523.1316,39882.0911,55375.2911
"IPLAN",2035,10,58221.9844,306361.4143,47068.1009,43332.6319,38248.0583,32401.4693,24475.4933,19270.8484,16917.0870,15563.0065,14807.6488,11490.3881,9681.0842,7371.8427,6185.4161,5482.3505,4621.2113,9444.7770,63817.1785,8867.0747,13997.4093,11236.1853,7452.3137,21657.5942,606.6012,148720.9734,0.0000,25195.8608,81370.1383
"IPLAN",2035,11,65989.6569,303775.6427,39229.4718,38204.8581,34242.6158,31057.8176,25907.5038,18406.0509,16523.3363,16094.7952,15963.7698,16112.0152,14217.7834,11088.7938,8689.2400,6835.2403,4935.7651,6266.5855,65262.3434,3131.0784,23349.8800,14391.5843,5227.3940,19020.9730,141.4337,129538.8950,0.0000,21373.8041,104639.6510
"IPLAN",2035,12,10866.4461,313103.5495,6842.2148,6035.6552,5226.5123,4903.7800,4730.3625,4120.9912,3351.9120,2847.0177,2336.3234,2336.4332,2370.2937,2144.8066,1799.0547,1435.6287,1248.9858,2736.6631,8092.7200,0.0000,2868.3387,1246.0975,1057.3190,2920.9648,0.0000,20094.2563,0.0000,2825.9175,19040.2959
"IPLAN",2035,13,12269.7734,301109.6253,7396.6153,6747.6927,6068.2497,5642.6351,5394.5641,4347.4117,3328.2020,3173.6789,2316.2020,1989.2530,1657.2382,1440.2017,1306.3860,839.9011,602.5090,838.0741,8726.0925,81.7273,2153.4682,1786.7387,1199.7005,3504.4577,0.0000,23297.4623,0.0000,2329.7421,19251.7429
"IPLAN",2035,14,14657.5115,81091.7401,6521.8889,6145.2852,5864.3555,6132.2767,5975.2376,4699.0136,3516.7137,3376.5193,3078.4525,3336.9125,3264.2215,2833.5933,2371.6531,1832.8651,1508.6092,3478.7010,12041.9135,1151.3116,4214.5263,2270.2354,1269.6234,3109.2826,26.9342,21412.4807,0.0000,1301.2192,25983.0072
"IPLAN",2035,15,0.0000,50261.8016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2035,16,9326.3869,332611.7479,4939.7798,4804.8087,4575.1072,4815.1052,3972.1063,2870.0097,2314.0680,2336.6940,2038.7960,1935.0623,1655.5086,1380.9807,1149.8910,877.1430,708.6847,1074.7083,8139.7072,92.2054,2604.9559,1022.7011,1108.5854,3311.2594,0.0000,17659.9625,1625.3570,2342.4945,15167.6260
"IPLAN",2035,17,17308.3647,111619.5926,20616.4376,16988.6647,13895.0638,12597.8949,11023.0354,8094.8818,6137.1260,4309.1821,3463.7688,3165.7472,3043.2932,2535.0325,1651.3901,925.4744,679.4542,706.0333,12194.4818,245.0512,1876.3194,768.1304,605.4481,8699.5327,0.0000,58562.1482,636.0092,12457.7552,22498.2912
"IPLAN",2035,18,3158.5074,611440.3676,1223.4583,1191.5596,1176.5887,1480.2669,1285.9218,854.3745,649.9607,643.5123,582.5698,579.0030,515.2819,447.9575,390.1674,299.4743,243.4151,381.4084,1985.5874,0.0000,676.6464,318.9112,263.4624,709.9428,16.6247,4534.1611,0.0000,933.0817,4646.5993
"IPLAN",2035,19,2392.8341,440376.8596,1734.9993,1505.6243,1301.6192,1046.9121,1128.9070,1011.7239,752.6728,669.7574,445.1225,354.6925,296.2087,274.6832,267.4747,154.3225,101.8230,130.5568,1885.4258,0.0000,446.8325,267.3711,216.6167,802.3423,152.2632,5066.9145,0.0000,827.9249,4000.9776
"IPLAN",2035,2,23088.3445,85817.2286,7741.2362,7883.5474,7409.9973,6988.0412,9328.2230,8087.5534,6277.3220,5738.8182,5099.7171,3777.2299,3268.9734,3261.0597,3154.4816,2255.5628,2088.1965,3457.2689,21897.9980,977.3860,3598.2660,4694.5975,4929.3332,7698.4154,0.0000,27481.1369,18905.9827,109.6001,24666.6842
"IPLAN",2035,20,1603.6374,79841.3290,573.1264,641.3171,646.1326,705.9022,547.0142,367.3453,346.3482,415.2142,433.3503,487.0392,425.3953,290.1988,205.5174,174.0149,149.3570,318.5250,1112.9828,0.0000,138.2357,108.9910,92.1571,333.4540,440.1450,2282.3401,0.0000,85.9028,2943.1215
"IPLAN",2035,21,1886.4982,488961.1585,1377.7791,1185.3627,1018.2104,803.8157,928.7692,802.5368,590.7351,518.0260,333.0554,255.2844,211.8606,203.9024,204.0479,113.7736,72.6051,84.0343,1516.1406,166.0013,332.0025,166.0013,166.0013,686.1343,0.0000,4284.5613,0.0000,968.6277,3061.5663
"IPLAN",2035,22,35367.6248,701621.3732,19458.7250,17860.0634,16076.5951,14596.0928,16439.4843,12906.4334,8783.5855,8332.3548,7114.0810,6968.2922,6316.7952,5260.3912,4305.2857,3317.2765,2766.6200,5986.7843,35171.6750,7749.5315,5750.1199,6361.0881,2389.9225,12921.0131,0.0000,63144.5328,21258.2558,4261.1935,57006.6735
"IPLAN",2035,23,925.2838,508267.4790,606.2715,617.6039,578.2180,398.7529,368.4254,304.4376,262.4453,298.8205,219.9240,184.0128,136.9867,102.5600,79.7635,51.7912,35.4056,36.6537,724.4553,201.2360,113.1666,79.6273,56.5833,273.8421,0.0000,1916.8947,0.0000,0.0000,1553.8187
"IPLAN",2035,3,29203.5035,130475.2851,13264.5450,13535.1891,12646.2195,12015.7494,11067.7580,10564.0614,10660.7143,9591.7604,7893.7906,5808.5191,5111.7993,4876.9887,4251.1230,3043.8377,2830.2501,3312.9796,20166.5603,415.2102,7395.9202,2984.1538,2664.3708,6706.9053,0.0000,46948.3371,0.0000,0.0000,34248.0754
"IPLAN",2035,4,60374.9603,196483.8358,16854.4594,15880.0163,15328.9943,15894.5034,16463.0607,14564.3554,11904.7450,10818.1238,9409.9604,10046.4930,9730.0862,8404.8840,8042.4901,6590.1428,6671.1978,18574.3486,60421.3560,1960.6652,24122.8228,16728.9807,9475.0426,8133.8448,0.0000,49342.1849,8546.5510,4529.1489,79994.0361
"IPLAN",2035,5,47639.7235,144327.9437,13177.5041,11512.4222,10989.8670,16330.6502,15714.9715,11987.5179,8093.5567,6742.6504,5718.6026,6247.8641,6480.4131,5925.8846,5641.8857,4556.1570,4184.7101,11023.2864,50769.4374,0.0000,13696.3910,13712.7163,12708.7526,10608.8516,42.7260,44549.2830,24357.7409,13117.4962,55354.8801
"IPLAN",2035,6,55334.9384,216480.5812,32417.9269,27162.2530,23992.6537,32722.8485,21479.0035,15037.6856,11616.2219,8824.5129,7934.7909,6286.3119,5972.8487,4862.0087,4140.7623,3991.5354,3324.6631,6714.5544,70838.7870,1317.0910,13904.8190,30972.6798,6037.5582,18606.6391,0.0000,103448.5007,10437.6185,47121.8786,48067.7276
"IPLAN",2035,7,64721.4449,303151.2666,33959.9950,31809.5123,29986.0752,27266.6668,26241.2711,23898.8623,22603.6152,19706.4794,16487.0446,13522.4697,12140.7505,11626.6684,9485.6905,8139.0507,6096.0082,10181.1067,51112.1322,4974.8019,18484.3883,5686.9398,6560.8254,14949.5807,455.5962,99222.0547,4452.0647,3847.4960,85075.6608
"IPLAN",2035,8,8376.3080,31027.9680,2809.0605,2496.6291,2361.3941,2274.3554,2659.7881,2463.5571,1938.0467,1693.4340,1406.3997,1553.0290,1525.7665,1368.3610,1330.1094,1103.6064,1074.9588,2969.4723,6781.7534,0.0000,2845.1469,1892.8976,754.3357,1289.3732,0.0000,8932.3044,0.0000,269.5569,13390.5756
