"Scenario","year","ravtaz","hh_total","pop","age0_4","age5_9","age10_14","age15_19","age20_24","age25_29","age30_34","age35_39","age40_44","age45_49","age50_54","age55_59","age60_64","age65_69","age70_74","age75up","emp_tot","indus","com_hotel","business","public","education","agri","student","univ","UO_Hi_Ed","pop_emp_employed"
"JTMT",2030,100,2550.9343,12034.1343,2092.1390,1960.2475,1582.0033,901.5685,936.1205,864.6044,838.5340,790.2434,539.7004,382.4576,284.1855,256.6410,268.5807,167.0812,99.5712,70.4563,2100.8974,0.0000,483.1040,288.6449,233.9548,931.1234,164.0703,6033.1739,0.0000,730.3007,4073.2509
"JTMT",2030,11,2749.0961,4550.0924,36.7104,43.2955,55.4062,61.9762,2380.5545,1591.1641,32.3505,26.9008,32.5928,44.2795,52.6813,53.5896,49.5628,36.2865,22.5106,30.2312,6863.5553,0.0000,168.6337,505.9010,2698.1386,3490.8821,0.0000,164.4271,17227.1828,0.0000,2091.9633
"JTMT",2030,12,5693.9300,23387.4100,3071.0740,2834.8376,2362.3646,2126.1282,2126.1282,2126.1282,1889.8917,1417.4188,944.9459,944.9459,944.9459,708.7094,708.7094,472.4729,236.2365,472.4729,3538.1519,443.7525,845.3020,528.1583,401.5495,1319.3897,0.0000,9235.7276,0.0000,0.0000,5489.3795
"JTMT",2030,13,8353.7500,34474.4300,4055.8153,3717.8307,3379.8461,3041.8615,3041.8615,3041.8615,2703.8769,2027.9076,1689.9230,1351.9384,1689.9230,1351.9384,1013.9538,1013.9538,675.9692,675.9692,5760.6328,406.8276,2093.3812,743.5404,824.5270,1692.3566,0.0000,11846.4961,0.0000,0.0000,8390.6707
"JTMT",2030,14,3371.2600,15170.6900,1702.8326,1548.0296,1393.2266,1238.4237,1238.4237,1238.4237,1083.6207,1083.6207,928.8178,774.0148,619.2118,619.2118,464.4089,464.4089,309.6059,464.4089,1645.3879,109.5666,310.4024,161.3003,225.2322,838.8865,0.0000,5853.9151,0.0000,96.6767,3801.4653
"JTMT",2030,15,2802.4877,8395.6475,660.6588,618.9067,594.3131,548.7147,622.2923,590.0808,498.3613,465.2975,429.2569,454.6315,448.0807,442.8383,452.8216,431.7346,395.6934,741.9655,3208.5220,0.0000,114.6027,2238.2009,588.2009,267.5176,0.0000,1872.6232,0.0000,0.0000,3802.9969
"JTMT",2030,2,17378.9054,56568.1917,7213.8339,6027.7296,6028.4395,10798.0257,7711.2450,3658.9093,2171.2013,1835.8368,1726.4648,1922.8545,1671.6782,1469.6010,1336.8312,1028.3478,795.0217,1172.1714,8637.5835,0.0000,1823.7447,647.5534,766.4690,5399.8164,0.0000,28249.6790,4668.4631,24794.9493,11825.5617
"JTMT",2030,21,235.7260,825.0409,83.0788,71.7221,62.0185,52.4397,57.6988,60.6687,56.4264,52.4783,43.8835,41.9303,38.9277,39.0852,40.4230,39.1833,33.8053,51.2713,163.2772,0.0000,75.0787,75.0787,0.0000,13.1198,0.0000,91.8386,0.0000,0.0000,369.7628
"JTMT",2030,22,4470.5400,21026.7100,2602.9226,2391.9438,2180.9649,1898.8098,1898.8098,1898.8098,1548.0283,1265.8732,1054.8943,983.7181,843.9155,772.7392,561.7603,421.9577,350.7815,350.7815,3356.9381,0.0000,1197.4341,544.2882,435.4306,1179.7852,0.0000,8258.4962,0.0000,0.0000,5042.6379
"JTMT",2030,23,5312.0800,21699.3200,2657.0596,2435.6380,2214.2163,1992.7947,1992.7947,1771.3731,1549.9514,1328.5298,1107.1082,1107.1082,885.6865,664.2649,664.2649,442.8433,442.8433,442.8433,3080.0563,0.0000,996.9163,453.1438,362.5150,1267.4813,0.0000,8872.3689,0.0000,0.0000,5160.0097
"JTMT",2030,24,5892.6300,24671.9800,2931.3244,2687.0473,2442.7703,2198.4933,2198.4933,2198.4933,1954.2162,1709.9392,1221.3851,977.1081,977.1081,977.1081,732.8311,488.5541,488.5541,488.5541,3939.9351,99.0324,1578.3409,618.3953,573.9422,1070.2243,0.0000,7491.5703,0.0000,0.0000,6047.9084
"JTMT",2030,25,5755.7800,29116.7200,3817.0158,3523.3992,3229.7826,2691.2258,2642.5494,2642.5494,2348.9328,1761.6996,1468.0830,1174.4664,1174.4664,880.8498,587.2332,587.2332,293.6166,293.6166,4309.3183,140.1532,1541.6857,560.6130,560.6130,1506.2535,0.0000,10543.7743,0.0000,0.0000,6811.1569
"JTMT",2030,26,5548.3800,24138.5600,3095.2295,2852.6876,2610.1457,2367.6038,2125.0618,2125.0618,1940.3352,1513.0667,1212.7095,970.1676,970.1676,785.4410,542.8991,485.0838,242.5419,300.3572,4718.0481,135.1031,1486.1336,540.4122,540.4122,2015.9871,0.0000,14111.9095,0.0000,0.0000,5700.8630
"JTMT",2030,3,1365.1100,6600.6600,588.2975,588.2975,522.9828,457.6294,392.2759,522.8276,392.1595,457.3966,457.3966,326.7673,326.7285,326.6897,261.3362,326.6509,261.2974,391.9267,12039.9828,600.0112,5582.7423,2392.2696,2559.2697,905.6899,0.0000,6339.8294,0.0000,0.0000,1697.5989
"JTMT",2030,31,1818.2781,6047.4152,541.8019,595.5542,558.5518,665.1721,494.3859,328.4309,332.9729,373.9050,377.2742,380.2160,320.1411,252.5172,221.6508,203.4952,165.5346,235.8114,16233.3380,1744.8541,4880.5705,7597.7330,1486.5806,523.5998,0.0000,1110.4872,5228.6787,510.8185,2521.8504
"JTMT",2030,32,9895.8485,26584.9156,2057.2040,2037.5362,1936.2114,2252.5671,1916.6336,1691.0750,1507.0300,1496.5113,1419.8405,1475.5134,1369.2235,1268.3785,1280.8690,1266.2428,1218.0806,2391.9988,5705.5479,0.0000,2248.2259,1521.5347,1248.0012,687.7861,0.0000,4412.1191,0.0000,668.8979,11577.3283
"JTMT",2030,33,5241.9743,17056.9518,1612.0752,1409.4791,1225.7620,1037.7146,1146.2215,1214.9846,1130.0744,1065.4958,903.7783,870.2401,796.9543,788.4951,831.2696,841.5063,789.3335,1393.5672,3905.5642,0.0000,1752.4982,797.6919,788.9476,566.4266,0.0000,3719.1832,218.9348,65.3221,7593.7770
"JTMT",2030,34,7189.7849,28524.8516,2773.0317,3348.0790,3147.4879,2753.7855,1988.6362,1267.1862,1546.8712,1961.8568,2099.0106,2092.2557,1625.2867,1082.5455,825.5658,751.8493,581.5085,679.8950,5398.9420,0.0000,2309.9596,882.6860,1054.3662,1151.9303,0.0000,7798.3046,0.0000,1038.6208,12086.7405
"JTMT",2030,35,4460.1607,16597.2607,1663.9196,1436.4666,1242.1194,1120.8208,1158.2168,1215.0870,1130.1197,1051.0470,878.9092,839.7897,779.6516,782.8073,809.6015,784.7722,677.0596,1026.8727,3435.4470,0.0000,1296.4298,813.1690,684.9202,640.9280,0.0000,4422.4801,0.0000,172.4503,7405.6915
"JTMT",2030,36,5901.5804,20455.4141,2050.4991,1884.7500,1660.0532,1398.4816,1421.3668,1406.7705,1352.2761,1320.4756,1159.2531,1118.0611,999.9207,938.0182,934.8241,900.3440,768.7072,1141.6129,4297.7940,0.0000,2035.4779,905.5526,794.9744,561.7890,0.0000,3877.6527,0.0000,211.6435,9095.6059
"JTMT",2030,37,4312.9800,18009.3715,1827.2329,1661.1208,1495.0087,1328.8966,1328.8966,1495.0087,1328.8966,1162.7846,830.5604,664.4483,830.5604,830.5604,664.4483,498.3362,332.2242,498.3362,2418.9279,68.1291,939.1067,223.2897,317.0923,871.3101,0.0000,6099.1708,0.0000,0.0000,4320.7745
"JTMT",2030,38,7401.0414,23529.3224,2333.6700,2014.6642,1742.0895,1747.3749,1693.9111,1710.7084,1585.0083,1474.1078,1232.6822,1177.8165,1093.4720,1097.8980,1135.4772,1100.6538,949.5853,1440.2030,4334.6296,0.0000,1966.1960,730.0338,707.5987,930.8011,0.0000,6268.6902,0.0000,759.0424,10386.5839
"JTMT",2030,39,7465.2499,17474.0147,1320.9548,1214.2619,1078.9927,917.6320,1028.1007,1121.6102,1043.3872,1030.6288,914.9958,902.0764,791.8820,746.5072,837.6872,960.5460,1091.9881,2472.7637,5470.1505,0.0000,2200.8119,1058.2279,1170.9094,1040.2012,0.0000,7281.4087,0.0000,0.0000,7620.5289
"JTMT",2030,4,8609.7076,34177.4976,3454.7423,3228.7023,2947.5536,3596.9641,2840.4356,2505.4365,2525.3934,2234.1384,2034.2215,1745.1524,1728.4519,1350.8648,1049.8236,1043.1786,724.5540,1167.8845,4670.5091,0.0000,1817.2558,559.1556,419.3667,1874.7310,0.0000,12007.4159,0.0000,3445.0857,8862.7139
"JTMT",2030,40,8641.6362,21630.2703,1754.6889,1613.1010,1468.5228,1615.4725,1536.1768,1491.9302,1297.6810,1246.4509,1113.3013,1119.7751,1036.8874,1001.3519,1054.5418,1081.7397,1072.8791,2125.7699,8293.6702,0.0000,4245.8465,1620.7106,1231.1111,1196.0020,0.0000,5761.7976,2340.0269,568.3020,9459.8445
"JTMT",2030,41,7836.6992,24344.2002,3115.3058,2546.4200,2486.7856,4231.3791,3043.5097,1655.4141,1058.7980,917.3910,755.0038,718.6696,731.9434,711.7215,687.5450,554.1546,433.7549,696.4042,3858.2390,0.0000,600.9023,346.0119,259.9807,2651.3440,0.0000,17004.7427,0.0000,6328.0709,5407.5067
"JTMT",2030,42,5452.8738,13458.0995,1085.3477,1154.5517,1128.2940,2648.3567,2047.6757,1004.0371,524.3997,606.7093,626.6550,633.2597,528.4360,392.5478,326.1256,279.2118,210.0184,262.4732,7076.6677,0.0000,995.9875,1559.5138,3009.1469,1512.0195,0.0000,4390.8239,6439.2595,2865.6656,4212.2193
"JTMT",2030,43,2773.0500,7359.3004,741.0560,639.7558,553.1999,467.7577,514.6687,541.1605,503.3188,468.1024,391.4378,374.0152,347.2316,348.6371,360.5704,349.5122,301.5405,457.3359,2006.8407,0.0000,706.5731,529.9299,529.9299,240.4079,0.0000,1673.7101,0.0000,36.5804,3298.2558
"JTMT",2030,44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7944.2278,0.0000,2173.1489,4202.2558,1461.4812,107.3419,0.0000,0.0000,953.0104,0.0000,0.0000
"JTMT",2030,45,6390.3656,20034.3404,1413.2310,1379.1476,1438.9306,2385.6509,1975.8152,1427.1025,1061.5559,943.5915,927.5090,1066.3623,1148.6793,1162.8592,1122.2970,926.6800,678.8905,976.0380,3560.2781,0.0000,1296.7624,1052.0656,676.5927,534.8574,0.0000,3158.7164,0.0000,1473.6658,8746.0998
"JTMT",2030,46,11690.3877,40123.7227,3894.4021,3462.9522,3021.1226,2835.0972,3395.4108,3153.6347,2609.4518,2482.2063,2124.1621,2038.7833,1859.2446,1808.6761,1839.4881,1777.9554,1526.8237,2294.3114,7865.9202,0.0000,3442.7472,1291.1394,2020.1416,1111.8920,0.0000,7600.3421,0.0000,527.8023,17732.5329
"JTMT",2030,47,6373.6537,20643.7240,1745.4784,1618.0436,1571.2768,1508.7964,1685.3347,1526.4443,1256.5746,1138.1277,1048.4703,1127.6681,1157.7875,1169.1329,1152.9980,1005.0053,782.7998,1149.7857,4710.1591,0.0000,2292.4870,680.4734,1053.7689,683.4299,0.0000,4719.9934,0.0000,300.4815,9484.8550
"JTMT",2030,48,1015.3400,3556.6645,358.1438,309.1866,267.3551,226.0618,248.7334,261.5366,243.2481,226.2285,189.1773,180.7572,167.8130,168.4923,174.2595,168.9152,145.7310,221.0251,9712.4364,0.0000,1671.1765,3533.1010,3324.6071,1134.1047,49.4471,990.3847,5980.7842,0.0000,1594.0088
"JTMT",2030,49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169.7143,0.0000,0.0000,0.0000,0.0000,169.7143,0.0000,1188.0000,0.0000,0.0000,0.0000
"JTMT",2030,5,1781.1222,4474.5794,429.9746,376.4216,335.8997,377.8725,329.3257,286.3866,249.5858,240.2845,207.2138,197.3297,173.8319,163.2234,178.7635,199.4327,223.9456,505.0878,7063.7293,0.0000,5002.2597,871.0593,1049.8062,140.6041,0.0000,612.2702,51.5141,458.1827,1620.4625
"JTMT",2030,50,8124.2337,21218.8600,1813.1158,1660.9860,1467.1197,1445.4219,1588.8983,1528.1965,1298.3979,1271.5768,1119.6398,1090.8330,968.6017,913.8794,967.3392,1021.8515,1031.8189,2031.1835,4181.7858,0.0000,1135.9981,469.2920,402.7343,2173.7615,0.0000,5009.4139,8821.7855,297.8686,9249.4114
"JTMT",2030,51,292.6428,292.6428,0.0000,0.0000,0.0000,194.6598,88.8380,9.14509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17259.9326,0.0000,1721.7425,14634.8111,860.8712,42.5078,0.0000,0.0000,154.5422,465.0931,0.0000
"JTMT",2030,52,8045.2386,35379.8392,5672.7729,4937.3854,4540.2346,3998.9193,3102.0044,2211.4230,1777.5226,1764.7477,1475.9132,1105.5186,916.7412,846.2425,800.8108,686.6516,580.4358,962.5155,4484.8812,0.0000,1146.1101,609.1104,539.4979,2190.1629,0.0000,14352.6156,0.0000,4902.8864,7948.0256
"JTMT",2030,53,15057.5766,56440.3862,7413.6484,6059.9132,6225.7999,9114.2812,7207.6422,3933.4950,2289.9134,1893.2024,1711.5362,1892.8994,1832.6344,1725.8446,1634.0699,1238.2582,916.8413,1350.4064,8795.7831,0.0000,1520.9348,1438.7319,466.5673,5369.5490,0.0000,29613.7309,4092.1494,15570.5671,12205.5477
"JTMT",2030,54,7593.4346,26695.1907,3572.4666,2937.4579,2685.0472,3215.3936,2705.3072,1936.5294,1424.8776,1261.6095,1008.9579,909.8706,869.4996,856.3636,848.1906,757.9706,645.8722,1059.7765,1841.6522,0.0000,50.1261,33.4174,27.8478,1730.2608,0.0000,10593.7646,466.8463,3868.5604,7368.6244
"JTMT",2030,55,499.4965,672.2965,22.4597,27.1172,25.4926,340.9161,127.0639,21.9579,12.5286,15.8897,17.0006,16.9459,13.1638,8.76791,6.68654,6.08948,4.70984,5.5067,23222.4599,1296.4360,5295.3880,12097.1093,2885.6207,1647.9060,0.0000,2728.0000,3927.9483,753.8166,97.8946
"JTMT",2030,56,6025.1137,19900.9302,2270.8090,1779.6397,1937.9009,3759.3474,2762.1026,1449.5401,766.5279,611.8635,515.9476,567.5024,666.2159,694.1913,694.5910,522.7417,367.6776,534.3315,2565.0033,0.0000,773.2179,247.3310,216.1063,1328.3481,0.0000,7816.9321,0.0000,4216.5589,4354.7651
"JTMT",2030,57,902.1000,3411.0807,340.9320,346.4668,313.3837,251.3274,230.7847,207.1259,213.1668,226.8440,214.7455,209.9236,177.5601,148.2602,137.2669,130.4124,108.8435,154.0373,672.4685,0.0000,273.1758,122.0034,98.7948,178.4946,0.0000,1249.4621,0.0000,0.0000,1503.4502
"JTMT",2030,58,4414.4930,19234.5716,2832.5835,2303.2128,2163.7546,1904.4791,1845.4477,1399.0446,1018.8190,882.6596,702.2328,638.7185,632.6058,625.5897,613.9418,522.6354,432.5638,716.2831,3460.9085,0.0000,1641.9348,449.0081,333.8345,1036.1311,0.0000,7070.0162,0.0000,1762.6668,4864.1431
"JTMT",2030,59,8173.8231,37166.0655,5471.3077,4766.4780,4543.6481,4829.1471,3835.5059,2361.2278,1730.4845,1701.3945,1471.4201,1214.5333,1077.1587,982.9625,920.1932,747.5049,589.2872,923.8122,5173.1345,0.0000,882.6707,529.6024,353.0683,3407.7931,0.0000,21501.7849,869.3000,7817.4136,8439.1814
"JTMT",2030,6,7237.0789,18446.5093,1445.9089,1313.6609,1161.6153,1172.4013,1143.9917,1198.7719,1111.4841,1087.0505,956.0790,938.1415,830.5946,790.9489,876.1221,980.7625,1079.2298,2359.7461,5854.8397,0.0000,1977.0686,1906.5314,897.2875,1073.9521,0.0000,5806.3127,901.4963,459.8673,7976.9314
"JTMT",2030,60,5677.1199,28692.8572,3970.3998,3353.6971,3523.1665,4045.8945,3676.0331,1962.1969,1093.9736,900.7404,952.3992,1193.5449,1009.1173,852.8362,754.2219,537.7967,382.3255,484.5138,2995.5589,0.0000,851.6054,313.0631,357.5606,1473.3299,0.0000,9563.4117,0.0000,3850.0022,6211.8131
"JTMT",2030,61,4369.3796,22905.9489,3757.6139,3225.2761,3029.2236,2290.7776,2067.6252,1503.2115,1134.3590,1097.8653,916.0994,707.3465,619.5707,582.2555,552.0755,451.2533,366.5972,604.7986,3115.8539,0.0000,795.5916,348.2166,323.8297,1648.2160,0.0000,11336.3197,0.0000,2580.8659,4936.9870
"JTMT",2030,62,1148.8211,6273.2211,871.2485,732.4784,771.1915,842.1990,797.3307,436.1754,243.5599,200.0597,208.2753,259.0435,223.6517,192.2766,172.0497,123.3628,87.6018,112.7167,767.5780,0.0000,178.3067,81.0485,64.8388,443.3840,0.0000,2966.5114,0.0000,663.1799,1373.7414
"JTMT",2030,63,6053.6952,23304.5854,2428.7624,2087.4840,1809.9440,1517.1320,1646.9082,1709.0677,1577.3539,1463.4101,1219.6399,1159.1824,1075.6245,1078.0347,1112.1199,1075.3411,928.6633,1415.9173,3717.6822,0.0000,1704.6085,641.9478,598.7970,772.3290,0.0000,5397.1581,0.0000,132.4657,10166.1906
"JTMT",2030,64,7162.4069,25342.4720,2171.1613,2000.7315,1925.7185,1845.2877,2051.3335,1872.8463,1555.4075,1411.8794,1290.6106,1376.2345,1403.7084,1416.9594,1401.6320,1230.6192,965.9297,1422.4124,4850.9354,0.0000,2370.5204,853.9370,960.9905,665.4875,0.0000,4594.3968,0.0000,214.2564,11614.0350
"JTMT",2030,65,13310.9500,67980.4000,9114.5374,8724.1197,7434.3318,6751.6047,6068.8776,6068.8776,5245.1736,4172.0288,2806.5746,2730.9084,2340.4907,2123.8475,1441.1205,1441.1205,758.3934,758.3934,9620.3741,0.0000,3889.4596,1296.4865,1296.4865,3137.9414,0.0000,21965.5900,0.0000,0.0000,15407.8021
"JTMT",2030,66,10613.9100,46500.0800,5110.3348,5110.3348,4645.7589,4181.1830,3716.6072,3716.6072,3716.6072,3252.0313,2322.8795,2027.3257,2027.3257,1858.3036,1393.7277,1393.7277,929.1518,1098.1739,7533.9832,62.5000,2488.5812,1091.4770,1077.8779,2813.5472,0.0000,19694.8302,0.0000,0.0000,11405.3423
"JTMT",2030,67,7654.1200,32038.9500,3456.0186,3456.0186,3142.5868,2828.4660,2514.3451,2512.9669,2512.2778,2197.4679,1570.6043,1570.6043,1569.9152,1255.7944,941.6735,941.6735,627.5526,940.9844,6800.8235,532.3324,2084.0298,372.2728,624.9990,3080.7231,106.4665,17105.9321,4056.7335,24.8224,7917.1347
"JTMT",2030,68,103.2600,567.9300,68.1516,68.1516,68.1516,62.4723,56.7930,45.4344,39.7551,28.3965,28.3965,28.3965,22.7172,17.0379,11.3586,11.3586,5.6793,5.6793,5051.2062,2478.4134,1504.6487,495.6827,500.7114,69.2356,2.51438,484.6489,0.0000,0.0000,128.9428
"JTMT",2030,69,13154.9200,68977.4800,8277.2976,7587.5228,6897.7480,6897.7480,6897.7480,6207.9732,4828.4236,4138.6488,3448.8740,2759.0992,2759.0992,2069.3244,2069.3244,1379.5496,1379.5496,1379.5496,9484.9570,1601.6115,3203.2230,320.3223,960.9669,3078.5110,320.3223,21549.5770,0.0000,0.0000,16306.2763
"JTMT",2030,7,1207.0782,2479.6934,140.4589,129.3699,115.0524,97.8633,473.6495,362.4371,111.4509,110.2675,98.0448,96.7339,84.8006,79.8100,89.7473,103.3046,118.0321,268.6705,19455.9854,0.0000,1186.4220,9088.7831,5605.1953,3575.5850,0.0000,2466.3594,8059.3772,0.0000,1092.2800
"JTMT",2030,70,116.4116,756.6753,117.6136,103.8809,106.8917,91.1836,89.4261,47.6422,27.7924,23.5145,29.1548,39.1273,26.9750,18.5010,13.7191,8.88267,6.44402,5.92632,22.2011,0.0000,0.0000,0.0000,0.0000,22.2011,0.0000,155.4077,0.0000,73.1557,158.7627
"JTMT",2030,71,11247.8850,49324.8600,4023.0513,4394.9436,4290.9077,3683.6415,3483.4121,2754.9223,2576.3158,2740.7113,2802.3840,2939.1925,2665.3667,2277.9425,2044.7442,1756.7505,1323.2251,1766.6107,9661.9303,1098.8490,3483.3525,1896.4834,1056.0243,2127.2212,0.0000,14661.9210,0.0000,427.2063,20393.2848
"JTMT",2030,72,0.0000,47416.7939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"JTMT",2030,73,0.0000,274913.9130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"JTMT",2030,74,9586.7248,41647.9409,5385.2017,5777.4120,5303.3662,4005.0125,3183.9291,2331.4187,2410.4546,2699.3074,2434.1947,2036.0324,1529.5038,1246.0019,1130.0678,929.4093,676.4846,570.1443,8505.2474,93.8047,2724.6462,1075.6903,1159.0573,3452.0490,0.0000,18966.7056,1481.0297,1909.0423,15152.7073
"JTMT",2030,75,13374.5807,85407.0957,15776.4903,15090.4641,14027.2850,9224.6059,6624.9808,4034.6821,3731.7562,4619.9709,4470.5651,3026.2150,1610.2288,1014.0852,707.4757,523.7201,433.9084,490.6622,9734.0371,0.0000,1372.0820,503.3954,421.0863,7437.4734,0.0000,49990.8225,579.5334,9583.4343,16023.5840
"JTMT",2030,76,16148.7180,63902.3815,6607.2669,6922.0243,6553.4303,6188.5570,5326.4601,3928.0503,3722.5376,3857.9060,3747.0206,3819.7552,3260.0907,2481.6023,2173.3081,1909.3299,1458.8984,1946.1438,10328.7578,0.0000,4391.2032,1550.8180,1019.8140,3366.9227,0.0000,23092.9140,0.0000,1674.8577,22703.6900
"JTMT",2030,77,9318.4199,33810.4131,3286.5459,3021.5818,2663.4832,2335.6550,2343.4308,2303.3064,2202.7543,2153.7706,1893.2351,1830.0657,1633.4098,1532.6659,1546.5825,1521.2483,1354.9165,2187.7611,7192.7123,0.0000,2994.4783,1923.4878,794.0123,1480.7340,0.0000,10282.8320,0.0000,237.7723,14941.8950
"JTMT",2030,78,6395.0000,29285.1591,2940.4815,2871.3409,2581.7627,2087.6951,2018.9834,1883.5582,1872.8177,1915.3928,1759.7216,1704.5797,1474.2803,1301.3926,1249.3582,1190.5806,1001.2019,1432.0120,4038.6356,0.0000,1464.7407,532.6330,665.7913,1375.4706,0.0000,9610.0039,0.0000,602.9102,12092.3360
"JTMT",2030,79,15499.4765,68471.9239,11234.0274,10567.7850,8721.9509,5828.2723,5675.8817,4765.3639,4557.5112,4325.6374,3106.6952,2300.6373,1754.7724,1585.7875,1623.0975,1098.2522,715.2479,611.0041,12421.1670,91.6534,3612.8664,2315.6645,1457.5170,4913.5639,29.9018,33014.0389,0.0000,3361.3453,22854.9984
"JTMT",2030,8,1624.5000,6170.7500,628.5362,610.3451,555.1392,458.5742,441.6213,396.0213,385.2421,395.3877,365.1048,356.9308,310.5357,271.1319,257.8672,243.1438,202.9730,292.1956,26224.5160,0.0000,8642.8483,13018.4358,4407.0556,156.1763,0.0000,1093.2344,0.0000,39.8397,2652.6093
"JTMT",2030,80,0.0000,256562.2409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"JTMT",2030,82,2954.2998,12338.9325,1521.4541,1598.2414,1472.0129,1030.8647,961.2320,747.2034,745.6352,780.7683,724.1130,638.0481,504.9720,428.6735,402.1396,331.8566,243.0099,208.7077,2151.1317,0.0000,746.0592,352.6874,290.5263,740.3822,21.4767,4963.1932,0.0000,309.6266,4849.8023
"JTMT",2030,83,418.0612,549919.7270,0.0000,0.0000,0.0000,273.0462,139.7892,5.22577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.5159,0.0000,0.0000,0.0000,0.0000,23.5159,0.0000,0.0000,0.0000,513.4314,0.0000
"JTMT",2030,84,3790.7825,15464.6927,1536.4642,1750.9146,1626.3106,1263.9648,1018.2783,781.3664,893.8244,1064.0623,1093.7605,1083.6374,864.9426,624.0536,514.5997,477.2858,381.9033,489.3244,2580.8230,0.0000,882.8990,389.3005,296.9949,734.7119,276.9167,5133.8385,0.0000,99.2895,6724.8228
"JTMT",2030,85,46077.4973,243730.7052,35174.1154,31814.3906,30622.3928,25140.3175,22540.4909,15232.5520,11883.1942,12146.2476,11252.8865,9964.2764,8195.2417,7145.0564,6612.4527,5506.4448,4334.9623,6165.6833,44715.5288,4923.4738,9109.1303,8359.7476,5942.2248,16319.0365,61.9157,111754.9365,0.0000,21338.0211,65410.1091
"JTMT",2030,86,6349.8945,25557.7553,2529.0737,2930.2869,2731.5888,2114.5405,1672.7539,1251.4091,1457.4033,1765.3941,1835.4932,1822.0323,1442.8961,1018.5892,824.8831,764.4782,611.8878,785.0451,11400.5259,3293.2119,3472.1906,1820.9433,764.2264,1611.4012,438.5525,11224.9381,0.0000,299.1751,11088.5499
"JTMT",2030,87,34979.0000,142507.9459,12149.1942,14607.5754,14605.5482,12349.7040,10878.2724,7671.8494,7482.1260,8650.4417,9481.5114,10151.1778,8971.2616,7073.9799,5911.0013,4857.6468,3427.2530,4239.4028,42436.2592,2957.6144,17922.4745,11279.3431,3165.4822,6974.0777,137.2673,48818.5441,0.0000,0.0000,63791.6586
"JTMT",2030,88,20940.8413,113873.6188,20087.1687,19220.6387,17739.4560,13054.6210,9112.9192,5534.9521,5141.0843,6241.0882,5860.4530,3876.6379,2318.3034,1638.1821,1280.5046,1005.5013,769.3949,992.7136,15770.3916,0.0000,3202.4116,1551.0530,1372.1387,9644.7882,0.0000,64331.0264,0.0000,18074.9571,23344.0114
"JTMT",2030,89,3731.0000,17472.2822,2677.6064,2818.2813,2448.8847,1272.5199,1236.5855,1055.6730,1114.7089,1238.8144,960.3414,738.2414,524.2372,418.3031,381.0101,276.4341,181.6989,128.9419,2952.9101,0.0000,805.7902,647.8074,363.3994,1135.9131,0.0000,7933.1013,0.0000,45.7254,6202.5111
"JTMT",2030,9,6445.0090,19927.7114,2125.7625,1807.9658,1611.3984,1469.6640,1538.1769,1461.9590,1286.8320,1183.8511,987.3227,945.1580,890.2957,893.1291,919.8952,876.8804,755.7696,1173.6509,4896.0676,0.0000,2590.1046,737.8114,556.8062,1011.3454,0.0000,3367.8975,1055.1628,1495.7158,8176.3626
"JTMT",2030,90,747.4515,236524.9687,306.5337,370.1001,347.9265,274.4081,203.3759,139.2096,170.9927,216.8656,232.0268,231.2801,179.6609,119.6657,91.2589,83.1102,64.2805,75.1563,537.2787,0.0000,143.5676,107.6757,107.6757,178.3597,0.0000,1184.5020,0.0000,60.0963,1336.0806
"JTMT",2030,91,34653.7536,146500.3390,18398.2482,18964.4464,17050.0971,11369.3734,12913.0405,10114.1179,8410.6494,9241.7913,8343.9644,7306.8263,5823.6212,4738.5241,4259.7921,3575.3354,2696.5089,3294.0022,34741.0021,7421.9236,5989.3457,6558.0760,2508.4624,12263.1945,0.0000,61030.7416,19370.5804,2411.5900,55580.9965
"JTMT",2030,92,0.0000,511614.0672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
