scenario,year,ID,AREA,TAZ_OLD,TAZ_1318_S,TAZ_1318_N,TYPE,CULTURALM,CULTURALL,UNIVERSITY,U_STUDENTS,COLLEGE,CSTUDENTS,YESHIVA,YSTUDENTS,EDUCATIONH,H_CLASS,H_STUDENTS,EDUCATIONE,E_CLASS,E_STUDENTS,OFFICE,MALL,MALL_AREA,STREET,STR_AREA,MARKET,MARKET_ARE,HEALTH,BEDS_HEALT,SOCECO,SECTOR,SECTOR_JEW,SECTOR_ARA,SECTOR_ORT,URBAN,POPULATION,HOUSEHOLDS,HH_JEW,HH_ARAB,HH_ORTO,EMPL_TOT,EMPL_COMM,EMPL_SERV,EMPL_INDU,EMPL_OFFIC,AGE_0_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_64,AGE_65_74,AGE_75,WOMEN,MEN,WORKERS,PARKCOST,PARKWALK,PARKCAP,SOLDIERS,ARMY,MLIC2,MLIC3,MLIC4,MLIC5,MLIC6,FLIC2,FLIC3,FLIC4,FLIC5,FLIC6,GE,GE_NAME,SEMEL,CITY_H,CITY_E,MUNICIPAL,nafa
IPLAN,2025,859,199000,4067,55060,4067,3,0,0,0,0,0,0,0,0,1,41,1260,1,15,345,0,1,20000,1,1550,0,0,1,10,8,1,1,0,0,1,3302,869,3.8,0,0,1152,765,387,0,0,582,254,271,392,1166,304,334,1718,1584,1673,4,5,1672,0,0,0.009,0.051,0.109,0.303,0.088,0.007,0.04,0.086,0.238,0.069,32,טבעת תיכונה גזרה מז,7900,פתח תקווה,PETAH TIQWA,פתח תקווה,14
IPLAN,2025,858,481000,4068,55100,4068,3,0,0,0,0,0,0,0,0,0,0,0,1,8,196,0,0,0,1,1381,0,0,0,0,7,1,1,0,0,1,6330,1582,4,0,0,790,50,740,0,0,1997,606,508,804,1964,266,184,3196,3134,3010,4,5,2034,0,0,0.009,0.051,0.109,0.303,0.088,0.007,0.04,0.086,0.238,0.069,32,טבעת תיכונה גזרה מז,7900,פתח תקווה,PETAH TIQWA,פתח תקווה,14
IPLAN,2025,908,725000,4069,55090,4069,3,0,0,1,1196,0,0,1,256,0,0,0,1,41,1113,0,0,0,1,1575,0,0,0,0,3,2,0.5,0,0.5,1,15757,3843,3.23408,0,5.576,1341,56,1181,104,0,5621,1736,1277,1751,3984,627,761,7876,7881,6653,4,5,4596,0,0,0.009,0.051,0.109,0.303,0.088,0.007,0.04,0.086,0.238,0.069,32,טבעת תיכונה גזרה מז,7900,פתח תקווה,PETAH TIQWA,פתח תקווה,14
IPLAN,2025,909,384000,4070,55080,4070,3,0,0,0,0,0,0,1,142,1,11,170,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.9,0,0.1,1,7485,1782,4.014528,0,6.9216,857,0,857,0,0,2665,758,550,988,2024,298,202,3787,3698,3169,4,5,2269,0,0,0.009,0.051,0.109,0.303,0.088,0.007,0.04,0.086,0.238,0.069,32,טבעת תיכונה גזרה מז,7900,פתח תקווה,PETAH TIQWA,פתח תקווה,14
IPLAN,2025,856,549000,4071,55070,4071,3,0,1,0,0,0,0,0,0,1,7,172,1,17,382,0,0,0,1,1770,0,0,0,0,5,1,1,0,0,1,3992,1377,2.9,0,0,791,65,106,620,0,810,259,238,473,1276,378,558,1950,2042,2023,4,5,1735,0,0,0.009,0.051,0.109,0.303,0.088,0.007,0.04,0.086,0.238,0.069,32,טבעת תיכונה גזרה מז,7900,פתח תקווה,PETAH TIQWA,פתח תקווה,14
IPLAN,2025,881,297000,4072,55040,4072,3,0,0,0,0,0,0,0,0,0,0,0,1,21,321,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,2869,1025,2.8,0,0,314,0,31,283,0,523,155,176,350,946,277,443,1440,1429,1458,4,5,1160,0,0,0.009,0.051,0.109,0.303,0.088,0.007,0.04,0.086,0.238,0.069,32,טבעת תיכונה גזרה מז,7900,פתח תקווה,PETAH TIQWA,פתח תקווה,14
IPLAN,2025,874,604000,4073,53040,4073,3,0,1,0,0,0,0,1,753,1,28,704,0,0,0,0,0,0,1,658,0,0,0,0,8,1,1,0,0,1,5565,1464,3.8,0,0,812,23,48,741,0,1406,491,456,468,1823,579,342,2779,2786,2600,4,5,1821,0,0,0.009,0.051,0.109,0.303,0.088,0.007,0.04,0.086,0.238,0.069,32,טבעת תיכונה גזרה מז,7900,פתח תקווה,PETAH TIQWA,פתח תקווה,14
IPLAN,2025,618,530000,4074,53010,4074,3,0,0,0,0,0,0,0,0,0,0,0,1,43,1124,0,0,0,1,2389,0,0,0,0,9,1,1,0,0,1,5468,1519,3.6,0,0,661,66,595,0,0,1433,437,333,478,1959,475,353,2761,2707,2638,4,5,1912,0,0,0.009,0.051,0.109,0.303,0.088,0.007,0.04,0.086,0.238,0.069,32,טבעת תיכונה גזרה מז,7900,פתח תקווה,PETAH TIQWA,פתח תקווה,14
IPLAN,2025,861,729000,4075,55030,4075,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,טבעת תיכונה גזרה מז,7900,פתח תקווה,PETAH TIQWA,פתח תקווה,14
IPLAN,2025,622,618000,4101,56010,4101,3,0,0,0,0,0,0,0,0,0,0,0,1,25,700,0,0,0,1,2385,0,0,0,0,8,1,1,0,0,1,5077,1238,4.1,0,0,603,154,28,422,0,1615,447,314,510,1673,291,227,2546,2531,2292,5,7,1462,0,0,0.014,0.07,0.108,0.29,0.079,0.011,0.055,0.085,0.228,0.062,32,טבעת תיכונה גזרה מז,681,גבעת שמואל,GIV'AT SHEMU'EL,גבעת שמואל,14
IPLAN,2025,629,329000,4102,56020,4102,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,257,0,0,0,0,7,1,1,0,0,1,6142,1806,3.4,0,0,3339,9,3330,0,0,1582,346,463,1001,1872,384,494,3055,3087,2927,5,7,3710,0,0,0.014,0.07,0.108,0.29,0.079,0.011,0.055,0.085,0.228,0.062,32,טבעת תיכונה גזרה מז,681,גבעת שמואל,GIV'AT SHEMU'EL,גבעת שמואל,14
IPLAN,2025,688,331000,4103,56030,4103,3,0,0,0,0,0,0,0,0,1,20,603,0,0,0,0,0,0,1,4526,0,0,0,0,7,1,1,0,0,1,4764,1588,3,0,0,2520,155,2365,0,0,1019,285,455,669,1391,360,586,2352,2412,2292,5,7,3081,0,0,0.014,0.07,0.108,0.29,0.079,0.011,0.055,0.085,0.228,0.062,32,טבעת תיכונה גזרה מז,681,גבעת שמואל,GIV'AT SHEMU'EL,גבעת שמואל,14
IPLAN,2025,624,519000,4104,56041,4104,3,0,0,0,0,0,0,1,1075,1,20,600,1,29,846,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,7409,1723,4.3,0,0,798,0,798,0,0,2382,645,513,676,2354,450,389,3774,3635,3369,5,7,2169,0,0,0.014,0.07,0.108,0.29,0.079,0.011,0.055,0.085,0.228,0.062,32,טבעת תיכונה גזרה מז,681,גבעת שמואל,GIV'AT SHEMU'EL,גבעת שמואל,14
IPLAN,2025,1136,620000,4105,56042,4105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5840,0,0,0,0,0,0,8,1,1,0,0,1,4764,1108,4.3,0,0,617,308,308,0,0,1531,415,330,435,1513,290,250,2426,2338,2166,5,7,1531,0,0,0.014,0.07,0.108,0.29,0.079,0.011,0.055,0.085,0.228,0.062,32,טבעת תיכונה גזרה מז,681,גבעת שמואל,GIV'AT SHEMU'EL,גבעת שמואל,14
IPLAN,2025,685,201000,4106,56060,4106,3,0,0,0,0,0,0,0,0,0,0,0,1,12,348,0,0,0,1,2703,0,0,0,0,9,1,1,0,0,1,2962,722,4.1,0,0,1168,91,1077,0,0,616,155,190,306,957,339,399,1543,1419,1372,5,7,1427,0,0,0.014,0.07,0.108,0.29,0.079,0.011,0.055,0.085,0.228,0.062,32,טבעת תיכונה גזרה מז,681,גבעת שמואל,GIV'AT SHEMU'EL,גבעת שמואל,14
IPLAN,2025,875,827000,4201,57040,4201,3,0,0,0,0,0,0,0,0,1,28,969,0,0,0,0,0,0,1,4180,0,0,0,0,8,1,1,0,0,1,5793,1869,3.1,0,0,505,116,389,0,0,1872,419,270,462,1964,341,466,3011,2782,2653,0,1,2157,0,0,0.01,0.05,0.082,0.317,0.1,0.008,0.04,0.064,0.249,0.079,32,טבעת תיכונה גזרה מז,229,גני תקווה,GANNE TIQWA,גני תקווה,14
IPLAN,2025,876,1020000,4202,57030,4202,3,0,1,0,0,0,0,0,0,1,28,970,1,23,616,0,0,0,1,4545,0,0,0,0,9,1,1,0,0,1,5287,1391,3.8,0,0,923,146,777,0,0,1010,479,398,494,1910,538,460,2672,2615,2876,0,1,1986,0,0,0.01,0.05,0.082,0.317,0.1,0.008,0.04,0.064,0.249,0.079,32,טבעת תיכונה גזרה מז,229,גני תקווה,GANNE TIQWA,גני תקווה,14
IPLAN,2025,879,143000,4203,57010,4203,3,0,0,0,0,0,0,0,0,0,0,0,1,24,746,0,0,0,1,1024,0,0,0,0,8,1,1,0,0,1,6052,1952,3.1,0,0,878,30,848,0,0,1956,438,281,482,2052,356,486,3146,2906,2771,0,1,2540,0,0,0.01,0.05,0.082,0.317,0.1,0.008,0.04,0.064,0.249,0.079,32,טבעת תיכונה גזרה מז,229,גני תקווה,GANNE TIQWA,גני תקווה,14
IPLAN,2025,878,189000,4204,57020,4204,3,0,0,0,0,0,0,0,0,1,7,128,1,27,680,0,0,0,1,3273,0,0,0,0,8,1,1,0,0,1,3132,949,3.3,0,0,671,96,575,0,0,541,173,182,319,1093,419,405,1613,1519,1704,0,1,1411,0,0,0.01,0.05,0.082,0.317,0.1,0.008,0.04,0.064,0.249,0.079,32,טבעת תיכונה גזרה מז,229,גני תקווה,GANNE TIQWA,גני תקווה,14
IPLAN,2025,872,2250000,4301,58010,4301,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,1359,469,2.9,0,0,1030,0,1030,0,0,319,84,74,148,439,127,169,697,662,668,0,1,1132,0,0,0.017,0.068,0.085,0.335,0.055,0.013,0.054,0.067,0.263,0.044,32,טבעת תיכונה גזרה מז,230,מעש,MA'AS,דרום השרון,14
IPLAN,2025,841,3720000,4302,58030,4302,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,1,2078,693,3,0,0,1068,0,1068,0,0,476,180,141,198,778,161,145,1031,1047,1105,0,1,1255,0,0,0.014,0.055,0.083,0.329,0.079,0.011,0.043,0.065,0.258,0.062,32,טבעת תיכונה גזרה מז,722,מגשימים,MAGSHIMIM,דרום השרון,14
IPLAN,2025,842,3630000,4401,59010,4401,11,0,1,0,0,0,0,0,0,0,0,0,1,14,390,0,0,0,1,4792,0,0,0,0,10,1,1,0,0,1,4101,1243,3.3,0,0,1008,146,862,0,0,831,375,333,283,1376,378,526,2042,2059,2037,0,1,1918,0,0,0.014,0.055,0.083,0.329,0.079,0.011,0.043,0.065,0.258,0.062,32,טבעת תיכונה גזרה מז,587,סביון,SAVYION,סביון,14
IPLAN,2025,1250,785000,4402,58020,4402,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,974,0,0,0,0,9,1,1,0,0,1,2206,689,3.2,0,0,480,111,369,0,0,682,190,104,120,854,131,126,1113,1093,1157,0,1,828,0,0,0.011,0.052,0.085,0.266,0.085,0.011,0.052,0.085,0.266,0.085,32,טבעת תיכונה גזרה מז,1888,שטח ללא שיפוט,no municipality,חסר מעמד,14
IPLAN,2025,853,252000,4501,60070,4501,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302,0,0,0,0,8,1,1,0,0,1,1397,358,3.9,0,0,171,8,163,0,0,251,95,102,152,471,168,157,703,694,684,6,7,476,0,0,0.011,0.052,0.085,0.266,0.085,0.011,0.052,0.085,0.266,0.085,32,טבעת תיכונה גזרה מז,9400,יהוד,YEHUD,יהוד,14
IPLAN,2025,854,248000,4502,60060,4502,3,0,0,0,0,0,0,0,0,0,0,0,1,16,177,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,3601,1091,3.3,0,0,258,0,258,0,0,722,227,231,417,1261,396,347,1842,1759,1784,6,7,1230,0,0,0.011,0.052,0.085,0.266,0.085,0.011,0.052,0.085,0.266,0.085,32,טבעת תיכונה גזרה מז,9400,יהוד,YEHUD,יהוד,14
IPLAN,2025,846,570000,4503,60010,4503,3,0,1,0,0,0,0,0,0,1,55,1583,1,16,432,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,3785,1183,3.2,0,0,871,0,871,0,0,724,236,280,423,1286,472,364,1874,1911,1853,6,7,1726,0,0,0.011,0.052,0.085,0.266,0.085,0.011,0.052,0.085,0.266,0.085,32,טבעת תיכונה גזרה מז,9400,יהוד,YEHUD,יהוד,14
IPLAN,2025,844,621000,4504,60020,4504,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13543,1,8223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2794,2224,14,0,556,0,0,0,0,0,0,0,0,0,0,6,7,2168,0,0,0,0,0,0,0,0,0,0,0,0,32,טבעת תיכונה גזרה מז,9400,יהוד,YEHUD,יהוד,14
IPLAN,2025,847,373000,4505,60030,4505,8,0,0,0,0,0,0,0,0,0,0,0,1,6,236,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,3925,1227,3.2,0,0,3530,0,2384,1146,0,830,249,267,544,1311,372,352,1975,1950,1962,6,7,3294,0,0,0.011,0.052,0.085,0.266,0.085,0.011,0.052,0.085,0.266,0.085,32,טבעת תיכונה גזרה מז,9400,יהוד,YEHUD,יהוד,14
IPLAN,2025,851,593000,4506,60050,4506,3,0,1,0,0,0,0,0,0,0,0,0,1,19,510,0,0,0,1,554,0,0,0,0,7,1,1,0,0,1,9646,2756,3.5,0,0,2044,17,2027,0,0,2294,742,627,1079,3404,790,711,4943,4703,4607,6,7,4080,0,0,0.011,0.052,0.085,0.266,0.085,0.011,0.052,0.085,0.266,0.085,32,טבעת תיכונה גזרה מז,9400,יהוד,YEHUD,יהוד,14
IPLAN,2025,849,487000,4507,60090,4507,3,0,0,0,0,0,0,0,0,1,19,637,1,22,651,0,1,6000,1,1194,0,0,0,0,9,1,1,0,0,1,5776,1444,4,0,0,2467,213,2254,0,0,1399,561,457,487,2131,392,350,2952,2824,2807,6,7,3112,0,0,0.011,0.052,0.085,0.266,0.085,0.011,0.052,0.085,0.266,0.085,32,טבעת תיכונה גזרה מז,9400,יהוד,YEHUD,יהוד,14
IPLAN,2025,850,412000,4507,60080,4508,3,0,0,0,0,0,0,0,0,0,0,0,1,15,375,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,2095,537,3.9,0,0,256,0,256,0,0,377,143,152,228,707,253,236,1054,1041,1025,6,7,712,0,0,0.011,0.052,0.085,0.266,0.085,0.011,0.052,0.085,0.266,0.085,32,טבעת תיכונה גזרה מז,9400,יהוד,YEHUD,יהוד,14
IPLAN,2025,852,626000,4509,59020,4509,3,0,1,0,0,0,0,0,0,0,0,0,1,19,512,0,0,0,1,1324,0,0,0,0,9,1,1,0,0,1,3339,982,3.4,0,0,518,431,87,0,0,827,222,177,267,1104,344,398,1698,1641,1482,6,7,1422,0,0,0.011,0.052,0.085,0.266,0.085,0.011,0.052,0.085,0.266,0.085,32,טבעת תיכונה גזרה מז,9400,יהוד,YEHUD,יהוד מונוסון,14
IPLAN,2025,848,769000,4510,60040,4510,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,324,324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,0,0,0,0,0,0,0,0,0,0,0,0,32,טבעת תיכונה גזרה מז,9400,יהוד,YEHUD,יהוד,14
IPLAN,2025,845,1370000,4601,71000,4601,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8566,0,0,0,8566,0,0,0,0,0,0,0,0,0,0,0,1,5699,0,0,0,0,0,0,0,0,0,0,0,0,32,טבעת תיכונה גזרה מז,-2,שטח ללא שיפוט,no municipality,חסר מעמד,10
IPLAN,2025,8,14400000,4602,69000,4602,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23730,0,17565,6165,0,0,0,0,0,0,0,0,0,0,0,0,1,14264,0,0,0,0,0,0,0,0,0,0,0,0,32,טבעת תיכונה גזרה מז,-2,שטח ללא שיפוט,no municipality,חסר מעמד,10
IPLAN,2025,588,1420000,5001,66010,5001,3,0,0,0,0,0,0,0,0,0,0,0,1,21,531,0,1,781,0,0,0,0,0,0,7,1,1,0,0,0,7781,2048,3.8,0,0,4001,22,3979,0,0,1706,655,651,916,2746,503,603,3838,3943,4173,3,3,4754,0,0,0.014,0.055,0.083,0.329,0.079,0.011,0.043,0.065,0.258,0.062,33,טבעת תיכונה גזרה דר,466,בית דגן,BET DAGAN,בית דגן,10
IPLAN,2025,586,2270000,5002,69040,5002,11,0,0,0,0,0,0,0,0,1,2,27,1,18,453,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1265,372,3.4,0,0,452,0,452,0,0,384,210,145,117,298,57,53,500,765,564,0,1,681,0,0,0.014,0.055,0.083,0.329,0.079,0.011,0.043,0.065,0.258,0.062,33,טבעת תיכונה גזרה דר,801,חמד,HEMED,עמק לוד,10
IPLAN,2025,590,1800000,5003,69020,5003,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,1011,440,2.3,0,0,790,0,790,0,0,243,64,57,95,359,96,97,485,526,509,0,1,989,0,0,0.017,0.068,0.085,0.335,0.055,0.013,0.054,0.067,0.263,0.044,33,טבעת תיכונה גזרה דר,729,משמר השבעה,MISHMAR HASHIV'A,עמק לוד,10
IPLAN,2025,587,1360000,5004,69030,5004,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,591,204,2.9,0,0,335,0,335,0,0,136,40,38,64,210,54,49,302,289,316,0,1,434,0,0,0.014,0.055,0.083,0.329,0.079,0.011,0.043,0.065,0.258,0.062,33,טבעת תיכונה גזרה דר,836,גנות,GANNOT,עמק לוד,10
IPLAN,2025,290,4310000,5005,69010,5005,11,0,0,0,0,1,1000,0,0,1,21,617,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,961,300,3.2,0,0,699,0,699,0,0,415,48,27,124,252,68,29,501,460,407,0,1,781,0,0,0.014,0.055,0.083,0.329,0.079,0.011,0.043,0.065,0.258,0.062,33,טבעת תיכונה גזרה דר,594,צפרייה,ZAFRIYYA,עמק לוד,10
IPLAN,2025,1105,4320000,5006,69070,5006,2,0,1,0,0,0,0,1,96,1,21,617,1,66,1633,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,6422,1366,4.7,0,0,2760,0,2672,88,0,2665,636,526,886,1292,198,218,3200,3222,2729,0,1,3246,0,0,0.014,0.055,0.083,0.329,0.079,0.011,0.043,0.065,0.258,0.062,33,טבעת תיכונה גזרה דר,10040,כפר חבד,KFAR HABAD,עמק לוד,10
IPLAN,2025,1190,7560000,5007,69080,5007,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3178,0,0,7,1,1,0,0,1,1563,447,3.5,0,0,5309,112,11,5186,0,512,115,90,217,500,79,51,760,803,893,4,5,2693,0,0,0.01,0.042,0.144,0.315,0.049,0.008,0.033,0.113,0.248,0.038,33,טבעת תיכונה גזרה דר,1893,באר יעקב,BE'ER YA'AQOV,באר יעקב,10
IPLAN,2025,9,7630000,5008,69060,5008,11,0,1,0,0,0,0,0,0,1,2,39,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,3882,995,3.9,0,0,1597,0,697,900,0,1013,350,300,445,1185,219,368,1964,1918,1900,0,1,1900,0,0,0.014,0.055,0.083,0.329,0.079,0.011,0.043,0.065,0.258,0.062,33,טבעת תיכונה גזרה דר,798,יגל,YAGEL,עמק לוד,10
IPLAN,2025,22,2500000,5009,69050,5009,11,0,1,0,0,0,0,0,0,1,14,361,1,12,310,0,0,0,0,0,0,0,0,0,9,1,1,0,0,1,1342,383,3.5,0,0,1467,0,26,1441,0,346,104,90,101,448,106,146,683,659,645,0,1,1080,0,0,0.014,0.055,0.083,0.329,0.079,0.011,0.043,0.065,0.258,0.062,33,טבעת תיכונה גזרה דר,331,ניר צבי,NIR ZEVI,עמק לוד,10
IPLAN,2025,248,1270000,5101,64230,5101,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,טבעת חיצונית גזרה מ,7000,לוד,LOD,לוד,10
IPLAN,2025,246,413000,5102,64210,5102,3,0,0,0,0,0,0,0,0,0,0,0,1,16,273,0,0,0,1,807,0,0,0,0,6,4,0.938,0.062,0,1,2553,1003,2.489525,3.859728,0,326,26,300,0,0,484,144,157,333,1020,228,188,1278,1275,1302,3,3,1206,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,1218,494000,5103,64220,5103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22932,0,0,0,0,4,4,0.5,0.5,0,1,719,243,2.448607,3.738331,0,1274,637,637,0,0,199,58,52,89,224,35,63,366,353,325,3,3,450,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,229,783000,5105,64011,5104,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9765,64,15,4811,4875,0,0,0,0,0,0,0,0,0,0,3,3,6750,0,0,0,0,0,0,0,0,0,0,0,0,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,1161,814000,5106,64030,5105,8,0,0,0,0,0,0,0,0,0,0,0,1,25,630,0,0,0,1,1438,0,0,0,0,1,4,0.01,0.99,0,1,5137,1140,2.922467,4.530957,0,2835,2104,431,300,0,1928,715,497,558,1179,139,122,2588,2549,1360,3,3,3313,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,1281,367000,5105,64012,5106,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180402,0,0,0,0,1,4,0.01,0.99,0,1,3,1,1.928381,2.944093,0,5503,5011,492,0,0,1,0,0,0,1,0,0,1,1,1,3,3,2865,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,247,539000,5107,64200,5107,3,0,1,0,0,0,0,0,0,1,17,454,1,37,782,0,0,0,0,0,0,0,0,0,5,4,0.977,0.023,0,1,9452,3590,2.611456,4.048769,0,1664,0,1664,0,0,1456,560,576,937,3629,1074,1221,4961,4491,4807,3,3,4728,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,223,303000,5105,64020,5108,3,0,0,0,0,0,0,0,0,1,32,850,1,24,685,0,0,0,1,2500,0,0,0,0,1,4,0.01,0.99,0,1,1877,417,2.919242,4.525956,0,136,7,128,0,0,704,261,182,204,431,51,45,946,931,497,3,3,1301,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,1118,445000,5112,64050,5109,3,0,0,0,0,0,0,1,392,0,0,0,1,22,570,2,0,0,1,8947,0,0,0,0,4,4,0.883,0.117,0,1,8216,2707,2.909214,4.510409,0,3524,1426,21,1727,350,2449,515,437,1278,2279,472,786,4106,4110,3678,3,3,4527,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,231,571000,5108,64190,5110,3,0,0,0,0,0,0,0,0,0,0,0,1,18,377,0,0,0,1,397,0,0,0,0,1,4,0.007,0.993,0,1,4001,869,2.980656,4.621172,0,1165,11,1154,0,0,1579,484,422,523,851,98,44,2011,1990,1052,3,3,1646,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,232,749000,5109,64180,5111,2,0,0,0,0,0,0,0,0,1,51,1369,1,12,290,0,0,0,1,17588,0,0,0,0,1,4,0.007,0.993,0,1,1152,250,2.98225,4.623644,0,524,489,35,0,0,455,139,121,151,245,28,12,579,573,303,3,3,698,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,233,135000,5110,64170,5112,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,426,0,0,0,0,3,4,0.922,0.078,0,1,1770,565,3.045276,4.721358,0,320,12,308,0,0,349,122,138,247,582,139,191,896,874,820,3,3,787,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,1283,241000,5111,64040,5113,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,0.5,0.5,0,1,2677,903,2.454187,3.746851,0,5456,0,108,4278,1070,740,216,191,332,834,132,232,1364,1314,1212,3,3,3098,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,227,310000,5113,64060,5114,3,0,0,0,0,0,0,0,0,1,21,600,1,38,1061,0,0,0,1,17275,1,1238,0,0,2,4,0.208,0.792,0,1,5858,1995,2.111278,3.273299,0,2351,725,1626,0,0,1791,575,550,773,1502,283,384,2943,2915,1896,3,3,3294,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
IPLAN,2025,249,194000,5114,64070,5115,3,0,1,0,0,0,0,0,0,0,0,0,1,30,630,0,0,0,1,402,0,0,0,0,1,4,0.175,0.825,0,1,4478,1089,2.909036,4.510133,0,430,13,417,0,0,1488,608,470,607,1079,131,94,2214,2264,1449,3,3,1358,0,0,0.01,0.07,0.144,0.281,0.055,0.008,0.055,0.113,0.221,0.043,33,טבעת תיכונה גזרה דר,7000,לוד,LOD,לוד,10
