scenario,year,ID,AREA,TAZ_OLD,TAZ_1318_S,TAZ_1318_N,TYPE,CULTURALM,CULTURALL,UNIVERSITY,U_STUDENTS,COLLEGE,CSTUDENTS,YESHIVA,YSTUDENTS,EDUCATIONH,H_CLASS,H_STUDENTS,EDUCATIONE,E_CLASS,E_STUDENTS,OFFICE,MALL,MALL_AREA,STREET,STR_AREA,MARKET,MARKET_ARE,HEALTH,BEDS_HEALT,SOCECO,SECTOR,SECTOR_JEW,SECTOR_ARA,SECTOR_ORT,URBAN,POPULATION,HOUSEHOLDS,HH_JEW,HH_ARAB,HH_ORTO,EMPL_TOT,EMPL_COMM,EMPL_SERV,EMPL_INDU,EMPL_OFFIC,AGE_0_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_64,AGE_65_74,AGE_75,WOMEN,MEN,WORKERS,PARKCOST,PARKWALK,PARKCAP,SOLDIERS,ARMY,MLIC2,MLIC3,MLIC4,MLIC5,MLIC6,FLIC2,FLIC3,FLIC4,FLIC5,FLIC6,GE,GE_NAME,SEMEL,CITY_H,CITY_E,MUNICIPAL,nafa
BAU,2040,337,89400,2301,28040,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,1,0,0,1,801,334,2.4,0,0,1868,0,0,0,1868,185,43,36,126,274,65,72,416,385,464,6,9,1105,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,1314,178000,2302,28030,2302,3,0,0,0,0,0,0,0,0,1,15,530,1,14,156,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,6980,2908,2.4,0,0,848,0,848,0,0,1613,375,308,1094,2391,567,632,3621,3359,4179,6,9,3254,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,651,331000,2303,28020,2303,3,0,0,0,0,0,0,0,0,1,24,770,1,31,871,0,0,0,1,2162,0,0,0,0,8,1,1,0,0,1,7676,3198,2.4,0,0,1762,1660,102,0,0,1794,424,402,1061,2665,563,767,4081,3595,4596,6,9,4881,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,616,175000,2304,28010,2304,3,0,0,0,0,0,0,0,0,0,0,0,1,19,518,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,3594,1498,2.4,0,0,859,0,859,0,0,686,177,188,648,1225,267,403,1917,1677,2343,6,9,2249,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,634,149000,2305,28110,2305,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1549,0,0,0,0,8,1,1,0,0,1,5138,2335,2.2,0,0,1037,45,992,0,0,962,186,242,1208,1761,314,466,2781,2357,3350,6,9,2943,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,1315,135000,2306,28100,2306,4,0,0,0,0,0,0,0,0,0,0,0,1,27,743,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,3568,1982,1.8,0,0,2188,0,2188,0,0,614,165,180,791,1143,281,394,1922,1646,2280,6,9,3565,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,1139,242000,2307,28050,2307,3,0,1,0,0,0,0,0,0,0,0,0,1,60,1400,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,8951,4476,2,0,0,2399,0,2399,0,0,1712,337,386,1927,2944,745,900,4634,4317,5826,6,9,5671,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,1138,162000,2308,28060,2308,3,0,0,0,0,0,0,0,0,0,0,0,1,31,800,0,0,0,1,23544,0,0,0,0,8,1,1,0,0,1,6786,3231,2.1,0,0,1405,1339,66,0,0,1264,230,324,1548,2439,439,542,3529,3257,4421,6,9,4081,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,652,192000,2309,28070,2309,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,7496,3259,2.3,0,0,2011,0,2011,0,0,1622,361,341,1432,2561,500,679,3922,3574,4884,6,9,4519,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,653,193000,2310,28090,2310,3,0,0,0,0,0,0,0,0,0,0,0,1,26,725,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,3455,1818,1.9,0,0,859,0,859,0,0,787,156,170,507,1226,230,379,1809,1646,2207,6,9,2555,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,633,305000,2311,28120,2311,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,4749,1827,2.6,0,0,609,0,609,0,0,1132,322,283,555,1701,316,440,2404,2345,2854,6,9,2402,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,637,230000,2312,28130,2312,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22000,0,0,0,0,0,0,9,1,1,0,0,1,5752,1798,3.2,0,0,2686,634,2052,0,0,1081,510,414,542,1875,655,675,3023,2729,3340,6,9,3587,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,654,33300,2313,28080,2313,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4636,0,0,0,4636,0,0,0,0,0,0,0,0,0,0,6,9,3438,0,0,0,0,0,0,0,0,0,0,0,0,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,636,281000,2314,28170,2314,3,0,0,0,0,0,0,0,0,0,0,0,1,31,843,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,3511,1596,2.2,0,0,1011,0,1011,0,0,709,185,167,415,1100,292,643,1895,1616,1990,6,9,2457,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,1137,160000,2315,28160,2315,3,0,0,0,0,0,0,0,0,0,0,0,1,30,800,0,0,0,1,416,0,0,0,0,8,1,1,0,0,1,7651,3478,2.2,0,0,1501,11,1490,0,0,1568,355,413,1318,2589,559,849,4010,3641,4829,6,9,3870,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,1176,115000,2316,28150,2316,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,1,1,0,0,1,1005,437,2.3,0,0,3411,0,2730,0,681,168,85,80,104,327,109,134,523,482,333,6,9,1958,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,641,287000,2317,28140,2317,3,0,0,0,0,0,0,0,0,1,24,757,1,30,890,0,0,0,1,252,0,0,0,0,8,1,1,0,0,1,3479,1338,2.6,0,0,832,378,454,0,0,865,218,188,275,1178,247,507,1863,1616,1948,6,9,2044,0,0,0.007,0.037,0.127,0.295,0.095,0.005,0.029,0.099,0.232,0.074,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,גבעתיים,15
BAU,2040,681,437000,2401,21010,2401,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4373,662,3711,0,0,0,0,0,0,0,0,0,0,0,0,6,9,2955,0,0,0,0,0,0,0,0,0,0,0,0,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,1284,687000,2402,21020,2402,3,0,0,0,0,0,0,0,0,1,43,1381,1,17,483,0,0,0,1,2548,0,0,0,0,9,1,1,0,0,1,5379,2069,2.6,0,0,2004,72,1932,0,0,1272,366,318,668,1810,407,538,2826,2553,2888,6,9,3376,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,1140,165000,2403,21210,2403,3,0,0,0,0,0,0,0,0,0,0,0,1,16,500,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,5372,2336,2.3,0,0,1310,0,1310,0,0,948,235,309,988,1846,412,634,2784,2588,3273,6,9,3059,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,1285,153000,2404,21030,2404,8,0,1,0,0,1,3385,0,0,0,0,0,1,21,555,2,0,0,1,8342,0,0,0,0,8,1,1,0,0,1,3668,1667,2.2,0,0,2997,249,2149,0,599,677,183,205,685,1306,292,321,1899,1769,2206,6,9,3663,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,667,144000,2405,21040,2405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6758,0,0,0,0,7,1,1,0,0,1,5488,2888,1.9,0,0,973,194,779,0,0,791,298,314,1144,1797,440,704,2787,2701,3300,6,9,3524,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,666,120000,2406,21050,2406,3,0,0,0,0,0,0,0,0,0,0,0,1,8,179,0,0,0,1,4298,0,0,0,0,7,1,1,0,0,1,3155,1502,2.1,0,0,579,116,463,0,0,530,136,127,613,1100,234,416,1656,1499,1916,6,9,1879,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,1286,128000,2407,21060,2407,3,0,0,0,0,0,0,0,0,0,0,0,1,16,357,0,0,0,1,2433,0,0,0,0,8,1,1,0,0,1,4442,1931,2.3,0,0,988,69,919,0,0,730,225,210,1001,1505,303,469,2272,2170,2697,6,9,2559,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,671,72800,2408,21080,2408,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1350,0,0,0,0,8,1,1,0,0,1,2068,862,2.4,0,0,186,38,148,0,0,434,99,95,400,696,135,209,1059,1009,1205,6,9,973,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,670,184000,2409,21090,2409,3,0,0,0,0,1,4182,0,0,0,0,0,0,0,0,0,0,0,1,3053,0,0,0,0,8,1,1,0,0,1,3457,1503,2.3,0,0,1350,87,1263,0,0,695,142,189,692,1214,234,293,1734,1723,2015,6,9,2297,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,334,120000,2410,21100,2410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36391,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17392,1764,2968,5110,7550,0,0,0,0,0,0,0,0,0,0,6,9,8887,0,0,0,0,0,0,0,0,0,0,0,0,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,338,76500,2411,21220,2411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5286,1,22413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18329,1766,4472,5110,6981,0,0,0,0,0,0,0,0,0,0,6,9,9740,0,0,0,0,0,0,0,0,0,0,0,0,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,1288,116000,2412,21230,2412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16276,0,0,0,0,8,1,1,0,0,1,920,400,2.3,0,0,5430,456,0,1795,3179,81,29,53,242,338,72,104,394,526,609,6,9,3300,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,674,109000,2413,21120,2413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2476,0,0,0,0,9,1,1,0,0,1,1249,568,2.2,0,0,6295,70,3076,0,3149,201,68,86,219,437,113,126,633,616,723,6,9,3822,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,608,140000,2414,21140,2414,3,0,0,0,0,0,0,0,0,0,0,0,1,20,542,0,0,0,1,4053,0,0,0,0,8,1,1,0,0,1,4036,1922,2.1,0,0,644,116,528,0,0,729,188,213,831,1364,287,426,2107,1929,2438,6,9,2335,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,672,208000,2415,21070,2415,3,0,1,0,0,0,0,0,0,0,0,0,1,17,415,0,0,0,1,1798,0,0,0,0,8,1,1,0,0,1,4141,2070,2,0,0,1029,51,76,903,0,661,158,231,934,1332,303,522,2212,1929,2520,6,9,2546,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,609,241000,2416,21150,2416,3,0,0,0,0,0,0,0,0,0,0,0,1,16,370,0,0,0,1,13555,0,0,0,0,8,1,1,0,0,1,6477,3084,2.1,0,0,2253,1751,502,0,0,937,308,381,1308,2256,551,736,3396,3081,3944,6,9,4890,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,673,122000,2417,21170,2417,3,0,0,0,0,0,0,0,0,0,0,0,1,16,540,0,1,20000,1,20254,0,0,0,0,6,1,1,0,0,1,3192,1773,1.8,0,0,2033,1514,519,0,0,382,107,160,582,970,256,735,1722,1470,1944,6,9,3202,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,668,252000,2418,21180,2418,3,0,0,0,0,0,0,0,0,0,0,0,1,22,524,0,0,0,1,12037,0,0,0,0,7,1,1,0,0,1,5236,2277,2.3,0,0,1479,348,1131,0,0,785,241,309,1003,1914,413,572,2739,2497,3190,6,9,3283,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,669,79400,2419,21190,2419,3,0,0,0,0,0,0,0,0,0,0,0,1,16,391,0,1,1257,1,6724,0,0,0,0,7,1,1,0,0,1,2525,1262,2,0,0,886,235,651,0,0,325,102,180,455,835,236,391,1363,1162,1538,6,9,1869,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,614,89900,2420,21200,2420,3,0,0,0,0,0,0,0,0,0,0,0,1,16,394,0,0,0,1,3445,0,0,0,0,8,1,1,0,0,1,2497,1086,2.3,0,0,697,98,599,0,0,441,109,144,459,858,192,294,1294,1203,1521,6,9,1547,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,1312,96000,2421,22010,2421,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2537,0,0,0,0,7,1,1,0,0,1,3206,2004,1.6,0,0,406,72,334,0,0,512,142,172,709,1094,221,357,1696,1510,1887,6,9,2248,0,0,0.004,0.06,0.178,0.257,0.06,0.003,0.047,0.14,0.202,0.047,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,657,95800,2422,22040,2422,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5942,0,0,0,0,7,1,1,0,0,1,2719,1182,2.3,0,0,426,171,255,0,0,475,119,124,500,997,227,277,1428,1291,1593,6,9,1477,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,1287,221000,2423,22020,2423,8,0,0,0,0,0,0,1,549,1,4,24,1,41,841,0,0,0,1,2818,0,0,0,0,8,1,1,0,0,1,4125,1875,2.2,0,0,2800,81,2719,0,0,735,299,267,713,1407,321,383,2206,1919,2427,6,9,3706,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,662,189000,2424,22030,2424,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6497,0,0,0,0,8,1,1,0,0,1,3660,1525,2.4,0,0,673,186,487,0,0,676,176,193,626,1265,324,401,1948,1712,2144,6,9,1978,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,613,197000,2425,21160,2425,5,0,0,0,0,0,0,0,0,1,17,390,0,0,0,2,0,0,1,14421,0,0,0,0,7,1,1,0,0,1,4384,2088,2.1,0,0,4693,419,3336,0,939,582,141,252,993,1533,391,492,2340,2044,2670,6,9,4555,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,612,112000,2426,21130,2426,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5851,0,0,0,0,9,1,1,0,0,1,2758,1452,1.9,0,0,311,163,148,0,0,550,111,127,622,906,222,221,1418,1340,1666,6,9,1674,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,347,64800,2427,21110,2427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,424,0,0,0,0,9,1,1,0,0,1,1490,677,2.2,0,0,596,11,287,0,298,239,82,102,262,521,134,150,755,735,863,6,9,951,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,6300,גבעתיים,GIV'ATAYIM,רמת גן,15
BAU,2040,659,292000,2428,22050,2428,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12713,0,0,0,0,7,1,1,0,0,1,6592,2996,2.2,0,0,1211,366,694,151,0,1260,362,343,1024,2225,632,747,3478,3114,3676,6,9,3801,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,660,176000,2429,22140,2429,3,0,0,0,0,0,0,0,0,0,0,0,1,42,1066,0,0,0,1,3435,0,0,0,0,7,1,1,0,0,1,4074,1509,2.7,0,0,729,98,631,0,0,863,260,238,524,1469,347,372,2136,1938,2212,6,9,1974,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,658,216000,2430,22060,2430,3,0,0,0,0,0,0,0,0,0,0,0,1,38,1005,0,0,0,1,5540,0,0,0,0,7,1,1,0,0,1,5767,2507,2.3,0,0,584,158,426,0,0,1201,371,397,725,2013,445,615,3051,2716,3178,6,9,2873,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,661,184000,2431,22080,2431,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238,1,703,0,0,0,0,8,1,1,0,0,1,5771,1990,2.9,0,0,1035,27,1008,0,0,962,488,456,594,1878,627,766,3004,2767,1915,6,9,2607,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,626,129000,2432,22070,2432,3,0,0,0,0,0,0,0,0,1,16,382,1,12,308,0,0,0,1,2225,0,0,0,0,7,1,1,0,0,1,3470,1388,2.5,0,0,669,63,606,0,0,762,222,189,428,1184,361,324,1802,1668,1151,6,9,1812,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,1289,225000,2433,22100,2433,3,0,1,0,0,0,0,0,0,0,0,0,1,30,731,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,6287,2168,2.9,0,0,797,0,177,620,0,1509,514,498,826,1957,515,467,3143,3144,3387,6,9,2717,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,686,521000,2434,24010,2434,4,0,1,1,25253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,373,373,1,0,0,4853,0,4853,0,0,0,36,277,61,0,0,0,232,141,230,6,9,4902,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,630,236000,2435,22090,2435,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2077,0,0,0,0,6,1,1,0,0,1,3672,1469,2.5,0,0,622,62,560,0,0,1015,213,257,649,1037,243,258,1843,1829,1941,6,9,1846,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,631,206000,2436,22120,2436,3,0,0,0,0,0,0,0,0,0,0,0,1,16,464,0,0,0,1,827,0,0,0,0,8,1,1,0,0,1,6575,1992,3.3,0,0,445,23,422,0,0,1387,539,516,824,2196,595,517,3427,3148,3624,6,9,2230,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,639,298000,2437,22110,2437,3,0,0,1,2221,1,3124,0,0,1,6,100,0,0,0,0,0,0,1,958,0,0,0,0,7,1,1,0,0,1,6867,2641,2.6,0,0,1695,27,1668,0,0,1364,380,373,894,2310,756,790,3671,3196,3736,6,9,3594,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,643,300000,2438,22150,2438,3,0,0,0,0,0,0,0,0,0,0,0,1,12,308,0,0,0,1,320,0,0,0,0,8,1,1,0,0,1,6471,2588,2.5,0,0,616,8,608,0,0,1580,359,342,802,2244,565,578,3352,3119,3514,6,9,3024,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,640,225000,2439,22170,2439,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,4875,1741,2.8,0,0,434,0,434,0,0,1059,295,304,623,1649,436,508,2519,2356,2654,6,9,2037,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,638,359000,2440,22160,2440,3,0,0,0,0,0,0,0,0,1,18,340,1,52,1401,0,0,0,1,4119,0,0,0,0,8,1,1,0,0,1,5034,2014,2.5,0,0,713,118,595,0,0,1121,337,309,525,1816,447,478,2534,2500,2756,6,9,2462,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,642,275000,2441,23011,2441,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,1,2466,850,2.9,0,0,553,0,553,0,0,554,219,166,199,825,180,324,1275,1191,1274,6,9,1276,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
BAU,2040,655,309000,2442,23012,2442,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1649,0,0,0,0,9,1,1,0,0,1,2466,850,2.9,0,0,553,166,387,0,0,554,219,166,199,825,180,324,1275,1191,1274,6,9,1228,0,0,0.007,0.044,0.121,0.291,0.097,0.006,0.034,0.095,0.229,0.076,22,טבעת פנימית גזרה מז,8600,רמת גן,RAMAT GAN,רמת גן,15
