scenario,year,taz,pop,emp
tama114,2050,1220,12098,4392
tama115,2050,1301,0,3015
tama116,2050,1302,6521,3211
tama117,2050,1303,3670,2259
tama118,2050,1304,2997,2242
tama119,2050,1305,3707,4627
tama120,2050,1306,4959,7075
tama121,2050,1307,1464,8910
tama122,2050,1308,3375,1668
tama123,2050,1309,2270,1832
tama124,2050,1310,1690,1073
tama125,2050,1311,3710,1575
tama126,2050,1312,4282,2950
tama127,2050,1313,6211,6258
tama128,2050,1314,2182,9019
tama129,2050,1315,3152,2109
tama130,2050,1316,1660,1223
tama131,2050,1317,1337,698
tama132,2050,1318,2049,1996
tama133,2050,1319,2169,837
tama134,2050,1320,2433,1928
tama135,2050,1321,1509,1161
tama136,2050,1322,2021,2519
tama137,2050,1323,2224,1265
tama138,2050,1324,2178,1738
tama139,2050,1325,2234,1362
tama140,2050,1326,2048,3504
tama141,2050,1327,799,1443
tama142,2050,1328,2214,4857
tama143,2050,1329,2850,1623
tama144,2050,1330,2552,3949
tama145,2050,1401,8100,2369
tama146,2050,1403,8292,1980
tama147,2050,1404,4248,1733
tama148,2050,1405,5095,2096
tama149,2050,1406,5916,4357
tama150,2050,1407,3005,4610
tama151,2050,1408,4374,4219
tama152,2050,1409,2264,3767
tama153,2050,1410,5550,2502
tama154,2050,1411,3965,1763
tama155,2050,1412,4407,3548
tama156,2050,1413,3380,923
tama157,2050,1414,375,3923
tama158,2050,1415,2686,2072
tama159,2050,1416,1204,8832
tama160,2050,1417,57,6022
tama161,2050,1418,31,7797
tama162,2050,1419,5543,5489
tama163,2050,1420,4531,5772
tama164,2050,1421,3206,3493
tama165,2050,1501,3572,4150
tama166,2050,1502,2703,9223
tama167,2050,1503,2559,2363
tama168,2050,1504,3850,3041
tama169,2050,1505,3262,1527
tama170,2050,1506,4115,1402
tama171,2050,1507,3856,2648
tama172,2050,1508,2633,2920
tama173,2050,1509,1194,3056
tama174,2050,1510,4971,2094
tama175,2050,1511,2424,1659
tama176,2050,1512,1125,3122
tama177,2050,1513,837,1676
tama178,2050,1514,1196,2409
tama179,2050,1515,579,11079
tama180,2050,1516,494,2219
tama181,2050,1517,1209,1796
tama182,2050,1518,1815,3354
tama183,2050,1519,2810,5392
tama184,2050,1520,3747,951
tama185,2050,1521,576,20860
tama186,2050,1522,0,1189
tama187,2050,1523,1293,2142
tama188,2050,1524,6137,6530
tama189,2050,1525,1998,17071
tama190,2050,1526,1487,14302
tama191,2050,1527,318,3942
tama192,2050,1601,2174,8208
tama193,2050,1602,407,4050
tama194,2050,1603,1851,15246
tama195,2050,1604,1294,12784
tama196,2050,1605,1933,15428
tama197,2050,1606,161,19238
tama198,2050,1607,2543,7835
tama199,2050,1608,182,13907
tama200,2050,1609,4930,11091
tama201,2050,1610,812,786
tama202,2050,1611,3152,12036
tama203,2050,1612,3288,13257
tama204,2050,1613,331,11032
tama205,2050,1701,3219,5307
tama206,2050,1702,6077,4791
tama207,2050,1703,2941,6967
tama208,2050,1704,5145,5678
tama209,2050,1705,4696,3954
tama210,2050,1706,3681,5318
tama211,2050,1707,1423,676
tama212,2050,1708,3555,1087
tama213,2050,1709,6979,2288
tama214,2050,1710,5048,4153
tama215,2050,1711,5012,3334
tama216,2050,1712,2834,16234
tama217,2050,1713,0,2945
tama218,2050,1714,7344,1870
tama219,2050,1715,6512,3934
tama220,2050,1716,10443,5471
tama221,2050,1717,4608,2823
tama222,2050,1718,6339,1758
tama223,2050,1719,2247,212
tama224,2050,1720,2519,1247
tama225,2050,1721,2098,964
tama226,2050,1722,8061,1747
tama227,2050,1723,5005,1436
tama228,2050,1724,4641,1272
tama229,2050,1725,7392,2453
tama230,2050,1726,0,527
tama231,2050,1727,0,643
tama232,2050,1801,3274,6056
tama233,2050,1802,1038,2391
tama234,2050,1803,3038,1797
tama235,2050,1804,1464,14577
tama236,2050,1805,3006,6429
tama237,2050,1806,977,3112
tama238,2050,1807,1491,8336
tama239,2050,1808,5976,2737
tama240,2050,1809,2722,2757
tama241,2050,1810,0,6952
tama242,2050,1811,2441,6417
tama243,2050,1812,3240,3020
tama244,2050,1813,6525,2541
tama245,2050,1814,2184,1901
tama246,2050,1815,7905,2502
tama247,2050,1816,3816,1253
tama248,2050,1817,2103,1769
tama249,2050,1818,9036,5745
tama250,2050,1901,6942,7308
tama251,2050,1902,579,7974
tama252,2050,1903,5133,11364
tama253,2050,1904,6063,9742
tama254,2050,1905,2820,1969
tama255,2050,1906,4001,1933
tama256,2050,1907,3896,1638
tama257,2050,1908,2954,871
tama258,2050,1909,3376,10905
tama259,2050,1910,1081,9488
tama260,2050,1911,3919,2228
tama261,2050,1912,3130,21549
tama262,2050,1913,18894,5801
tama263,2050,1914,7691,5253
tama264,2050,1915,6365,873
tama265,2050,1916,286,3562
tama266,2050,1917,3953,711
tama267,2050,1919,1876,310
tama268,2050,1920,6463,896
tama269,2050,1921,5251,2364
tama270,2050,1922,3529,1998
tama271,2050,1923,9076,1824
tama272,2050,1924,440,3548
tama273,2050,1925,10317,2398
tama274,2050,1926,3635,1617
tama275,2050,1927,5371,2868
tama276,2050,1928,1353,1190
tama277,2050,1929,5193,2017
tama278,2050,1930,3207,2548
tama279,2050,1931,3431,1173
tama280,2050,1932,3330,696
tama281,2050,1933,6864,1392
tama282,2050,1934,14419,4587
tama283,2050,1935,9359,1137
tama284,2050,1936,10022,2244
tama285,2050,1937,9990,1789
tama286,2050,1939,16232,9214
tama287,2050,2001,6778,2106
tama288,2050,2002,3733,1764
tama289,2050,2003,3145,679
tama290,2050,2004,9212,4319
tama291,2050,2005,5468,3104
tama292,2050,2006,0,2590
tama293,2050,2007,5219,1860
tama294,2050,2008,3988,1097
tama295,2050,2009,9478,5701
tama296,2050,2010,5736,2323
tama297,2050,2011,5986,1456
tama298,2050,2012,3900,382
tama299,2050,2013,4937,3232
tama300,2050,2014,3706,773
tama301,2050,2015,3816,2306
tama302,2050,2016,4084,2410
tama303,2050,2017,7021,1126
tama304,2050,2018,4375,854
tama305,2050,2019,0,206
tama306,2050,2020,4413,2128
tama307,2050,2021,0,18954
tama308,2050,2022,6492,1310
tama309,2050,2023,4424,7000
tama310,2050,2024,0,1815
tama311,2050,2025,12416,11954
tama312,2050,2026,0,17294
tama313,2050,2027,0,25552
tama314,2050,2028,0,3933
tama315,2050,2029,3635,1041
tama316,2050,2030,4902,876
tama317,2050,2031,7296,4622
tama318,2050,2032,2585,2341
tama319,2050,2033,6746,1963
tama320,2050,2034,5715,1385
tama321,2050,2035,7489,2735
tama322,2050,2036,7398,2709
tama323,2050,2037,6800,3245
tama324,2050,2038,7191,2000
tama325,2050,2039,4827,1421
tama326,2050,2040,4848,2004
tama327,2050,2041,5815,2127
tama328,2050,2042,4104,1311
tama329,2050,2043,1309,2132
tama330,2050,2044,0,8377
tama331,2050,2045,14879,6646
tama332,2050,2046,4975,4162
tama333,2050,2047,7155,2613
tama334,2050,2048,6689,4174
tama335,2050,2101,150,1707
tama336,2050,2102,0,4847
tama337,2050,2103,3559,1535
tama338,2050,2104,3088,1020
tama339,2050,2105,4162,2440
tama340,2050,2106,6029,1935
tama341,2050,2107,12419,5141
tama342,2050,2108,22910,9552
tama343,2050,2109,5258,1726
tama344,2050,2110,4885,2073
tama345,2050,2111,3244,1009
tama346,2050,2112,2025,427
tama347,2050,2113,7401,1820
tama348,2050,2114,1836,420
tama349,2050,2115,8695,2752
tama350,2050,2116,10561,3391
tama351,2050,2117,15564,5554
tama352,2050,2118,0,1920
tama353,2050,2119,6195,2345
tama354,2050,2120,8772,4534
tama355,2050,2121,5419,1143
tama356,2050,2122,8545,2926
tama357,2050,2123,6824,999
tama358,2050,2125,0,10247
tama359,2050,2126,7741,2931
tama360,2050,2127,1546,373
tama361,2050,2201,10132,3965
tama362,2050,2202,551,11894
tama363,2050,2203,1138,9397
tama364,2050,2204,6835,2274
tama365,2050,2205,3290,702
tama366,2050,2206,4424,1050
tama367,2050,2207,8206,1353
tama368,2050,2208,82,6582
tama369,2050,2209,368,5986
tama370,2050,2210,653,10721
tama371,2050,2211,4691,1470
tama372,2050,2212,7746,2655
tama373,2050,2213,10414,2581
tama374,2050,2214,9543,2592
tama375,2050,2215,2082,1858
tama376,2050,2216,9659,2168
tama377,2050,2217,9549,3797
tama378,2050,2218,7724,2486
tama379,2050,2219,3485,1029
tama380,2050,2220,12068,3910
tama381,2050,2221,8936,2089
tama382,2050,2222,2174,605
tama383,2050,2223,5280,3504
tama384,2050,2224,4143,1514
tama385,2050,2225,2926,727
tama386,2050,2226,6872,2358
tama387,2050,2227,9208,3423
tama388,2050,2228,6967,1557
tama389,2050,2229,7943,4262
tama390,2050,2230,5729,982
tama391,2050,2231,7023,1190
tama392,2050,2232,3030,674
tama393,2050,2233,5452,806
tama394,2050,2234,7079,915
tama395,2050,2235,2312,8294
tama396,2050,2236,254,3615
tama397,2050,2237,10768,2725
tama398,2050,2238,8008,1492
tama399,2050,2239,4037,1482
tama400,2050,2240,6578,1689
tama401,2050,2301,1330,1566
tama402,2050,2302,8897,1381
tama403,2050,2303,7662,2080
tama404,2050,2304,3633,866
tama405,2050,2305,5704,1250
tama406,2050,2306,3609,2781
tama407,2050,2307,12520,4122
tama408,2050,2308,9483,2074
tama409,2050,2309,15529,3890
tama410,2050,2310,4362,1214
tama411,2050,2311,6656,860
tama412,2050,2312,9428,4559
tama413,2050,2313,0,7965
tama414,2050,2314,5697,1513
tama415,2050,2315,11739,2230
tama416,2050,2316,1268,3491
tama417,2050,2317,5234,1156
tama418,2050,2401,0,9216
tama419,2050,2402,9120,3192
tama420,2050,2403,8772,1941
tama421,2050,2404,3973,3450
tama422,2050,2405,9304,1584
tama423,2050,2406,5349,941
tama424,2050,2407,6782,1527
tama425,2050,2408,3507,314
tama426,2050,2409,5808,2235
tama427,2050,2410,0,25068
tama428,2050,2411,0,23058
tama429,2050,2412,4349,8808
tama430,2050,2413,1788,6696
tama431,2050,2414,6299,992
tama432,2050,2415,6043,1558
tama433,2050,2416,9061,3169
tama434,2050,2417,4342,3117
tama435,2050,2418,8623,2354
tama436,2050,2419,3618,1367
tama437,2050,2420,4196,1109
tama438,2050,2421,5087,693
tama439,2050,2422,3395,785
tama440,2050,2423,6756,4421
tama441,2050,2424,4599,935
tama442,2050,2425,5977,6388
tama443,2050,2426,4117,343
tama444,2050,2427,2377,547
tama445,2050,2428,8402,1953
tama446,2050,2429,6311,1235
tama447,2050,2430,7203,1103
tama448,2050,2431,7386,1757
tama449,2050,2432,4196,1155
tama450,2050,2433,10153,1312
tama451,2050,2434,3463,8176
tama452,2050,2435,6226,1015
tama453,2050,2436,11146,774
tama454,2050,2437,11643,2866
tama455,2050,2438,10970,1039
tama456,2050,2439,7826,762
tama457,2050,2440,8514,1174
tama458,2050,2441,3374,645
tama459,2050,2442,3537,927
tama460,2050,2443,5444,1087
tama461,2050,2444,9113,1074
tama462,2050,2445,7202,10149
tama463,2050,2446,880,774
tama464,2050,2447,1062,591
tama465,2050,2448,5588,2240
tama466,2050,2449,8921,2219
tama467,2050,2450,1459,1440
tama468,2050,2451,4117,1178
tama469,2050,2452,13650,2268
tama470,2050,2453,0,130
tama471,2050,2454,23488,12929
tama472,2050,2455,4143,15415
tama473,2050,2456,20015,9585
tama474,2050,2457,8578,3685
tama475,2050,2458,13605,6887
tama476,2050,2501,6257,719
tama477,2050,2502,7502,2748
tama478,2050,2503,5911,3359
tama479,2050,2504,5014,847
tama480,2050,2505,7352,5806
tama481,2050,2506,4563,1898
tama482,2050,2507,4955,600
tama483,2050,2508,2214,324
tama484,2050,2509,1833,1462
tama485,2050,2510,6393,1424
tama486,2050,2511,3953,1373
tama487,2050,2601,6465,2582
tama488,2050,2602,1762,773
tama489,2050,2603,2185,7452
tama490,2050,2604,1362,609
tama491,2050,2605,3330,515
tama492,2050,2606,3101,489
tama493,2050,2607,6076,2526
tama494,2050,2608,2838,584
tama495,2050,2609,5237,1261
tama496,2050,2610,8316,1442
tama497,2050,2611,3384,359
tama498,2050,2612,0,1172
tama499,2050,2613,0,1922
tama500,2050,2614,4262,1946
tama501,2050,2615,0,13277
tama502,2050,2616,9617,1305
tama503,2050,2618,0,6099
tama504,2050,2701,10191,12685
tama505,2050,2702,5012,2736
tama506,2050,2703,5761,1301
tama507,2050,2704,5933,918
tama508,2050,2801,435,205
tama509,2050,2806,0,414
tama510,2050,2807,7793,1385
tama511,2050,2808,0,6614
tama512,2050,2809,8620,1549
tama513,2050,2810,7138,622
tama514,2050,2811,6611,1043
tama515,2050,2812,5172,3122
tama516,2050,2813,3993,15262
tama517,2050,2814,3137,5318
tama518,2050,2815,3333,1302
tama519,2050,2816,4824,1612
tama520,2050,2817,4318,1379
tama521,2050,2818,2907,389
tama522,2050,2819,4940,2602
tama523,2050,2820,2668,1258
tama524,2050,2821,4813,1269
tama525,2050,2822,3640,2435
tama526,2050,2823,6390,1430
tama527,2050,2824,7496,1323
tama528,2050,2825,4220,1001
tama529,2050,2826,3363,732
tama530,2050,2827,3990,2076
tama531,2050,2828,5118,675
tama532,2050,2829,5882,3888
tama533,2050,2830,2790,1251
tama534,2050,2831,5813,1014
tama535,2050,2832,3103,411
tama536,2050,2833,3974,662
tama537,2050,2834,4325,709
tama538,2050,2835,3539,780
tama539,2050,2836,5782,2754
tama540,2050,2837,6499,1567
tama541,2050,2838,0,10922
tama542,2050,2839,0,3284
tama543,2050,2840,4004,381
tama544,2050,2841,4286,706
tama545,2050,2842,2348,279
tama546,2050,2843,2554,648
tama547,2050,2844,7071,2751
tama548,2050,2845,12899,509
tama549,2050,2846,645,1022
tama550,2050,2847,3978,423
tama551,2050,2848,5695,1320
tama552,2050,2849,7933,1899
tama553,2050,2850,4196,925
tama554,2050,2851,5017,423
tama555,2050,2852,5280,821
tama556,2050,2853,4378,731
tama557,2050,2854,12521,1607
tama558,2050,2855,3744,972
tama559,2050,2856,5363,487
tama560,2050,2857,5403,383
tama561,2050,2858,3203,1610
tama562,2050,2859,6440,2144
tama563,2050,2860,7338,758
tama564,2050,2861,480,333
tama565,2050,2862,0,6976
tama566,2050,2863,0,5999
tama567,2050,2864,0,18
tama568,2050,2865,8530,2839
tama569,2050,2866,4358,1544
tama570,2050,2867,1667,335
tama571,2050,2868,5428,1055
tama572,2050,2869,7151,1325
tama573,2050,2870,3642,315
tama574,2050,2871,5003,1412
tama575,2050,2872,11784,4052
tama576,2050,2873,5371,1885
tama577,2050,2874,11223,4144
tama578,2050,2901,5594,1224
tama579,2050,2902,8193,1740
tama580,2050,2903,7288,4017
tama581,2050,2904,9054,1825
tama582,2050,2905,7947,2320
tama583,2050,2906,9040,1458
tama584,2050,2907,13582,1901
tama585,2050,2908,7405,869
tama586,2050,2909,4890,1716
tama587,2050,2910,4674,1164
tama588,2050,2911,5208,1299
tama589,2050,2912,6019,1281
tama590,2050,2913,4462,508
tama591,2050,2914,6433,1269
tama592,2050,2915,4317,1239
tama593,2050,2916,4697,962
tama594,2050,2917,6187,1482
tama595,2050,2918,10269,1230
tama596,2050,2919,4866,433
tama597,2050,2920,4550,674
tama598,2050,2921,4779,647
tama599,2050,2922,6289,436
tama600,2050,2923,3565,344
tama601,2050,2924,3510,1423
tama602,2050,2925,3147,915
tama603,2050,2926,496,770
tama604,2050,2927,5271,751
tama605,2050,2928,3624,466
tama606,2050,2929,4902,264
tama607,2050,2930,3272,449
tama608,2050,2931,11350,2549
tama609,2050,2932,7317,5362
tama610,2050,2933,5875,465
tama611,2050,2934,5608,724
tama612,2050,2935,10878,1029
tama613,2050,2936,12214,13342
tama614,2050,2937,2138,157
tama615,2050,2938,7517,651
tama616,2050,2940,9342,1276
tama617,2050,2941,15031,2507
tama618,2050,2942,4564,818
tama619,2050,2943,10422,3229
tama620,2050,3001,0,7465
tama621,2050,3003,62,28
tama622,2050,3005,650,15013
tama623,2050,3006,0,9013
tama624,2050,3007,1730,683
tama625,2050,3008,7094,1807
tama626,2050,3009,7094,1806
tama627,2050,3010,4739,1287
tama628,2050,3011,5018,4760
tama629,2050,3012,7742,3169
tama630,2050,3013,10094,4572
tama631,2050,3014,6063,943
tama632,2050,3015,4102,1188
tama633,2050,3016,10216,3912
tama634,2050,3017,7379,2663
tama635,2050,3018,4526,1706
tama636,2050,3019,5086,3131
tama637,2050,3020,3290,2248
tama638,2050,3021,3183,1033
tama639,2050,3022,4456,1408
tama640,2050,3023,10156,2214
tama641,2050,3025,8068,1722
tama642,2050,3026,5430,969
tama643,2050,3027,6638,5628
tama644,2050,3028,5665,1489
tama645,2050,3029,5917,2024
tama646,2050,3030,0,10410
tama647,2050,3031,4244,919
tama648,2050,3101,8677,2860
tama649,2050,3102,7034,1904
tama650,2050,3103,13372,4745
tama651,2050,3104,521,5348
tama652,2050,3105,1991,388
tama653,2050,3106,6117,1152
tama654,2050,3107,9099,1544
tama655,2050,3108,2457,1561
tama656,2050,3109,2839,683
tama657,2050,3110,2705,785
tama658,2050,3111,5171,747
tama659,2050,3112,7069,734
tama660,2050,3113,4336,357
tama661,2050,3114,0,8124
tama662,2050,3115,3171,5476
tama663,2050,3116,3477,813
tama664,2050,3117,3519,2354
tama665,2050,3118,4612,1235
tama666,2050,3119,3812,808
tama667,2050,3120,4572,969
tama668,2050,3121,5323,749
tama669,2050,3122,2353,19490
tama670,2050,3123,6520,1203
tama671,2050,3124,3288,841
tama672,2050,3125,4542,1241
tama673,2050,3126,6055,1584
tama674,2050,3127,5026,2756
tama675,2050,3128,2979,851
tama676,2050,3129,2674,1411
tama677,2050,3130,3976,1359
tama678,2050,3131,3670,1958
tama679,2050,3132,3605,409
tama680,2050,3133,2575,697
tama681,2050,3134,4047,1330
tama682,2050,3135,146,4233
tama683,2050,3136,4982,774
tama684,2050,3137,611,10533
tama685,2050,3201,736,818
tama686,2050,3202,3172,803
tama687,2050,3203,713,992
tama688,2050,3204,3054,513
tama689,2050,3205,5447,2035
tama690,2050,3301,9895,2870
tama691,2050,3302,5939,1229
tama692,2050,3303,5244,1126
tama693,2050,3304,8701,6256
tama694,2050,3305,4310,1239
tama695,2050,3306,4738,847
tama696,2050,3307,5714,1053
tama697,2050,3308,10264,7804
tama698,2050,3309,7513,2035
tama699,2050,3310,4057,3443
tama700,2050,3311,16474,5676
tama701,2050,3312,8213,2529
tama702,2050,3313,3204,1444
tama703,2050,3314,7531,3035
tama704,2050,3315,14009,3914
tama705,2050,3316,18235,9517
tama706,2050,3317,5864,2551
tama707,2050,3319,2635,1272
tama708,2050,3320,21537,6052
tama709,2050,3321,0,7710
tama710,2050,3324,0,11952
tama711,2050,4002,7900,2365
tama712,2050,4003,2644,1886
tama713,2050,4004,0,1588
tama714,2050,4005,2644,529
tama715,2050,4007,5223,1575
tama716,2050,4008,7138,1595
tama717,2050,4009,13711,2153
tama718,2050,4010,14855,478
tama719,2050,4012,0,9178
tama720,2050,4013,0,27943
tama721,2050,4014,7426,2431
tama722,2050,4015,8139,1004
tama723,2050,4016,8293,2588
tama724,2050,4017,18519,3478
tama725,2050,4018,0,3314
tama726,2050,4019,8500,2799
tama727,2050,4020,19228,4029
tama728,2050,4021,0,10101
tama729,2050,4022,0,16628
tama730,2050,4023,0,17095
tama731,2050,4024,0,24268
tama732,2050,4025,3041,4315
tama733,2050,4026,0,12314
tama734,2050,4027,0,6802
tama735,2050,4028,1006,17217
tama736,2050,4029,2074,8019
tama737,2050,4030,5823,1493
tama738,2050,4031,5580,1677
tama739,2050,4032,8529,5220
tama740,2050,4033,7667,3721
tama741,2050,4034,3349,315
tama742,2050,4035,9357,2074
tama743,2050,4036,10405,2273
tama744,2050,4037,9530,2045
tama745,2050,4038,22934,22911
tama746,2050,4039,7493,2129
tama747,2050,4040,13414,5451
tama748,2050,4041,5949,1480
tama749,2050,4042,4355,890
tama750,2050,4043,7039,1079
tama751,2050,4044,3805,477
tama752,2050,4045,4668,784
tama753,2050,4046,8860,12679
tama754,2050,4047,3757,983
tama755,2050,4048,4884,743
tama756,2050,4049,3791,526
tama757,2050,4050,7539,2283
tama758,2050,4051,9500,2900
tama759,2050,4052,6175,1866
tama760,2050,4053,4657,3351
tama761,2050,4054,4843,2228
tama762,2050,4055,2809,829
tama763,2050,4056,11350,2063
tama764,2050,4057,4108,287
tama765,2050,4058,8714,2766
tama766,2050,4059,9222,3173
tama767,2050,4060,9244,5072
tama768,2050,4061,4337,395
tama769,2050,4062,5330,970
tama770,2050,4063,4936,868
tama771,2050,4064,7307,1280
tama772,2050,4065,10547,3973
tama773,2050,4066,8610,1386
tama774,2050,4067,4330,2278
tama775,2050,4068,9164,1432
tama776,2050,4069,21684,2172
tama777,2050,4070,10397,1332
tama778,2050,4071,7538,1509
tama779,2050,4072,5163,731
tama780,2050,4073,6954,1119
tama781,2050,4074,7307,1467
tama782,2050,4101,15852,3665
tama783,2050,4102,11900,5444
tama784,2050,4103,6574,3889
tama785,2050,4104,9881,1544
tama786,2050,4105,12334,4325
tama787,2050,4106,4864,1482
tama788,2050,4201,9698,1216
tama789,2050,4202,7936,1383
tama790,2050,4203,6158,865
tama791,2050,4204,3528,709
tama792,2050,4301,2796,1249
tama793,2050,4302,13107,3878
tama794,2050,4401,5497,1186
tama795,2050,4402,12431,3812
tama796,2050,4501,1501,180
tama797,2050,4502,6505,663
tama798,2050,4503,6702,1282
tama799,2050,4504,0,5982
tama800,2050,4505,5867,4531
tama801,2050,4506,17793,5131
tama802,2050,4507,2237,247
tama803,2050,4508,6234,2887
tama804,2050,4509,3524,516
tama805,2050,4510,0,2710
tama806,2050,4601,0,9482
tama807,2050,4602,0,31859
tama808,2050,5001,15057,6986
tama809,2050,5002,2099,672
tama810,2050,5003,1681,1042
tama811,2050,5004,988,474
tama812,2050,5005,1605,940
tama813,2050,5006,12344,5039
tama814,2050,5007,16439,17035
tama815,2050,5008,4705,1988
tama816,2050,5009,3634,2211
tama817,2050,5102,4105,566
tama818,2050,5103,7280,7736
tama819,2050,5104,682,21957
tama820,2050,5105,11242,7756
tama821,2050,5106,8983,4192
tama822,2050,5107,10749,2131
tama823,2050,5108,5386,1642
tama824,2050,5109,2118,825
tama825,2050,5110,1970,409
tama826,2050,5111,7401,8540
tama827,2050,5112,12827,8591
tama828,2050,5113,5925,2408
tama829,2050,5114,6730,851
tama830,2050,5115,5089,1056
tama831,2050,5116,7074,1114
tama832,2050,5117,3628,783
tama833,2050,5118,4786,1775
tama834,2050,5119,323,662
tama835,2050,5120,7938,1686
tama836,2050,5121,6880,1059
tama837,2050,5122,7627,8023
tama838,2050,5123,7601,821
tama839,2050,5201,5773,814
tama840,2050,5202,4781,1102
tama841,2050,5203,4812,802
tama842,2050,5204,8357,6661
tama843,2050,5205,4144,1046
tama844,2050,5206,9209,759
tama845,2050,5207,0,4252
tama846,2050,5208,2877,7574
tama847,2050,5209,5044,511
tama848,2050,5210,2970,3690
tama849,2050,5211,7067,1373
tama850,2050,5212,7519,1522
tama851,2050,5213,5602,903
tama852,2050,5214,17073,6165
tama853,2050,5215,4782,428
tama854,2050,5216,5115,925
tama855,2050,5217,7309,884
tama856,2050,5218,6015,824
tama857,2050,5219,1786,2322
tama858,2050,5220,1371,1868
tama859,2050,5221,471,3444
tama860,2050,5222,2577,6752
tama861,2050,5223,9819,1829
tama862,2050,5224,6734,818
tama863,2050,5301,0,482
tama864,2050,5302,17310,2754
tama865,2050,5303,0,13042
tama866,2050,5304,0,1331
tama867,2050,5305,20148,5562
tama868,2050,5306,9122,3455
tama869,2050,5307,3815,1140
tama870,2050,5308,8517,1955
tama871,2050,5309,0,23512
tama872,2050,5310,0,14391
tama873,2050,5311,10735,12133
tama874,2050,5313,6581,431
tama875,2050,5314,6151,967
tama876,2050,5315,10583,466
tama877,2050,5316,7537,430
tama878,2050,5317,5373,1021
tama879,2050,5318,13675,3113
tama880,2050,5319,6923,2310
tama881,2050,5320,0,12906
tama882,2050,5321,511,0
tama883,2050,5323,11228,4380
tama884,2050,5324,7488,484
tama885,2050,5325,8543,1180
tama886,2050,5326,5728,941
tama887,2050,5327,4389,569
tama888,2050,5328,5231,1778
tama889,2050,5329,6129,998
tama890,2050,5330,4403,337
tama891,2050,5331,4331,1084
tama892,2050,5332,2019,343
tama893,2050,5333,7411,2157
tama894,2050,5334,10608,2534
tama895,2050,5336,8721,1325
tama896,2050,5337,5533,328
tama897,2050,5338,10294,7078
tama898,2050,5340,7080,293
tama899,2050,5341,8594,1120
tama900,2050,5342,4969,516
tama901,2050,5343,4535,730
tama902,2050,5344,4202,983
tama903,2050,5345,4570,1494
tama904,2050,5346,4194,1207
tama905,2050,5347,3471,454
tama906,2050,5348,3443,7210
tama907,2050,5349,4170,16565
tama908,2050,5350,4615,3458
tama909,2050,5351,7235,3319
tama910,2050,5352,3191,962
tama911,2050,5353,6291,497
tama912,2050,5354,6690,794
tama913,2050,5355,8135,1080
tama914,2050,5356,11429,1863
tama915,2050,5357,6520,1885
tama916,2050,5360,3306,592
tama917,2050,5361,12370,2554
tama918,2050,5362,6140,1152
tama919,2050,5363,7538,823
tama920,2050,5364,10870,1473
tama921,2050,5365,4807,913
tama922,2050,5366,5586,1791
tama923,2050,5367,2841,688
tama924,2050,5368,5086,585
tama925,2050,5370,0,7116
tama926,2050,5371,0,236
tama927,2050,5373,7099,1626
tama928,2050,5374,0,24
tama929,2050,5401,1499,6757
tama930,2050,5402,7413,3921
tama931,2050,5403,10590,3366
tama932,2050,5404,25901,8849
tama933,2050,5405,7267,7102
tama934,2050,5406,17855,4716
tama935,2050,5407,28296,10943
tama936,2050,5501,3462,547
tama937,2050,5502,621,93
tama938,2050,5503,8933,675
tama939,2050,5504,4674,3415
tama940,2050,5505,8639,1909
tama941,2050,5506,10301,2192
tama942,2050,5507,8069,840
tama943,2050,5508,4126,960
tama944,2050,5509,3550,824
tama945,2050,5510,3116,938
tama946,2050,5511,3644,1083
tama947,2050,5512,5346,570
tama948,2050,5513,4211,7692
tama949,2050,5514,0,4643
tama950,2050,5515,0,10805
tama951,2050,5516,14248,1323
tama952,2050,5517,2069,308
tama953,2050,5601,0,36467
tama954,2050,5602,6737,979
tama955,2050,5603,0,2891
tama956,2050,5604,384,1453
tama957,2050,5605,3636,141
tama958,2050,5608,9425,2460
tama959,2050,5609,9657,2236
tama960,2050,5610,5189,1091
tama961,2050,5611,4098,2201
tama962,2050,5612,4875,815
tama963,2050,5613,4595,571
tama964,2050,5614,5359,1927
tama965,2050,5615,5015,1952
tama966,2050,5616,0,3234
tama967,2050,5617,4241,649
tama968,2050,5618,11949,7140
tama969,2050,5619,10490,2236
tama970,2050,5620,8547,236
tama971,2050,5621,3610,621
tama972,2050,5622,2873,4845
tama973,2050,5623,3938,2303
tama974,2050,5624,5621,4031
tama975,2050,5625,5000,585
tama976,2050,5626,4594,665
tama977,2050,5627,7940,741
tama978,2050,5628,9425,2460
tama979,2050,5629,3627,487
tama980,2050,5630,9465,1122
tama981,2050,5631,8426,1725
tama982,2050,5632,9259,1287
tama983,2050,5633,11118,1039
tama984,2050,5634,6974,971
tama985,2050,5635,7588,900
tama986,2050,5636,5968,923
tama987,2050,5637,20667,11776
tama988,2050,5638,9179,2284
tama989,2050,5639,5064,950
tama990,2050,5640,4329,558
tama991,2050,5641,1338,4784
tama992,2050,5642,9801,1552
tama993,2050,5643,8092,1579
tama994,2050,5644,0,3494
tama995,2050,5645,9587,1499
tama996,2050,6001,4492,956
tama997,2050,6002,6905,5887
tama998,2050,6003,0,3945
tama999,2050,6004,4034,1634
tama1000,2050,6005,5017,2943
tama1001,2050,6006,6939,1283
tama1002,2050,6008,2325,793
tama1003,2050,6009,952,224
tama1004,2050,6010,8107,3296
tama1005,2050,6011,1698,353
tama1006,2050,6012,4953,3100
tama1007,2050,6013,2035,1073
tama1008,2050,6014,2306,1138
