taz,superzone,pop_conv,emp_conv,pop_trends,emp_trends,pop_focus,emp_focus,pop_tama70,emp_tama70
2447,קרית אונו-אור יהודה,802,345,802,277,802,345,1062,591
2448,קרית אונו-אור יהודה,8155,1950,6781,1948,8155,1968,5588,2240
2449,קרית אונו-אור יהודה,5571,1248,4289,535,5571,1248,8921,2219
2450,רמת גן-גבעתיים,1061,810,882,809,1061,818,1459,1440
2451,רמת גן-גבעתיים,3182,771,2645,771,3182,778,4117,1178
2452,רמת גן-גבעתיים,10390,1517,8639,1515,10390,1531,13650,2268
2453,רמת גן-גבעתיים,0,88,0,88,0,88,0,130
2454,קרית אונו-אור יהודה,16700,7921,13105,3762,16700,7921,23488,12929
2455,קרית אונו-אור יהודה,2225,14151,1743,7533,2225,14151,4143,15415
2456,קרית אונו-אור יהודה,16305,6885,12510,3240,16305,6885,20015,9585
2457,קרית אונו-אור יהודה,6672,2441,5119,1149,6672,2441,8578,3685
2458,קרית אונו-אור יהודה,11251,5619,13537,5298,11251,5619,13605,6887
2501,קרית אונו-אור יהודה,5117,495,5117,424,5117,495,6257,719
2502,קרית אונו-אור יהודה,5785,1775,5785,1381,5785,1775,7502,2748
2503,קרית אונו-אור יהודה,4419,2321,4419,1983,4419,2321,5911,3359
2504,קרית אונו-אור יהודה,3412,623,3412,1225,3412,623,5014,847
2505,קרית אונו-אור יהודה,4585,4266,4513,9155,4585,4266,7352,5806
2506,קרית אונו-אור יהודה,4037,1466,4037,1140,4037,1466,4563,1898
2507,קרית אונו-אור יהודה,4955,548,4955,405,4955,548,4955,600
2508,קרית אונו-אור יהודה,2123,272,2123,174,2123,272,2214,324
2509,קרית אונו-אור יהודה,1426,968,1232,627,1426,968,1833,1462
2510,קרית אונו-אור יהודה,4996,948,4391,628,4996,948,6393,1424
2511,קרית אונו-אור יהודה,3134,857,2404,404,3134,857,3953,1373
2601,קרית אונו-אור יהודה,5479,1743,2204,726,5479,1743,6465,2582
2602,קרית אונו-אור יהודה,1881,755,1762,608,1881,755,1762,773
2603,קרית אונו-אור יהודה,1416,4334,3195,6671,1416,4334,2185,7452
2604,קרית אונו-אור יהודה,1467,520,1322,405,1467,520,1362,609
2605,קרית אונו-אור יהודה,3330,678,3330,515,3330,678,3330,515
2606,קרית אונו-אור יהודה,2334,282,2323,154,2334,282,3101,489
2607,קרית אונו-אור יהודה,4543,1307,3486,615,4543,1307,6076,2526
2608,קרית אונו-אור יהודה,2208,387,1694,182,2208,387,2838,584
2609,קרית אונו-אור יהודה,4074,835,3465,480,4074,835,5237,1261
2610,קרית אונו-אור יהודה,7699,1086,7253,789,7699,1086,8316,1442
2611,קרית אונו-אור יהודה,2709,326,1770,224,2709,326,3384,359
2612,קרית אונו-אור יהודה,0,1637,0,663,0,1637,0,1172
2613,קרית אונו-אור יהודה,0,1638,0,663,0,1638,0,1922
2614,קרית אונו-אור יהודה,3315,1289,3299,995,3315,1289,4262,1946
2615,קרית אונו-אור יהודה,0,9256,0,6057,0,9256,0,13277
2616,קרית אונו-אור יהודה,7481,864,6817,407,7481,864,9617,1305
2618,קרית אונו-אור יהודה,0,4392,0,1736,0,4392,0,6099
2701,חולון-אזור,6195,8106,6527,7381,6195,8106,10191,12685
2702,חולון-אזור,3967,2091,4092,1990,3967,2091,5012,2736
2703,חולון-אזור,4640,1008,4906,955,4640,1008,5761,1301
2704,חולון-אזור,5273,723,5577,684,5273,723,5933,918
2801,חולון-אזור,386,160,386,157,386,160,435,205
2806,חולון-אזור,0,167,0,278,0,167,0,414
2807,חולון-אזור,5476,595,4491,566,5476,595,7793,1385
2808,חולון-אזור,0,5213,0,5131,0,5213,0,6614
2809,חולון-אזור,5488,652,5649,618,5488,652,8620,1549
2810,חולון-אזור,4533,220,4533,209,4533,220,7138,622
2811,חולון-אזור,4299,380,4299,377,4299,380,6611,1043
2812,חולון-אזור,3413,1916,3413,2102,3413,1916,5172,3122
2813,חולון-אזור,2301,11489,1350,11404,2301,11489,3993,15262
2814,חולון-אזור,2113,4182,1753,4078,2113,4182,3137,5318
2815,חולון-אזור,2436,853,2505,807,2436,853,3333,1302
2816,חולון-אזור,3495,1122,3545,1121,3495,1122,4824,1612
2817,חולון-אזור,3082,956,3111,978,3082,956,4318,1379
2818,חולון-אזור,2402,301,2470,286,2402,301,2907,389
2819,חולון-אזור,3777,2136,3835,2133,3777,2136,4940,2602
2820,חולון-אזור,1957,1119,1957,1333,1957,1119,2668,1258
2821,חולון-אזור,3507,1117,3507,1332,3507,1117,4813,1269
2822,חולון-אזור,2596,1564,2654,1523,2596,1564,3640,2435
2823,חולון-אזור,3951,582,4035,567,3951,582,6390,1430
2824,חולון-אזור,4642,548,4743,535,4642,548,7496,1323
2825,חולון-אזור,2634,415,2714,393,2634,415,4220,1001
2826,חולון-אזור,2368,384,2438,364,2368,384,3363,732
2827,חולון-אזור,3178,1634,2539,1210,3178,1634,3990,2076
2828,חולון-אזור,3993,442,4110,420,3993,442,5118,675
2829,חולון-אזור,4278,2873,4372,2796,4278,2873,5882,3888
2830,חולון-אזור,2070,880,2114,857,2070,880,2790,1251
2831,חולון-אזור,5347,1043,5344,1243,5347,1043,5813,1014
2832,חולון-אזור,2591,304,2591,362,2591,304,3103,411
2833,חולון-אזור,3159,491,3230,478,3159,491,3974,662
2834,חולון-אזור,3581,551,3657,536,3581,551,4325,709
2835,חולון-אזור,2411,467,2482,442,2411,467,3539,780
2836,חולון-אזור,5119,2044,5413,1937,5119,2044,5782,2754
2837,חולון-אזור,4556,914,4556,887,4556,914,6499,1567
2838,חולון-אזור,0,8493,0,8485,0,8493,0,10922
2839,חולון-אזור,0,2983,0,2980,0,2983,0,3284
2840,חולון-אזור,2161,147,2224,140,2161,147,4004,381
2841,חולון-אזור,2974,321,3059,304,2974,321,4286,706
2842,חולון-אזור,1636,128,1684,121,1636,128,2348,279
2843,חולון-אזור,1849,323,1904,307,1849,323,2554,648
2844,חולון-אזור,5987,1885,5987,1842,5987,1885,7071,2751
2845,חולון-אזור,11177,354,11177,340,11177,354,12899,509
2846,חולון-אזור,642,1062,642,1265,642,1062,645,1022
2847,חולון-אזור,3022,326,3071,325,3022,326,3978,423
2848,חולון-אזור,4261,927,4386,879,4261,927,5695,1320
2849,חולון-אזור,5948,1322,3971,820,5948,1322,7933,1899
2850,חולון-אזור,5132,1274,5427,1208,5132,1274,4196,925
2851,חולון-אזור,5017,487,5164,462,5017,487,5017,423
2852,חולון-אזור,4537,628,4670,596,4537,628,5280,821
2853,חולון-אזור,4327,544,4327,538,4327,544,4378,731
2854,חולון-אזור,12204,1209,12204,1172,12204,1209,12521,1607
2855,חולון-אזור,3349,724,3542,685,3349,724,3744,972
2856,חולון-אזור,4372,322,4500,307,4372,322,5363,487
2857,חולון-אזור,4479,297,4611,281,4479,297,5403,383
2858,חולון-אזור,2281,795,2344,754,2281,795,3203,1610
2859,חולון-אזור,3887,786,4083,745,3887,786,6440,2144
2860,חולון-אזור,4301,278,4549,264,4301,278,7338,758
2861,חולון-אזור,336,259,337,248,336,259,480,333
2862,חולון-אזור,0,6849,0,6843,0,6849,0,6976
2863,חולון-אזור,0,4908,0,4842,0,4908,0,5999
2864,חולון-אזור,0,11,0,11,0,11,0,18
2865,חולון-אזור,5373,2181,4992,2105,5373,2181,8530,2839
2866,חולון-אזור,3517,1200,3719,1138,3517,1200,4358,1544
2867,חולון-אזור,1378,255,1456,241,1378,255,1667,335
2868,חולון-אזור,5182,843,5338,798,5182,843,5428,1055
2869,חולון-אזור,6029,1017,6210,964,6029,1017,7151,1325
2870,חולון-אזור,3332,279,3429,264,3332,279,3642,315
2871,חולון-אזור,6058,1917,6406,1816,6058,1917,5003,1412
2872,חולון-אזור,12116,3823,12812,3623,12116,3823,11784,4052
2873,חולון-אזור,4131,1309,4368,1240,4131,1309,5371,1885
2874,חולון-אזור,8260,2611,8736,2475,8260,2611,11223,4144
2901,בת ים,4648,938,3080,444,4648,938,5594,1224
2902,בת ים,5547,1107,4101,760,5547,1107,8193,1740
2903,בת ים,4939,4008,4839,3159,4939,4008,7288,4017
2904,בת ים,5973,1079,4416,745,5973,1079,9054,1825
2905,בת ים,5903,1523,3912,918,5903,1523,7947,2320
2906,בת ים,6976,1033,3678,502,6976,1033,9040,1458
2907,בת ים,10142,1263,5123,559,10142,1263,13582,1901
2908,בת ים,5843,626,3084,273,5843,626,7405,869
2909,בת ים,3372,1213,3372,956,3372,1213,4890,1716
2910,בת ים,3197,746,3197,717,3197,746,4674,1164
2911,בת ים,3908,816,3908,788,3908,816,5208,1299
2912,בת ים,4202,859,4202,831,4202,859,6019,1281
2913,בת ים,3239,329,2306,230,3239,329,4462,508
2914,בת ים,5458,955,3617,588,5458,955,6433,1269
2915,בת ים,3738,952,2477,574,3738,952,4317,1239
2916,בת ים,3969,733,2507,430,3969,733,4697,962
2917,בת ים,4286,973,417,487,4286,973,6187,1482
2918,בת ים,7582,832,4724,474,7582,832,10269,1230
2919,בת ים,5119,391,3560,273,5119,391,4866,433
2920,בת ים,3694,470,3201,373,3694,470,4550,674
2921,בת ים,5609,654,3717,416,5609,654,4779,647
2922,בת ים,6176,372,4093,258,6176,372,6289,436
2923,בת ים,3925,325,2601,215,3925,325,3565,344
2924,בת ים,2904,970,2904,917,2904,970,3510,1423
2925,בת ים,2788,578,2788,559,2788,578,3147,915
2926,בת ים,340,388,340,358,340,388,496,770
2927,בת ים,4249,415,4249,415,4249,415,5271,751
2928,בת ים,3127,361,2072,229,3127,361,3624,466
2929,בת ים,4021,199,2665,143,4021,199,4902,264
2930,בת ים,3270,433,2167,273,3270,433,3272,449
2931,בת ים,10600,2150,1031,838,10600,2150,11350,2549
2932,בת ים,4777,3435,3057,2352,4777,3435,7317,5362
2933,בת ים,4340,320,2876,215,4340,320,5875,465
2934,בת ים,3637,471,3152,373,3637,471,5608,724
2935,בת ים,9384,783,5060,344,9384,783,10878,1029
2936,בת ים,1704,9756,321,6841,1704,9756,12214,13342
2937,בת ים,2819,238,1868,157,2819,238,2138,157
2938,בת ים,8412,754,717,251,8412,754,7517,651
2940,בת ים,8900,1036,759,346,8900,1036,9342,1276
2941,בת ים,13044,1953,1112,651,13044,1953,15031,2507
2942,בת ים,3433,551,293,183,3433,551,4564,818
2943,בת ים,10687,3237,911,1080,10687,3237,10422,3229
3001,רעננה,0,6643,0,3732,0,6643,0,7465
3003,רעננה,59,23,59,22,59,23,62,28
3005,רעננה,678,12815,543,11199,678,12815,650,15013
3006,רעננה,0,9093,0,6538,0,9093,0,9013
3007,רעננה,1602,598,1223,485,1602,598,1730,683
3008,רעננה,6570,1582,4165,799,6570,1582,7094,1807
3009,רעננה,6570,1582,4165,800,6570,1582,7094,1806
3010,רעננה,4389,1126,3886,940,4389,1126,4739,1287
3011,רעננה,4169,3672,2643,1856,4169,3672,5018,4760
3012,רעננה,7014,2690,6449,2350,7014,2690,7742,3169
3013,רעננה,9307,3990,6558,2032,9307,3990,10094,4572
3014,רעננה,5667,833,3594,420,5667,833,6063,943
3015,רעננה,3799,1042,2409,593,3799,1042,4102,1188
3016,רעננה,9823,3578,6228,2104,9823,3578,10216,3912
3017,רעננה,6649,2245,4848,1753,6649,2245,7379,2663
3018,רעננה,3265,1011,2917,819,3265,1011,4526,1706
3019,רעננה,4248,2704,3438,1740,4248,2704,5086,3131
3020,רעננה,2830,1954,2437,1299,2830,1954,3290,2248
3021,רעננה,2712,908,2336,727,2712,908,3183,1033
3022,רעננה,3477,1034,2435,740,3477,1034,4456,1408
3023,רעננה,8295,1635,6666,1208,8295,1635,10156,2214
3025,רעננה,7209,1475,4655,761,7209,1475,8068,1722
3026,רעננה,5137,866,3707,558,5137,866,5430,969
3027,רעננה,5241,4620,3868,3026,5241,4620,6638,5628
3028,רעננה,4243,936,3248,663,4243,936,5665,1489
3029,רעננה,4364,1097,2766,688,4364,1097,5917,2024
3030,רעננה,0,5979,0,4819,0,5979,0,10410
3031,רעננה,3930,803,2492,406,3930,803,4244,919
3101,כפר סבא,9052,2814,6383,2043,9052,2814,8677,2860
3102,כפר סבא,6411,1595,8051,1840,6411,1595,7034,1904
3103,כפר סבא,12187,3973,15305,4583,12187,3973,13372,4745
3104,כפר סבא,207,3886,267,2075,207,3886,521,5348
3105,כפר סבא,1822,325,2288,376,1822,325,1991,388
3106,כפר סבא,5575,965,7001,1113,5575,965,6117,1152
3107,כפר סבא,8293,1293,10414,1492,8293,1293,9099,1544
3108,כפר סבא,2240,1307,2813,1508,2240,1307,2457,1561
3109,כפר סבא,2588,571,3250,660,2588,571,2839,683
3110,כפר סבא,2543,709,3193,818,2543,709,2705,785
3111,כפר סבא,4713,625,5919,722,4713,625,5171,747
3112,כפר סבא,6456,616,8107,712,6456,616,7069,734
3113,כפר סבא,4164,437,5229,504,4164,437,4336,357
3114,כפר סבא,0,7619,0,8793,0,7619,0,8124
3115,כפר סבא,3135,5735,3467,5574,3135,5735,3171,5476
3116,כפר סבא,3454,846,4338,977,3454,846,3477,813
3117,כפר סבא,3273,1857,3154,1515,3273,1857,3519,2354
3118,כפר סבא,4259,1058,5349,1222,4259,1058,4612,1235
3119,כפר סבא,3902,818,4900,943,3902,818,3812,808
3120,כפר סבא,4167,811,5233,937,4167,811,4572,969
3121,כפר סבא,4834,625,6071,721,4834,625,5323,749
3122,כפר סבא,2293,14365,2079,16485,2293,14365,2353,19490
3123,כפר סבא,6751,1247,8478,1439,6751,1247,6520,1203
3124,כפר סבא,3183,777,3997,897,3183,777,3288,841
3125,כפר סבא,3991,1021,4774,1177,3991,1021,4542,1241
3126,כפר סבא,5866,1343,7027,1454,5866,1343,6055,1584
3127,כפר סבא,5026,2354,5232,2109,5026,2354,5026,2756
3128,כפר סבא,3006,744,3228,696,3006,744,2979,851
3129,כפר סבא,2617,1192,2894,1160,2617,1192,2674,1411
3130,כפר סבא,3923,1297,4339,1260,3923,1297,3976,1359
3131,כפר סבא,3465,1741,3355,1417,3465,1741,3670,1958
3132,כפר סבא,3870,506,4860,583,3870,506,3605,409
3133,כפר סבא,2560,841,3066,910,2560,841,2575,697
3134,כפר סבא,3868,1692,4857,1954,3868,1692,4047,1330
3135,כפר סבא,121,2468,108,1456,121,2468,146,4233
3136,כפר סבא,4066,515,5106,593,4066,515,4982,774
3137,ראש העין,401,8003,247,9148,401,8003,611,10533
3201,רעננה,677,704,430,595,677,704,736,818
3202,הוד השרון,3199,792,3731,841,3199,792,3172,803
3203,הוד השרון,664,998,774,1060,664,998,713,992
3204,הוד השרון,2636,448,3074,476,2636,448,3054,513
3205,הרצלייה,4492,1552,2839,975,4492,1552,5447,2035
3301,הוד השרון,8624,3107,10095,3146,8624,3107,9895,2870
3302,הוד השרון,5154,1097,6011,1163,5154,1097,5939,1229
3303,הוד השרון,4643,1009,5414,1071,4643,1009,5244,1126
3304,הוד השרון,8348,5942,9380,5965,8348,5942,8701,6256
3305,הוד השרון,4075,1140,4709,1194,4075,1140,4310,1239
3306,הוד השרון,4112,755,4796,802,4112,755,4738,847
3307,הוד השרון,4959,940,5783,998,4959,940,5714,1053
3308,הוד השרון,9103,7469,10668,7434,9103,7469,10264,7804
3309,הוד השרון,6846,2015,8024,2005,6846,2015,7513,2035
3310,הוד השרון,3521,3073,4107,3260,3521,3073,4057,3443
3311,הוד השרון,14298,5065,16675,5374,14298,5065,16474,5676
3312,הוד השרון,7198,2264,8395,2401,7198,2264,8213,2529
3313,הוד השרון,3290,1361,3802,1425,3290,1361,3204,1444
3314,הוד השרון,7429,2897,8348,2909,7429,2897,7531,3035
3315,הוד השרון,14103,3923,16447,4163,14103,3923,14009,3914
3316,הוד השרון,4699,4310,1160,1043,4699,4310,18235,9517
3317,הוד השרון,6332,2634,7385,2795,6332,2634,5864,2551
3319,הוד השרון,2287,1135,2667,1204,2287,1135,2635,1272
3320,הוד השרון,18076,5483,21256,5983,18076,5483,21537,6052
3321,הוד השרון,0,6880,0,7299,0,6880,0,7710
3324,הוד השרון,0,8822,0,11270,0,8822,0,11952
4002,פתח תקווה-גבעת שמואל,5289,1630,5673,1795,5289,1630,7900,2365
4003,פתח תקווה-גבעת שמואל,2141,1453,2327,1577,2141,1453,2644,1886
4004,פתח תקווה-גבעת שמואל,0,1223,0,1327,0,1223,0,1588
4005,פתח תקווה-גבעת שמואל,2141,407,2327,444,2141,407,2644,529
4007,פתח תקווה-גבעת שמואל,4231,1213,4598,1317,4231,1213,5223,1575
4008,פתח תקווה-גבעת שמואל,5781,1228,6283,1333,5781,1228,7138,1595
4009,פתח תקווה-גבעת שמואל,11106,1657,12069,1799,11106,1657,13711,2153
4010,פתח תקווה-גבעת שמואל,10397,339,11153,373,10397,339,14855,478
4012,פתח תקווה-גבעת שמואל,0,5008,0,6042,0,5008,0,9178
4013,פתח תקווה-גבעת שמואל,0,14256,0,16865,0,14256,0,27943
4014,פתח תקווה-גבעת שמואל,6003,1873,6524,2033,6003,1873,7426,2431
4015,פתח תקווה-גבעת שמואל,6298,785,6844,852,6298,785,8139,1004
4016,פתח תקווה-גבעת שמואל,6466,1153,6660,1277,6466,1153,8293,2588
4017,פתח תקווה-גבעת שמואל,14777,1649,15219,1827,14777,1649,18519,3478
4018,פתח תקווה-גבעת שמואל,0,2443,0,2664,0,2443,0,3314
4019,פתח תקווה-גבעת שמואל,7777,2061,8009,2285,7777,2061,8500,2799
4020,פתח תקווה-גבעת שמואל,16613,3422,18055,3716,16613,3422,19228,4029
4021,פתח תקווה-גבעת שמואל,0,8713,0,9510,0,8713,0,10101
4022,פתח תקווה-גבעת שמואל,0,15869,0,17895,0,15869,0,16628
4023,פתח תקווה-גבעת שמואל,0,14164,0,16058,0,14164,0,17095
4024,פתח תקווה-גבעת שמואל,0,17776,0,20153,0,17776,0,24268
4025,פתח תקווה-גבעת שמואל,2694,3882,2928,4215,2694,3882,3041,4315
4026,פתח תקווה-גבעת שמואל,0,10444,0,11840,0,10444,0,12314
4027,פתח תקווה-גבעת שמואל,0,5614,0,6364,0,5614,0,6802
4028,פתח תקווה-גבעת שמואל,597,12915,212,14491,597,12915,1006,17217
4029,פתח תקווה-גבעת שמואל,1006,11143,1076,12170,1006,11143,2074,8019
4030,פתח תקווה-גבעת שמואל,8355,1701,8605,1886,8355,1701,5823,1493
4031,פתח תקווה-גבעת שמואל,7047,1763,7258,1955,7047,1763,5580,1677
4032,פתח תקווה-גבעת שמואל,7729,4109,7960,4556,7729,4109,8529,5220
4033,פתח תקווה-גבעת שמואל,6746,2590,6948,2871,6746,2590,7667,3721
4034,פתח תקווה-גבעת שמואל,2963,339,3051,376,2963,339,3349,315
4035,פתח תקווה-גבעת שמואל,7491,1059,7715,1174,7491,1059,9357,2074
4036,פתח תקווה-גבעת שמואל,8101,1004,8343,1113,8101,1004,10405,2273
4037,פתח תקווה-גבעת שמואל,7588,1075,7899,1186,7588,1075,9530,2045
4038,פתח תקווה-גבעת שמואל,21206,17624,16327,14739,21206,17624,22934,22911
4039,פתח תקווה-גבעת שמואל,6245,1551,6787,1684,6245,1551,7493,2129
4040,פתח תקווה-גבעת שמואל,12134,3970,9342,3321,12134,3970,13414,5451
4041,פתח תקווה-גבעת שמואל,5201,967,5576,1054,5201,967,5949,1480
4042,פתח תקווה-גבעת שמואל,3638,653,3911,713,3638,653,4355,890
4043,פתח תקווה-גבעת שמואל,5937,899,6452,976,5937,899,7039,1079
4044,פתח תקווה-גבעת שמואל,3467,514,3688,562,3467,514,3805,477
4045,פתח תקווה-גבעת שמואל,4207,894,4403,984,4207,894,4668,784
4046,פתח תקווה-גבעת שמואל,8016,14332,8390,15785,8016,14332,8860,12679
4047,פתח תקווה-גבעת שמואל,3490,1075,3793,1166,3490,1075,3757,983
4048,פתח תקווה-גבעת שמואל,5155,772,5483,844,5155,772,4884,743
4049,פתח תקווה-גבעת שמואל,5116,574,5312,633,5116,574,3791,526
4050,פתח תקווה-גבעת שמואל,7778,1874,8453,2036,7778,1874,7539,2283
4051,פתח תקווה-גבעת שמואל,11315,2689,11842,2962,11315,2689,9500,2900
4052,פתח תקווה-גבעת שמואל,6762,1922,7077,2117,6762,1922,6175,1866
4053,פתח תקווה-גבעת שמואל,3101,2820,3370,3062,3101,2820,4657,3351
4054,פתח תקווה-גבעת שמואל,3923,1715,4263,1863,3923,1715,4843,2228
4055,פתח תקווה-גבעת שמואל,2720,574,2956,623,2720,574,2809,829
4056,פתח תקווה-גבעת שמואל,10845,1535,11786,1667,10845,1535,11350,2063
4057,פתח תקווה-גבעת שמואל,4394,229,4775,249,4394,229,4108,287
4058,פתח תקווה-גבעת שמואל,8297,2183,9017,2368,8297,2183,8714,2766
4059,פתח תקווה-גבעת שמואל,7688,2453,8355,2661,7688,2453,9222,3173
4060,פתח תקווה-גבעת שמואל,8241,4067,8956,4415,8241,4067,9244,5072
4061,פתח תקווה-גבעת שמואל,3513,304,3818,329,3513,304,4337,395
4062,פתח תקווה-גבעת שמואל,4386,774,4766,841,4386,774,5330,970
4063,פתח תקווה-גבעת שמואל,4050,550,4238,607,4050,550,4936,868
4064,פתח תקווה-גבעת שמואל,5928,930,6373,1013,5928,930,7307,1280
4065,פתח תקווה-גבעת שמואל,8431,2158,8776,2381,8431,2158,10547,3973
4066,פתח תקווה-גבעת שמואל,7327,1005,7963,1091,7327,1005,8610,1386
4067,פתח תקווה-גבעת שמואל,4034,1506,4384,1634,4034,1506,4330,2278
4068,פתח תקווה-גבעת שמואל,7756,1040,8430,1129,7756,1040,9164,1432
4069,פתח תקווה-גבעת שמואל,17581,1670,19107,1811,17581,1670,21684,2172
4070,פתח תקווה-גבעת שמואל,8421,1026,9152,1114,8421,1026,10397,1332
4071,פתח תקווה-גבעת שמואל,6124,1158,6656,1257,6124,1158,7538,1509
4072,פתח תקווה-גבעת שמואל,4199,523,4490,571,4199,523,5163,731
4073,פתח תקווה-גבעת שמואל,5824,866,6329,940,5824,866,6954,1119
4074,פתח תקווה-גבעת שמואל,5902,744,6415,806,5902,744,7307,1467
4101,פתח תקווה-גבעת שמואל,13217,2749,12006,3000,13217,2749,15852,3665
4102,פתח תקווה-גבעת שמואל,9490,3932,10314,4270,9490,3932,11900,5444
4103,פתח תקווה-גבעת שמואל,5023,2593,5459,2815,5023,2593,6574,3889
4104,פתח תקווה-גבעת שמואל,7978,906,8671,983,7978,906,9881,1544
4105,פתח תקווה-גבעת שמואל,9969,2239,10835,2430,9969,2239,12334,4325
4106,פתח תקווה-גבעת שמואל,3770,1099,2883,960,3770,1099,4864,1482
4201,יהוד-גני תקווה,9396,1265,9629,1270,9396,1265,9698,1216
4202,יהוד-גני תקווה,7636,1427,7825,1433,7636,1427,7936,1383
4203,יהוד-גני תקווה,6363,964,6521,969,6363,964,6158,865
4204,יהוד-גני תקווה,3449,745,3534,748,3449,745,3528,709
4301,יהוד-גני תקווה,2690,1288,2757,1293,2690,1288,2796,1249
4302,יהוד-גני תקווה,12215,4032,12517,4047,12215,4032,13107,3878
4401,יהוד-גני תקווה,5289,1222,5420,1228,5289,1222,5497,1186
4402,יהוד-גני תקווה,12399,4001,12705,4016,12399,4001,12431,3812
4501,יהוד-גני תקווה,1444,185,1480,186,1444,185,1501,180
4502,יהוד-גני תקווה,6259,684,6414,687,6259,684,6505,663
4503,יהוד-גני תקווה,6449,1323,6608,1328,6449,1323,6702,1282
4504,יהוד-גני תקווה,0,3979,0,7003,0,3979,0,5982
4505,יהוד-גני תקווה,6613,4521,6897,5018,6613,4521,5867,4531
4506,יהוד-גני תקווה,15914,4132,16140,4335,15914,4132,17793,5131
4507,יהוד-גני תקווה,2166,278,2220,280,2166,278,2237,247
4508,יהוד-גני תקווה,5972,3115,6120,3126,5972,3115,6234,2887
4509,יהוד-גני תקווה,3452,559,3538,562,3452,559,3524,516
4510,יהוד-גני תקווה,0,3085,0,3250,0,3085,0,2710
4601,"נתב""ג",0,9092,0,9092,0,9092,0,9482
4602,"נתב""ג",0,30269,0,30269,0,30269,0,31859
5001,רמלה-לוד-באר יעקב,13474,5807,14024,5416,13474,5807,15057,6986
5002,רמלה-לוד-באר יעקב,1881,559,1958,521,1881,559,2099,672
5003,רמלה-לוד-באר יעקב,1504,867,1566,809,1504,867,1681,1042
5004,רמלה-לוד-באר יעקב,879,382,915,357,879,382,988,474
5005,רמלה-לוד-באר יעקב,1430,774,1488,723,1430,774,1605,940
5006,רמלה-לוד-באר יעקב,10889,4091,11333,3815,10889,4091,12344,5039
5007,רמלה-לוד-באר יעקב,14164,13110,14062,11963,14164,13110,16439,17035
5008,רמלה-לוד-באר יעקב,4170,1661,4293,1597,4170,1661,4705,1988
5009,רמלה-לוד-באר יעקב,2899,1645,2803,1483,2899,1645,3634,2211
5102,רמלה-לוד-באר יעקב,3257,464,3390,434,3257,464,4105,566
5103,רמלה-לוד-באר יעקב,5191,6269,3093,7321,5191,6269,7280,7736
5104,רמלה-לוד-באר יעקב,44,13928,22,16811,44,13928,682,21957
5105,רמלה-לוד-באר יעקב,1877,3065,1877,3173,1877,3065,11242,7756
5106,רמלה-לוד-באר יעקב,7643,3318,7868,3124,7643,3318,8983,4192
5107,רמלה-לוד-באר יעקב,9452,1731,9650,1654,9452,1731,10749,2131
5108,רמלה-לוד-באר יעקב,4768,1317,4963,1226,4768,1317,5386,1642
5109,רמלה-לוד-באר יעקב,1857,641,1933,596,1857,641,2118,825
5110,רמלה-לוד-באר יעקב,1770,334,1813,319,1770,334,1970,409
5111,רמלה-לוד-באר יעקב,5920,7037,6346,6503,5920,7037,7401,8540
5112,רמלה-לוד-באר יעקב,9313,5898,9983,5450,9313,5898,12827,8591
5113,רמלה-לוד-באר יעקב,4640,1847,5010,1703,4640,1847,5925,2408
5114,רמלה-לוד-באר יעקב,5246,599,5461,560,5246,599,6730,851
5115,רמלה-לוד-באר יעקב,4463,850,4645,793,4463,850,5089,1056
5116,רמלה-לוד-באר יעקב,5174,710,5505,657,5174,710,7074,1114
5117,רמלה-לוד-באר יעקב,2642,495,2801,459,2642,495,3628,783
5118,רמלה-לוד-באר יעקב,4229,1443,4402,1345,4229,1443,4786,1775
5119,רמלה-לוד-באר יעקב,272,444,283,414,272,444,323,662
5120,רמלה-לוד-באר יעקב,6634,1134,6905,1057,6634,1134,7938,1686
5121,רמלה-לוד-באר יעקב,5527,854,5752,797,5527,854,6880,1059
5122,רמלה-לוד-באר יעקב,6207,6332,6436,6272,6207,6332,7627,8023
5123,רמלה-לוד-באר יעקב,6802,683,7080,637,6802,683,7601,821
5201,רמלה-לוד-באר יעקב,4602,471,4790,440,4602,471,5773,814
5202,רמלה-לוד-באר יעקב,3357,442,3494,412,3357,442,4781,1102
5203,רמלה-לוד-באר יעקב,2989,278,3111,259,2989,278,4812,802
5204,רמלה-לוד-באר יעקב,3722,1541,3748,1382,3722,1541,8357,6661
5205,רמלה-לוד-באר יעקב,3063,596,3188,556,3063,596,4144,1046
5206,רמלה-לוד-באר יעקב,8083,637,8246,594,8083,637,9209,759
5207,רמלה-לוד-באר יעקב,0,3866,0,3606,0,3866,0,4252
5208,רמלה-לוד-באר יעקב,1718,5492,1718,5763,1718,5492,2877,7574
5209,רמלה-לוד-באר יעקב,4081,376,4187,344,4081,376,5044,511
5210,רמלה-לוד-באר יעקב,1342,777,1306,668,1342,777,2970,3690
5211,רמלה-לוד-באר יעקב,3069,290,3040,254,3069,290,7067,1373
5212,רמלה-לוד-באר יעקב,3519,376,3564,340,3519,376,7519,1522
5213,רמלה-לוד-באר יעקב,4121,473,4228,434,4121,473,5602,903
5214,רמלה-לוד-באר יעקב,13086,3099,13621,2890,13086,3099,17073,6165
5215,רמלה-לוד-באר יעקב,4279,356,4454,332,4279,356,4782,428
5216,רמלה-לוד-באר יעקב,4551,721,4669,663,4551,721,5115,925
