code,year,MahozNum,population,employment
conv,2050,5,2243903.0,1460746.0
conv,2050,4,3540426.0,1703049.0
conv,2050,6,318961.0,131085.0
trends,2050,5,2061914.0,1277018.0
trends,2050,4,3726119.0,1695566.0
trends,2050,6,288731.0,114781.0
focus,2050,5,2243903.0,1420738.0
focus,2050,4,3540426.0,1728053.0
focus,2050,6,318961.0,146086.0
tama70,2050,5,2728335.0,1948273.0
tama70,2050,4,3850080.0,1971364.0
tama70,2050,6,320544.0,132526.0
