year,code,NafaNum,population,employment
medium_trnd,2030,10,424365.2981,0
medium_trnd,2030,11,722959.0493,0
medium_trnd,2030,9,584499.588,0
medium_trnd,2030,15,1660888.399,0
medium_trnd,2030,1,150020.6861,0
medium_trnd,2030,16,631084.2497,0
medium_trnd,2035,5,800698.7882,0
medium_trnd,2035,12,756696.3858,0
medium_trnd,2035,13,1117917.622,0
medium_trnd,2035,6,61439.61331,0
medium_trnd,2035,8,629649.7308,0
medium_trnd,2035,7,716890.8791,0
medium_trnd,2035,4,669134.3767,0
medium_trnd,2035,2,1672305.264,0
medium_trnd,2035,3,159332.8185,0
medium_trnd,2035,14,1071789.735,0
medium_trnd,2035,10,456621.9916,0
medium_trnd,2035,11,766534.1227,0
medium_trnd,2035,9,628994.9648,0
medium_trnd,2035,15,1755227.41,0
medium_trnd,2035,1,164983.569,0
medium_trnd,2035,16,732752.7241,0
medium_trnd,2040,5,842081.0237,0
medium_trnd,2040,12,832853.7294,0
medium_trnd,2040,13,1247034.619,0
medium_trnd,2040,6,64151.54596,0
medium_trnd,2040,8,682888.8306,0
medium_trnd,2040,7,767196.828,0
medium_trnd,2040,4,713151.9859,0
medium_trnd,2040,2,1858599.683,0
medium_trnd,2040,3,178247.021,0
medium_trnd,2040,14,1180694.997,0
medium_trnd,2040,10,493118.7842,0
medium_trnd,2040,11,815294.3621,0
medium_trnd,2040,9,677015.2293,0
medium_trnd,2040,15,1859353.365,0
medium_trnd,2040,1,182211.7785,0
medium_trnd,2040,16,846733.0147,0
medium_trnd,2045,5,882729.4899,0
medium_trnd,2045,12,920459.2588,0
medium_trnd,2045,13,1391528.381,0
medium_trnd,2045,6,66891.25599,0
medium_trnd,2045,8,740174.7291,0
medium_trnd,2045,7,825430.5622,0
medium_trnd,2045,4,760315.2634,0
medium_trnd,2045,2,2059338.341,0
medium_trnd,2045,3,200478.082,0
medium_trnd,2045,14,1305007.077,0
medium_trnd,2045,10,534040.887,0
medium_trnd,2045,11,870497.1234,0
medium_trnd,2045,9,728515.1444,0
medium_trnd,2045,15,1966336.765,0
medium_trnd,2045,1,202128.9065,0
medium_trnd,2045,16,972690.8406,0
medium_trnd,2050,5,921056.3229,0
medium_trnd,2050,12,1017922.658,0
medium_trnd,2050,13,1550799.141,0
medium_trnd,2050,6,69430.90459,0
medium_trnd,2050,8,800219.6645,0
medium_trnd,2050,7,889422.7056,0
medium_trnd,2050,4,809709.5946,0
medium_trnd,2050,2,2271876.502,0
medium_trnd,2050,3,226156.2366,0
medium_trnd,2050,14,1438473.678,0
medium_trnd,2050,10,576719.5435,0
medium_trnd,2050,11,928232.9605,0
medium_trnd,2050,9,779832.3243,0
medium_trnd,2050,15,2069700.17,0
medium_trnd,2050,1,224629.7257,0
medium_trnd,2050,16,1109323.618,0
medium_diur,2020,5,661824.684,0
medium_diur,2020,12,572732.2345,0
medium_diur,2020,13,790578.4623,0
medium_diur,2020,6,52994.82367,0
medium_diur,2020,8,479320.5491,0
medium_diur,2020,7,596285.0461,0
medium_diur,2020,4,539292.144,0
medium_diur,2020,2,1186916.524,0
medium_diur,2020,3,114584.6512,0
medium_diur,2020,14,791483.9739,0
medium_diur,2020,10,364456.0454,0
medium_diur,2020,11,632419.6596,0
medium_diur,2020,9,495372.2709,0
medium_diur,2020,15,1474427.783,0
medium_diur,2020,1,124281.8319,0
medium_diur,2020,16,459109.1535,0
medium_diur,2025,5,714213.8691,0
medium_diur,2025,12,638577.2724,0
medium_diur,2025,13,902663.021,0
medium_diur,2025,6,56193.53721,0
medium_diur,2025,8,524692.5812,0
medium_diur,2025,7,638041.0194,0
medium_diur,2025,4,580240.0247,0
medium_diur,2025,2,1324743.052,0
medium_diur,2025,3,125785.8825,0
medium_diur,2025,14,861709.023,0
medium_diur,2025,10,382334.8356,0
medium_diur,2025,11,673291.3079,0
medium_diur,2025,9,535530.4454,0
medium_diur,2025,15,1596761.901,0
medium_diur,2025,1,135924.5477,0
medium_diur,2025,16,520351.9178,0
medium_diur,2030,5,773460.1631,0
medium_diur,2030,12,720179.062,0
medium_diur,2030,13,1046329.942,0
medium_diur,2030,6,59813.96462,0
medium_diur,2030,8,575459.0628,0
medium_diur,2030,7,691813.9362,0
medium_diur,2030,4,626132.3338,0
medium_diur,2030,2,1463643.512,0
medium_diur,2030,3,141682.4565,0
medium_diur,2030,14,941228.4503,0
medium_diur,2030,10,402725.3773,0
medium_diur,2030,11,724501.1936,0
medium_diur,2030,9,563897.2112,0
medium_diur,2030,15,1717551.507,0
medium_diur,2030,1,151523.3696,0
medium_diur,2030,16,578807.5244,0
medium_diur,2035,5,820985.9901,0
medium_diur,2035,12,806362.3503,0
medium_diur,2035,13,1170377.203,0
medium_diur,2035,6,63378.55324,0
medium_diur,2035,8,649043.5029,0
medium_diur,2035,7,744319.2896,0
medium_diur,2035,4,669203.1148,0
medium_diur,2035,2,1603335.898,0
medium_diur,2035,3,165510.0455,0
medium_diur,2035,14,1023890.625,0
medium_diur,2035,10,426007.2095,0
medium_diur,2035,11,777656.3266,0
medium_diur,2035,9,592385.3993,0
medium_diur,2035,15,1836704.629,0
medium_diur,2035,1,168162.7803,0
medium_diur,2035,16,643647.0788,0
medium_diur,2040,5,880994.2397,0
medium_diur,2040,12,902933.8421,0
medium_diur,2040,13,1296892.624,0
medium_diur,2040,6,68643.70732,0
medium_diur,2040,8,730853.2436,0
medium_diur,2040,7,809775.3354,0
medium_diur,2040,4,719485.8843,0
medium_diur,2040,2,1735442.408,0
medium_diur,2040,3,190676.4889,0
medium_diur,2040,14,1112919.519,0
medium_diur,2040,10,455070.4571,0
medium_diur,2040,11,837680.9513,0
medium_diur,2040,9,625171.2869,0
medium_diur,2040,15,1974494.379,0
medium_diur,2040,1,186106.7302,0
medium_diur,2040,16,713485.6995,0
medium_diur,2045,5,943378.9104,0
medium_diur,2045,12,1013374.337,0
medium_diur,2045,13,1436026.547,0
medium_diur,2045,6,75037.13242,0
medium_diur,2045,8,823708.3177,0
medium_diur,2045,7,878947.5269,0
medium_diur,2045,4,777018.3059,0
medium_diur,2045,2,1880266.527,0
medium_diur,2045,3,222854.7443,0
medium_diur,2045,14,1209577.313,0
medium_diur,2045,10,489707.952,0
medium_diur,2045,11,905512.6705,0
medium_diur,2045,9,663702.6651,0
medium_diur,2045,15,2112617.087,0
medium_diur,2045,1,205783.6342,0
medium_diur,2045,16,789048.4375,0
medium_diur,2050,5,1012271.292,0
medium_diur,2050,12,1128241.974,0
medium_diur,2050,13,1578925.659,0
medium_diur,2050,6,82020.79121,0
medium_diur,2050,8,920347.2604,0
medium_diur,2050,7,950945.8444,0
medium_diur,2050,4,839255.3391,0
medium_diur,2050,2,2034429.581,0
medium_diur,2050,3,255647.7026,0
medium_diur,2050,14,1312792.225,0
medium_diur,2050,10,527193.7707,0
medium_diur,2050,11,977179.7629,0
medium_diur,2050,9,706606.8313,0
medium_diur,2050,15,2265919.966,0
medium_diur,2050,1,225906.9461,0
medium_diur,2050,16,865820.803,0
high_trnd,2020,5,661824.684,0
high_trnd,2020,12,572732.2345,0
high_trnd,2020,13,790578.4623,0
high_trnd,2020,6,52994.82367,0
high_trnd,2020,8,479320.5491,0
high_trnd,2020,7,596285.0461,0
high_trnd,2020,4,539292.144,0
high_trnd,2020,2,1186916.524,0
high_trnd,2020,3,114584.6512,0
high_trnd,2020,14,791483.9739,0
high_trnd,2020,10,364456.0454,0
high_trnd,2020,11,632419.6596,0
high_trnd,2020,9,495372.2709,0
high_trnd,2020,15,1474427.783,0
high_trnd,2020,1,124281.8319,0
high_trnd,2020,16,459109.1535,0
high_trnd,2025,5,716332.5692,0
high_trnd,2025,12,636341.127,0
high_trnd,2025,13,902625.9261,0
high_trnd,2025,6,56419.71174,0
high_trnd,2025,8,534188.1249,0
high_trnd,2025,7,639049.2308,0
high_trnd,2025,4,588230.1333,0
high_trnd,2025,2,1358186.298,0
high_trnd,2025,3,129321.0124,0
high_trnd,2025,14,891940.1737,0
high_trnd,2025,10,397513.9673,0
high_trnd,2025,11,683386.9696,0
high_trnd,2025,9,544629.7103,0
high_trnd,2025,15,1583015.926,0
high_trnd,2025,1,138104.4284,0
high_trnd,2025,16,549647.9843,0
high_trnd,2030,5,773852.6534,0
high_trnd,2030,12,711887.4439,0
high_trnd,2030,13,1032403.707,0
high_trnd,2030,6,59946.36629,0
high_trnd,2030,8,593341.7991,0
high_trnd,2030,7,692328.9037,0
high_trnd,2030,4,641890.9161,0
high_trnd,2030,2,1553546.559,0
high_trnd,2030,3,147078.0465,0
high_trnd,2030,14,1004579.403,0
high_trnd,2030,10,435202.396,0
high_trnd,2030,11,740877.5445,0
high_trnd,2030,9,599516.8107,0
high_trnd,2030,15,1706306.566,0
high_trnd,2030,1,154868.0109,0
high_trnd,2030,16,656813.9595,0
high_trnd,2035,5,829833.6325,0
high_trnd,2035,12,793516.0356,0
high_trnd,2035,13,1173850.67,0
high_trnd,2035,6,63585.31064,0
high_trnd,2035,8,654767.9923,0
high_trnd,2035,7,747045.6239,0
high_trnd,2035,4,696305.0059,0
high_trnd,2035,2,1766197.967,0
high_trnd,2035,3,167080.0264,0
high_trnd,2035,14,1121863.282,0
high_trnd,2035,10,475520.1838,0
high_trnd,2035,11,796684.4021,0
high_trnd,2035,9,654610.1273,0
high_trnd,2035,15,1828574.347,0
high_trnd,2035,1,173523.1831,0
high_trnd,2035,16,780277.2496,0
high_trnd,2040,5,885352.0705,0
high_trnd,2040,12,891202.0632,0
high_trnd,2040,13,1335476.527,0
high_trnd,2040,6,67370.28815,0
high_trnd,2040,8,722217.6685,0
high_trnd,2040,7,813537.8395,0
high_trnd,2040,4,754664.0191,0
high_trnd,2040,2,2005696.788,0
high_trnd,2040,3,191022.9126,0
high_trnd,2040,14,1259338.942,0
high_trnd,2040,10,522503.0264,0
high_trnd,2040,11,860830.912,0
high_trnd,2040,9,716013.4493,0
high_trnd,2040,15,1967038.931,0
high_trnd,2040,1,195831.2901,0
high_trnd,2040,16,924518.2952,0
high_trnd,2045,5,943320.4752,0
high_trnd,2045,12,1009631.495,0
high_trnd,2045,13,1526327.029,0
high_trnd,2045,6,71380.3039,0
high_trnd,2045,8,798411.9112,0
high_trnd,2045,7,894147.1385,0
high_trnd,2045,4,820801.7986,0
high_trnd,2045,2,2280485.612,0
high_trnd,2045,3,220817.1784,0
high_trnd,2045,14,1422987.436,0
high_trnd,2045,10,577274.5868,0
high_trnd,2045,11,935803.5094,0
high_trnd,2045,9,784814.8157,0
high_trnd,2045,15,2118299.452,0
high_trnd,2045,1,223226.2037,0
high_trnd,2045,16,1094032.105,0
high_trnd,2050,5,1002919.01,0
high_trnd,2050,12,1150408.216,0
high_trnd,2050,13,1750403.208,0
high_trnd,2050,6,75413.96274,0
high_trnd,2050,8,883615.585,0
high_trnd,2050,7,988809.3411,0
high_trnd,2050,4,895257.0852,0
high_trnd,2050,2,2593845.422,0
high_trnd,2050,3,257605.4766,0
high_trnd,2050,14,1609513.873,0
high_trnd,2050,10,638082.0776,0
high_trnd,2050,11,1018489.354,0
high_trnd,2050,9,858219.7309,0
high_trnd,2050,15,2279451.084,0
high_trnd,2050,1,256455.1808,0
high_trnd,2050,16,1291868.827,0
high_diur,2020,5,661824.684,0
high_diur,2020,12,572732.2345,0
high_diur,2020,13,790578.4623,0
high_diur,2020,6,52994.82367,0
high_diur,2020,8,479320.5491,0
high_diur,2020,7,596285.0461,0
high_diur,2020,4,539292.144,0
high_diur,2020,2,1186916.524,0
high_diur,2020,3,114584.6512,0
high_diur,2020,14,791483.9739,0
high_diur,2020,10,364456.0454,0
high_diur,2020,11,632419.6596,0
high_diur,2020,9,495372.2709,0
high_diur,2020,15,1474427.783,0
high_diur,2020,1,124281.8319,0
high_diur,2020,16,459109.1535,0
high_diur,2025,5,720781.4018,0
high_diur,2025,12,647543.2968,0
high_diur,2025,13,916354.9264,0
high_diur,2025,6,56723.97513,0
high_diur,2025,8,530706.3736,0
high_diur,2025,7,644007.1688,0
high_diur,2025,4,586636.0942,0
high_diur,2025,2,1348627.716,0
high_diur,2025,3,127453.6831,0
high_diur,2025,14,873675.2093,0
high_diur,2025,10,387138.1161,0
high_diur,2025,11,680990.3896,0
high_diur,2025,9,541770.8075,0
high_diur,2025,15,1615964.495,0
high_diur,2025,1,138045.1823,0
high_diur,2025,16,532514.4573,0
high_diur,2030,5,789082.4641,0
high_diur,2030,12,742430.835,0
high_diur,2030,13,1080637.351,0
high_diur,2030,6,61043.94708,0
high_diur,2030,8,589716.5147,0
high_diur,2030,7,706558.5606,0
high_diur,2030,4,641132.859,0
high_diur,2030,2,1519615.017,0
high_diur,2030,3,145885.2136,0
high_diur,2030,14,969203.8585,0
high_diur,2030,10,413756.6012,0
high_diur,2030,11,741395.387,0
high_diur,2030,9,578063.2216,0
high_diur,2030,15,1761566.826,0
high_diur,2030,1,156724.4818,0
high_diur,2030,16,607627.9488,0
high_diur,2035,5,847380.8358,0
high_diur,2035,12,846268.3601,0
high_diur,2035,13,1231131.723,0
high_diur,2035,6,65481.36633,0
high_diur,2035,8,674846.8593,0
high_diur,2035,7,770591.6997,0
high_diur,2035,4,694779.7443,0
high_diur,2035,2,1699448.549,0
high_diur,2035,3,173578.1244,0
high_diur,2035,14,1071988.17,0
high_diur,2035,10,444657.6079,0
high_diur,2035,11,805694.0172,0
high_diur,2035,9,615856.0417,0
high_diur,2035,15,1910170.807,0
high_diur,2035,1,177401.244,0
high_diur,2035,16,693959.8896,0
high_diur,2040,5,921081.6655,0
high_diur,2040,12,967242.9456,0
high_diur,2040,13,1392433.858,0
high_diur,2040,6,71895.85547,0
high_diur,2040,8,772548.3328,0
high_diur,2040,7,852653.8201,0
high_diur,2040,4,758812.8199,0
high_diur,2040,2,1882275.168,0
high_diur,2040,3,204392.1707,0
high_diur,2040,14,1187344.26,0
high_diur,2040,10,483355.3595,0
high_diur,2040,11,880321.4034,0
high_diur,2040,9,660042.5634,0
high_diur,2040,15,2085858.209,0
high_diur,2040,1,200820.4582,0
high_diur,2040,16,791536.132,0
high_diur,2045,5,1001609.298,0
high_diur,2045,12,1112870.495,0
high_diur,2045,13,1579050.407,0
high_diur,2045,6,79838.35576,0
high_diur,2045,8,889020.1838,0
high_diur,2045,7,946218.2822,0
high_diur,2045,4,835311.6672,0
high_diur,2045,2,2088407.911,0
high_diur,2045,3,245133.2437,0
high_diur,2045,14,1322374.977,0
high_diur,2045,10,532136.0846,0
high_diur,2045,11,969871.6543,0
high_diur,2045,9,715906.1913,0
high_diur,2045,15,2275875.758,0
high_diur,2045,1,227720.8781,0
high_diur,2045,16,900415.6624,0
high_diur,2050,5,1094384.457,0
high_diur,2050,12,1276882.922,0
high_diur,2050,13,1786326.724,0
high_diur,2050,6,88932.32038,0
high_diur,2050,8,1017751.357,0
high_diur,2050,7,1052754.203,0
high_diur,2050,4,923325.9799,0
high_diur,2050,2,2324213.106,0
high_diur,2050,3,290076.8134,0
high_diur,2050,14,1477538.677,0
high_diur,2050,10,588618.1038,0
high_diur,2050,11,1071025.158,0
high_diur,2050,9,781851.2758,0
high_diur,2050,15,2497812.884,0
high_diur,2050,1,257507.6473,0
high_diur,2050,16,1021355.805,0
