code,year,MahozNum,population,employment
2018,2018,5,1426991.0,813099.0
2018,2018,4,2192566.0,911455.0
2018,2018,6,225741.0,77863.0
2030,2030,5,1627286.0,927343.0
2030,2030,4,2695855.0,1140606.0
2030,2030,6,253842.0,90244.0
2040,2040,5,1911023.0,1085054.0
2040,2040,4,3284138.0,1453014.0
2040,2040,6,292333.0,113350.0
2050,2050,5,2121875.0,1199754.0
2050,2050,4,3914926.0,1727578.0
2050,2050,6,332309.0,131815.0
