"scenario","year","ravtaz","pop","hh","hhsize","empd","empi","empe","emp","school","yeshiva","college","ind","htl","bsn","pub","edu","agr"
"base",2030,44,432.0000,288.0000,1.5,0.0000,0.0000,0.0000,11322.6820,0.0000,0.0000,1508.4969,0.0000,4000.2273,5879.0502,1243.4045,200.0000,0.0000
"base",2030,45,16636.4823,5256.0096,23.0129,0.0000,0.0000,0.0000,1676.0671,2282.7033,375.0000,0.0000,0.0000,314.8833,521.0155,157.6740,682.4943,0.0000
"base",2030,46,33715.1689,10904.0588,23.9906,0.0000,0.0000,0.0000,4405.1844,5001.1074,498.0000,0.0000,0.0000,1020.2144,1211.5504,965.5894,1207.8302,0.0000
"base",2030,47,22532.2866,6508.5743,22.9254,0.0000,0.0000,0.0000,2680.2422,4156.4226,124.0000,500.0000,0.0000,913.1484,501.9938,507.9015,757.1985,0.0000
"base",2030,48,13896.1000,4118.0000,19.7000,0.0000,0.0000,0.0000,10447.4763,3836.9279,0.0000,4321.9517,261.7731,936.5501,1061.1985,217.4581,338.1282,233.7658
"base",2030,49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.5888,1238.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.52944,135.5299,7.52944
"base",2030,5,2708.6681,1189.4142,18.6095,0.0000,0.0000,0.0000,7687.4155,41.0000,266.0000,0.0000,26.4270,4036.2272,2115.2536,1002.4626,507.0452,0.0000
"base",2030,50,19179.9948,7878.1806,17.5219,0.0000,0.0000,0.0000,3905.7489,4071.2648,179.0000,3936.0819,0.0000,696.1290,744.5622,894.2955,1570.7622,0.0000
"base",2030,51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21367.7523,0.0000,0.0000,0.0000,5035.1560,585.7324,15430.1342,64.9720,251.7578,0.0000
"base",2030,52,30959.7458,6026.2031,44.3230,0.0000,0.0000,0.0000,4976.0348,10424.7889,4204.1816,0.0000,18.4955,1095.0400,1307.6402,947.9819,1606.8772,0.0000
"base",2030,53,51162.1160,9322.7101,75.7277,0.0000,0.0000,0.0000,13212.4099,23853.2352,12861.6507,0.0000,673.0766,3210.6339,3898.1822,1766.5176,3663.9997,0.0000
"base",2030,54,26359.8034,6130.1146,30.3813,0.0000,0.0000,0.0000,3839.8053,9590.3110,3479.4551,0.0000,98.9357,791.3947,782.8998,577.2009,1589.3742,0.0000
"base",2030,55,1327.6594,382.5000,10.5052,0.0000,0.0000,0.0000,20839.1643,2053.2554,1039.0000,0.0000,2088.1195,3224.5277,13867.7271,1316.4874,342.3026,0.0000
"base",2030,56,16273.7807,3714.5550,17.1654,0.0000,0.0000,0.0000,2769.5880,6489.4827,3705.4666,0.0000,0.0000,217.6508,604.6549,554.7487,1392.5336,0.0000
"base",2030,57,2685.9273,849.9750,6.30478,0.0000,0.0000,0.0000,538.6515,162.9352,0.0000,0.0000,39.3701,165.5248,139.6053,104.7751,17.8752,71.5010
"base",2030,58,21004.2794,4070.2084,40.4141,0.0000,0.0000,0.0000,2780.7448,5048.8074,723.8718,0.0000,12.7669,634.5364,405.1272,480.9204,1247.3938,0.0000
"base",2030,59,36019.8051,6683.2488,38.0750,0.0000,0.0000,0.0000,4232.6660,13633.0536,4637.1682,0.0000,0.0000,499.8662,696.3125,774.2376,2262.2496,0.0000
"base",2030,6,11013.3232,6100.5484,19.9493,0.0000,0.0000,0.0000,8486.5558,3274.3169,177.0000,228.4880,0.0000,1546.6924,4578.2842,1675.8818,685.6974,0.0000
"base",2030,60,26085.7952,3987.7303,32.3097,0.0000,0.0000,0.0000,2787.7007,10687.7881,2261.4520,0.0000,0.0000,418.1551,278.7701,418.1551,1672.6204,0.0000
"base",2030,61,20544.7960,4167.4754,29.3478,0.0000,0.0000,0.0000,2818.0752,6611.6992,190.0000,0.0000,0.0000,319.5295,1224.3821,268.8688,1005.2947,0.0000
"base",2030,62,6605.5889,995.5742,13.2673,0.0000,0.0000,0.0000,484.2167,2333.1448,883.2597,0.0000,0.0000,115.5697,48.0162,25.0625,295.5683,0.0000
"base",2030,63,23705.0040,7159.2761,30.3350,0.0000,0.0000,0.0000,1477.2771,3562.7400,0.0000,0.0000,16.7244,129.4319,418.1828,237.3639,675.5741,0.0000
"base",2030,64,24697.7504,6997.3843,35.6086,0.0000,0.0000,0.0000,2842.3957,4180.7975,20.0000,0.0000,24.9195,479.9363,708.7873,710.4348,918.3179,0.0000
"base",2030,65,70070.6444,13475.1239,15.6000,0.0000,0.0000,0.0000,2645.5679,6321.3612,0.0000,0.0000,73.7473,613.7774,391.2331,402.1202,1164.6898,0.0000
"base",2030,66,48124.5723,11582.8535,46.1671,0.0000,0.0000,0.0000,6940.2525,17221.1220,201.5000,0.0000,146.5615,1002.2895,3352.0197,740.1796,1699.2022,0.0000
"base",2030,67,41051.5946,10262.8987,36.0000,0.0000,0.0000,0.0000,4187.4508,14760.9800,0.0000,3472.8750,22.9930,560.7637,782.3171,1636.4849,1184.8921,0.0000
"base",2030,68,1093.3789,290.0000,7.54054,0.0000,0.0000,0.0000,11499.9672,644.0000,0.0000,0.0000,10402.2511,474.6506,140.7163,129.6149,352.7343,0.0000
"base",2030,69,67346.7693,11342.4969,11.8751,0.0000,0.0000,0.0000,2431.0049,10829.2752,0.0000,0.0000,243.1005,659.1902,321.4034,321.4034,885.9073,0.0000
"base",2030,7,1573.2014,677.2154,2.32304,0.0000,0.0000,0.0000,23565.9404,2280.5432,24.0000,7182.5902,0.0000,848.4250,15166.1011,5401.1265,1232.3338,0.0000
"base",2030,70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,71,51233.0688,13388.9936,79.7434,182.2890,0.0000,44.9629,10503.6383,14115.9948,311.0000,0.0000,3487.0000,2173.5840,1305.5859,1828.9176,1637.7474,0.0000
"base",2030,72,51368.8797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,73,277909.5278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,74,51431.7585,10568.8726,49.3793,2113.7745,1303.0000,1162.1275,4578.9020,17431.9120,348.0653,2188.9271,259.5230,1209.6565,885.8930,1059.7850,1162.1275,0.0000
"base",2030,75,64543.5957,10291.5237,75.6473,2058.3047,750.0000,1993.1743,4801.4790,29897.6144,6027.3470,0.0000,225.0000,1035.2958,705.1479,845.2094,1993.1743,0.0000
"base",2030,76,61388.5962,15195.1295,58.7335,237.7423,0.0000,84.9479,8855.4786,14495.2879,722.8843,0.0000,701.8763,2596.4348,2122.1103,775.4551,1987.0966,673.5539
"base",2030,77,43301.6218,12602.2898,67.4322,0.0000,0.0000,0.0000,6081.1266,8829.4014,106.0000,0.0000,34.3703,1652.1891,1985.9409,1468.0449,917.3479,0.0000
"base",2030,78,22571.3271,5312.9990,31.7580,1174.9241,0.0000,489.2817,1664.2057,7339.2251,0.0000,0.0000,0.0000,456.3240,295.4455,425.9226,489.2817,0.0000
"base",2030,79,73399.8317,13832.7104,66.3000,3158.9046,1692.0625,1703.6587,6554.6259,25554.8811,1240.3740,0.0000,439.7219,1487.5443,1255.8998,1659.8956,1703.6587,21.0073
"base",2030,8,3247.4217,1105.2771,9.54767,0.0000,0.0000,0.0000,16685.8432,301.0000,25.6222,0.0000,0.0000,4103.0186,10544.8442,762.6049,8.46879,0.0000
"base",2030,80,262412.4727,1160.7692,5.6,290.1923,0.0000,207.8413,839.9132,3117.6202,623.1561,0.0000,0.0000,119.7352,59.7640,451.2399,207.8413,0.0000
"base",2030,82,11847.9720,2177.0408,16.1000,512.9758,0.0000,270.6708,783.6466,4060.0626,895.1607,0.0000,50.7142,146.3942,152.5963,146.3942,270.6708,15.5027
"base",2030,83,544741.9328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,84,14763.6000,3750.0000,11.4845,0.0000,0.0000,0.0000,1168.2258,1059.9035,0.0000,0.0000,145.8976,231.8359,253.8259,84.5996,159.6695,292.3972
"base",2030,85,238842.1920,45593.4400,265.5000,0.0000,0.0000,0.0000,35316.4990,92348.5554,11160.6738,0.0000,3221.1228,7696.9569,9444.0630,8652.9464,6258.5644,42.8455
"base",2030,86,23021.6000,5742.0000,27.6212,160.0000,390.6250,67.1721,10481.8507,7961.0675,17.0000,0.0000,6266.8594,1573.8560,719.2371,348.5326,857.8570,714.7230
"base",2030,87,123170.4485,34529.3249,77.0419,767.0000,0.0000,286.7981,12244.2334,36436.7957,144.0000,0.0000,705.8954,3483.2914,1927.3651,1564.9390,4500.5149,62.2277
"base",2030,88,95426.9059,14996.2392,59.9000,3789.0598,250.0000,2028.3073,6354.8671,41732.8464,8328.9479,0.0000,345.8937,1656.3001,1028.0709,1244.1040,2832.1898,0.0000
"base",2030,89,20372.7798,3767.2800,16.3000,836.1836,0.0000,495.3206,1331.5042,7429.8091,0.0000,0.0000,66.3560,319.6049,247.7462,202.8696,495.3206,0.0000
"base",2030,9,9542.1443,5143.2156,19.9732,0.0000,0.0000,0.0000,7026.6282,1043.2257,1513.3585,447.2269,10.1931,3747.3037,2042.5025,648.2451,578.3838,0.0000
"base",2030,90,233122.3237,373.6331,4.2,124.5444,0.0000,28.0313,152.5757,420.4694,0.0000,0.0000,15.2576,41.1954,38.1439,30.5151,28.0313,0.0000
"base",2030,91,129467.6571,28992.8528,77.5000,6220.3122,13965.1703,2598.1270,22783.6095,38971.9045,671.4407,17364.3750,7463.6597,4647.3919,6004.0614,2065.5230,2603.9569,0.0000
"base",2030,92,510308.0666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,93,10789.6408,1659.9447,6.5,331.9889,0.0000,222.3347,554.3237,3335.0208,0.0000,0.0000,0.0000,83.1485,83.1485,110.8647,222.3347,55.4324
"base",2030,94,454224.2727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,95,5479.3415,1403.3648,7.5,89.4118,1331.0000,125.0124,1545.4242,1875.1867,0.0000,0.0000,227.4211,524.4265,501.2050,160.0331,125.0124,10.9813
"base",2030,96,467733.8322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,97,8068.1155,1946.3596,12.8000,648.7865,0.0000,183.1657,831.9522,2747.4856,0.0000,0.0000,91.5147,83.1952,124.7928,124.7928,183.1657,224.5840
"base",2030,98,64323.2044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,99,389935.5743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,1,14394.1252,6013.9919,37.2637,0.0000,0.0000,0.0000,39355.0389,2451.7842,68.0000,3535.9077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,10,32073.4318,7062.8468,36.5750,0.0000,0.0000,0.0000,11971.8519,15814.5846,7540.9635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,100,14379.5723,2760.9075,26.5000,631.5645,488.2812,325.0028,1444.8485,4875.0415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,11,2206.5206,1172.3571,3.77015,0.0000,0.0000,0.0000,8380.1216,0.0000,0.0000,23508.7805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,12,26734.7810,5680.1000,18.6700,0.0000,0.0000,0.0000,2375.4170,6348.0335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,13,33697.9428,8115.1875,25.3329,0.0000,0.0000,0.0000,5286.2698,10025.7535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,14,12257.0221,3002.4136,19.3928,0.0000,0.0000,0.0000,6614.1160,4343.6107,64.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,15,7260.2100,2773.5053,14.7820,0.0000,0.0000,0.0000,5807.9005,1519.2055,23.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,2,46112.0314,8908.5379,65.4172,0.0000,0.0000,0.0000,12226.7029,25026.4830,17977.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,22,26280.9641,5205.7435,15.0943,0.0000,0.0000,0.0000,2262.0841,6859.7641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,23,28420.2075,5981.7736,14.2449,0.0000,0.0000,0.0000,2327.8469,6367.1023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,24,35177.3226,6612.3529,16.0047,0.0000,0.0000,0.0000,2111.6780,6705.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,25,39836.4502,8056.8291,19.8901,0.0000,0.0000,0.0000,3376.3035,11097.6588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,26,32156.5035,7007.7362,17.9505,0.0000,0.0000,0.0000,4921.6015,14851.9980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,3,3446.5548,917.9764,37.0131,0.0000,0.0000,0.0000,17294.0867,5748.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,31,3984.8398,1362.1246,11.9855,0.0000,0.0000,0.0000,26059.1995,580.7271,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,32,28684.3410,10481.7536,32.1942,0.0000,0.0000,0.0000,4425.4829,6053.6228,320.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,33,15404.8018,5615.6236,16.3019,0.0000,0.0000,0.0000,2499.8908,2320.3615,47.0000,225.6218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,34,36238.0514,10529.1000,21.6787,0.0000,0.0000,0.0000,3044.8299,9950.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,35,17735.7435,5651.6279,16.1640,0.0000,0.0000,0.0000,1841.6674,3371.8121,121.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,36,28685.9899,8741.2309,23.4673,0.0000,0.0000,0.0000,2811.0422,5388.8764,82.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,37,19998.4336,4992.7942,32.7282,0.0000,0.0000,0.0000,2157.5647,5074.9981,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,38,26049.9347,9108.6820,26.3078,0.0000,0.0000,0.0000,3173.9784,5763.9018,434.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,39,17031.9182,7992.2327,19.7365,0.0000,0.0000,0.0000,3722.4431,4007.7114,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,4,38048.8500,7441.2212,19.4598,0.0000,0.0000,0.0000,12096.8943,8426.3110,1482.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,40,18750.7136,7696.6634,26.4838,0.0000,0.0000,0.0000,7677.3641,5159.5843,368.0000,1507.7447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,41,23443.8579,5741.0741,29.0751,0.0000,0.0000,0.0000,6269.6581,11839.0851,5900.7760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,42,12564.4120,2836.3594,8.37281,0.0000,0.0000,0.0000,9301.4775,5042.6485,1083.0000,7016.4054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,43,7520.0230,2989.9026,5.00829,0.0000,0.0000,0.0000,1893.7577,1378.4506,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,44,432.0000,288.0000,1.5,0.0000,0.0000,0.0000,12657.9259,0.0000,0.0000,1628.2891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,45,16695.0095,5318.4930,22.8456,0.0000,0.0000,0.0000,1696.5644,2300.8671,375.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,46,37410.0547,11783.5588,24.4770,0.0000,0.0000,0.0000,4574.0945,5801.2425,498.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,47,22947.2479,6601.5743,22.8782,0.0000,0.0000,0.0000,2730.0169,4134.3626,124.0000,500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,48,23629.1000,6887.0000,19.8000,0.0000,0.0000,0.0000,12016.6665,7518.7221,0.0000,4624.4883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.8690,1238.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,5,2735.0416,1204.6642,18.6144,0.0000,0.0000,0.0000,8033.6309,41.0000,266.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,50,19480.9785,8109.9806,17.3166,0.0000,0.0000,0.0000,3998.8510,4187.4851,179.0000,4237.3695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22587.4584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,52,31974.9823,6177.5281,44.6567,0.0000,0.0000,0.0000,5070.9847,10666.5572,4239.4682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,53,55668.3238,10099.8408,76.9582,0.0000,0.0000,0.0000,13580.8148,25820.0149,13453.5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,54,28524.9493,6501.9146,31.0327,0.0000,0.0000,0.0000,3976.6089,10348.7279,3599.8492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,55,1506.6965,420.3000,14.2707,0.0000,0.0000,0.0000,26303.9876,2053.2554,1039.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,56,20044.6999,4497.3050,22.0083,0.0000,0.0000,0.0000,3371.5772,8024.6200,4192.4752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,57,2776.7893,859.9750,6.42876,0.0000,0.0000,0.0000,577.3775,152.5145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,58,21743.9435,4082.2084,41.3419,0.0000,0.0000,0.0000,2897.6586,5102.7756,772.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,59,37250.1630,6764.0488,38.7823,0.0000,0.0000,0.0000,4322.1658,13703.5790,4779.6277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,6,11225.0176,6311.7384,19.5705,0.0000,0.0000,0.0000,8604.2377,3311.0091,177.0000,297.0344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,60,26866.9943,3987.7303,33.3894,0.0000,0.0000,0.0000,2896.0360,10763.6801,2293.8567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,61,21828.0255,4195.4171,30.9318,0.0000,0.0000,0.0000,2901.3491,7029.2613,190.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,62,6714.1328,1008.3742,13.3211,0.0000,0.0000,0.0000,486.9268,2418.3687,949.3271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,63,24815.7983,7554.2761,30.3283,0.0000,0.0000,0.0000,1488.6028,3896.6996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,64,25633.8815,7342.4843,35.2567,0.0000,0.0000,0.0000,3130.7338,4488.8542,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,65,78986.3957,15189.6915,15.6000,0.0000,0.0000,0.0000,2980.7127,7156.9597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,66,53949.5274,12854.9174,47.1583,0.0000,0.0000,0.0000,8574.9913,18783.1117,241.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,67,46074.4834,11518.6209,36.0000,0.0000,0.0000,0.0000,4766.9464,15587.3116,0.0000,3646.5188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,68,1102.0000,290.0000,7.6,0.0000,0.0000,0.0000,13139.2983,644.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,69,76052.4299,12023.1636,12.6483,0.0000,0.0000,0.0000,2731.8347,10959.6385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,7,1614.7141,701.4154,2.30208,0.0000,0.0000,0.0000,24840.2270,2279.0525,24.0000,7697.3795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,71,65430.5089,17211.0261,91.4300,436.2998,0.0000,53.1704,13250.4909,18891.3747,311.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,72,54525.2556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,73,295185.1963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,74,67738.4121,13658.9628,50.1793,2731.7926,1536.9800,1613.1064,5881.8789,24196.5955,1007.5560,2353.0966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,75,66732.5602,10421.5237,77.1296,2084.3047,2000.0000,2019.2043,6103.5091,30288.0651,6211.6862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,76,67627.9601,16833.3115,59.0179,249.1387,0.0000,95.1969,10347.9063,16417.4847,751.8011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,77,44308.9435,12817.2898,67.5027,0.0000,0.0000,0.0000,7223.2407,10015.0370,106.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,78,27025.3860,6226.3110,31.9810,1383.7521,0.0000,595.3529,1979.1050,8930.2942,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,79,87275.5339,16175.3345,67.1000,3682.4536,2002.7531,2080.7451,7765.9518,31211.1764,1469.6140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,8,3564.2548,1215.2771,9.70318,0.0000,0.0000,0.0000,21018.5516,301.0000,27.6136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,80,277997.7497,1310.7692,5.6,327.6923,0.0000,225.0283,896.4305,3375.4244,739.7461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,82,13421.6029,2447.0978,16.4000,574.7097,0.0000,309.6343,884.3439,4644.5140,971.2907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,83,596695.3889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,84,16418.9000,4086.0000,11.6340,0.0000,0.0000,0.0000,1317.2920,1108.1221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,85,318944.1040,58830.4400,297.9000,0.0000,0.0000,0.0000,50034.2494,124425.6076,14466.8914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,86,24114.5000,6158.0000,27.0621,175.0000,488.2812,77.4022,11885.1685,9005.6978,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,87,152203.1326,43538.3249,80.0043,1340.4000,0.0000,672.2610,14144.6428,46117.8824,144.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,88,109000.1145,17078.2362,61.1182,4359.5590,250.0000,2444.7791,7054.3381,48544.8070,9246.0887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,89,24413.5019,4416.4618,16.6000,980.6394,0.0000,613.4630,1594.1024,9201.9455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,9,9595.4657,5287.5573,19.4864,0.0000,0.0000,0.0000,7100.7780,1052.1673,1519.0839,480.7689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,90,247605.1383,425.9473,4.3,141.9824,0.0000,33.7290,175.7114,505.9346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,91,149837.2729,33330.6489,78.5000,7165.3997,16850.8337,3139.4787,27155.7121,47092.1803,789.2315,18232.5938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,92,543477.7771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,93,12967.6127,1995.0173,6.5,399.0035,0.0000,271.7476,670.7511,4076.2139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,94,481777.7915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,95,6496.7303,1613.3653,7.8,98.3893,1464.1000,150.6957,1713.1850,2260.4350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,96,497480.2846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,97,9266.9972,2153.3276,13.2000,717.7759,0.0000,213.1068,930.8826,3196.6014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,98,68935.7264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,99,428540.6990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
