"scenario","year","ravtaz","pop","hh","hhsize","empd","empi","empe","emp","school","yeshiva","college","ind","htl","bsn","pub","edu","agr"
"base",2020,70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,71,42652.0648,10919.4780,69.6323,141.7838,0.0000,34.0517,9099.9623,11683.0094,311.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,72,45112.2507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,73,238768.4103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,74,33298.8657,7117.4606,38.0793,1423.4921,940.0000,793.1815,3156.6736,11897.7218,172.2543,1894.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,75,55600.2719,9251.5237,72.3236,1850.3047,0.0000,1837.1341,3687.4388,27557.0111,5169.0539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,76,50076.9206,12536.2603,54.2394,215.0485,0.0000,73.5654,6955.1687,10333.5390,686.3623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,77,31026.0678,9775.8898,54.2957,0.0000,0.0000,0.0000,2819.0427,6451.4221,106.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,78,17218.7317,4078.5698,27.0549,906.3168,0.0000,368.2155,1274.5322,5523.2318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,79,49272.4378,9360.1967,66.1000,2154.1478,1225.0000,1311.9948,4691.1426,19679.9225,663.4767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,8,2240.7319,807.7771,9.46792,0.0000,0.0000,0.0000,6247.4280,301.0000,10.5203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,80,228514.6648,810.7692,5.3,202.6923,0.0000,139.6841,680.4038,2095.2617,409.1433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,82,8930.4740,1637.6225,16.1000,390.6513,0.0000,221.6709,612.3222,3325.0628,642.8027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,83,440949.8006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,84,11912.1000,3077.0000,11.4184,0.0000,0.0000,0.0000,924.0563,968.8336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,85,126448.7000,24715.0000,160.8000,0.0000,0.0000,0.0000,18494.3626,45200.8838,5227.6361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,86,20134.2845,4990.0569,27.8667,140.0142,250.0000,79.4730,7275.4872,6331.3509,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,87,91058.5551,24665.7249,63.8598,0.0000,0.0000,0.0000,10307.7217,27074.2549,144.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,88,78016.5173,11942.8399,53.3846,2996.5433,250.0000,2562.5169,6159.0603,38437.7542,6479.0882,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,89,13532.4834,2508.1113,16.3000,555.7839,0.0000,352.9236,908.7075,5293.8540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,9,9033.1244,4732.2323,20.6280,0.0000,0.0000,0.0000,6646.0743,1012.7585,1503.1847,387.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,90,200201.9257,258.6701,4.2,86.2234,0.0000,21.7283,107.9516,325.9243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,91,94145.7047,21226.7388,77.5000,4512.7949,10452.5000,1923.8344,16889.1293,28857.5164,438.1855,15750.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,92,436452.2189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,93,7075.0814,1088.4741,6.5,217.6948,0.0000,199.4938,417.1886,2992.4074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,94,391546.4748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,95,3616.5010,927.7754,7.5,63.0670,1100.0000,84.4431,1247.5101,1266.6464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,96,400718.7491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,97,5753.1483,1394.6961,12.8000,464.8987,0.0000,138.2226,603.1213,2073.3388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,98,54331.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2020,99,313008.7863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,1,12103.0006,5083.8919,36.6466,0.0000,0.0000,0.0000,35183.4821,2475.2015,68.0000,3207.1725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,10,28782.7800,6612.4801,35.0107,0.0000,0.0000,0.0000,10911.9779,15629.5335,7253.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,100,9267.4356,1789.2900,26.0000,410.9229,312.5000,208.4874,931.9103,3127.3105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,11,2061.2013,1100.3571,3.77857,0.0000,0.0000,0.0000,7999.7454,0.0000,0.0000,21778.6218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,12,20160.9878,4167.2000,19.2563,0.0000,0.0000,0.0000,1679.9276,5121.2404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,13,30281.7204,7304.9763,25.3166,0.0000,0.0000,0.0000,4367.9440,8937.7372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,14,10631.8899,2599.2693,19.3928,0.0000,0.0000,0.0000,5668.4526,3811.6538,64.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,15,7194.5019,2726.1053,14.7904,0.0000,0.0000,0.0000,4145.5679,1389.4523,23.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,2,40761.7112,8096.1379,63.8416,0.0000,0.0000,0.0000,11409.8992,23581.7919,17610.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,22,22137.8163,4392.2072,15.0943,0.0000,0.0000,0.0000,1849.2571,5467.3821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,23,23596.5570,4957.3775,14.2797,0.0000,0.0000,0.0000,1872.6708,5326.4359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,24,31758.2091,5915.5171,16.1070,0.0000,0.0000,0.0000,1865.0272,4793.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,25,29675.2951,6102.5871,19.6174,0.0000,0.0000,0.0000,2445.1478,8751.2360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,26,24820.8286,5393.0805,17.9505,0.0000,0.0000,0.0000,2622.2856,12640.4085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,3,2733.2200,659.7280,40.7502,0.0000,0.0000,0.0000,13511.6203,5748.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,31,2865.5115,949.1246,12.2566,0.0000,0.0000,0.0000,19777.1260,529.9017,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,32,22820.0120,8346.7203,32.7776,0.0000,0.0000,0.0000,3989.6109,4581.0029,320.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,33,15240.6528,5410.7236,16.6854,0.0000,0.0000,0.0000,2077.8857,2387.7951,47.0000,170.6025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,34,29011.7532,7744.1000,21.9515,0.0000,0.0000,0.0000,2492.8363,6663.6549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,35,15593.7206,4820.3279,16.5225,0.0000,0.0000,0.0000,1773.3343,3110.2924,121.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,36,22541.2475,6864.5309,23.6549,0.0000,0.0000,0.0000,2537.1559,4363.4063,82.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,37,16605.8794,4155.3097,32.6207,0.0000,0.0000,0.0000,1685.5650,4789.1944,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,38,19857.2956,6964.6153,26.5078,0.0000,0.0000,0.0000,2925.1930,4951.1678,434.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,39,16064.3161,7362.3161,20.4554,0.0000,0.0000,0.0000,3548.0463,3829.7156,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,4,37181.0300,7303.0316,19.1618,0.0000,0.0000,0.0000,11610.7999,7627.9060,1482.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,40,16712.6001,6520.7634,28.1581,0.0000,0.0000,0.0000,6990.8962,4999.5987,368.0000,1304.7006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,41,22033.6935,5478.6741,28.4951,0.0000,0.0000,0.0000,6051.2381,11445.6343,5709.8654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,42,9954.9654,2465.7594,7.86515,0.0000,0.0000,0.0000,7682.6993,4833.7366,1083.0000,6031.5353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,43,5859.3871,2283.1026,5.10045,0.0000,0.0000,0.0000,1827.5044,1141.0565,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8908.4727,0.0000,0.0000,1397.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,45,16472.9627,5198.6263,23.0043,0.0000,0.0000,0.0000,1656.4563,2309.6038,375.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,46,29847.2801,9777.3588,23.7006,0.0000,0.0000,0.0000,4161.7496,4495.8473,498.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,47,18885.5644,5665.5743,22.8752,0.0000,0.0000,0.0000,2582.3095,3609.0199,124.0000,500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,48,4229.2000,1353.0000,12.5000,0.0000,0.0000,0.0000,8705.5295,172.1509,0.0000,4039.2072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.0991,1238.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,5,2679.2594,1180.7642,18.5740,0.0000,0.0000,0.0000,7575.6241,41.0000,266.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,50,18240.8077,7414.4806,17.6459,0.0000,0.0000,0.0000,3799.8299,3926.7318,179.0000,3658.1875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19454.4301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,52,29743.4921,5870.8781,43.6852,0.0000,0.0000,0.0000,4848.1828,10354.7371,4081.7174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,53,46274.5421,8540.7484,73.9023,0.0000,0.0000,0.0000,12852.8297,22388.7539,12651.9753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,54,24799.1114,5914.8146,29.6571,0.0000,0.0000,0.0000,3747.0768,9144.0242,3408.3123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,55,186.7909,54.0000,3.45909,0.0000,0.0000,0.0000,18295.2666,1697.0000,1039.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,56,16350.0383,3699.8050,17.3078,0.0000,0.0000,0.0000,2689.5438,6507.2410,3815.6450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,57,2595.9292,825.8750,6.2633,0.0000,0.0000,0.0000,502.8980,182.2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,58,20184.6292,4033.0084,39.5015,0.0000,0.0000,0.0000,2722.5848,5144.0526,748.6596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,59,34111.6856,6482.8488,37.4959,0.0000,0.0000,0.0000,4142.4035,13475.6731,4707.6324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,6,10761.2985,5883.5584,20.3143,0.0000,0.0000,0.0000,8358.1087,3249.1298,177.0000,175.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,60,25439.5467,3987.7303,31.7351,0.0000,0.0000,0.0000,2656.2096,9206.5823,2206.4962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,61,19140.5719,4129.9337,27.6890,0.0000,0.0000,0.0000,2753.4474,6172.3528,190.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,62,6459.6569,970.1742,13.3045,0.0000,0.0000,0.0000,471.4990,2170.0684,946.1926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,63,22470.8436,6878.2761,29.0637,0.0000,0.0000,0.0000,1427.4382,3393.9380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,64,24487.7504,6886.4843,35.9588,0.0000,0.0000,0.0000,2530.9145,4008.0359,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,65,61125.5580,11754.9150,15.6000,0.0000,0.0000,0.0000,2314.1980,5546.5125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,66,38577.3773,9396.0895,41.1602,0.0000,0.0000,0.0000,3480.8431,15564.3599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,67,34865.9058,8716.4765,36.0000,0.0000,0.0000,0.0000,3440.6427,13995.2617,0.0000,3307.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,68,1093.3789,290.0000,7.54054,0.0000,0.0000,0.0000,9465.0437,644.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,69,59144.1239,10762.3302,10.9934,0.0000,0.0000,0.0000,2142.9529,10691.2671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,7,1579.6701,677.2154,2.3326,0.0000,0.0000,0.0000,18472.1526,2288.5409,24.0000,6702.6575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,71,46518.8514,12036.8229,72.6527,161.2321,0.0000,37.1434,9750.3999,12394.8321,311.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,72,48239.9381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,73,258999.8946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,74,41461.9603,8646.3916,38.9793,1729.2783,1106.0000,927.2074,3762.4858,13908.1115,259.2407,2036.2113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,75,61504.5720,10161.5237,73.2886,2032.3047,0.0000,1932.7166,3965.0214,28990.7497,5901.0449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,76,55345.8286,13789.3722,54.8137,226.8309,0.0000,74.9434,7645.8577,12808.1993,697.5735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,77,37090.4880,11386.5898,62.2345,0.0000,0.0000,0.0000,3024.5689,7676.7389,106.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,78,19117.7856,4596.6412,31.6967,1015.8346,0.0000,407.8239,1423.6585,6117.3590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,79,60638.6358,11483.3975,66.2000,2632.3329,1436.2500,1452.3561,5520.9390,21785.3419,988.1005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,8,2779.4727,965.2771,8.87627,0.0000,0.0000,0.0000,8532.2041,301.0000,34.7403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,80,245756.7038,960.7692,5.6,240.1923,0.0000,177.3848,757.4582,2660.7720,484.7612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,82,10320.7544,1894.5482,16.1000,449.0360,0.0000,242.6048,691.6408,3639.0722,772.7893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,83,492676.5872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,84,13159.5000,3362.0000,11.5171,0.0000,0.0000,0.0000,1028.7092,1029.8573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,85,150395.5600,30749.2000,194.1000,0.0000,0.0000,0.0000,23582.2689,52876.7976,7019.6623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,86,21336.4000,5366.0000,27.4625,150.0000,312.5000,67.2727,8794.0200,7038.9675,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,87,107933.4698,29789.3249,70.4976,469.0000,0.0000,165.8085,11395.4290,32025.9021,144.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,88,85202.6219,13237.2981,53.4000,3320.1579,250.0000,2571.7085,6491.8664,38575.6281,7744.8499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,89,16732.5176,3097.9233,16.3000,687.2202,0.0000,405.9088,1093.1290,6088.6322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,9,9156.6829,4895.3739,20.1990,0.0000,0.0000,0.0000,6935.8960,1037.9392,1504.1215,416.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,90,217271.5365,313.6544,4.2,104.5515,0.0000,24.0079,128.5594,360.1187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,91,109513.5815,24533.5194,77.5000,5247.2317,11420.4375,2169.4724,18837.1416,32542.0862,568.9523,16537.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,92,474344.8680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,93,8792.9851,1352.7669,6.5,270.5534,0.0000,201.7297,472.2830,3025.9449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,94,423776.3643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,95,4513.0302,1156.5953,7.5,75.5674,1210.0000,102.4818,1388.0492,1537.2263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,96,435133.0263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,97,6874.4254,1662.6945,12.8000,554.2315,0.0000,158.9876,713.2191,2384.8138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,98,59408.2349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2025,99,351359.1819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,1,13843.6678,5785.0419,37.0460,0.0000,0.0000,0.0000,37193.8633,2443.5736,68.0000,3367.5311,0.0000,10786.8167,18086.6313,7129.9583,1190.4570,0.0000
"base",2030,10,30807.0049,6826.1635,36.3559,0.0000,0.0000,0.0000,11662.5288,15721.3442,7336.6416,0.0000,90.1354,2616.5176,4494.8348,2041.7304,2419.3105,0.0000
"base",2030,100,11669.9141,2259.4034,26.0000,517.2514,390.6250,254.2170,1162.0934,3813.2553,0.0000,0.0000,132.0857,224.7452,253.6958,207.5641,254.2170,91.7407
"base",2030,11,2050.8633,1100.3571,3.76057,0.0000,0.0000,0.0000,8095.5277,0.0000,0.0000,22625.6965,138.1198,585.2105,4892.5111,187.8148,2291.8714,0.0000
"base",2030,12,25242.7454,5142.7000,19.4726,0.0000,0.0000,0.0000,2171.8377,5624.2761,0.0000,0.0000,129.4435,381.7258,360.0192,206.8199,1093.8293,0.0000
"base",2030,13,31763.9170,7653.8819,25.3256,0.0000,0.0000,0.0000,5014.0787,9513.8437,0.0000,0.0000,86.4514,846.8208,944.8222,1961.6893,1174.2950,0.0000
"base",2030,14,11551.0722,2825.3414,19.3928,0.0000,0.0000,0.0000,6024.6792,4068.1308,64.0000,0.0000,167.0394,1635.9296,1749.2146,1422.6117,1049.8839,0.0000
"base",2030,15,7192.5228,2735.1053,14.8094,0.0000,0.0000,0.0000,4410.2012,1444.6281,23.0000,0.0000,0.0000,835.5103,2758.9170,365.1143,450.6596,0.0000
"base",2030,2,44205.0370,8655.8379,64.7368,0.0000,0.0000,0.0000,11835.8830,24394.1492,17787.3472,0.0000,161.3323,3096.5442,3024.7111,1735.9611,3817.3343,0.0000
"base",2030,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2030,22,24448.1831,4845.1754,15.0943,0.0000,0.0000,0.0000,2104.8563,6163.5731,0.0000,0.0000,75.0746,535.2090,494.7622,335.4480,664.3626,0.0000
"base",2030,23,25410.0644,5345.7756,14.2518,0.0000,0.0000,0.0000,2106.4510,5840.4039,0.0000,0.0000,114.4566,463.3951,282.8100,501.0994,744.6898,0.0000
"base",2030,24,33370.0020,6215.7350,16.1070,0.0000,0.0000,0.0000,1973.6283,5749.0900,0.0000,0.0000,46.7655,494.3405,409.8076,228.3201,794.3946,0.0000
"base",2030,25,33871.7176,6897.4081,19.8097,0.0000,0.0000,0.0000,2891.8270,9600.2333,0.0000,0.0000,141.7351,557.8145,472.5220,716.2336,1003.5218,0.0000
"base",2030,26,28115.6520,6119.3083,17.9505,0.0000,0.0000,0.0000,3526.8936,13559.4610,0.0000,0.0000,430.7820,746.9362,480.4122,569.7674,1298.9959,0.0000
"base",2030,3,3027.9200,775.2522,38.8258,0.0000,0.0000,0.0000,16054.1225,5748.0000,0.0000,0.0000,127.5820,5292.5462,6110.1441,2459.2490,2064.6012,0.0000
"base",2030,31,3097.3643,1030.6246,12.1797,0.0000,0.0000,0.0000,23728.5560,539.5500,34.0000,0.0000,3462.6584,7656.1780,11797.8396,581.3714,230.5085,0.0000
"base",2030,32,26502.7842,9693.2369,32.5582,0.0000,0.0000,0.0000,4335.0266,5591.7885,320.0000,0.0000,0.0000,1260.8449,1047.8722,1026.1313,907.5142,93.9224
"base",2030,33,15354.5401,5511.9236,16.5252,0.0000,0.0000,0.0000,2208.9477,2297.7993,47.0000,196.1929,0.0000,578.2724,295.0391,558.9674,776.6689,0.0000
"base",2030,34,32830.0404,9294.1000,21.7346,0.0000,0.0000,0.0000,2793.0391,8404.6511,0.0000,0.0000,0.0000,571.6902,307.6073,645.7462,1267.9954,0.0000
"base",2030,35,16718.6681,5235.9779,16.3775,0.0000,0.0000,0.0000,1803.5511,3160.5056,121.0000,0.0000,0.0000,127.7919,861.5697,228.4109,585.7786,0.0000
"base",2030,36,25070.2202,7666.7309,23.6247,0.0000,0.0000,0.0000,2662.7055,4650.1042,82.0000,0.0000,0.0000,501.4440,638.4695,555.4540,967.3381,0.0000
"base",2030,37,18119.5081,4528.8519,32.6770,0.0000,0.0000,0.0000,1894.9222,4829.4293,74.0000,0.0000,26.0271,420.8311,374.3608,471.7553,497.2208,104.7271
"base",2030,38,23243.2356,8066.0987,26.7734,0.0000,0.0000,0.0000,3101.4637,5599.5104,434.0000,0.0000,18.9721,314.6272,568.7456,803.1088,1396.0100,0.0000
"base",2030,39,16962.7181,7782.6494,20.1498,0.0000,0.0000,0.0000,3678.0336,3990.1434,44.0000,0.0000,0.0000,615.6043,1151.4312,806.0736,1104.9246,0.0000
"base",2030,4,37582.4400,7372.1264,19.2533,0.0000,0.0000,0.0000,11848.7823,7986.3063,1482.0000,0.0000,401.3681,3523.3296,1274.1981,3319.0729,3330.8135,0.0000
"base",2030,40,17598.6077,7038.8634,27.3525,0.0000,0.0000,0.0000,7486.5876,5075.1874,368.0000,1402.5532,147.7660,2742.4854,2383.6806,809.7621,1402.8935,0.0000
"base",2030,41,22803.3600,5612.7741,28.8709,0.0000,0.0000,0.0000,6183.2795,11628.9142,5785.0600,0.0000,0.0000,883.2458,1036.1545,1200.1481,3063.7310,0.0000
"base",2030,42,10682.4711,2500.7594,8.17143,0.0000,0.0000,0.0000,8221.9841,4568.0302,1083.0000,6505.3447,0.0000,814.6538,1353.8352,4683.0693,1370.4259,0.0000
"base",2030,43,7016.9367,2771.9026,5.03664,0.0000,0.0000,0.0000,1861.9962,1303.3937,20.0000,0.0000,0.0000,310.8213,848.3881,376.7676,326.0191,0.0000
