taz,area,type,cultural,education,office,shopping,health,religiosit,urban,transporta,empl_indu,empl_comm,empl_serv,empl_tot,students,population,households,parkcost,parkwalk,popdens,ga21,ga22,ga23,ga24,ga25,ga26,ga11,ga12,ga13,ga14,ga15,ga16,workers,workperc,avgHH,soceco,Mlic2,Mlic3,Mlic4,Mlic5,Mlic6,Flic2,Flic3,Flic4,Flic5,Flic6,emp2pop,parkcap,parkAM,parkPM,parkOP,INTLSUME,INTLSUMO,INTLSUMS,INTLSUMW,LSIZESEC,LSIZEINTS,LSUMSIZE0,LSUMSIZES,Hh0car,HH1car,HH2car,HH3car
2201,0.687,6,0,0,1,0,0,1,1,0,442,270,425,1137,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,2023,0.00063,0.00146,0.00142,-0.375085,0.909985,1.544718,0.961106,2.058006,3.772084,1.206403,1.476856,0,0,0,0
2202,0.424,5,0,0,1,1,0,1,1,1,1759,2004,1149,4912,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,2339,0.00055,0.00126,0.00123,-0.858966,2.102563,2.873657,2.169059,3.44307,5.221726,2.475713,2.795649,0,0,0,0
2203,0.402,5,0,0,1,2,0,1,1,0,616,702,402,1720,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,1461,0.00087,0.00202,0.00196,-0.910684,1.138072,1.864449,1.19932,2.416629,4.176275,1.485555,1.789628,0,0,0,0
2204,0.646,3,0,3,1,0,0,1,1,0,591,114,2141,2846,0,8570,1852,25,3,13.2705,1504,428,467,667,836,225,1619,461,502,718,899,242,3048,0.35566,4.63,6,0.33,0.8,0.79,0.82,0.86,0.22,0.49,0.46,0.55,0.56,0.332,2398,0.00072,0.00142,0.00138,1.824071,3.12814,3.571936,2.410132,3.501628,5.378122,3.211706,3.01626,123,658,969,102
2205,0.19,3,0,2,0,0,0,1,1,0,23,21,589,633,0,3289,973,25,3,17.3472,610,183,152,290,363,110,565,169,141,269,337,102,1225,0.37245,3.38,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.192,662,0.00333,0.00585,0.00573,1.133367,2.152079,2.48352,1.243298,2.473166,4.211507,2.386755,2.051053,441,456,68,8
2206,0.15,3,0,3,0,0,0,1,1,0,94,89,321,504,0,3951,1141,25,3,26.3588,775,112,142,407,408,171,744,107,136,391,392,165,1299,0.32878,3.46,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.128,532,0.00616,0.0093,0.00915,1.272555,2.280833,2.596415,1.294493,2.512699,4.264553,2.495489,2.112938,490,552,88,11
2207,0.42,3,0,3,0,0,0,1,1,0,129,204,577,910,0,7645,1791,25,3,18.2037,1395,371,370,622,804,189,1448,385,384,646,835,196,3004,0.39294,4.27,4,0.31,0.76,0.73,0.78,0.81,0.19,0.43,0.37,0.46,0.46,0.119,1329,0.00173,0.00299,0.00293,1.75585,2.888562,3.252659,1.950521,3.010547,4.887869,2.970348,2.60682,354,987,411,39
2208,0.199,5,0,0,1,2,0,1,1,0,1680,829,2477,4986,0,60,22,25,3,0.3018,3,1,8,12,9,0,2,1,7,9,7,0,24,0.4,2.73,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,15,1796,0.00073,0.00166,0.00162,-1.329091,2.10713,2.885451,2.16233,3.456218,5.239803,2.488762,2.804194,0,2,16,3
2209,0.295,5,0,0,1,2,0,0,1,0,1388,685,2048,4121,0,60,22,25,3,0.2033,3,1,8,12,9,0,2,1,7,9,7,0,24,0.4,2.73,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,15,1814,0.00072,0.00164,0.00159,-1.01861,1.939293,2.705739,1.990809,3.271808,5.051014,2.314858,2.624771,0,2,16,3
2210,0.395,5,0,0,1,2,0,1,1,0,1585,1640,3909,7134,0,2861,955,25,3,7.2479,305,62,130,256,407,298,293,60,125,246,391,287,1375,0.4806,3,12,0.39,0.89,0.9,0.94,0.98,0.31,0.76,0.72,0.82,0.85,2.494,2854,0.00041,0.001,0.00097,1.180893,2.911095,3.520783,2.668463,3.965844,5.727888,3.261507,3.366887,120,471,333,31
2211,0.219,3,0,2,0,2,0,1,1,0,207,77,361,645,0,3390,1315,25,3,15.4972,360,74,154,303,480,352,349,72,148,293,465,341,1730,0.51032,2.58,8,0.35,0.83,0.83,0.86,0.9,0.25,0.58,0.55,0.64,0.66,0.19,739,0.00268,0.00494,0.00484,1.425604,2.264033,2.513537,1.28651,2.685715,4.266246,2.651327,2.28119,631,592,82,10
2212,0.311,3,0,3,0,3,0,1,1,0,136,214,402,752,0,4522,1884,25,3,14.5505,521,129,217,414,568,315,568,141,237,451,620,343,2308,0.51039,2.4,7,0.34,0.82,0.81,0.84,0.88,0.23,0.54,0.5,0.6,0.61,0.166,1001,0.00186,0.00353,0.00345,1.784724,2.564317,2.779424,1.543124,2.992329,4.519743,2.990773,2.599894,1104,696,73,11
2213,0.369,3,0,3,0,0,0,1,1,0,304,296,698,1298,0,9716,3901,25,3,26.3518,1330,200,456,960,994,1029,1272,191,435,917,950,982,4447,0.4577,2.49,6,0.33,0.8,0.79,0.82,0.86,0.22,0.49,0.46,0.55,0.56,0.134,1309,0.0025,0.00378,0.00372,2.490033,3.287019,3.502452,2.219111,3.672971,5.215369,3.697032,3.286868,2259,1463,155,23
2214,0.331,3,0,3,0,0,0,1,1,0,116,235,1059,1410,0,8734,2046,3,3,26.3506,1802,458,400,623,777,293,1812,461,403,627,781,296,2646,0.30295,4.27,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.161,1241,0.00264,0.00399,0.00393,1.866278,3.042787,3.424164,2.14166,3.233469,5.108103,3.135118,2.805809,623,1118,276,29
2215,0.093,3,0,0,2,1,0,1,1,0,204,213,599,1016,0,3517,911,3,3,37.8691,673,183,122,219,322,241,672,183,122,218,322,241,1162,0.3304,3.86,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.289,520,0.00899,0.0122,0.01205,1.037988,2.231831,2.631678,1.424903,2.615872,4.430383,2.405915,2.148331,308,486,105,11
2216,0.219,3,0,0,0,2,0,1,1,0,226,276,641,1143,0,8570,2188,3,3,39.1374,1775,359,326,614,777,448,1763,357,324,611,772,445,2737,0.31937,3.92,4,0.31,0.76,0.73,0.78,0.81,0.19,0.43,0.37,0.46,0.46,0.133,890,0.00541,0.00729,0.0072,1.913586,3.02107,3.373082,2.061848,3.20682,5.038507,3.161239,2.795342,711,1180,269,29
2217,0.215,3,0,3,2,2,0,1,1,0,218,609,1453,2280,0,8500,2389,3,3,39.5364,1500,476,447,564,656,274,1755,556,523,661,767,322,2947,0.34671,3.56,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.268,1173,0.00415,0.00558,0.00551,1.998211,3.121331,3.495298,2.278544,3.50942,5.285744,3.337647,3.053943,1028,1155,184,22
2218,0.147,3,0,0,0,2,0,1,1,0,160,170,950,1280,0,7065,2407,3,3,48.1559,1336,204,262,661,712,460,1261,193,247,623,672,434,2964,0.41953,2.94,8,0.35,0.83,0.83,0.86,0.9,0.25,0.58,0.55,0.64,0.66,0.181,738,0.00799,0.01026,0.01015,1.996267,2.936379,3.226848,1.958428,3.30397,4.967416,3.255035,2.889578,1155,1083,150,19
2219,0.13,3,0,2,0,2,0,1,1,0,48,77,348,473,0,3230,1346,3,3,24.753,515,90,106,299,365,261,502,87,103,291,355,255,1674,0.51827,2.4,11,0.38,0.88,0.88,0.92,0.96,0.29,0.72,0.68,0.78,0.8,0.146,473,0.00654,0.01007,0.0099,1.426723,2.206917,2.415006,1.144886,2.620673,4.144351,2.637379,2.231925,744,533,61,9
2220,0.324,3,0,2,2,2,0,1,1,0,561,317,1376,2254,0,11070,2629,3,3,34.2034,2530,439,486,766,975,425,2452,425,471,743,945,412,3485,0.31481,4.21,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.204,1450,0.00292,0.00407,0.00401,2.104609,3.306784,3.700141,2.44145,3.563086,5.426188,3.416832,3.117388,717,1458,412,42
2221,0.293,3,0,3,0,2,0,1,1,0,407,701,822,1930,0,11038,3006,3,3,37.6151,2235,530,463,607,1130,659,2152,510,446,584,1088,634,3250,0.29444,3.67,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.175,1290,0.00359,0.00489,0.00482,2.230414,3.317931,3.668423,2.391812,3.588703,5.380307,3.504206,3.163284,1223,1496,256,30
2222,0.082,3,0,3,0,0,0,1,1,0,24,10,261,295,0,1949,458,3,3,23.8626,276,133,110,84,199,102,320,154,128,97,230,118,593,0.30426,4.26,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.151,299,0.00998,0.01556,0.0153,0.374661,1.538613,1.915256,0.628282,1.714954,3.588426,1.630409,1.292834,137,251,63,7
2223,0.193,3,0,3,0,0,1,1,1,0,140,90,1347,1577,0,4888,999,3,3,25.3735,769,415,326,174,590,121,801,433,340,181,614,126,1522,0.31137,4.89,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.323,920,0.00345,0.00527,0.00518,1.159103,2.536623,2.99364,1.806737,2.890325,4.798014,2.590091,2.397183,172,538,264,25
2224,0.216,3,0,3,0,0,0,1,1,0,259,144,310,713,0,3710,684,3,3,17.2074,628,297,256,163,470,94,593,281,242,154,444,89,1018,0.27439,5.42,4,0.31,0.76,0.73,0.78,0.81,0.19,0.43,0.37,0.46,0.46,0.192,750,0.00292,0.00515,0.00504,0.817949,2.16552,2.60383,1.351503,2.312872,4.296358,2.122871,1.859265,57,278,318,31
2225,0.074,3,0,3,0,2,0,1,1,0,45,55,259,359,0,2898,544,3,3,39.3269,599,208,134,118,341,75,578,200,130,114,330,72,772,0.26639,5.33,4,0.31,0.76,0.73,0.78,0.81,0.19,0.43,0.37,0.46,0.46,0.124,300,0.01614,0.02172,0.02145,0.53315,1.860402,2.278938,0.951093,1.891683,3.909589,1.801957,1.465982,50,234,237,23
2226,0.178,3,0,3,0,2,0,1,1,0,96,365,772,1233,0,6421,1504,3,3,36.0824,1370,417,260,292,651,354,1260,384,239,269,599,326,1621,0.25245,4.27,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.192,801,0.00556,0.00764,0.00754,1.544598,2.750866,3.143839,1.875814,2.986509,4.858953,2.85035,2.544055,515,800,171,19
2227,0.221,3,0,2,0,2,0,1,1,0,228,318,1206,1752,0,8393,2246,3,3,37.9108,1386,591,411,373,594,346,1757,748,522,473,753,438,2270,0.27046,3.74,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.209,1053,0.00444,0.00603,0.00595,1.939262,3.060681,3.42745,2.173535,3.366862,5.16775,3.241534,2.927336,973,1081,171,21
2228,0.114,3,0,2,0,2,0,1,1,0,88,155,531,774,0,6530,2098,3,3,57.4283,1298,300,263,423,516,372,1375,318,277,448,547,393,2349,0.35972,3.11,7,0.34,0.82,0.81,0.84,0.88,0.23,0.54,0.5,0.6,0.61,0.119,522,0.01341,0.01661,0.01646,1.85666,2.800325,3.083331,1.761561,3.071086,4.75839,3.081046,2.677809,1043,918,121,16
2229,0.176,3,0,2,0,2,0,1,1,0,312,385,1631,2328,0,7416,2691,3,3,42.1117,1356,331,331,572,584,358,1491,364,364,629,642,394,3010,0.40588,2.76,7,0.34,0.82,0.81,0.84,0.88,0.23,0.54,0.5,0.6,0.61,0.314,1084,0.00478,0.00632,0.00625,2.109266,3.07977,3.39909,2.213758,3.585724,5.241213,3.43672,3.136905,1514,1045,116,17
2230,0.193,3,0,3,0,0,0,1,1,0,70,63,272,405,0,4915,1626,3,3,25.5318,960,171,200,353,534,340,885,158,184,326,492,314,1827,0.37172,3.02,11,0.38,0.88,0.88,0.92,0.96,0.29,0.72,0.68,0.78,0.8,0.082,617,0.00515,0.00785,0.00772,1.622616,2.511181,2.767203,1.433427,2.746871,4.400033,2.805201,2.374969,452,900,249,25
2231,0.16,3,0,0,0,0,0,1,1,0,40,6,374,420,0,7144,2261,3,3,44.7748,1609,237,252,582,689,274,1548,228,243,559,662,264,2605,0.36464,3.16,11,0.38,0.88,0.88,0.92,0.96,0.29,0.72,0.68,0.78,0.8,0.059,548,0.01,0.01305,0.0129,1.936832,2.849304,3.10985,1.736365,3.028975,4.712019,3.115454,2.66557,655,1245,327,34
2232,0.097,3,0,2,0,0,0,1,1,0,27,4,257,288,0,2029,617,3,3,21.0014,458,67,71,165,196,78,440,64,69,159,188,75,741,0.3652,3.29,8,0.35,0.83,0.83,0.86,0.9,0.25,0.58,0.55,0.64,0.66,0.142,335,0.00788,0.01287,0.01263,0.66579,1.641828,1.94758,0.66611,1.914656,3.633479,1.888542,1.51274,166,343,98,10
2233,0.12,3,0,2,0,0,0,1,1,0,32,21,246,299,0,5037,1231,3,3,41.9729,724,401,246,146,457,290,887,491,302,179,561,354,1382,0.27437,4.09,4,0.31,0.76,0.73,0.78,0.81,0.19,0.43,0.37,0.46,0.46,0.059,409,0.01259,0.01667,0.01647,1.337588,2.427254,2.761501,1.379528,2.462323,4.334262,2.523423,2.090454,460,636,122,14
2234,0.138,3,0,2,0,0,0,1,1,0,66,61,253,380,0,6744,1685,3,3,48.8972,1307,472,275,295,583,296,1423,514,299,322,636,323,1492,0.22123,4,4,0.31,0.76,0.73,0.78,0.81,0.19,0.43,0.37,0.46,0.46,0.056,482,0.0124,0.01587,0.0157,1.646462,2.721258,3.048885,1.661362,2.763083,4.620664,2.8318,2.393368,658,855,154,18
2235,0.209,6,0,2,2,2,0,1,1,0,468,547,954,1969,0,1954,1468,3,3,9.3693,28,156,86,12,19,198,80,457,252,35,56,576,932,0.47697,1.33,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,1.008,1049,0.00125,0.00284,0.00276,1.527963,2.286854,2.550883,1.601063,3.185782,4.661166,2.928617,2.70451,942,476,43,7
2236,0.291,8,0,0,2,2,0,1,1,0,1411,780,1687,3878,0,4319,1236,3,3,14.8608,827,147,172,304,460,294,794,141,165,292,442,282,2076,0.48067,3.49,7,0.34,0.82,0.81,0.84,0.88,0.23,0.54,0.5,0.6,0.61,0.898,1758,0.00112,0.00207,0.00202,1.385157,2.775996,3.27695,2.277706,3.53884,5.313231,3.046615,2.991168,253,684,273,26
2237,0.215,3,0,2,0,0,0,1,1,0,145,202,762,1109,0,9466,2130,3,3,43.9666,1736,725,444,395,866,216,2014,842,515,458,1004,251,2702,0.28544,4.44,5,0.32,0.78,0.76,0.8,0.84,0.21,0.45,0.41,0.51,0.51,0.117,876,0.00616,0.00806,0.00797,1.887043,3.077579,3.45478,2.123762,3.179075,5.092173,3.13409,2.767855,670,1157,274,29
2238,0.164,3,0,2,0,0,0,1,1,0,31,90,495,616,0,7561,1777,3,3,46.2003,1476,527,425,365,690,261,1505,538,433,371,704,267,2010,0.26584,4.25,4,0.31,0.76,0.73,0.78,0.81,0.19,0.43,0.37,0.46,0.46,0.081,611,0.00926,0.01199,0.01186,1.702945,2.838083,3.191472,1.828191,2.895053,4.790077,2.91363,2.506777,623,938,195,21
2239,0.228,3,0,2,0,0,0,1,1,0,55,108,747,910,0,4625,1107,3,3,20.3059,932,626,313,204,486,245,605,407,203,132,315,159,1458,0.31524,4.18,4,0.31,0.76,0.73,0.78,0.81,0.19,0.43,0.37,0.46,0.46,0.197,835,0.00307,0.00507,0.00497,1.265798,2.439525,2.826254,1.57694,2.687703,4.542348,2.551899,2.248701,404,577,114,13
2240,0.223,3,0,2,0,0,0,1,1,1,35,32,712,779,0,5788,1550,3,3,25.9727,1148,229,354,425,525,257,1113,222,344,413,509,249,1745,0.30149,3.73,4,0.31,0.76,0.73,0.78,0.81,0.19,0.43,0.37,0.46,0.46,0.135,794,0.00408,0.00618,0.00608,1.582861,2.647055,2.98565,1.687143,2.854905,4.653662,2.816268,2.447845,599,790,144,16
2301,0.191,1,0,0,1,0,0,0,1,0,418,189,810,1417,0,2238,1050,3,3,11.7281,216,47,53,195,382,288,193,42,48,175,343,258,1031,0.46068,2.13,16,0.43,0.94,0.95,0.98,1.02,0.37,0.94,0.9,1,1.06,0.633,863,0.00181,0.00375,0.00365,1.20541,2.128021,2.458318,1.420079,2.856207,4.44895,2.59812,2.375903,213,580,234,22
2302,0.189,3,0,2,0,2,0,0,1,0,71,32,137,240,0,3512,1648,3,3,18.6155,338,75,83,306,600,452,303,67,75,274,537,404,1616,0.46014,2.13,16,0.43,0.94,0.95,0.98,1.02,0.37,0.94,0.9,1,1.06,0.068,559,0.0042,0.00718,0.00704,1.634799,2.295931,2.420254,1.105074,2.689701,4.085638,2.794206,2.335645,357,916,342,33
2303,0.347,3,0,2,0,2,0,0,1,0,220,278,1142,1640,0,7320,3430,3,3,21.119,732,180,197,494,1340,977,635,157,172,428,1162,847,3365,0.4597,2.13,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.224,1332,0.002,0.00325,0.00319,2.363473,3.11119,3.310837,2.101479,3.631541,5.116692,3.601277,3.225648,666,1885,803,76
2304,0.179,3,0,3,0,2,0,0,1,0,115,215,435,765,0,3131,1467,3,3,17.5135,247,68,84,268,536,482,211,59,72,230,460,414,1555,0.49665,2.13,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.244,668,0.00333,0.00583,0.00571,1.520827,2.275445,2.48301,1.290963,2.808467,4.300793,2.763289,2.398082,347,818,275,27
2305,0.157,3,0,0,2,2,0,0,1,0,82,215,687,984,0,4586,2345,3,3,29.2506,408,90,117,528,836,486,351,78,101,455,718,418,2387,0.5205,1.96,16,0.43,0.94,0.95,0.98,1.02,0.37,0.94,0.9,1,1.06,0.215,676,0.00537,0.00784,0.00773,1.972101,2.667334,2.830738,1.611879,3.214093,4.64476,3.204886,2.814344,665,1295,349,36
2306,0.155,8,0,3,2,2,0,0,1,0,168,393,1596,2157,0,3024,1892,3,3,19.4622,246,64,64,307,560,405,205,54,54,257,469,339,1477,0.48843,1.6,14,0.41,0.91,0.92,0.98,1.02,0.34,0.85,0.81,0.91,0.95,0.713,969,0.00258,0.0043,0.00422,1.762419,2.545949,2.805721,1.78395,3.355736,4.848881,3.139886,2.885612,898,859,120,15
2307,0.253,3,0,3,0,2,0,0,1,0,280,295,601,1176,0,4941,2778,3,3,19.5395,433,83,101,507,867,584,398,77,93,466,796,536,2685,0.54341,1.78,14,0.41,0.91,0.92,0.98,1.02,0.34,0.85,0.81,0.91,0.95,0.238,968,0.00255,0.00428,0.0042,2.149403,2.796199,2.931837,1.742122,3.388004,4.771786,3.37745,2.988867,1250,1307,196,24
2308,0.162,3,0,0,0,0,0,0,1,0,134,72,413,619,0,3194,1712,3,3,19.7268,275,53,53,391,588,335,243,46,46,346,521,297,1647,0.51565,1.87,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.194,589,0.00423,0.00706,0.00693,1.666482,2.31902,2.453596,1.235531,2.867194,4.255844,2.879956,2.476861,726,834,136,16
2309,0.234,3,0,0,0,0,0,0,1,0,433,101,717,1251,0,4221,2064,3,3,18.0583,442,89,100,397,769,479,378,77,85,339,658,410,1971,0.46695,2.05,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.296,936,0.00245,0.00424,0.00415,1.859486,2.614896,2.828046,1.663402,3.195124,4.684372,3.12205,2.774386,558,1146,327,33
2310,0.27,3,0,2,0,0,0,0,1,0,52,31,928,1011,0,4489,2657,3,3,16.6313,459,92,100,315,794,613,409,82,89,281,707,546,2180,0.48563,1.69,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.225,966,0.0022,0.00392,0.00384,2.108282,2.718007,2.826361,1.638085,3.31892,4.663891,3.324402,2.9262,1275,1196,165,21
2311,0.353,3,0,0,0,0,0,0,1,0,109,30,560,699,0,5640,2438,3,3,15.9661,663,142,130,383,988,636,608,130,119,351,905,583,2792,0.49504,2.31,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.124,1099,0.00185,0.00337,0.0033,2.03614,2.772708,2.95584,1.687663,3.178973,4.663876,3.221442,2.802265,277,1155,919,86
2312,0.238,3,0,0,0,1,0,0,1,0,571,1092,840,2503,0,5356,1882,3,3,22.5505,543,181,186,284,968,624,501,167,171,263,894,575,2557,0.47741,2.85,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,0.467,1274,0.00224,0.00355,0.00348,1.771331,2.831642,3.203625,2.092412,3.428926,5.118384,3.173728,2.947765,32,206,1364,281
2313,0.035,6,2,0,2,0,0,0,1,0,1078,254,1787,3119,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,903,0.00141,0.00326,0.00318,-3.364526,1.602258,2.398415,1.671787,2.977031,4.765562,1.990006,2.318676,0,0,0,0
2314,0.454,3,0,3,0,0,0,0,1,0,176,32,668,876,0,3169,1620,3,3,6.9856,265,59,70,228,525,579,222,50,58,191,438,483,1500,0.47334,1.96,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.276,1385,0.0007,0.0019,0.00185,1.669494,2.361401,2.545775,1.42096,2.932072,4.377157,2.881121,2.526295,754,746,107,13
2315,0.447,3,0,3,0,0,0,0,1,0,504,301,995,1800,0,9258,4730,3,3,20.6984,788,187,211,842,1497,1206,755,179,202,806,1432,1154,4872,0.52625,1.96,14,0.41,0.91,0.92,0.98,1.02,0.34,0.85,0.81,0.91,0.95,0.194,1634,0.00159,0.00262,0.00257,2.682741,3.363832,3.517761,2.295832,3.894999,5.313784,3.900468,3.501948,1894,2373,415,48
2316,0.264,5,0,0,2,2,0,0,1,0,971,577,1915,3463,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,1565,0.00082,0.00188,0.00183,-1.332087,1.746984,2.521326,1.813869,3.091949,4.871914,2.122017,2.443091,0,0,0,0
2317,0.373,3,0,2,0,0,0,0,1,0,260,141,794,1195,0,5400,2336,3,3,14.4907,598,133,116,270,900,857,526,117,102,237,791,753,2827,0.52352,2.31,16,0.43,0.94,0.95,0.98,1.02,0.37,0.94,0.9,1,1.06,0.221,1274,0.00146,0.00277,0.00271,1.998048,2.784426,3.009824,1.808713,3.271507,4.798778,3.229852,2.864031,592,1302,402,40
2401,0.467,5,1,0,0,1,0,0,1,0,944,1999,2040,4983,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,2467,0.00052,0.00119,0.00116,-0.761214,2.121404,2.890088,2.187611,3.458598,5.236275,2.493157,2.812247,0,0,0,0
2402,0.774,3,0,3,0,0,0,0,1,0,172,139,1576,1887,0,4629,2004,3,3,5.9832,503,123,140,251,838,603,444,109,123,222,740,532,2429,0.52474,2.31,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.408,2453,0.00035,0.00103,0.001,1.914053,2.753668,3.038612,1.966821,3.349003,4.919667,3.184262,2.906506,213,922,793,75
2403,0.306,3,0,0,0,2,0,0,1,0,87,121,1011,1219,0,4899,2395,25,3,16.0205,371,104,127,490,839,652,333,93,114,440,753,585,2257,0.46071,2.05,13,0.4,0.9,0.91,0.96,1,0.32,0.81,0.77,0.87,0.9,0.249,1111,0.00184,0.00335,0.00327,2.012853,2.742512,2.936198,1.751713,3.292181,4.761273,3.251289,2.8836,977,1191,203,24
2404,0.189,8,2,1,2,2,0,0,1,0,219,293,2453,2965,3246,4280,2188,25,3,22.6057,341,100,129,410,781,457,317,93,120,382,726,424,2382,0.55654,1.96,13,0.4,0.9,0.91,0.96,1,0.32,0.81,0.77,0.87,0.9,0.693,1268,0.00227,0.00358,0.00352,5.058986,4.508655,4.961385,4.023598,5.495639,6.094188,5.382075,3.329511,786,1146,230,25
2405,0.179,3,0,0,0,2,0,0,1,0,125,153,605,883,0,4784,2832,3,3,26.7935,332,103,144,384,819,695,309,96,134,358,763,648,2290,0.47868,1.69,12,0.39,0.89,0.9,0.94,0.98,0.31,0.76,0.72,0.82,0.85,0.185,705,0.00473,0.0071,0.00698,2.159554,2.755584,2.844934,1.618355,3.336435,4.659601,3.368979,2.952011,1667,1041,108,16
2406,0.147,3,0,3,0,2,0,0,1,0,95,94,480,669,0,3515,1884,3,3,23.864,270,76,84,297,618,551,230,65,71,254,528,470,1875,0.53343,1.87,12,0.39,0.89,0.9,0.94,0.98,0.31,0.76,0.72,0.82,0.85,0.19,566,0.00527,0.00822,0.00808,1.756901,2.410277,2.543576,1.317575,2.957362,4.345266,2.972659,2.567202,892,856,120,15
2407,0.129,3,0,3,0,2,0,0,1,0,69,208,599,876,0,3593,1758,3,3,27.8745,276,72,82,411,593,471,244,65,72,364,525,416,1678,0.46702,2.04,13,0.4,0.9,0.91,0.96,1,0.32,0.81,0.77,0.87,0.9,0.244,574,0.00604,0.00895,0.00881,1.686099,2.421841,2.614597,1.411469,2.9721,4.442271,2.934701,2.562393,739,861,141,17
2408,0.083,3,0,0,0,0,0,0,1,0,22,22,90,134,0,1608,756,3,3,19.3154,150,29,24,172,275,184,140,27,22,160,256,171,770,0.47886,2.13,13,0.4,0.9,0.91,0.96,1,0.32,0.81,0.77,0.87,0.9,0.083,260,0.00936,0.01579,0.01548,0.85412,1.523151,1.654797,0.350934,1.931931,3.337434,2.021906,1.571921,163,420,158,15
2409,0.315,3,0,1,0,0,0,0,1,0,104,135,1269,1508,4443,3045,1491,3,3,9.6566,243,55,71,301,500,336,249,56,73,308,511,343,1552,0.50969,2.04,13,0.4,0.9,0.91,0.96,1,0.32,0.81,0.77,0.87,0.9,0.495,1202,0.00109,0.00248,0.00241,5.352018,4.721782,5.183743,4.252579,5.72231,6.151454,5.625948,3.065651,396,829,242,24
2410,0.366,1,0,0,1,2,0,0,1,0,3998,3842,10176,18016,0,399,198,25,3,1.0906,40,13,13,20,71,47,38,11,13,20,69,44,197,0.49373,2.02,18,0.45,0.95,0.97,1,0.97,0.38,1.03,0.99,0.95,0.96,15,5583,0.00025,0.00055,0.00054,-0.041493,3.398869,4.172818,3.439835,4.745936,6.528038,3.790912,4.09419,59,109,28,3
2411,0.257,1,0,0,1,1,0,0,1,0,4184,4021,10651,18856,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,5526,0.00023,0.00053,0.00052,-1.359833,3.403163,4.198449,3.472586,4.776751,6.564948,3.790401,4.11877,0,0,0,0
2412,0.245,1,0,0,1,0,0,0,1,0,1432,1377,3646,6455,0,516,263,25,3,2.1081,42,9,11,51,85,57,43,9,12,52,86,59,208,0.4031,1.96,14,0.41,0.91,0.92,0.98,1.02,0.34,0.85,0.81,0.91,0.95,12.51,2293,0.00058,0.00131,0.00128,0.032563,2.47425,3.196684,2.446281,3.758344,5.524066,2.879368,3.122352,115,126,20,2
