code,year,MahozNum,population,employment
2020,2020,6,8328171.102283,2814945.8016100014
2025,2025,6,8328171.102283,2814945.8016100014
2030,2030,6,8328171.102283,2814945.8016100014
2035,2035,6,8328171.102283,2814945.8016100014
2040,2040,6,8328171.102283,2814945.8016100014
