taz,area,type,cultural,education,office,shopping,health,religiosit,urban,transporta,empl_indu,empl_comm,empl_serv,empl_tot,students,population,households,parkcost,parkwalk,popdens,ga21,ga22,ga23,ga24,ga25,ga26,ga11,ga12,ga13,ga14,ga15,ga16,workers,workperc,avgHH,soceco,Mlic2,Mlic3,Mlic4,Mlic5,Mlic6,Flic2,Flic3,Flic4,Flic5,Flic6,emp2pop,parkcap,parkAM,parkPM,parkOP,INTLSUME,INTLSUMO,INTLSUMS,INTLSUMW,LSIZESEC,LSIZEINTS,LSUMSIZE0,LSUMSIZES,Hh0car,HH1car,HH2car,HH3car
1112,1.3,6,0,0,0,0,0,0,1,1,217,224,252,694,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,3441,0.00037,0.00086,0.00083,0.262087,0.874105,1.319422,0.906757,1.733506,3.311221,1.071591,1.267944,0,0,0,0
1113,0.259,3,0,3,0,0,0,0,1,0,117,76,447,640,0,4800,2251,3,3,18.5019,430,98,139,449,801,615,385,88,125,402,718,551,2610,0.54371,2.13,17,0.43,0.94,0.96,0.97,0.99,0.36,0.99,0.95,0.97,1.01,0.133,845,0.00277,0.00474,0.00465,1.946859,2.64394,2.80178,1.538476,3.094694,4.532974,3.13823,2.716964,221,999,941,90
1114,0.141,5,0,0,0,1,0,0,1,0,648,1236,2560,4444,0,339,168,3,3,2.3999,25,6,8,37,54,57,21,4,6,30,46,47,177,0.52138,2.02,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,13.108,1513,0.00094,0.00204,0.00199,-0.438778,2.090623,2.81889,2.067992,3.380553,5.149,2.493624,2.742477,42,94,29,3
1115,0.324,3,0,3,0,0,0,0,1,0,55,105,609,769,0,3779,1849,3,3,11.6524,275,60,142,423,543,530,252,54,130,387,497,485,1896,0.50154,2.04,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,0.204,1037,0.00147,0.00308,0.003,1.769274,2.468018,2.640796,1.445917,2.98457,4.428923,2.976746,2.590266,421,1030,363,35
1116,1.081,7,0,1,0,0,0,0,1,0,338,320,12406,13064,45408,1800,1169,3,3,1.6657,166,43,51,117,349,200,157,40,49,111,329,189,1006,0.55873,1.54,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,7.258,6098,0.00014,0.00042,0.0004,7.655616,6.969447,7.454176,6.539502,8.004778,8.362936,7.89939,4.863392,427,609,120,13
1117,0.358,10,1,0,0,0,0,0,1,0,466,268,694,1429,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,1275,0.001,0.00231,0.00225,-1.027144,0.961852,1.683512,1.022558,2.233811,3.991341,1.306656,1.609035,0,0,0,0
1118,0.349,3,0,3,0,0,0,0,1,0,187,125,995,1307,0,3573,1747,3,3,10.2237,258,130,327,286,510,418,220,111,278,243,435,357,1836,0.51377,2.05,17,0.43,0.94,0.96,0.97,0.99,0.36,0.99,0.95,0.97,1.01,0.366,1237,0.0011,0.00245,0.00239,1.720255,2.494035,2.730325,1.617074,3.107815,4.616039,2.99261,2.67575,813,804,116,15
1119,0.434,3,0,2,0,0,0,0,1,0,335,639,1325,2300,0,4641,2899,3,3,10.7034,340,85,110,501,736,774,281,70,90,413,606,639,2367,0.51004,1.6,16,0.43,0.94,0.95,0.98,1.02,0.37,0.94,0.9,1,1.06,0.496,1709,0.00084,0.00181,0.00177,2.210815,2.899362,3.09209,2.030538,3.632424,5.06237,3.503919,3.193793,1437,1272,168,22
1120,0.899,3,0,3,0,0,0,0,1,0,1196,249,984,2430,0,5903,2554,3,3,6.5656,507,169,184,362,1037,841,457,153,166,328,938,761,3083,0.52229,2.31,17,0.43,0.94,0.96,0.97,0.99,0.36,0.99,0.95,0.97,1.01,0.412,2913,0.00032,0.00089,0.00086,2.146459,2.994062,3.281511,2.204623,3.593391,5.167221,3.425824,3.148729,283,1195,983,93
1121,0.409,6,0,0,0,0,0,0,1,0,183,189,213,586,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,1185,0.00108,0.00249,0.00242,-0.893685,0.288613,0.903702,0.337669,1.407967,3.110903,0.574356,0.837411,0,0,0,0
1122,0.316,10,1,0,0,0,0,0,1,0,90,92,103,285,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,873,0.00146,0.00338,0.00328,-1.153571,-0.267584,0.274881,-0.225854,0.74341,2.399909,-0.020475,0.214647,0,0,0,0
1123,0.393,3,0,0,0,0,0,0,1,0,128,38,761,928,0,5160,2637,3,3,13.1387,478,124,148,336,994,574,451,117,140,317,938,541,2874,0.55694,1.96,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,0.18,1254,0.00135,0.00268,0.00262,2.115886,2.780844,2.926627,1.714024,3.298487,4.705103,3.314961,2.912087,256,1163,1112,107
1124,0.172,8,0,1,0,0,0,0,1,0,124,37,743,904,5133,1332,521,3,3,7.7449,124,32,38,86,257,147,117,30,36,81,242,140,745,0.55928,2.56,20,0.45,0.97,0.97,1,0.97,0.38,0.99,0.99,0.95,0.96,0.679,679,0.0016,0.00406,0.00394,5.480695,4.804456,5.280895,4.357466,5.823372,6.169926,5.727214,2.710305,11,72,372,66
1125,0.529,6,1,1,0,0,0,0,1,1,26,25,989,1040,3340,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,15,1602,0.0008,0.00184,0.00179,5.04713,4.361834,4.847159,3.93936,5.396277,5.757623,5.288767,2.276339,0,0,0,0
1126,1.413,10,1,0,0,0,0,0,1,0,167,95,248,510,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,3677,0.00035,0.0008,0.00078,0.34568,0.797309,1.165677,0.823318,1.53021,3.026083,0.957163,1.121703,0,0,0,0
1201,0.451,14,0,0,0,0,0,0,1,0,153,44,48,246,0,126,48,3,3,0.2784,5,5,5,5,20,22,5,5,5,5,19,21,67,0.53357,2.61,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,1.961,1202,0.00024,0.00163,0.00157,-0.519674,0.138578,0.519843,-0.047645,0.865774,2.43714,0.391948,0.420677,1,6,35,7
1202,0.394,3,0,0,0,0,0,0,1,0,183,61,366,610,0,3487,1478,3,3,8.8392,457,91,78,189,699,277,432,88,73,179,662,263,2090,0.59935,2.36,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,0.175,1170,0.00101,0.00244,0.00237,1.573748,2.330351,2.540432,1.339688,2.767347,4.280333,2.760707,2.377557,44,281,1005,148
1203,0.371,3,0,3,0,0,0,0,1,0,27,159,403,589,0,5535,2656,3,3,14.9361,642,232,172,443,931,476,584,211,156,402,847,434,2977,0.53776,2.08,12,0.39,0.89,0.9,0.94,0.98,0.31,0.76,0.72,0.82,0.85,0.106,1113,0.00171,0.00321,0.00314,2.120077,2.785142,2.9201,1.647864,3.221702,4.626089,3.29168,2.855358,1118,1299,213,25
1204,0.223,3,0,3,0,0,0,0,1,0,27,159,403,589,0,3690,1770,3,3,16.5513,428,154,114,296,621,318,390,140,105,268,564,289,1984,0.53776,2.08,12,0.39,0.89,0.9,0.94,0.98,0.31,0.76,0.72,0.82,0.85,0.16,736,0.00286,0.00513,0.00502,1.7099,2.405675,2.567127,1.327715,2.885776,4.32324,2.909797,2.501148,744,867,142,17
1205,0.595,2,0,3,0,0,0,0,1,0,291,82,666,1040,0,2240,870,3,3,3.7615,237,92,86,114,409,219,221,86,81,106,383,205,1144,0.51062,2.57,18,0.45,0.95,0.97,1,0.97,0.38,1.03,0.99,0.95,0.96,0.464,1778,0.00033,0.00127,0.00123,1.164132,2.051582,2.376498,1.356552,2.639541,4.257339,2.421117,2.187977,12,76,632,150
1206,0.458,3,0,3,0,0,0,0,1,0,170,183,914,1268,0,5429,1796,3,3,11.858,610,185,195,271,1003,519,580,175,185,257,954,494,2743,0.50529,3.02,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,0.234,1507,0.00103,0.00214,0.00208,1.764945,2.718062,3.030716,1.83553,3.119113,4.796684,3.016521,2.693633,29,188,1303,276
1207,0.341,3,0,0,0,0,0,0,1,0,197,67,574,838,0,5606,2522,3,3,16.4524,579,148,163,392,1077,533,543,138,153,367,1011,501,3409,0.6081,2.22,17,0.43,0.94,0.96,0.97,0.99,0.36,0.99,0.95,0.97,1.01,0.149,1103,0.0019,0.00341,0.00334,2.066892,2.794547,2.975168,1.725826,3.24045,4.713088,3.264641,2.856317,201,1002,1200,120
1208,0.539,3,0,3,0,0,0,0,1,0,400,368,873,1641,0,5880,2133,3,3,10.9175,871,163,127,306,1079,467,829,155,120,292,1027,443,2889,0.49129,2.76,20,0.45,0.97,0.97,1,0.97,0.38,0.99,0.99,0.95,0.96,0.279,1807,0.0008,0.00172,0.00168,1.936163,2.851931,3.153338,1.988725,3.321883,4.959021,3.201152,2.889902,34,225,1548,326
1209,0.744,2,0,3,0,0,0,0,1,0,125,44,577,746,0,3283,1421,3,3,4.4121,390,94,87,147,600,408,352,84,79,132,541,367,1575,0.47975,2.31,17,0.43,0.94,0.96,0.97,0.99,0.36,0.99,0.95,0.97,1.01,0.227,2079,0.00031,0.00112,0.00108,1.610121,2.341229,2.558713,1.449618,2.813583,4.318226,2.768734,2.41998,206,734,440,41
1210,0.399,8,0,1,0,0,0,0,1,0,663,533,2283,3480,3714,3795,1581,3,3,9.522,343,94,106,250,657,571,301,82,93,219,577,501,1955,0.51504,2.4,18,0.45,0.95,0.97,1,0.97,0.38,1.03,0.99,0.95,0.96,0.917,1923,0.00069,0.00156,0.00151,5.179228,4.60823,5.079302,4.150792,5.606497,6.199101,5.482641,3.302198,60,372,1016,132
1211,0.408,3,0,2,0,0,0,0,1,0,121,54,868,1043,0,2650,1066,3,3,6.5023,246,80,80,133,445,356,241,78,78,130,435,347,1277,0.48204,2.49,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,0.394,1311,0.0007,0.00197,0.00191,1.281714,2.163338,2.466788,1.382298,2.73363,4.33663,2.559816,2.287858,18,116,773,160
1212,0.386,3,0,0,0,0,0,0,1,0,205,230,783,1219,0,4321,1473,3,3,11.2014,527,121,131,192,825,380,520,119,129,189,813,375,2135,0.49397,2.93,19,0.45,0.95,0.97,1,0.97,0.38,1,0.99,0.95,0.96,0.282,1309,0.00113,0.0024,0.00234,1.568823,2.52691,2.847395,1.680913,2.9801,4.649842,2.843456,2.542912,23,150,1070,230
1213,0.489,8,0,3,0,0,0,0,1,0,476,401,1449,2326,0,2010,904,3,3,4.1067,204,89,62,109,335,180,214,93,65,115,352,189,977,0.48628,2.22,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,1.157,1844,0.00037,0.00128,0.00124,1.162877,2.244192,2.675413,1.760487,3.102388,4.758178,2.672575,2.578803,256,499,135,14
1214,0.45,7,0,2,1,0,1,0,1,0,2772,1384,5731,9887,0,180,146,3,3,0.3997,0,0,0,0,0,117,0,0,0,0,0,62,83,0.46154,1.23,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,15,3693,0.00036,0.00081,0.00079,-0.118872,2.815629,3.576606,2.853102,4.154495,5.92813,3.215386,3.508091,88,52,5,1
1215,1.145,7,0,0,1,0,0,0,1,0,848,811,3590,5249,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,4231,0.0003,0.0007,0.00068,0.135159,2.245027,2.975923,2.306796,3.529893,5.291547,2.595082,2.900773,0,0,0,0
1216,0.42,7,0,2,1,0,1,0,1,0,2772,1384,5731,9887,0,180,146,3,3,0.4286,0,0,0,0,0,117,0,0,0,0,0,62,83,0.46154,1.23,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,15,3617,0.00037,0.00083,0.00081,-0.153593,2.813813,3.575758,2.851353,4.154019,5.928049,3.214169,3.507183,88,52,5,1
1217,0.341,8,0,3,0,0,0,0,1,0,476,401,1449,2326,0,2010,904,3,3,5.8897,204,89,62,109,335,180,214,93,65,115,352,189,977,0.48628,2.22,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,1.157,1474,0.00061,0.00175,0.00169,1.115453,2.228359,2.665155,1.734676,3.095706,4.756906,2.662287,2.567498,256,499,135,14
1218,0.154,3,0,0,0,0,0,0,1,0,81,95,333,509,0,2710,1130,3,3,17.566,240,74,64,230,491,272,233,72,62,225,480,266,1427,0.5266,2.4,16,0.43,0.94,0.95,0.98,1.02,0.37,0.94,0.9,1,1.06,0.188,539,0.00414,0.00723,0.00709,1.264514,2.060234,2.285083,1.054541,2.508373,4.046182,2.488136,2.107729,50,298,698,85
1220,0.613,3,0,0,0,0,0,0,1,0,212,207,600,1019,0,6054,3095,3,3,9.8848,574,160,173,503,1079,571,561,157,170,492,1056,559,3082,0.50901,1.96,14,0.41,0.91,0.92,0.98,1.02,0.34,0.85,0.81,0.91,0.95,0.168,1832,0.00071,0.00162,0.00158,2.291478,2.943041,3.082267,1.879093,3.449536,4.845821,3.474747,3.068731,999,1671,384,41
1301,0.279,5,1,0,0,2,0,0,1,0,208,732,309,1250,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.72,0.59,0.72,0.73,0.16,0.44,0.23,0.34,0.33,15,1031,0.00124,0.00286,0.00278,-1.276379,0.812854,1.542257,0.874451,2.095637,3.85663,1.162059,1.467216,0,0,0,0
1302,0.232,3,0,3,0,0,0,0,1,0,213,147,652,1011,0,4350,2719,3,3,18.7175,261,30,65,708,680,436,260,30,65,704,677,433,2734,0.6285,1.6,16,0.43,0.94,0.95,0.98,1.02,0.37,0.94,0.9,1,1.06,0.232,871,0.00272,0.00464,0.00455,2.126136,2.711055,2.799875,1.614774,3.335205,4.652378,3.343997,2.942965,1342,1197,159,21
1303,0.123,3,0,0,0,0,0,0,1,0,38,273,256,566,0,2110,1486,3,3,17.1246,117,20,41,340,355,197,114,20,40,330,346,192,1370,0.64945,1.42,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.268,474,0.00461,0.00814,0.00797,1.52113,2.057419,2.110455,0.954019,2.73627,4.003071,2.7416,2.342625,856,561,60,9
1304,0.077,3,0,0,0,2,0,0,1,0,110,107,360,577,0,1810,1201,3,3,23.5942,102,21,44,304,283,198,91,19,39,273,255,178,972,0.53681,1.51,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.319,359,0.00826,0.01292,0.01269,1.301996,1.89499,1.997434,0.85183,2.579905,3.910218,2.548827,2.172059,706,442,46,7
1305,0.116,3,0,2,0,2,0,0,1,0,145,413,621,1179,0,2108,1484,3,3,18.2241,121,21,43,346,337,211,115,20,41,329,320,201,1401,0.66461,1.42,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.559,613,0.00381,0.00654,0.00641,1.518165,2.172288,2.341143,1.287998,2.957784,4.353827,2.828237,2.516011,903,522,52,8
1306,0.208,3,0,2,0,0,0,0,1,0,276,712,779,1767,0,2856,2009,3,3,13.7043,170,36,66,451,464,289,159,34,62,422,433,270,1782,0.62412,1.42,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.619,1000,0.0018,0.00347,0.00339,1.829411,2.502223,2.689896,1.658502,3.303002,4.716772,3.150648,2.854514,1069,828,99,14
1307,0.349,10,1,0,0,0,0,0,1,0,175,1658,718,2551,0,275,182,3,3,0.7884,13,2,3,38,45,35,13,2,3,40,46,36,202,0.73494,1.51,14,0.41,0.91,0.92,0.98,1.02,0.34,0.85,0.81,0.91,0.95,9.278,1543,0.0006,0.00168,0.00163,-0.111674,1.656477,2.314839,1.583016,2.880141,4.611398,2.082894,2.268817,102,71,8,1
1308,0.107,3,0,0,0,2,0,0,1,0,221,277,417,916,0,2740,1623,3,3,25.5597,118,25,57,443,419,340,113,24,53,423,400,325,1722,0.62849,1.69,14,0.41,0.91,0.92,0.98,1.02,0.34,0.85,0.81,0.91,0.95,0.334,527,0.00608,0.00925,0.0091,1.603828,2.268485,2.424685,1.278008,2.928182,4.32966,2.868413,2.510155,929,618,67,10
1309,0.108,3,0,0,0,2,0,0,1,0,81,413,453,947,0,1886,1329,3,3,17.5042,88,17,41,296,291,189,92,18,43,308,303,197,1258,0.66684,1.42,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.502,532,0.00422,0.00736,0.00721,1.408873,2.040067,2.188757,1.120142,2.807183,4.182617,2.701256,2.373625,792,480,49,7
1310,0.059,3,0,0,0,2,0,0,1,0,33,133,294,460,0,1610,908,3,3,27.2913,94,33,33,248,269,187,81,29,29,213,233,162,840,0.52198,1.77,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.286,283,0.01201,0.01791,0.01762,1.022688,1.694308,1.850122,0.676844,2.315408,3.722794,2.275067,1.904272,446,402,54,7
1311,0.136,3,0,3,0,2,0,0,1,0,132,146,666,944,0,3720,2463,3,3,27.2857,239,31,63,607,613,403,215,28,57,546,552,362,2603,0.69987,1.51,14,0.41,0.91,0.92,0.98,1.02,0.34,0.85,0.81,0.91,0.95,0.254,611,0.00557,0.0083,0.00817,2.017434,2.5846,2.658818,1.478734,3.240439,4.53758,3.244816,2.845153,1283,1035,128,17
1312,0.18,3,0,0,0,0,0,0,1,0,115,98,1383,1596,0,4206,2783,3,3,23.3225,237,29,78,858,690,394,199,24,64,721,580,331,2720,0.64659,1.51,16,0.43,0.94,0.95,0.98,1.02,0.37,0.94,0.9,1,1.06,0.379,892,0.00329,0.00516,0.00508,2.142673,2.762967,2.891977,1.771872,3.472354,4.832811,3.409537,3.053193,1524,1113,128,18
1313,0.175,3,0,3,0,2,0,0,1,0,66,529,1121,1717,0,3920,2940,3,3,22.3594,198,31,58,780,642,362,178,27,52,697,574,323,2702,0.68935,1.33,17,0.43,0.94,0.96,0.97,0.99,0.36,0.99,0.95,0.97,1.01,0.438,909,0.00311,0.00494,0.00486,2.195864,2.770302,2.868849,1.777937,3.532445,4.850913,3.466184,3.111844,1583,1196,141,20
1314,0.137,8,2,3,1,2,0,0,1,0,561,819,3781,5161,0,2221,1666,3,3,16.1993,105,20,46,459,322,251,89,17,39,388,273,213,1555,0.70013,1.33,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,2.323,1696,0.00132,0.0023,0.00225,1.63527,2.753852,3.208908,2.350456,3.822824,5.438423,3.330626,3.272053,986,608,63,9
1315,0.137,3,0,0,0,2,0,0,1,0,258,377,688,1323,0,2940,2069,3,3,21.484,137,31,53,522,440,308,134,30,52,507,428,298,1863,0.63361,1.42,16,0.43,0.94,0.95,0.98,1.02,0.37,0.94,0.9,1,1.06,0.45,707,0.00385,0.00621,0.0061,1.846647,2.46043,2.590922,1.501357,3.211141,4.568127,3.127246,2.784621,1210,767,80,12
1316,0.094,3,0,0,2,2,0,0,1,0,145,130,440,714,0,1690,1192,3,3,18.0393,87,15,31,294,255,189,82,14,29,276,239,177,1177,0.69642,1.42,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.423,436,0.00528,0.00911,0.00893,1.299271,1.899096,2.017915,0.923089,2.639571,3.983293,2.56844,2.218059,687,450,48,7
1317,0.055,3,0,0,0,0,0,0,1,0,110,115,341,566,0,1280,850,3,3,23.2027,59,10,32,249,188,92,61,11,33,258,194,95,590,0.46121,1.51,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.442,300,0.00976,0.01533,0.01506,0.956658,1.600835,1.752605,0.655886,2.335284,3.719785,2.243161,1.905845,507,307,31,5
1318,0.089,3,0,0,2,2,0,0,1,0,198,116,937,1250,0,2030,1430,3,3,22.8942,90,20,46,412,309,164,86,19,43,392,294,156,1440,0.7092,1.42,15,0.42,0.92,0.94,0.99,1.03,0.35,0.9,0.86,0.96,1.01,0.616,564,0.00515,0.00811,0.00797,1.475905,2.153579,2.341057,1.29867,2.957605,4.372268,2.806074,2.50781,774,579,68,9
1319,0.067,3,0,0,0,2,0,0,1,0,68,111,363,542,0,2140,1608,3,3,31.761,92,16,49,436,331,184,85,15,45,407,309,171,1518,0.70943,1.33,13,0.4,0.9,0.91,0.96,1,0.32,0.81,0.77,0.87,0.9,0.253,328,0.01202,0.01711,0.01687,1.586629,2.087973,2.103888,0.929102,2.784118,4.005702,2.806637,2.394921,956,584,60,9
1320,0.098,8,0,0,2,2,0,0,1,0,235,616,873,1724,0,2198,1547,3,3,22.3957,113,17,34,460,335,175,106,16,32,433,315,163,1557,0.70857,1.42,13,0.4,0.9,0.91,0.96,1,0.32,0.81,0.77,0.87,0.9,0.784,710,0.00402,0.00637,0.00626,1.555015,2.293693,2.530039,1.525214,3.142381,4.601968,2.932069,2.673386,936,548,55,8
1321,0.071,3,0,0,0,2,0,0,1,0,103,291,278,672,0,1520,1074,3,3,21.2748,61,11,37,274,234,165,57,10,35,259,221,156,956,0.62867,1.42,14,0.41,0.91,0.92,0.98,1.02,0.34,0.85,0.81,0.91,0.95,0.442,369,0.0073,0.01183,0.01161,1.191096,1.799434,1.925237,0.833443,2.548321,3.899967,2.468711,2.123317,595,424,48,7
1322,0.089,8,1,0,0,2,0,0,1,0,332,420,1287,2039,0,1870,1318,3,3,21.0573,91,9,36,361,268,165,92,9,36,365,271,167,1227,0.65613,1.42,14,0.41,0.91,0.92,0.98,1.02,0.34,0.85,0.81,0.91,0.95,1.09,767,0.00354,0.00572,0.00562,1.396101,2.235117,2.54167,1.586508,3.149341,4.666952,2.852188,2.653393,796,468,47,7
1323,0.082,3,0,0,0,2,0,0,1,0,34,121,577,733,0,2240,1483,3,3,27.3523,105,16,49,395,354,218,102,15,47,384,344,212,1539,0.68716,1.51,13,0.4,0.9,0.91,0.96,1,0.32,0.81,0.77,0.87,0.9,0.327,414,0.00825,0.01229,0.01209,1.510078,2.109216,2.216412,1.071355,2.797894,4.134249,2.761948,2.387905,868,549,58,9
