TAZ_1046,NafaNum
972066,15
483,15
972135,15
493,14
972068,15
971635,15
479,15
972148,15
971614,15
972153,15
972041,15
986540,9
986203,9
986199,9
986205,9
986398,9
971594,16
423,14
971547,14
424,14
971860,14
971733,14
971549,14
971578,14
436,14
971576,14
971865,14
972151,14
972130,14
971714,14
971703,10
971695,10
486,14
971628,14
972129,14
491,14
489,14
972145,14
430,14
432,14
420,14
435,14
440,14
971595,14
972038,14
972039,14
441,14
971577,14
971582,14
986710,8
986972,8
971482,8
986756,8
986718,8
986735,8
986326,9
986320,9
971592,14
971586,9
986361,9
986973,8
986503,9
987009,9
986501,9
987011,9
986998,9
986074,9
986409,9
987012,9
986133,9
410,9
986374,9
986073,9
415,9
986180,9
986518,9
986975,8
986336,9
986988,8
986977,8
986716,8
971497,8
971501,8
986984,8
971378,8
986980,8
986981,8
986343,9
986714,8
971589,9
413,9
987005,9
987010,8
986890,8
972122,8
986775,8
986778,8
986769,8
986771,8
971752,16
734,2
971985,2
720,2
729,2
733,2
731,2
732,2
971986,2
58,2
728,2
972105,2
972106,2
722,2
972107,2
721,2
738,2
725,2
726,2
971746,2
711,2
710,2
972090,2
705,2
719,2
972075,2
702,2
972104,2
972112,2
972099,2
972102,2
739,2
712,2
972091,2
716,2
717,2
972089,2
972081,2
972082,2
972077,2
703,2
972076,2
701,2
972074,2
972109,2
972079,2
704,2
709,2
972111,2
714,2
972083,2
707,2
736,2
972094,2
718,2
972092,2
972093,2
713,2
715,2
972096,2
972086,2
972087,2
972088,2
706,2
972085,2
972095,2
740,2
972110,2
972100,2
972101,2
972114,2
972103,2
727,2
724,2
972078,2
972084,2
708,2
972115,2
972108,2
971984,2
972080,2
730,2
809,16
806,16
207,5
209,5
210,5
227,7
971989,7
971308,5
203,5
205,5
212,5
231,7
971993,7
971990,7
971991,7
225,7
971519,5
971509,5
971518,5
971369,5
971355,5
971532,5
971326,5
971307,5
971371,5
15,5
971370,5
971327,5
971507,4
971517,5
233,7
232,7
971992,7
228,7
223,7
971291,5
971368,5
971511,1
971523,1
971336,1
971329,5
971358,4
971312,4
971261,4
971337,4
310,7
972117,7
971270,7
972116,7
971508,8
971282,8
971316,7
971314,7
243,7
241,7
235,7
971994,7
971995,7
256,7
250,7
972001,7
286,7
253,7
252,7
972003,7
254,7
251,7
972002,7
971999,7
248,7
234,7
239,7
309,7
971318,4
971319,4
971284,4
971320,4
971365,7
971315,4
222,5
971281,8
317,7
972119,7
972118,7
972029,7
279,7
272,7
280,7
972028,7
972120,7
972027,7
288,7
287,7
972026,7
284,7
281,7
972004,7
972025,7
283,7
282,7
972023,7
972024,7
260,7
972009,7
971300,8
971359,8
972155,8
972006,7
972010,7
266,7
268,7
269,7
255,7
972007,7
258,7
972011,7
263,7
267,7
972012,7
972020,7
270,7
972013,7
257,7
259,7
972017,7
972015,7
271,7
274,7
972021,7
275,7
278,7
972016,7
972019,7
264,7
265,7
273,7
972014,7
261,7
972008,7
972022,7
277,7
276,7
262,7
236,7
972000,7
972005,7
226,7
971997,7
249,7
971998,7
238,7
230,7
971996,7
237,7
229,7
224,7
285,7
971973,7
242,7
208,5
204,5
971277,5
971292,5
19,5
971330,5
971373,5
971439,3
971252,1
971512,1
971526,1
971527,1
971528,1
971259,3
971515,3
32,3
971357,3
971258,3
971376,4
971363,4
971459,4
971309,1
971356,5
215,5
214,5
971349,5
971335,3
971294,3
971295,1
33,5
971333,5
971290,5
971296,4
971287,4
971340,4
971454,4
971360,5
971529,4
971286,4
971334,5
971293,5
971310,5
971375,5
971311,5
971324,5
971374,5
971346,5
971323,5
971322,4
971289,4
971278,4
971516,4
971285,4
971366,4
971288,4
294,4
971367,4
971279,4
296,4
297,4
971313,4
971280,4
986837,8
971317,4
295,4
971321,4
971521,5
971520,5
971522,5
971425,5
971332,5
971533,5
971328,5
971352,5
971372,5
971331,5
216,5
971325,5
971525,1
8,1
986298,9
986305,9
