NEW_TAZ_1046,taz_848,mahoz,EMP_2050_B,POP_2050_B,EMP_2050_M,POP_2050_M,EMP_2050_H,POP_2050_H
971961,971961,shomron,3135.053287,0,3135.053287,0,3135.053287,0
971963,971963,shomron,1425.652366,13438.8205,1425.652366,13438.8205,1425.652366,13438.8205
971965,971965,shomron,5545.408598,19198.31513,5545.408598,19198.31513,5545.408598,19198.31513
971967,971967,shomron,14833.95444,51355.49307,14833.95444,51355.49307,14833.95444,51355.49307
971969,971969,shomron,1167.265215,0,1167.265215,0,1167.265215,0
971970,971970,shomron,3199.153858,17758.44144,3199.153858,17758.44144,3199.153858,17758.44144
971971,971971,shomron,961.174429,0,961.174429,0,961.174429,0
971972,971972,shomron,5847.122008,17518.46247,5847.122008,17518.46247,5847.122008,17518.46247
971973,971973,haifa,3807.959866,22326.04376,3468.354325,20011.48968,3913.874668,23777.83161
971974,971974,jerusalem,1558.963016,33400.74731,1554.846636,33118.21158,1559.700722,33451.38119
971978,971978,merkaz,9426.846752,0,9052.931223,0,9489.874364,0
971979,971979,tlv,3922.609148,13311.78327,3885.902951,13070.57788,3954.356467,13603.5653
971980,971980,merkaz,10409.29601,18638.53866,9996.411666,17463.52549,10478.89225,18954.40385
971981,971981,merkaz,2977.297178,22423.04445,2859.202795,21009.44797,2997.203297,22803.04523
971982,971982,merkaz,4701.563101,17715.87493,4515.075774,16599.02845,4732.997609,18016.10385
971983,971983,tlv,13761.58435,6934.809728,13632.80898,6809.153126,13872.96261,7086.814375
971984,971984,jerusalem,62834.00906,0,62668.09832,0,62863.7423,0
971985,971985,jerusalem,7600.984802,35905.07721,7580.9147,35601.35745,7604.58161,35959.50752
971986,971986,jerusalem,264.028335,2236.440082,263.331179,2217.522115,264.153274,2239.830414
971987,971987,darom,131.563249,777.381889,131.563249,777.381889,131.563249,777.381889
971988,971988,darom,0,0,0,0,0,0
971989,971989,haifa,1275.100613,7694.574351,1161.383229,6896.873304,1310.566331,8194.92675
971990,971990,haifa,281.228614,4015.946048,256.147784,3599.61056,289.050722,4277.089569
971991,971991,haifa,976.937518,5842.509816,889.811234,5236.813389,1004.110111,6222.428662
971992,971992,haifa,2600.83977,11133.32267,2368.888902,9979.124566,2673.179668,11857.28536
971993,971993,haifa,941.584199,9401.460352,857.610832,8426.805431,967.773473,10012.80583
971994,971994,haifa,338.587783,3306.746953,308.391486,2963.934552,348.005281,3521.773632
971995,971995,haifa,299.620319,4706.929963,272.89926,4218.959767,307.953975,5013.005854
971996,971996,haifa,3294.42619,13994.30486,3000.619157,12543.50704,3386.057538,14904.30763
971997,971997,haifa,665.074195,5334.197351,605.760838,4781.197976,683.572605,5681.062339
971998,971998,haifa,796.254744,7588.613255,725.242304,6801.897258,818.401817,8082.075359
971999,971999,haifa,4805.977622,0,4377.365796,0,4939.651343,0
972000,972000,haifa,3197.844437,0,2912.650861,0,3286.789455,0
972001,972001,haifa,7546.408593,0,6873.396728,0,7756.30481,0
972002,972002,haifa,6526.13495,0,5944.114217,0,6707.65322,0
972003,972003,haifa,3483.931742,0,3173.224023,0,3580.834008,0
972004,972004,haifa,403.953902,0,367.928054,0,415.189497,0
972005,972005,haifa,1316.917056,0,1199.470354,0,1353.545858,0
972006,972006,haifa,1054.782635,430.840271,960.713884,386.174807,1084.120416,458.856371
972007,972007,haifa,8265.407482,2418.457093,7528.27309,2167.734224,8495.301972,2575.721257
972008,972008,haifa,1826.967398,3618.011815,1664.032841,3242.930403,1877.782768,3853.279006
972009,972009,haifa,2061.529017,1518.791049,1877.675535,1361.337088,2118.868496,1617.552944
972010,972010,haifa,9984.401614,0,9093.962052,0,10262.1083,0
972011,972011,haifa,2248.318477,326.026613,2047.806539,292.227243,2310.853329,347.227032
972012,972012,haifa,1734.617775,0,1579.919241,0,1782.864528,0
972013,972013,haifa,2247.421717,9370.013618,2046.989755,8398.618798,2309.931626,9979.314221
972014,972014,haifa,823.374543,9221.446862,749.943476,8265.454044,846.275927,9821.086666
972015,972015,haifa,319.617522,845.478002,291.113051,757.826801,328.507381,900.456605
972016,972016,haifa,1121.85782,0,1021.807099,0,1153.061234,0
972017,972017,haifa,7862.081061,0,7160.916556,0,8080.757408,0
972019,972019,haifa,2431.088223,4691.371842,2214.276318,4205.014565,2498.706642,4996.43604
972020,972020,haifa,2714.891479,8719.316925,2472.769129,7815.380214,2790.403617,9286.304902
972021,972021,haifa,5930.766951,8324.898139,5401.842962,7461.851054,6095.725623,8866.238382
972022,972022,haifa,1104.996347,12733.86584,1006.449384,11413.73849,1135.730775,13561.90649
972023,972023,haifa,1068.275064,4991.640952,973.003017,4474.1546,1097.988124,5316.230645
972024,972024,haifa,582.06852,5791.946316,530.157864,5191.491836,598.258206,6168.577186
972025,972025,haifa,9451.475664,4283.737681,8608.564073,3839.640077,9714.359519,4562.294795
972026,972026,haifa,3297.866867,6180.882402,3003.752984,5540.10669,3389.593914,6582.804483
972027,972027,haifa,1141.818469,6827.749652,1039.987596,6119.912832,1173.57707,7271.735344
972028,972028,haifa,0,0,0,0,0,0
972029,972029,haifa,7848.791345,1701.931731,7148.812058,1525.491468,8067.098051,1812.602651
972030,972030,merkaz,174,3489,195,3816,117,3264
972031,972031,merkaz,202,2357,182,2584,127,2201
972032,972032,tlv,6965.971053,12899.36591,6900.786302,12665.6334,7022.349575,13182.10814
972033,972033,tlv,4704.529279,14388.12104,4660.506189,14127.41275,4742.605005,14703.49541
972034,972034,tlv,91.086003,0,90.233657,0,91.823201,0
972035,972035,tlv,9696.51138,34877.8734,9605.775333,34245.89715,9774.989308,35642.36429
972036,972036,merkaz,3136.098149,20515.55602,3011.704931,19222.21168,3157.066006,20863.23082
972037,972037,tlv,9780.157546,18051.00696,9688.638772,17723.92831,9859.312458,18446.66842
972038,972038,merkaz,6943.302734,42444.96928,6667.896887,39769.14803,6989.725446,43164.27935
972039,972039,merkaz,2216.284218,19623.36335,2128.375387,18386.26474,2231.102228,19955.91826
972040,972040,tlv,5643.408697,22365.89373,5590.599952,21960.63067,5689.083168,22856.13354
972041,972041,tlv,2477.534581,8528.457133,2454.350811,8373.924134,2497.586306,8715.393065
972042,972042,tlv,15900.06356,37038.89266,15751.27717,36367.75941,16028.74944,37850.7511
972043,972043,tlv,22029.97288,2145.523807,21823.82527,2106.647581,22208.27068,2192.551714
972044,972044,tlv,13042.13789,37544.28271,12920.09481,36863.99195,13147.69337,38367.21884
972045,972045,tlv,15006.83039,20183.41924,14866.40252,19817.70194,15128.28696,20625.82121
972046,972046,tlv,2681.897583,13613.34856,2656.801466,13366.6789,2703.603304,13911.74063
972047,972047,tlv,0,0,0,0,0,0
972048,972048,tlv,25846.85473,15305.92845,25604.99028,15028.58977,26056.04415,15641.42031
972049,972049,tlv,15825.76992,11876.66623,15677.67874,11661.46472,15953.8545,12136.99182
972050,972050,tlv,9076.572622,15060.38517,8991.637712,14787.49566,9150.033127,15390.49495
972051,972051,tlv,9561.629426,1984.609522,9472.15555,1948.649012,9639.015698,2028.110336
972052,972052,tlv,23354.70487,1116.864337,23136.16094,1096.627102,23543.72427,1141.344976
972053,972053,tlv,122039.5981,16962.74961,120897.6007,16655.38985,123027.3157,17334.55747
972054,972054,tlv,36032.44663,1244.403808,35695.26951,1221.855597,36324.07231,1271.679994
972055,972055,tlv,10440.51707,7349.610997,10342.81891,7216.438325,10525.01655,7510.707706
972056,972056,tlv,1669.718156,5108.730576,1654.093606,5016.161962,1683.231885,5220.709249
972057,972057,tlv,2650.299238,14714.71744,2625.498806,14448.09133,2671.74922,15037.25051
972058,972058,tlv,4892.013207,18096.30136,4846.235718,17768.40199,4931.606319,18492.95563
972059,972059,tlv,1308.452354,5462.742005,1296.208384,5363.758813,1319.042207,5582.480282
972060,972060,tlv,1863.001411,6912.162532,1845.568194,6786.91629,1878.079462,7063.670773
972061,972061,tlv,3029.780847,39215.40736,3001.429379,38504.83634,3054.302133,40074.973
972062,972062,tlv,687.114432,7471.19068,680.684692,7335.815021,692.675537,7634.952303
972063,972063,tlv,7581.57695,26704.61965,7510.631607,26220.74022,7642.937828,27289.96034
972064,972064,tlv,2745.296727,10443.93311,2719.607346,10254.69228,2767.515564,10672.85451
972065,972065,tlv,12229.04861,19933.10813,12114.6141,19571.92639,12328.02342,20370.02351
972066,972066,tlv,1286.429327,14020.99808,1274.39144,13766.94194,1296.840939,14328.32545
972067,972067,tlv,488.274402,3852.407192,483.705327,3782.602768,492.226211,3936.848412
972068,972068,tlv,3402.997074,22175.18051,3371.153198,21773.37311,3430.538954,22661.24005
972069,972069,merkaz,64123.9064,0,61580.43401,0,64552.63689,0
972070,972070,merkaz,0,0,0,0,0,0
972071,972071,merkaz,11782.2859,4626.725919,11314.94196,4335.047264,11861.0619,4705.134517
972072,972072,merkaz,11825.37513,31337.65809,11356.32206,29362.06538,11904.43923,31868.73381
972073,972073,merkaz,7375.553762,0,7083.002694,0,7424.866491,0
972074,972074,jerusalem,6498.445047,11401.39104,6481.286159,11304.94708,6501.520131,11418.67498
972075,972075,jerusalem,84219.9232,11093.3053,83997.54381,10999.46743,84259.77632,11110.1222
972076,972076,jerusalem,5235.814322,26803.31053,5221.98936,26576.58229,5238.291925,26843.94302
972077,972077,jerusalem,9736.663242,1141.469043,9710.953965,1131.813397,9741.27066,1143.199453
972078,972078,jerusalem,6125.885011,3407.627376,6109.709853,3378.802377,6128.783799,3412.793169
972079,972079,jerusalem,3227.660917,1787.949543,3219.138405,1772.825341,3229.188255,1790.659985
972080,972080,jerusalem,3514.487276,2998.563275,3505.20741,2973.198535,3516.150342,3003.108948
972081,972081,jerusalem,1947.657123,8658.002944,1942.514411,8584.765206,1948.578761,8671.128046
972082,972082,jerusalem,5156.829851,15435.1984,5143.213445,15304.63261,5159.270079,15458.5974
972083,972083,jerusalem,6455.19336,1896.961794,6438.148676,1880.915462,6458.247977,1899.837494
972084,972084,jerusalem,2953.219085,4866.916096,2945.421226,4825.747026,2954.616557,4874.294099
972085,972085,jerusalem,3362.241174,5705.382867,3353.363309,5657.121237,3363.832197,5714.031944
972086,972086,jerusalem,13343.11874,0,13307.88676,0,13349.43274,0
972087,972087,jerusalem,30341.99058,0,30261.87375,0,30356.3485,0
972088,972088,jerusalem,15716.19459,3222.853461,15674.69659,3195.591459,15723.63154,3227.739147
972089,972089,jerusalem,3822.616754,4965.476724,3812.523284,4923.473933,3824.425627,4973.00414
972090,972090,jerusalem,27214.51995,1523.445107,27142.66108,1510.558339,27227.39794,1525.754574
972091,972091,jerusalem,5093.944606,0,5080.494246,0,5096.355076,0
972092,972092,jerusalem,765.229039,17479.32246,763.208481,17331.4655,765.591147,17505.82025
972093,972093,jerusalem,1003.494307,27564.22859,1000.84462,27331.06377,1003.969163,27606.01459
972094,972094,jerusalem,11457.23782,4525.03402,11426.98543,4486.756919,11462.65941,4531.893747
972095,972095,jerusalem,3292.091667,10131.49029,3283.399028,10045.78837,3293.649494,10146.84912
972096,972096,jerusalem,8141.961897,6453.603815,8120.463366,6399.013011,8145.814697,6463.387158
972097,972097,jerusalem,1869.244546,19915.85097,1864.308879,19747.3835,1870.129078,19946.04241
972098,972098,jerusalem,1845.943992,1824.518162,1841.06985,1809.084628,1846.817498,1827.284041
972099,972099,jerusalem,3441.285986,6046.566917,3432.199406,5995.419224,3442.914413,6055.733212
972100,972100,jerusalem,2422.711115,1852.8506,2416.314042,1837.177403,2423.857549,1855.659429
972101,972101,jerusalem,90.025339,23147.28832,89.78763,22951.48623,90.067939,23182.37846
972102,972102,jerusalem,1407.897755,14113.65061,1404.180256,13994.26374,1408.563976,14135.0462
972103,972103,jerusalem,6087.890273,36430.61689,6071.815438,36122.45161,6090.771081,36485.8439
972104,972104,jerusalem,6797.737042,10005.11614,6779.787884,9920.483222,6800.953751,10020.2834
972105,972105,jerusalem,5895.5305,7562.796916,5879.963583,7498.823487,5898.320282,7574.26174
972106,972106,jerusalem,704.46913,21996.60657,702.609007,21810.53806,704.802487,22029.95234
972107,972107,jerusalem,4582.664333,12793.00655,4570.563988,12684.79096,4584.832864,12812.40011
972108,972108,jerusalem,1783.589372,19418.25677,1778.879874,19253.99843,1784.433372,19447.69389
972109,972109,jerusalem,420.417536,1080.310893,419.30744,1071.172582,420.616479,1081.948591
972110,972110,jerusalem,2210.401108,1954.227298,2204.564631,1937.696559,2211.447077,1957.18981
972111,972111,jerusalem,537.611436,372.633564,536.191894,369.48147,537.865835,373.198458
972112,972112,jerusalem,4366.203688,17120.97518,4354.674899,16976.14946,4368.269789,17146.92973
972113,972113,jerusalem,1150.705946,7531.544962,1147.667552,7467.835892,1151.250464,7542.96241
972114,972114,jerusalem,4122.540034,0,4111.654629,0,4124.490832,0
972115,972115,jerusalem,205.872581,1204.480915,205.328982,1194.292254,205.97,1206.306848
972116,972116,haifa,286.740041,493.862105,261.167685,442.66313,294.715444,525.976304
972117,972117,haifa,2496.075733,17986.23423,2273.468043,16121.59075,2565.501718,19155.8188
972118,972118,haifa,1196.359676,13229.18979,1089.66465,11857.71191,1229.635288,14089.43969
972119,972119,haifa,972.768995,6054.762864,886.014472,5427.062039,999.825644,6448.483815
972120,972120,haifa,1096.069803,6867.795106,998.318936,6155.80675,1126.555948,7314.38482
972121,972121,haifa,483,1349,644,2450,259,1349
972122,972122,haifa,1498,11471,2636,12428,1328,10861
972123,972123,merkaz,905,10278,947,10278,935,10278
972124,972124,merkaz,566,6647,1464,7243,1260,6238
972125,972125,merkaz,162,2713,249,3062,163,2473
972126,972126,merkaz,1423,5471,2227,6844,4664,4530
972127,972127,merkaz,1318,8442,1964,9512,1650,7707
972128,972128,merkaz,9630,5916,8785,6012,11054,5850
972129,972129,merkaz,1334.211001,14431.09454,1281.289571,13521.32761,1343.131495,14675.65666
972130,972130,merkaz,917.474395,0,881.082807,0,923.608601,0
972131,972131,merkaz,2370.596558,33302.43211,2276.566933,31202.97587,2386.446295,33866.80464
972132,972132,tlv,5955.693347,907.079787,5899.962368,890.643783,6003.895268,926.962142
972133,972133,tlv,3619.69319,251.503069,3585.821559,246.945911,3648.988883,257.015784
972134,972134,tlv,382.521267,5493.732904,378.941787,5394.188167,385.617171,5614.150473
972135,972135,tlv,3839.438108,23952.38939,3803.510193,23518.37952,3870.512289,24477.40372
972136,972136,tlv,3328.168164,13540.63914,3297.024507,13295.28696,3355.104423,13837.43749
972137,972137,tlv,12131.7031,0,12018.17951,0,12229.89005,0
972138,972138,tlv,15850.84954,4031.200842,15702.52367,3958.156733,15979.1371,4119.561055
972139,972139,merkaz,5947.12546,11639.94534,5711.232948,10906.1384,5986.887761,11837.20617
972140,972140,merkaz,1366.802263,22639.9984,1312.588101,21212.72469,1375.940661,23023.67588
972141,972141,merkaz,3659.843243,22186.58901,3514.675695,20787.89919,3684.312844,22562.58261
972142,972142,merkaz,1881.265262,4682.792671,1806.644945,4387.579449,1893.843344,4762.151426
972143,972143,merkaz,416.416778,0,399.899621,0,419.200928,0
972144,972144,merkaz,5552.279463,19347.90496,5332.048503,18128.17183,5589.401836,19675.79171
972145,972145,merkaz,871.047948,3845.447912,836.497863,3603.022686,876.871748,3910.61628
972146,972146,darom,1027.294799,2492.62163,1027.294799,2492.62163,1027.294799,2492.62163
972147,972147,darom,430.65117,1044.929522,430.65117,1044.929522,430.65117,1044.929522
972148,972148,tlv,54807.56395,0,54294.69684,0,55251.14452,0
972149,972149,tlv,206.26656,604.322539,204.3364,593.372402,207.935961,617.568733
972150,972150,tlv,423.069777,8412.837239,419.110861,8260.399237,426.493858,8597.238889
972151,972151,merkaz,1075.817509,0,1033.145247,0,1083.010393,0
972152,972152,merkaz,2779.015292,19936.60586,2668.785753,18679.75977,2797.595704,20274.46925
972153,972153,tlv,0,0,0,0,0,0
972154,972154,tlv,2584.844695,5256.533328,2560.656759,5161.286573,2605.764926,5371.7517
972155,972155,haifa,653,217,386,217,105,217
986073,414,merkaz,2345,863,1981,888,1845,828
986074,415,merkaz,1143,8359,1671,8937,928,7550
986080,415,merkaz,2231,17919,3791,19046,1772,16350
986086,416,merkaz,1271,9999,1034,10236,817,9034
986118,418,merkaz,284,2680,648,3446,216,2485
986120,418,merkaz,136,1950,198,1950,83,1950
986126,418,merkaz,170,2253,286,2253,120,2014
986131,418,merkaz,776,10203,1417,12381,548,8716
986133,418,merkaz,108,2607,576,5413,95,2607
986135,418,merkaz,1241,10074,3189,17648,1032,9597
986138,418,merkaz,237,1748,352,3686,54,1748
986139,420,merkaz,268,1650,185,1650,149,1624
986140,419,merkaz,1070,2395,1036,2395,861,2395
986143,419,merkaz,2558,3482,2447,3482,2123,3482
986150,420,merkaz,1018,1544,1049,1544,847,1478
986153,420,merkaz,267,4745,114,4745,59,4643
986159,419,merkaz,2068,5528,2044,4953,1708,4385
986162,413,merkaz,1471,9972,1575,12441,1136,9299
986164,413,merkaz,618,7328,1152,10413,469,6488
986166,413,merkaz,4672,18170,5694,23767,4218,16537
986170,413,merkaz,875,7832,1267,9685,509,7328
986174,413,merkaz,2920,16984,4879,22666,2519,15436
986180,415,merkaz,3642,811,5179,811,3417,811
986188,972124,merkaz,221,3877,221,3976,191,3808
986199,971573,merkaz,672,1756,682,1744,485,1579
986203,407,merkaz,200,4548,222,4935,130,4283
986205,407,merkaz,2566,7770,3153,8504,2926,7267
986214,972031,merkaz,354,7048,510,8165,246,6283
986216,972031,merkaz,2797,9884,5056,11140,4854,9024
986218,972030,merkaz,286,2467,297,2666,247,2329
986220,972030,merkaz,718,5127,848,5422,770,4923
986222,407,merkaz,2079,7660,2824,9050,2454,6709
986223,972031,merkaz,294,2900,354,3193,281,2697
986225,972031,merkaz,118,1683,111,1902,58,1533
986227,972031,merkaz,1192,9504,1834,11268,1382,8294
986230,972128,merkaz,5600,969,6067,969,8026,969
986237,417,merkaz,2408,9575,2792,11956,2011,8689
986239,417,merkaz,360,5903,238,6113,157,5846
986242,971573,merkaz,431,947,391,947,284,947
986244,422,merkaz,1738,1569,1151,1569,1065,1569
986256,971565,merkaz,1374,7321,2029,9301,1532,5965
986268,972127,merkaz,1317,6805,1726,7657,1499,6221
986272,971565,merkaz,618,2969,833,3483,699,2616
986275,972127,merkaz,1910,11434,3454,15125,2519,8900
986277,971565,merkaz,225,2726,359,3275,225,2349
986286,972031,merkaz,580,6008,698,6752,514,5498
986295,971570,merkaz,1099,7725,1242,8260,1829,7356
986298,971570,merkaz,84,1961,41,2047,28,1901
986302,971570,merkaz,264,2992,263,3131,303,2897
986305,971570,merkaz,84,1871,98,1953,95,1816
986307,971563,merkaz,2320,2687,2694,3103,3982,2401
986313,971557,merkaz,476,6198,386,6421,500,6045
986318,971554,merkaz,4014,14033,5255,14070,5149,14007
986320,401,merkaz,537,2943,354,2904,219,2485
986326,401,merkaz,534,6071,868,8789,383,5656
986333,401,merkaz,52,757,52,757,52,757
986336,402,merkaz,360,2248,303,2144,165,1936
986343,402,merkaz,0,33,0,33,0,33
986349,971585,merkaz,827,2694,777,2694,625,2694
986355,414,merkaz,2764,5128,2926,5309,2434,5057
986358,411,merkaz,93,1778,10,1779,8,1778
986361,410,merkaz,1913,635,4263,652,1485,633
986363,411,merkaz,1480,5034,1726,5034,1196,5034
986374,410,merkaz,794,8692,1597,12345,533,8155
986387,413,merkaz,54,6635,55,6642,40,6513
986398,972030,merkaz,146,2489,354,2736,315,2321
986402,972030,merkaz,275,3110,435,3494,462,2847
986409,417,merkaz,1177,8282,938,7517,725,6604
986410,416,merkaz,103,1048,330,1048,60,1048
986414,971565,merkaz,63,706,92,912,42,565
986415,971565,merkaz,120,1204,94,1355,58,1101
986437,971565,merkaz,192,2544,194,2829,124,2347
986439,971555,merkaz,63,1505,88,1686,45,1381
986441,971555,merkaz,88,1330,79,1482,42,1226
986443,971555,merkaz,139,1515,201,1784,132,1331
986445,971555,merkaz,325,1431,319,1600,271,1314
986447,971555,merkaz,211,2541,243,2946,146,2262
986449,971555,merkaz,1892,1853,2276,2065,2171,1707
986453,972125,merkaz,4420,3329,5194,3716,5009,3063
986454,972125,merkaz,181,2410,136,2690,69,2217
986475,972123,merkaz,516,4943,552,5300,463,4697
986477,972123,merkaz,438,2114,475,2506,377,1844
986479,972124,merkaz,149,3670,210,4098,108,3376
986481,972124,merkaz,204,3968,257,4358,166,3701
986483,972123,merkaz,328,3751,340,4054,266,3542
986485,971555,merkaz,166,2031,188,2270,128,1866
986487,971555,merkaz,373,1943,505,2192,429,1773
986489,972125,merkaz,264,2826,359,3128,279,2618
986496,972123,merkaz,781,2707,644,2756,612,2674
986501,415,merkaz,443,4320,573,4320,231,4320
986503,415,merkaz,426,976,760,976,184,976
986506,410,merkaz,2796,15126,6793,24481,2144,13753
986516,971583,merkaz,88,2009,5,2009,0,2009
986518,971559,merkaz,209,5677,222,6589,54,5669
986521,971559,merkaz,676,3700,1445,5152,516,3683
986528,971562,merkaz,1334,7413,1321,7716,1593,7206
986540,407,merkaz,18,5336,22,5336,21,5336
986551,971555,merkaz,2148,1975,2020,2199,1922,1822
986554,971565,merkaz,104,1265,106,1426,68,1153
986557,403,merkaz,522,4657,494,4658,128,3022
986563,972128,merkaz,11625,6485,10241,6525,12904,6459
986567,971563,merkaz,10654,8254,11063,8367,14855,8176
986569,972124,merkaz,412,6192,404,6991,213,5643
986571,404,merkaz,365,1796,393,1796,69,1796
986622,971505,haifa,590,4780,439,3676,379,3683
986705,971530,haifa,538,4086,1544,11562,386,4012
986710,971497,haifa,650,4110,323,4340,175,4075
986714,971497,haifa,2523,18299,3190,22487,2243,17366
986716,971497,haifa,4960,11259,6295,20042,3779,9295
986718,971497,haifa,2793,15356,3859,18779,2573,14591
986722,971500,haifa,1450,7832,3908,23152,1018,4404
986733,971499,haifa,658,209,1508,286,689,191
986735,971499,haifa,16136,7369,24948,7388,18161,7365
986736,971499,haifa,3316,16373,7963,41400,2828,10776
986741,971531,haifa,2644,5642,2616,3713,2137,4272
986742,971531,haifa,970,2318,707,1244,685,1555
986744,971361,haifa,3086,14093,3433,17707,1921,11915
986747,971361,haifa,2827,15095,4128,15089,2018,12671
986750,971538,haifa,852,5983,391,2124,427,3922
986752,971538,haifa,1791,1157,1917,1157,1733,1156
986756,971482,haifa,2015,9615,4242,19886,1904,7319
986761,971298,haifa,2152,18068,1447,14031,1216,15554
986764,971298,haifa,7152,22000,7515,16353,5552,18481
986769,971505,haifa,432,2669,1036,2669,365,2669
986771,971505,haifa,867,7249,1257,7249,829,7249
986775,972122,haifa,1445,12020,1863,12773,1253,11539
986778,972122,haifa,1539,13068,1680,13068,1455,13068
986784,971505,haifa,752,1256,3166,1270,519,1247
986786,971505,haifa,1208,8462,1863,10556,834,6576
986787,971297,haifa,300,2178,243,1960,217,1950
986793,971505,haifa,370,1939,226,1169,103,1277
986797,971297,haifa,403,777,770,2791,267,743
986798,971505,haifa,863,8221,1219,11191,459,7785
986811,51,haifa,2918,21071,5537,38401,1416,16526
986813,51,haifa,2133,4646,2937,9335,1447,4625
986815,971298,haifa,587,947,527,947,471,947
986816,971339,haifa,187,1141,139,1016,70,1062
986826,971472,haifa,1088.391492,1602.802375,991.325401,1436.63891,1118.664072,1707.027245
986830,971297,haifa,341,5712,603,7898,114,5167
986834,971297,haifa,780,7925,3622,25233,465,7786
986835,971297,haifa,1731,8181,4158,16934,1198,7005
986837,971297,haifa,1255,4811,1813,6446,1051,4255
986840,971297,haifa,1110,8557,1738,11414,865,7572
986842,971297,haifa,11283,37381,18104,61072,8953,29211
986845,971297,haifa,989,6202,1657,7987,707,5585
986848,971379,haifa,1376,10103,737,3859,1023,7846
986852,971342,haifa,2806,6435,4384,7316,2187,5785
986853,971342,haifa,81,1328,111,1337,69,1282
986854,971472,haifa,144,596,108,600,58,594
986858,971283,haifa,2909,14651,4280,14914,2108,11787
986859,971283,haifa,187,872,205,872,99,740
986862,971283,haifa,5677,13058,7046,13962,4103,11563
986864,971283,haifa,1251,5990,1622,6241,961,5338
986865,971283,haifa,1272,579,1331,579,1095,579
986867,971475,haifa,634,4883,716,5145,446,4044
986871,971475,haifa,284,4767,330,4995,116,4036
986872,971298,haifa,1098,9925,964,8060,689,8763
986879,971378,haifa,1545,5301,2116,8371,1025,4574
986886,971378,haifa,3946,7769,5312,14018,2754,6930
986890,971378,haifa,1597,6692,2564,11063,621,5675
986893,971378,haifa,2990,14627,4127,24694,2015,12337
986909,971563,merkaz,5164,3096,5361,3096,6817,3096
986942,972030,merkaz,154,1788,307,1957,317,1673
986952,971299,haifa,1884,3647,798,3647,575,3318
986953,971298,haifa,4842,3516,4983,2989,4113,3187
986954,971339,haifa,87,543,3,543,0,543
986956,971268,haifa,392,4632,444,5078,227,3202
986957,971297,haifa,258,3601,557,6112,156,2737
986958,971530,haifa,0,804,5,851,0,804
986960,971379,haifa,923,2583,1823,6468,136,1478
986962,971505,haifa,1747,15617,3044,26650,911,8650
986965,971505,haifa,854,7546,1383,12842,445,4167
986966,971298,haifa,0,1958,0,1958,0,1958
986967,971500,haifa,2074,1778,3489,4615,2283,1144
986968,971500,haifa,5206,3874,7949,4050,5912,3834
986970,971500,haifa,501,2399,566,2518,511,2372
986972,971497,haifa,1861,15231,4852,34010,1335,11033
986973,971482,haifa,260,941,1823,941,720,941
986975,971501,haifa,312,898,75,895,42,895
986977,971503,haifa,455,1325,208,1069,24,1071
986980,971378,haifa,1861,5686,3055,13569,169,4696
986981,971378,haifa,330,6102,838,10921,169,5117
986982,971378,haifa,1517,5164,1923,7976,578,4482
986984,971503,haifa,245,108,222,962,1,102
986987,971339,haifa,453,1120,1182,1148,84,1105
986988,971482,haifa,2042,2803,3007,2790,2265,2790
986990,971342,haifa,2966,14946,4732,17785,1939,11423
986993,410,merkaz,84,1527,69,1527,64,1527
986996,972125,merkaz,1254,2160,2113,2463,1980,1953
986998,971570,merkaz,1491,2228,1878,2705,3273,1900
987001,971560,merkaz,416,4604,457,4909,386,4394
987002,971560,merkaz,3248,3134,3629,3976,4865,2556
987004,416,merkaz,4559,4281,6649,4309,4223,4086
987005,971559,merkaz,324,4061,499,5579,324,4060
987009,415,merkaz,684,2815,2872,3111,311,2403
987010,972121,haifa,602,4751,611,4751,508,4751
987011,971570,merkaz,840,911,1002,1143,1492,750
987012,418,merkaz,3142,1138,3460,1138,2788,1138
