NEW_TAZ_1046,taz_848,mahoz,EMP_2050_B,POP_2050_B,EMP_2050_M,POP_2050_M,EMP_2050_H,POP_2050_H
971268,971268,haifa,3192.350151,12862.47894,2907.646573,11529.01819,3281.142351,13698.88287
971269,971269,zafon,3884.409662,8110.094903,3784.556966,7895.668238,3898.865446,8193.355337
971270,971270,haifa,3826.030682,20967.27388,3484.81353,18793.58427,3932.448107,22330.70548
971277,971277,haifa,6449.220984,15786.43525,6283.437208,15369.05016,6473.221683,15948.50307
971278,971278,zafon,9930.018268,12811.14781,9674.757063,12472.42777,9966.972712,12942.67053
971279,971279,zafon,9016.559543,10325.83399,8784.779722,10052.82434,9050.114561,10431.8418
971280,971280,zafon,19700.83388,2958.172002,19194.40393,2879.959482,19774.15029,2988.541398
971281,971281,haifa,139.338756,239.355706,126.912098,214.541559,143.214332,254.920206
971282,971282,haifa,2480.816372,11063.87534,2259.569559,9916.876877,2549.817933,11783.3221
971283,971283,haifa,2035,10319,2369,10321,1359,8746
971284,971284,zafon,2117.454263,14384.3865,2063.02295,14004.07085,2125.334343,14532.06051
971285,971285,zafon,13537.76398,0,13189.76201,0,13588.14461,0
971286,971286,zafon,14083.67764,23788.25044,13721.6424,23159.30155,14136.08988,24032.46707
971287,971287,zafon,4761.020996,27799.03737,4638.634116,27064.04537,4778.739079,28084.42982
971288,971288,zafon,1856.61141,12211.49921,1808.885328,11888.63356,1863.520767,12336.86578
971289,971289,zafon,5075.448217,34341.83033,4944.978665,33433.85031,5094.336436,34694.39288
971290,971290,zafon,3753.341517,22572.53796,3656.858061,21975.73188,3767.309533,22804.27376
971291,971291,zafon,8501.198869,56308.01805,8282.666918,54819.26352,8532.835979,56886.09143
971292,971292,zafon,2362.420639,9016.685279,2301.692217,8778.288839,2371.212359,9109.253016
971293,971293,zafon,6563.011654,39481.72796,6394.302774,38437.85174,6587.435823,39887.05809
971294,971294,zafon,1816.018981,9878.709993,1769.336368,9617.522071,1822.777274,9980.127509
971295,971295,zafon,365.462006,1893.488,356.067434,1843.425168,366.822068,1912.927061
971296,971296,zafon,3557.02657,21912.39976,3465.58959,21333.04738,3570.264002,22137.3584
971297,971297,haifa,618,2134,131,2644,32,1958
971298,971298,haifa,2269,15046,1909,10844,1196,12428
971299,971299,haifa,15683,25,13077,25,14640,25
971300,971300,haifa,315.099419,1199.596294,286.997886,1075.233441,323.863611,1277.602023
971307,971307,zafon,1263.921719,5458.995471,1231.431328,5314.662488,1268.625389,5515.038999
971308,971308,haifa,2180.982661,5570.207096,2124.918286,5422.933736,2189.099161,5627.392353
971309,971309,zafon,527.924244,799.918099,514.353415,778.768683,529.888908,808.130275
971310,971310,zafon,11390.20467,18036.90712,11097.40789,17560.02074,11432.59318,18222.0789
971311,971311,zafon,606.858036,3524.412543,591.258134,3431.228921,609.116451,3560.595119
971312,971312,zafon,345.314903,1262.657679,336.438233,1229.273671,346.599989,1275.620466
971313,971313,zafon,4291.86681,0,4181.540015,0,4307.838941,0
971314,971314,haifa,4380.291349,25659.3771,3989.643531,22999.25439,4502.125009,27327.92045
971315,971315,zafon,945.840857,6490.82666,921.527057,6319.212601,949.360793,6557.463248
971316,971316,haifa,2317.910886,3163.237371,2111.192483,2835.302693,2382.381385,3368.932103
971317,971317,haifa,2076.928125,8011.615986,1891.701304,7181.047047,2134.695916,8532.584541
971318,971318,zafon,2339.044654,12533.66308,2278.917135,12202.27959,2347.74938,12662.33706
971319,971319,zafon,2343.599777,13712.23401,2283.355164,13349.68972,2352.321455,13853.00752
971320,971320,zafon,1186.6832,11534.72539,1156.178303,11229.75329,1191.099427,11653.14401
971321,971321,zafon,3036.080441,21382.27235,2958.034909,20816.93626,3047.379178,21601.78856
971322,971322,zafon,2181.41754,11078.97588,2125.341986,10786.05356,2189.535659,11192.71565
971323,971323,zafon,3079.773653,20024.39506,3000.604943,19494.96054,3091.234994,20229.97094
971324,971324,zafon,1728.99242,9442.887021,1684.546913,9193.222031,1735.426844,9539.830261
971325,971325,zafon,13324.01102,0,12981.50378,0,13373.59617,0
971326,971326,zafon,1250.223008,6422.587374,1218.084756,6252.777525,1254.875698,6488.523398
971327,971327,zafon,32138.27916,29825.26804,31312.13205,29036.70356,32257.88138,30131.46233
971328,971328,zafon,1979.712867,14646.92759,1928.822337,14259.67049,1987.080345,14797.29692
971329,971329,zafon,234.439737,1592.849087,228.413226,1550.734991,235.312202,1609.201708
971330,971330,zafon,3268.368023,20729.10824,3184.351304,20181.04147,3280.531216,20941.91889
971331,971331,zafon,2948.011773,3041.285588,2872.230136,2960.875589,2958.982764,3072.508251
971332,971332,zafon,3998.334541,15332.15993,3895.55329,14926.78564,4013.214295,15489.56404
971333,971333,zafon,5019.777962,36172.9313,4890.739471,35216.53793,5038.459006,36544.29243
971334,971334,zafon,2812.90486,15649.93615,2740.596283,15236.16003,2823.373051,15810.60264
971335,971335,zafon,7812.118535,34958.48672,7611.300094,34034.20263,7841.191241,35317.38003
971336,971336,zafon,1391.083455,6252.529357,1355.324242,6087.215753,1396.260355,6316.719519
971337,971337,zafon,42537.34279,23083.70941,41443.87719,22473.38821,42695.645,23320.69303
971338,971338,zafon,1537.240121,20079.19871,1497.723802,19548.3152,1542.960942,20285.33721
971339,971339,haifa,876,3257,791,2149,437,2137
971340,971340,zafon,7224.18562,6223.801119,7038.480591,6059.247075,7251.07034,6287.696349
971342,971342,haifa,1025,7802,1438,9366,582,6751
971346,971346,zafon,178.665952,1027.953659,174.073163,1000.775103,179.330856,1038.506911
971349,971349,zafon,2356.903223,15291.94193,2296.316632,14887.63099,2365.67441,15448.93315
971352,971352,zafon,2907.629574,19870.23117,2832.886003,19344.87266,2918.450283,20074.22436
971354,971354,haifa,7130.038407,5871.847073,6946.753528,5716.598509,7156.572759,5932.129048
971355,971355,haifa,4155.463604,7994.193653,4048.643191,7782.831357,4170.928112,8076.264214
971356,971356,zafon,3872.113377,15886.84817,3772.57677,15466.80822,3886.523401,16049.94686
971357,971357,zafon,380.990786,3339.065207,371.197031,3250.782071,382.408639,3373.344956
971358,971358,haifa,326.756537,3283.566154,318.356928,3196.750384,327.972558,3317.276135
971359,971359,haifa,1085,5608,865,4186,514,4724
971360,971360,zafon,2134.377795,14871.77863,2079.511446,14478.57658,2142.320857,15024.45634
971361,971531,haifa,2575,5640,3207,5664,2030,5324
971362,971362,zafon,16690.42376,21706.55046,16261.37946,21132.64062,16752.53697,21929.39579
971363,971363,zafon,8962.016088,24399.71473,8731.638362,23754.59904,8995.368124,24650.20882
971364,971364,zafon,23231.55036,23113.98513,21159.68944,20717.7447,23877.71395,24617.01017
971365,971365,haifa,1152.072339,5370.70125,1049.326994,4813.917494,1184.116141,5719.939965
971366,971366,zafon,4642.20147,18425.21495,4522.868966,17938.06191,4659.477367,18614.37321
971367,971367,zafon,4616.888858,28359.26739,4498.20704,27609.4632,4634.070554,28650.41132
971368,971368,haifa,816.406437,3597.031539,795.41988,3501.927907,819.444683,3633.95964
971369,971369,haifa,2540.821275,12894.35563,2475.506884,12553.43561,2550.276911,13026.73258
971370,971370,zafon,546.868483,3134.653202,532.810674,3051.774612,548.903648,3166.834402
971371,971371,zafon,1531.997969,9779.33425,1492.616405,9520.773771,1537.699281,9879.731548
971372,971372,zafon,1597.08636,8557.124282,1556.031633,8330.878394,1603.029898,8644.974041
971373,971373,zafon,1519.274225,3299.233664,1480.219737,3212.003652,1524.928185,3333.104491
971374,971374,zafon,866.961659,7132.050998,844.675529,6943.483302,870.188046,7205.270568
971375,971375,zafon,10532.93072,48079.69645,10262.17103,46808.49444,10572.12889,48573.29566
971376,971376,zafon,5400.190027,25653.13247,5261.372658,24974.87707,5420.28677,25916.49449
971377,971377,haifa,779,1513,758,1513,365,1513
971378,971378,haifa,883,11435,1927,18491,299,9514
971379,971379,haifa,1464,8203,1958,10926,994,7634
971425,971425,zafon,12189.0951,0,11875.76203,0,12234.45668,0
971428,971428,zafon,1014.531482,4728.5381,988.451919,4603.518027,1018.307048,4777.082555
971439,971439,zafon,1671.925532,8256.380886,1628.946988,8038.086497,1678.147583,8341.143132
971452,971452,zafon,7376.314768,11032.626,7186.699105,10740.92914,7403.765635,11145.88993
971453,971453,zafon,1979.877667,7876.180713,1928.982901,7667.938618,1987.245758,7957.039721
971454,971454,zafon,1431.324622,10450.82329,1394.530969,10174.50899,1436.65128,10558.11427
971458,971458,zafon,650.902054,5054.102388,634.169956,4920.474567,653.324378,5105.989175
971459,971459,zafon,1472.075649,6702.473572,1434.234449,6525.263679,1477.553961,6771.282984
971460,971460,zafon,766.28166,6136.82227,746.583612,5974.567901,769.133368,6199.824552
971461,971461,haifa,1677,8264,1566,7127,1315,7275
971472,971472,haifa,0,496,0,496,0,496
971473,971473,haifa,621.906749,941.213656,566.443197,843.637483,639.204497,1002.417628
971475,971475,haifa,1737,6385,2001,6396,1453,6350
971482,971482,haifa,1102,14616,1556,14616,972,14616
971497,971497,haifa,1166,8162,2156,16827,522,6228
971499,971499,haifa,2992,13667,3702,20159,2359,12215
971500,971500,haifa,4404,21382,7769,35703,4135,18179
971501,971501,haifa,1767,2131,1479,1939,976,1940
971503,971503,haifa,544,3531,511,4308,311,3499
971505,971505,haifa,2596,15185,3769,21313,1433,12866
971507,971507,zafon,341.797952,1627.004407,333.011688,1583.987262,343.069949,1643.707675
971508,971508,haifa,996.755457,2509.201169,907.861748,2249.070808,1024.479267,2672.366117
971509,971509,haifa,2474.715283,14607.62453,2411.100213,14221.40658,2483.924906,14757.59036
971510,971510,zafon,735.056913,1881.19986,716.161528,1831.461921,737.792418,1900.512768
971511,971511,zafon,545.779865,9222.156405,531.750039,8978.327417,547.810978,9316.833565
971512,971512,zafon,710.69952,593.095465,692.430267,577.414331,713.34438,599.184344
971513,971513,zafon,27821.83762,39529.38794,27106.64902,38484.25161,27925.37625,39935.20736
971514,971514,zafon,1509.150029,8000.667721,1470.355795,7789.134254,1514.766313,8082.804746
971515,971515,zafon,4552.75356,17094.44317,4435.720406,16642.47504,4569.696578,17269.93936
971516,971516,zafon,1948.042572,12517.01948,1897.966159,12186.07603,1955.292189,12645.52259
971517,971517,haifa,494.523703,660.808924,481.811469,643.337481,496.364067,667.592967
971518,971518,haifa,3401.306382,21995.67124,3313.872347,21414.11721,3413.964303,22221.48477
971519,971519,haifa,5229.830918,35637.01448,5095.392803,34694.79047,5249.293671,36002.87373
971520,971520,zafon,19331.26071,51900.1013,18834.33102,50527.88979,19403.20177,52432.92182
971521,971521,zafon,2077.054381,11446.60783,2023.661588,11143.96551,2084.784114,11564.12181
971522,971522,zafon,2725.753054,6775.139765,2655.684803,6596.008615,2735.896912,6844.695187
971523,971523,zafon,25795.35311,51656.19798,25132.25736,50290.43514,25891.3502,52186.51452
971524,971524,zafon,2516.562132,11010.98901,2451.871347,10719.86423,2525.927488,11124.03081
971525,971525,zafon,5940.359902,10493.95876,5787.656917,10216.50398,5962.46688,10601.69259
971526,971526,zafon,1394.75755,5892.790123,1358.903891,5736.987836,1399.948124,5953.287105
971527,971527,zafon,10571.55634,0,10299.80374,0,10610.89826,0
971528,971528,zafon,2522.538523,11900.58193,2457.694108,11585.93677,2531.92612,12022.75653
971529,971529,zafon,1434.426634,22429.68912,1397.55324,21836.65988,1439.764835,22659.95839
971530,971530,haifa,707,10188,360,8197,311,8326
971531,971531,haifa,373,2499,401,2499,196,2499
971532,971532,haifa,1396.440108,2955.018216,1360.543197,2876.889081,1401.636943,2985.355235
971533,971533,zafon,466.232377,1623.331728,454.247401,1580.411686,467.967456,1639.997291
971538,971538,haifa,1105,1476,892,1476,834,1476
971539,971539,haifa,1649,15564,2006,13528,1162,14502
971545,971545,merkaz,2661.907386,17625.68059,2556.322928,16514.52015,2679.704818,17924.38099
971546,971546,merkaz,1014.61399,30856.21532,974.369364,28910.9738,1021.397669,31379.13209
971547,971547,merkaz,3257.24982,4899.746626,3128.051126,4590.856164,3279.027694,4982.782075
971549,971549,merkaz,3257.249284,9430.183992,3128.050611,8835.68511,3279.027154,9589.996247
971554,971554,merkaz,482,2606,694,2659,664,2569
971555,971555,merkaz,797,2019,1145,2389,1031,1763
971557,971557,merkaz,1008,5136,643,4906,413,4288
971559,971559,merkaz,4749,21560,5816,23550,4103,18998
971560,971560,merkaz,1540,11290,1887,11349,2041,11249
971562,971562,merkaz,325,6542,280,6853,251,6331
971563,971563,merkaz,8010,5229,8220,5377,10233,5127
971564,971564,merkaz,313,3895,338,3978,848,3838
971565,971565,merkaz,2097,9077,3146,11845,2442,7179
971570,971570,merkaz,505,2705,578,2932,835,2549
971571,971571,merkaz,7839,5484,7915,5651,10101,5369
971573,971573,merkaz,5186,4098,5466,4299,6237,3591
971575,971575,merkaz,30249.47787,1491.863152,29049.63344,1397.812922,30451.72496,1517.145587
971576,971576,merkaz,6889.042318,23994.13236,6615.788709,22481.49116,6935.102246,24400.75819
971577,971577,merkaz,5918.448498,19953.66966,5683.693457,18695.74783,5958.019066,20291.82223
971578,971578,merkaz,29608.40721,0,28433.99083,0,29806.36812,0
971580,971580,merkaz,7020.204915,21170.07442,6741.748746,19835.46784,7067.141793,21528.84126
971582,971582,merkaz,786.878437,3353.035564,755.666933,3141.653062,792.139482,3409.859077
971583,971583,merkaz,0,2091,0,2091,0,2091
971585,971585,merkaz,1903,5438,1978,5438,1455,5438
971586,971586,merkaz,1426,11323,1234,9926,1072,10481
971589,971589,merkaz,5636,1059,5338,1059,5316,1059
971592,971592,merkaz,8253.751487,19252.83525,7926.366739,18039.09552,8308.93582,19579.11086
971594,971594,merkaz,3962.119082,10278.057,3804.961775,9630.106401,3988.60969,10452.23807
971595,971595,merkaz,12397.10014,0,11905.36962,0,12479.98678,0
971598,971598,merkaz,10378.0458,46602.44086,9966.400998,43664.52374,10447.4331,47392.20712
971599,971599,darom,7149.80868,51080.80585,7149.80868,51080.80585,7149.80868,51080.80585
971601,971601,darom,17836.51564,38411.66549,17836.51564,38411.66549,17836.51564,38411.66549
971606,971606,darom,7937.128589,51715.5299,7937.128589,51715.5299,7937.128589,51715.5299
971607,971607,merkaz,11217.61249,0,10772.6663,0,11292.61311,0
971608,971608,merkaz,13696.65872,2459.624053,13153.38126,2304.564114,13788.23417,2501.307022
971610,971610,tlv,13123.97222,3177.75915,13001.16337,3120.179139,13230.19002,3247.412706
971614,971614,tlv,12244.43047,0,12129.85202,0,12343.52977,0
971615,971615,merkaz,7102.336297,5394.596659,6820.622389,5054.509797,7149.822302,5486.018275
971617,971617,merkaz,22459.43201,6030.832414,21568.57947,5650.635896,22609.5951,6133.036245
971622,971622,tlv,1447.746709,2041.82349,1434.199278,2004.826281,1459.46393,2086.578382
971623,971623,tlv,7625.445617,1319.497141,7554.089768,1295.588262,7687.161542,1348.419304
971624,971624,tlv,3431.153545,0,3399.046193,0,3458.923308,0
971625,971625,tlv,9185.415021,28264.89224,9099.461608,27752.74116,9259.756433,28884.43267
971626,971626,merkaz,4778.037139,34258.00458,4588.516472,32098.30702,4809.982951,34838.57109
971628,971628,merkaz,4485.990594,20084.0858,4308.053942,18817.94226,4515.983791,20424.44852
971629,971629,tlv,11005.8009,53755.82716,10569.25622,50366.94534,11079.38535,54666.82105
971630,971630,merkaz,20082.52714,0,19285.95444,0,20216.79831,0
971633,971633,merkaz,15211.67756,26738.96554,14608.30693,25053.28421,15313.38238,27192.10775
971635,971635,tlv,787.581802,4159.932271,780.211929,4084.555588,793.956031,4251.114157
971636,971636,tlv,5645.980763,9942.118931,5593.14795,9761.970818,5691.676051,10160.04103
971637,971637,tlv,19527.42474,1037.003173,19344.69496,1018.212997,19685.46837,1059.733329
971641,971641,tlv,9985.659523,10012.44443,9892.217744,9831.022044,10066.47765,10231.908
971642,971642,merkaz,8861.17928,38392.31815,8509.700931,35971.98466,8920.424857,39042.9484
971643,971643,merkaz,6701.558559,0,6435.741486,0,6746.364977,0
971646,971646,merkaz,10549.05869,50705.06453,10130.63066,47508.50928,10619.58937,51564.35749
971647,971647,merkaz,4802.567879,0,4612.074201,0,4834.677703,0
971648,971648,darom,73084.17122,0,73084.17122,0,73084.17122,0
971650,971650,darom,15937.64584,79877.48797,15937.64584,79877.48797,15937.64584,79877.48797
971651,971651,merkaz,2091.250436,12895.35306,2008.301065,12082.40254,2105.232474,13113.88914
971652,971652,merkaz,11857.35515,51357.14523,11387.03359,48119.48143,11936.63306,52227.48893
971654,971654,merkaz,2942.097739,19311.33969,2825.399541,18093.91171,2961.768516,19638.60677
971655,971655,merkaz,4702.787245,39162.62658,4516.251362,36693.7312,4734.229938,39826.31116
971656,971656,merkaz,6616.445695,10768.473,6354.00462,10089.60553,6660.68305,10950.96508
971659,971659,merkaz,10986.99207,26017.41082,10551.19343,24377.21783,11060.45076,26458.32492
971663,971663,tlv,6495.811169,65217.96395,6435.025985,64036.23466,6548.38449,66647.4817
971664,971664,tlv,8.071495,6710.721686,7.995965,6589.125489,8.136821,6857.814529
971665,971665,tlv,367.668317,8523.689303,364.227825,8369.242695,370.64401,8710.520728
971666,971666,merkaz,2018.75153,9917.720969,1938.677825,9292.486719,2032.248842,10085.79546
971667,971667,merkaz,1278.54331,24808.31911,1227.829936,23244.34984,1287.091611,25228.74287
971668,971668,merkaz,8754.570971,25216.63133,8407.321236,23626.92119,8813.103767,25643.97471
971669,971669,merkaz,3726.760642,9609.353831,3578.938819,9003.559701,3751.677651,9772.202457
971672,971672,merkaz,740.207366,4003.89743,710.847069,3751.483209,745.156371,4071.751024
971673,971673,merkaz,4573.733221,635.714973,4392.316261,595.638147,4604.313063,646.488362
971676,971676,merkaz,10740.65205,49137.95601,10314.62448,46040.19462,10812.46373,49970.69137
971680,971680,merkaz,11040.80341,44401.57121,10602.87035,41602.4016,11114.62189,45154.03958
971682,971682,merkaz,12476.45166,9166.227279,11981.57367,8588.368791,12559.86884,9321.56629
971684,971684,merkaz,6215.62035,71207.97067,5969.077998,66718.86855,6257.177799,72414.72405
971687,971687,merkaz,21064.27804,18099.8103,20228.76423,16958.75971,21205.11316,18406.54573
971691,971691,merkaz,9462.821667,8160.150165,9087.479195,7645.71692,9526.089806,8298.439301
971694,971694,merkaz,1715.938279,8439.265084,1647.875651,7907.235841,1727.410991,8582.28435
971695,971695,merkaz,13829.38347,0,13280.84149,0,13921.84631,0
971698,971698,merkaz,1985.101314,6246.567527,1906.362343,5852.770607,1998.373641,6352.427397
971699,971699,merkaz,9420.87223,2235.357043,9047.193681,2094.435374,9483.859897,2273.239384
971700,971700,merkaz,431.379793,9871.404957,414.26913,9249.090566,434.263986,10038.69453
971701,971701,merkaz,6368.670688,14780.90232,6116.0576,13849.08276,6411.251427,15031.39259
971703,971703,merkaz,32116.13385,0,30842.24859,0,32330.86135,0
971704,971704,merkaz,1413.124102,4825.397237,1357.072586,4521.193919,1422.572207,4907.172695
971705,971705,tlv,706.550422,3548.050355,678.525125,3324.373705,711.274397,3608.178761
971708,971708,tlv,9921.827759,0,9828.983291,0,10002.12927,0
971709,971709,tlv,13002.95061,5646.303486,12881.27424,5543.994217,13108.18894,5770.065262
971710,971710,tlv,3185.925395,46618.65646,3156.112788,45773.94086,3211.710424,47640.4945
971711,971711,tlv,5764.847865,20595.99962,5536.185387,19297.58395,5803.391463,20945.03769
971714,971714,merkaz,380.480479,2015.965403,365.388735,1888.874651,383.02436,2050.129739
971716,971716,merkaz,14334.26958,90344.2585,13765.7013,84648.76405,14430.10807,91875.31237
971730,971730,merkaz,5087.699139,52881.91713,4885.895741,49548.12846,5121.715342,53778.10097
971732,971732,merkaz,4548.226761,24989.92664,4367.821514,23414.50844,4578.636067,25413.42808
971733,971733,merkaz,6758.561724,3864.949391,6490.483623,3621.29475,6803.749263,3930.448249
971734,971734,jerusalem,15655.71978,147849.8867,15655.71978,147849.8867,15655.71978,147849.8867
971737,971737,jerusalem,3035.876865,32434.11189,3027.860751,32159.7529,3037.313451,32483.2804
971741,971741,jerusalem,1115.485278,4494.093316,1112.539883,4456.077941,1116.013129,4500.906138
971743,971743,jerusalem,5212.168213,22657.00614,5198.405687,22465.35134,5214.634626,22691.35304
971746,971746,jerusalem,9595.794002,14784.95399,9570.456686,14659.8886,9600.334761,14807.36725
971748,971748,jerusalem,6673.442136,20607.89261,6655.821174,20433.57118,6676.600029,20639.13315
971750,971750,shomron,11374.09518,25318.22386,11374.09518,25318.22386,11374.09518,25318.22386
971752,971752,jerusalem,9238.989883,3980.503998,9238.989883,3980.503998,9238.989883,3980.503998
971754,971754,shomron,11076.79498,59161.52842,11076.79498,59161.52842,11076.79498,59161.52842
971757,971757,merkaz,26807.06673,210037.7106,26807.06673,210037.7106,26807.06673,210037.7106
971758,971758,jerusalem,1011.953379,3331.678795,1009.281356,3303.496243,1012.432238,3336.729455
971761,971761,jerusalem,1059.952694,38810.76902,1057.15393,38482.47011,1060.454267,38869.60421
971763,971763,jerusalem,41688.95574,312934.0166,41578.87769,310286.9189,41708.68308,313408.409
971764,971764,jerusalem,28385.41839,0,28310.46781,0,28398.85046,0
971767,971767,jerusalem,6374.451944,2973.135613,6357.620455,2947.985965,6377.468354,2977.642739
971768,971768,jerusalem,908.162827,2919.840276,905.764858,2895.141451,908.592572,2924.266608
971770,971770,darom,350.28142,11796.63485,349.356516,11696.84754,350.447175,11814.51796
971774,971774,jerusalem,2075.800997,6978.808371,2070.319926,6919.77488,2076.783272,6989.387898
971775,971775,shomron,6124.593192,16959.71779,6124.593192,16959.71779,6124.593192,16959.71779
971777,971777,jerusalem,570.835624,3513.171025,569.328355,3483.453237,571.105745,3518.496818
971779,971779,shomron,3831.174563,24023.38321,3831.174563,24023.38321,3831.174563,24023.38321
971781,971781,darom,102.909606,285.795332,102.909606,285.795332,102.909606,285.795332
971783,971783,darom,356.06799,400.931853,356.06799,400.931853,356.06799,400.931853
971785,971785,jerusalem,14192.39651,1823.564788,14154.92204,1808.139319,14199.11239,1826.329222
971788,971788,darom,194.431322,471.767372,194.431322,471.767372,194.431322,471.767372
971790,971790,darom,0,0,0,0,0,0
971793,971793,darom,447.93769,1917.500157,447.93769,1917.500157,447.93769,1917.500157
971795,971795,darom,0,0,0,0,0,0
971798,971798,darom,368.7663,2178.977457,368.7663,2178.977457,368.7663,2178.977457
971799,971799,darom,381.051592,784.431886,381.051592,784.431886,381.051592,784.431886
971801,971801,darom,3423.694952,20229.87493,3423.694952,20229.87493,3423.694952,20229.87493
971804,971804,darom,4398.739061,0,4398.739061,0,4398.739061,0
971806,971806,darom,3020.711366,0,3020.711366,0,3020.711366,0
971810,971810,darom,17146.10022,0,17146.10022,0,17146.10022,0
971813,971813,darom,4313.578364,0,4313.578364,0,4313.578364,0
971815,971815,darom,8827.674261,0,8827.674261,0,8827.674261,0
971818,971818,darom,25578.33614,0,25578.33614,0,25578.33614,0
971820,971820,darom,5222.593505,30859.13129,5222.593505,30859.13129,5222.593505,30859.13129
971824,971824,darom,7172.623884,42382.12304,7172.623884,42382.12304,7172.623884,42382.12304
971826,971826,darom,10299.13407,0,10299.13407,0,10299.13407,0
971828,971828,darom,6015.639433,35545.14765,6015.639433,35545.14765,6015.639433,35545.14765
971830,971830,darom,6856.263033,40512.23623,6856.263033,40512.23623,6856.263033,40512.23623
971834,971834,darom,61.548154,0,61.548154,0,61.548154,0
971836,971836,darom,3392.666467,20046.59257,3392.666467,20046.59257,3392.666467,20046.59257
971840,971840,darom,3179.895464,18789.58988,3179.895464,18789.58988,3179.895464,18789.58988
971842,971842,darom,4357.063103,12612.94399,4357.063103,12612.94399,4357.063103,12612.94399
971845,971845,darom,6545.285944,38674.62937,6545.285944,38674.62937,6545.285944,38674.62937
971846,971846,darom,8784.074909,13072.75668,8784.074909,13072.75668,8784.074909,13072.75668
971849,971849,darom,111168.2234,0,111168.2234,0,111168.2234,0
971853,971853,darom,7081.439982,41843.30748,7081.439982,41843.30748,7081.439982,41843.30748
971855,971855,tlv,11757.12459,15292.81691,11647.10616,15015.71581,11852.27993,15628.02139
971856,971856,tlv,1220.274437,19393.1513,1208.8556,19041.75341,1230.150629,19818.23133
971860,971860,merkaz,18744.40195,0,18000.90594,0,18869.72645,0
971862,971862,merkaz,4778.033593,2774.085403,4588.513066,2599.201152,4809.97938,2821.097513
971864,971864,merkaz,46438.89256,10159.05177,44596.8956,9518.603515,46749.38159,10331.21607
971865,971865,merkaz,12425.71783,0,11932.85219,0,12508.79581,0
971867,971867,merkaz,4150.766274,12011.69229,3986.126283,11254.44963,4178.518172,12215.25307
971868,971868,darom,8325.74195,26281.70946,8325.74195,26281.70946,8325.74195,26281.70946
971872,971872,darom,842.208192,1394.545567,842.208192,1394.545567,842.208192,1394.545567
971873,971873,darom,2287.47008,11514.76845,2287.47008,11514.76845,2287.47008,11514.76845
971877,971877,darom,10445.64644,8115.563614,10445.64644,8115.563614,10445.64644,8115.563614
971879,971879,darom,2888.814368,11514.76845,2888.814368,11514.76845,2888.814368,11514.76845
971883,971883,darom,3190.107873,5540.452003,3190.107873,5540.452003,3190.107873,5540.452003
971884,971884,darom,5695.246756,33651.95803,5695.246756,33651.95803,5695.246756,33651.95803
971885,971885,darom,1801.561715,4968.068604,1801.561715,4968.068604,1801.561715,4968.068604
971888,971888,darom,19967.58909,71079.72944,19967.58909,71079.72944,19967.58909,71079.72944
971890,971890,darom,24006.81211,141850.8391,24006.81211,141850.8391,24006.81211,141850.8391
971892,971892,darom,4792.58507,28318.35118,4792.58507,28318.35118,4792.58507,28318.35118
971895,971895,darom,28780.02882,0,28780.02882,0,28780.02882,0
971897,971897,darom,2586.520595,15283.20347,2586.520595,15283.20347,2586.520595,15283.20347
971899,971899,darom,56220.99696,9609.626419,56220.99696,9609.626419,56220.99696,9609.626419
971902,971902,darom,10959.19478,64755.40498,10959.19478,64755.40498,10959.19478,64755.40498
971904,971904,darom,6820.68652,40301.88168,6820.68652,40301.88168,6820.68652,40301.88168
971909,971909,darom,23763.56884,56158.04247,23763.56884,56158.04247,23763.56884,56158.04247
971910,971910,darom,51620.40359,0,51620.40359,0,51620.40359,0
971912,971912,darom,2923.789124,19825.67578,2923.789124,19825.67578,2923.789124,19825.67578
971914,971914,darom,2029.946543,1924.567182,2029.946543,1924.567182,2029.946543,1924.567182
971917,971917,darom,541.040471,3819.838843,541.040471,3819.838843,541.040471,3819.838843
971918,971918,darom,3126.179335,3367.992571,3126.179335,3367.992571,3126.179335,3367.992571
971922,971922,darom,14929.69379,0,14929.69379,0,14929.69379,0
971923,971923,darom,784.88935,4169.895566,784.88935,4169.895566,784.88935,4169.895566
971925,971925,darom,1191.068622,8414.488705,1191.068622,8414.488705,1191.068622,8414.488705
971926,971926,darom,4702.438579,28654.77942,4702.438579,28654.77942,4702.438579,28654.77942
971928,971928,darom,41941.56831,0,41941.56831,0,41941.56831,0
971937,971937,darom,15137.51547,106873.3235,15137.51547,106873.3235,15137.51547,106873.3235
971938,971938,darom,8970.916806,20486.92442,8970.916806,20486.92442,8970.916806,20486.92442
971939,971939,darom,6649.223287,46944.58203,6649.223287,46944.58203,6649.223287,46944.58203
971940,971940,darom,14246.00415,77439.95031,14246.00415,77439.95031,14246.00415,77439.95031
971942,971942,darom,21787.8295,0,21787.8295,0,21787.8295,0
971946,971946,darom,8562.233507,30184.68642,8562.233507,30184.68642,8562.233507,30184.68642
971948,971948,darom,2050.816354,8567.479405,2050.816354,8567.479405,2050.816354,8567.479405
971950,971950,darom,4978.891639,30272.80072,4978.891639,30272.80072,4978.891639,30272.80072
971953,971953,darom,11798.77637,0,11798.77637,0,11798.77637,0
971954,971954,merkaz,4141.847158,13903.93024,4141.847158,13903.93024,4141.847158,13903.93024
971956,971956,shomron,4524.777748,0,4524.777748,0,4524.777748,0
971959,971959,shomron,3361.240131,0,3361.240131,0,3361.240131,0
