TAZ,Agg_taz_nu,super_taz,שם איזור 2020,similar,sector,in_jerusalem_metropolin,jerusalem district,in jerusalem,city,hh2015,newhh1520,newhh2025,newhh2530,newhh3035,newhh3540,newhh1540,hh20,hh25,hh30,hh35,hh40,pop15,pop20,pop25,pop30,pop35,pop40,hhsize15,hhsize20,hhsize25,hhsize30,hhsize35,hhsize40,emp2hh,empd15,empd20,empd25,empd30,empd35,empd40,empi15,empi20,empi25,empi30,empi35,empi40,empe15,empe20,empe25,empe30,empe35,empe40,emp15,emp20,emp25,emp30,emp35,emp40,school16,school20,school25,school30,school35,school40,yeshiva15,yeshiva20,yeshiva25,yeshiva30,yeshiva35,yeshiva40,college15,college20,college25,college30,college35,college40,ind30,htl30,bsn30,pub30,edu30,agr30,ind40,htl40,bsn40,pub40,edu40,agr40,InJerDistrict
8441,844,84,קרית בעלז (מצפה בית שמש),,U. Orthodox,yes,yes,no,בית שמש,700,134,25,25,25,25,,834,859,884,909,934,0,4920.6,4982.2,5215.6,5544.9,5790.8,,5.9,5.8,5.9,6.1,6.2,,,,,,,,,,,,,,,,,,,,0,293.45,337.9083333,388.8318411,433.6694595,481.7433823,,1603.6,1526.03838,1623.015996,1628.705272,1682.939114,,281.5813193,319.7392692,356.7546827,399.9154371,425.2027867,,,,,,,0,63,81.66666667,110.5,133.6651744,,0,99,128.3333333,116.75,137.6600489,0,1
8442,844,84,רמת התנאים(רמת בית שמש ב') צפון,,U. Orthodox,yes,yes,no,בית שמש,1250,50,,100,100,100,,1300,1300,1400,1500,1600,0,8190,8320,9100,9600,10080,,6.3,6.4,6.5,6.4,6.3,,,,,,,,,,,,,,,,,,,,0,660.1,728.1,832.5679058,918.6843201,1004.883279,,2470.8,2170.525151,2530.043738,2614.289953,2699.774339,,452.9157423,589.6354145,673.2357901,689.7522174,757.4353334,,,,,,,0,198,210,175,249.5679058,,0,264,280,200,260.8832792,,1
8443,844,84,רמת התנאים(רמת בית שמש ב') דרום,,U. Orthodox,yes,yes,no,בית שמש,1150,50,,100,100,100,,1200,1200,1300,1400,1500,0,7560,7680,8450,8960,9450,,6.3,6.4,6.5,6.4,6.3,,,,,,,,,,,,,,,,,,,,0,553.1333333,613.8,719.4135168,796.4543113,875.2937128,,2131.4,1984.523375,2471.226127,2529.338044,2614.429067,,490.0221412,586.2845609,585.3280151,621.3041428,679.0720552,,,,,,,0,132,201.6666667,162.5,223.2468501,,0,180,275,187.5,232.7937128,,1
8444,844,84,משכנות השמש צפון,,U. Orthodox,yes,yes,no,בית שמש,0,0,,500,500,,,0,0,500,1000,1000,0,0,0,2150,5300,6300,,,,4.3,5.3,6.3,,,,,,,,,,,,,,,,,,,,0,0,0,601.8473483,940.816225,1075.849713,,0,0,867.7102242,2505.993374,2960.245699,,0,0,210.2247009,294.2850652,360.0383761,,,,,,,0,144,275,125,57.84734828,,0,216,412.5,250,197.3497132,0,1
8445,844,84,משכנות השמש דרום,,U. Orthodox,yes,yes,no,בית שמש,,,,500,500,,,0,0,500,1000,1000,0,0,0,2150,5300,6300,,,,4.3,5.3,6.3,,,,,,,,,,,,,,,,,,,,0,0,0,601.8473483,940.816225,1075.849713,,0,0,867.7102242,2505.993374,2960.245699,,0,0,210.2247009,294.2850652,360.0383761,,,,,,,0,144,275,125,57.84734828,,0,216,412.5,250,197.3497132,,1
8446,844,84,בית ג'מאל,,U. Orthodox,yes,yes,no,בית שמש,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,0,0,0,,1
8447,844,84,רמת אברהם צפון,,U. Orthodox,yes,yes,no,בית שמש,0,0,500,500,,,,0,500,1000,1000,1000,0,0,0,4300,5300,6100,,,,4.3,5.3,6.1,,,,,,,,,,,,,,,,,,,,0,0,145,417.2552613,453.2247902,424.6726572,,0,0,2058.82892,2448.371853,2620.089858,,0,0,238.7595812,302.8894275,418.2271088,,,,,,,0,30,0,250,137.2552613,,0,0,0,250,174.6726572,0,1
8448,844,84,רמת אברהם מערב,,U. Orthodox,yes,yes,no,בית שמש,0,0,600,600,,,,0,600,1200,1200,1200,0,0,0,5160,6360,7320,,,,4.3,5.3,6.1,,,,,,,,,,,,,,,,,,,,0,0,326,728.7063136,847.8697482,509.6071887,,0,0,2470.594704,2938.046223,3144.10783,,0,0,286.5114974,363.467313,501.8725305,,,,,,,0,264,0,300,164.7063136,,0,0,0,300,209.6071887,0,1
8449,844,84,רמת אברהם מזרח,,U. Orthodox,yes,yes,no,בית שמש,0,850,,,,,,850,850,850,850,850,0,3655,4505,5185,5270,5355,,4.3,5.3,6.1,6.2,6.3,,,,,,,,,,,,,,,,,,,,0,266,327.5840929,386.2988261,412.1831202,372.1831202,,1426.261394,2156.982392,2395.246803,2395.246803,2395.246803,,357.3819916,250.1423054,296.3172984,361.3207972,361.3207972,,,,,,,0,30,0,212.5,143.7988261,,0,0,0,212.5,159.6831202,0,1
8451,845,84,רמת הנחלים (רמת בית שמש א)מזרח,,Jewish,yes,yes,no,בית שמש,1300,150,20,20,20,20,,1450,1470,1490,1510,1530,0,8555,8673,9238,9362,9486,,5.9,5.9,6.2,6.2,6.2,,,,,,,,,,,,,,,,,,,,0,475.5166667,507.35,562.1808954,575.7937748,578.2937748,,1932.7,1864.862253,2429.825684,2376.518874,2306.143151,,,,,,,,,,,,,0,104,86.66666667,186.25,185.2642288,,0,112,93.33333333,191.25,181.7104414,0,1
8452,845,84,רמת הנחלים (רמת בית שמש א)דרום,,Jewish,yes,yes,no,בית שמש,673,200,20,20,20,20,,873,893,913,933,953,0,5150.7,5268.7,5660.6,5784.6,5908.6,,5.9,5.9,6.2,6.2,6.2,,,,,,,,,,,,,,,,,,,,0,555.525,594.025,656.7675479,694.3978165,732.8978165,,3950,3927.094468,4290.732687,4277.686716,4252.956361,,,,,,,,,,,,,0,96,120,114.125,326.6425479,,0,128,160,119.125,325.7728165,,1
8453,845,84,רמת הנחלים (רמת בית שמש א)מערב,,Jewish,yes,yes,no,בית שמש,583,0,20,20,20,20,,583,603,623,643,663,0,3439.7,3557.7,3862.6,3986.6,4110.6,,5.9,5.9,6.2,6.2,6.2,,,,,,,,,,,,,,,,,,,,0,509.675,548.175,604.1718158,643.1510899,681.6510899,,3821.8,3821.477385,4083.929621,4091.118734,4089.329724,,,,,,,,,,,,,0,96,120,77.875,310.2968158,,0,128,160,82.875,310.7760899,0,1
8454,845,84,רמת הנחלים (רמת בית שמש א)צפון,,Jewish,yes,yes,no,בית שמש,855,,20,20,20,20,,855,875,895,915,935,0,5044.5,5162.5,5549,5673,5797,,5.9,5.9,6.2,6.2,6.2,,,,,,,,,,,,,,,,,,,,0,324.075,362.575,424.8988473,462.6128473,501.1128473,,1007.7,986.1961667,1343.553876,1331.763876,1308.457466,,,,,,,,,,,,,0,96,120,111.875,97.02384729,,0,128,160,116.875,96.23784727,,1
8455,845,84,"שז""ר",,U. Orthodox,yes,yes,no,בית שמש,814,0,10,10,10,10,,814,824,834,844,854,0,5128.2,5191.2,5254.2,5317.2,5380.2,,6.3,6.3,6.3,6.3,6.3,,,,,,,,,,,,,,,,,,,,0,866.55,913.6333333,975.5591414,1020.416239,1067.499572,,2881.8,2838.18105,3060.818171,3027.424633,2984.515047,,391.1848634,436.1141486,353.3132177,345.4309253,378.2795067,,,,,,,0,420,221.6666667,104.25,229.6424748,,0,480,253.3333333,106.75,227.4162389,0,1
8456,845,84,"מע""ר דרום",,Jewish,yes,yes,no,בית שמש,0,0,450,450,,,,0,450,900,900,900,0,0,2025,4050,4050,4050,,4.5,4.5,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,0,0,896.7224961,2252.78386,3152.78386,3152.78386,,0,513.3374409,1166.757901,1015.223164,882.9712734,,,,,,,,,,,,,0,600,1350,225,77.78386007,,0,600,2250,225,77.78386007,0,1
8457,845,84,רמת הנביאים (ג'1)מזרח,,U. Orthodox,yes,yes,no,בית שמש,,850,100,,,,,850,950,950,950,950,0,4505,5795,6175,5795,5700,,5.3,6.1,6.5,6.1,6,,,,,,,,,,,,,,,,,,,,0,342.5,409.3886083,447.6241367,460.6241367,473.6241367,,421.2,854.5291241,1233.06205,1008.319929,896.7796921,,343.6464665,486.8395537,415.2314566,376.4711149,400.7645047,,,,,,,0,96,60,237.5,54.12413668,,0,112,70,237.5,54.12413668,0,1
8458,845,84,רמת הנביאים (ג'1)מערב,,U. Orthodox,yes,yes,no,בית שמש,750,,,,,,,750,750,750,750,750,0,3975,4575,4875,4575,4500,,5.3,6.1,6.5,6.1,6,,,,,,,,,,,,,,,,,,,,0,260.8333333,279.9493029,307.2054218,314.5387551,321.8720885,,2002.7,2179.439543,2478.281327,2300.853337,2212.795255,,303.2174705,384.347016,327.8143079,297.2140381,316.39303,,,,,,,0,48,40,187.5,31.70542181,,0,56,46.66666667,187.5,31.70542181,,1
8459,845,84,רמת הנביאים (ג'1) דרום,,U. Orthodox,yes,yes,no,בית שמש,877,100,,,,,,977,977,977,977,977,0,5178.1,5959.7,6350.5,5959.7,5862,,5.3,6.1,6.5,6.1,6,,,,,,,,,,,,,,,,,,,,0,317.5833333,340.2655141,373.5515961,380.8849295,388.2182628,,1025,1255.232712,1644.523942,1413.394413,1298.684085,,394.9912916,500.6760462,427.0327717,387.1708203,412.1546538,,,,,,,0,48,40,244.25,41.30159614,,0,56,46.66666667,244.25,41.30159614,0,1
8461,846,84,ד'1,,U. Orthodox,yes,yes,no,בית שמש,0,0,500,725,0,0,,0,500,1225,1225,1225,0,0,0,5267.5,6492.5,7472.5,,,,4.3,5.3,6.1,,,,,,,,,,,,,,,,,,,,0,0,125,744.3876951,911.200368,1060.224005,,0,0,2522.065427,2999.25552,3209.610076,,0,0,292.480487,371.0395487,512.3282082,,,,,,,0,20,250,306.25,168.1376951,,0,40,500,306.25,213.9740051,0,1
8462,846,84,ד'2,,U. Orthodox,yes,yes,no,בית שמש,0,,1100,670,0,0,,0,1100,1770,1770,1770,0,0,5830,10797,11151,11151,,4.3,5.3,6.1,6.3,6.3,,,,,,,,,,,,,,,,,,,,0,0,426.6662823,787.1383853,785.9187991,785.9187991,,0,2274.994235,5169.575779,5151.281987,4789.610166,,0,570.0511658,599.5086507,637.2679257,764.5328672,,,,,,,0,0,0,442.5,344.6383853,,0,0,0,442.5,343.4187991,0,1
8463,846,84,ד'3,,U. Orthodox,yes,yes,no,בית שמש,0,0,1000,1200,0,0,,0,1000,2200,2200,2200,0,0,0,9460,11660,13420,,,,4.3,5.3,6.1,,,,,,,,,,,,,,,,,,,,0,0,250,851.9615749,909.0945384,934.2798459,,0,0,4529.423624,5386.418076,5764.197688,,0,0,525.2710786,666.3567406,920.0996393,,,,,,,0,0,0,550,301.9615749,,0,0,0,550,384.2798459,0,1
8464,846,84,ד'4,,U. Orthodox,yes,yes,no,בית שמש,0,0,,830,1000,0,,0,0,830,1830,1830,0,0,0,4399,11163,11895,,,4.3,5.3,6.1,6.5,,,,,,,,,,,,,,,,,,,,0,0,0,325.8583652,809.3792961,830.1150538,,0,0,1775.375477,5278.189441,5589.225807,,0,0,430.129516,619.8309779,679.7867435,,,,,,,0,0,0,207.5,118.3583652,,0,0,0,457.5,372.6150538,0,1
8465,846,84,ד'5,,U. Orthodox,yes,yes,no,בית שמש,0,0,,400,630,0,,0,0,400,1030,1030,0,0,0,1720,5459,6283,,,,4.3,5.3,6.1,,,,,,,,,,,,,,,,,,,,0,0,0,146.2778786,429.5782117,454.3171823,,0,0,694.1681793,2581.173176,2952.257734,,0,0,168.1797608,303.1136172,359.066844,,,,,,,0,0,0,100,46.27787862,,0,0,0,257.5,196.8171823,0,1
8466,846,84,ד'6,,U. Orthodox,yes,yes,no,בית שמש,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1
8467,846,84,נחל האלה,,Jewish,yes,yes,no,בית שמש,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1
8471,847,84,גבעת המשקפיים,,U. Orthodox,yes,yes,no,בית שמש,0,638,0,0,0,0,,638,638,638,638,638,0,2743.4,3381.4,3891.8,3955.6,3955.6,,4.3,5.3,6.1,6.2,6.2,,,,,,,,,,,,,,,,,,,,0,159.5,511.4850006,918.0430007,1137.043001,1356.043001,,0,487.2750086,758.1450104,596.0182719,520.3332647,,268.2467184,187.7538716,222.4122781,271.2031396,308.8660887,,,,,,,0,483,225,159.5,50.54300069,,0,621,525,159.5,50.54300069,0,1
8472,847,84,ג'2,,U. Orthodox,yes,yes,no,בית שמש,0,1110,780.2,0,0,0,,1110,1890.2,1890.2,1890.2,1890.2,0,4773,10018.06,11530.22,11719.24,11719.24,,4.3,5.3,6.1,6.2,6.2,,,,,,,,,,,,,,,,,,,,0,407.5,678.44582,794.3167752,818.9025708,844.9025708,,507.6,2426.0373,3384.101628,3362.888561,3208.626202,,320.6726075,859.6836364,824.0491512,785.4507475,816.6237976,,,,,,,0,80,50,472.55,191.7667752,,0,112,70,472.55,190.3525708,0,1
8473,847,84,ה'1 צפון,,U. Orthodox,yes,yes,no,בית שמש,0,0,500,1100,550,0,,0,500,1600,2150,2150,0,0,2150,8480,13115,13330,,,4.3,5.3,6.1,6.2,,,,,,,,,,,,,,,,,,,,0,0,180.9318194,670.6801433,941.4043629,941.4043629,,0,838.9772907,4060.202149,6058.565443,5725.540625,,0,210.2247009,470.8561043,749.5084608,913.9290754,,,,,,,0,0,0,400,270.6801433,,0,0,0,537.5,403.9043629,0,1
8474,847,84,ה'1 דרום,,U. Orthodox,yes,yes,no,בית שמש,0,0,,730,0,0,,0,0,730,730,730,0,0,0,3869,4453,4526,,,4.3,5.3,6.1,6.2,,,,,,,,,,,,,,,,,,,,0,0,0,286.5983212,322.8671509,324.27854,,0,0,1561.474817,2105.507263,2126.6781,,0,0,378.3066828,247.2549803,258.6561413,,,,,,,0,0,0,182.5,104.0983212,,0,0,0,182.5,141.77854,0,1
8475,847,84,ה'2 צפון,,U. Orthodox,yes,yes,no,בית שמש,0,0,,1100,1160,0,,0,0,1100,2260,2260,0,0,0,5830,13786,14012,,,4.3,5.3,6.1,6.2,,,,,,,,,,,,,,,,,,,,0,0,0,431.8604839,999.5613165,1003.930823,,0,0,2352.907259,6518.419747,6583.962338,,0,0,570.0511658,765.4743224,800.7710676,,,,,,,0,0,0,275,156.8604839,,0,0,0,565,438.9308225,0,1
8476,847,84,ה'2 דרום,,U. Orthodox,yes,yes,no,בית שמש,0,0,,687.24,670,0,,0,0,687.24,1357.24,1357.24,0,0,0,3642.372,8279.164,8414.888,,,4.3,5.3,6.1,6.2,,,,,,,,,,,,,,,,,,,,0,0,0,269.8107263,600.2852218,602.9093228,,0,0,1470.010895,3914.628326,3953.989842,,0,0,356.1472393,459.7045882,480.9020017,,,,,,,0,0,0,171.81,98.00072635,,0,0,0,339.31,263.5993228,0,1
8477,847,84,ח',,U. Orthodox,yes,yes,no,בית שמש,0,,,,650,700,,0,0,0,650,1350,0,0,0,0,3120,7155,,,,,4.8,5.3,,,,,,,,,,,,,,,,,,,,0,0,0,0,245.5892616,565.8863709,,0,0,0,1246.338924,3425.795563,,0,0,0,305.0702637,397.284838,,,,,,,0,0,0,0,0,,0,0,0,337.5,228.3863709,0,1
8481,848,84,ו' צפון,,U. Orthodox,yes,yes,no,בית שמש,0,0,,,1000,1000,,0,0,0,1000,2000,0,0,0,0,4800,10600,,,,,4.8,5.3,,,,,,,,,,,,,,,,,,,,0,0,0,0,810.3296332,1703.350179,,0,0,0,1917.444499,5075.252686,,0,0,0,469.3388672,588.5701304,,,,,,,0,0,0,0,0,,0,240,625,500,338.3501791,0,1
8482,848,84,ו' מרכז,,U. Orthodox,yes,yes,no,בית שמש,,,,,900,1000,,0,0,0,900,1900,0,0,0,0,4320,10070,,,,,4.8,5.3,,,,,,,,,,,,,,,,,,,,0,0,0,0,608.5466699,1333.43267,,0,0,0,1725.700049,4821.490052,,0,0,0,422.4049805,559.1416239,,,,,,,0,0,0,0,0,,0,162,375,475,321.4326701,0,1
8483,848,84,ו' דרום,,U. Orthodox,yes,yes,no,בית שמש,0,0,,,700,800,,0,0,0,700,1500,0,0,0,0,3360,7950,,,,,4.8,5.3,,,,,,,,,,,,,,,,,,,,0,0,0,0,523.9807433,1147.762634,,0,0,0,1342.211149,3806.439515,,0,0,0,328.5372071,441.4275978,,,,,,,0,0,0,0,0,,0,144,375,375,253.7626343,0,1
8484,848,84,ט' צפון,,U. Orthodox,yes,yes,no,בית שמש,,,,750,1000,,,0,0,750,1750,1750,0,0,0,3225,9275,10675,,,,4.3,5.3,6.1,,,,,,,,,,,,,,,,,,,,0,0,0,274.2710224,729.8658937,771.8981252,,0,0,1301.565336,4385.488405,5015.971878,,0,0,315.3370514,514.9988641,610.0650262,,,,,,,0,0,0,187.5,86.77102242,,0,0,0,437.5,334.3981252,0,1
8485,848,84,ט' דרום,,Jewish,yes,yes,no,בית שמש,,,,500,500,,,0,0,500,1000,1000,0,0,0,1750,4300,4800,,,,3.5,4.3,4.8,,,,,,,,,,,,,,,,,,,,0,0,0,155.6174993,331.3644411,331.3644411,,1140,1140,1599.262489,2360.466617,2368.655937,,,,,,,,,,,,,0,0,0,125,30.61749925,,0,0,0,250,81.36444115,0,1
8501,850,85,נווה שלום,,Jewish,yes,jerusalem,no,מטה יהודה,556,63,84,46,46,18,257,619,703,749,795,813,1982,2228.4,2530.8,2696.4,2862,2926.8,3.564748201,3.6,3.6,3.6,3.6,3.6,,,,,,,,,,,,,,,,,,,,223.84,285.4357687,314.6388166,346.3055343,381.3402737,415.9269718,232,397.0710867,409.1392374,397.5935001,379.6252311,346.112772,0,0,0,0,0,0,,,,,,,26.38865775,94.38609855,99.46391608,16.74613569,56.54341039,52.77731583,31.69384668,113.3615269,119.4601914,20.11278717,67.91092585,63.38769376,1
8502,850,85,מסילת ציון,,jewish,yes,jerusalem,no,מטה יהודה,626,29,29,29,29,29,145,655,684,713,742,771,2496,2489,2530.8,2709.4,2745.4,2775.6,3.987220447,3.8,3.7,3.8,3.7,3.6,,,,,,,,,,,,,,,,,,,,366.1,449.0504,485.828,536.459832,586.2859592,641.3565151,118,118,118,118,118,118,0,0,0,0,0,0,,,,,,,53.6459832,80.4689748,187.7609412,26.8229916,53.6459832,134.114958,64.13565151,96.20347727,224.4747803,32.06782576,64.13565151,160.3391288,1
8503,850,85,"הרטוב 3 וא""ת צרעה",,jewish,yes,yes,no,מטה יהודה,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1245,1245,1536,1827,2088,,,,,,,,,,,,,,,,,,,1386,150,0,0,0,,1848,240,0,0,0,0,1
8504,850,85,"א""ת הר טוב 1",,Jewish,yes,yes,no,מטה יהודה,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2527.5,2932.5,3114,3295.5,3477,,,,,,,,,,,,,,,,,,,2904,210,0,0,0,,3267,210,0,0,0,0,1
8505,850,85,נחם,,Jewish,yes,jerusalem,no,מטה יהודה,215,19,19,19,19,19,95,234,253,272,291,310,776,819,860.2,897.6,931.2,992,3.609302326,3.5,3.4,3.3,3.2,3.2,,,,,,,,,,,,,,,,,,,,210.25,263.0708,307.3837867,368.70322,431.3204313,460.3608651,535,535,890,1390,1890,1890,0,0,0,0,0,0,,,,,,,18.435161,18.435161,18.435161,92.175805,202.786771,18.435161,23.01804326,23.01804326,23.01804326,115.0902163,253.1984758,23.01804326,1
8506,850,85,"א""ת צפון מערב",,Jewish,yes,yes,no,מטה יהודה,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,510,1332,2154,2664,3174,,,,,,,,,,,,,,,,,,,1584,570,0,0,0,,2376,798,0,0,0,0,1
8507,850,85,צרעה,,Jewish,yes,jerusalem,no,מטה יהודה,609,38,38,38,38,38,190,647,685,723,761,799,2079,2135.1,2192,2313.6,2359.1,2476.9,3.413793103,3.3,3.2,3.2,3.1,3.1,,,,,,,,,,,,,,,,,,,,450,564.76496,636.3681733,721.15976,809.4658667,876.6633867,1510,1510,2010,2410,2810,2810,17,17,17,17,17,17,,,,,,,144.231952,216.347928,108.173964,36.057988,108.173964,108.173964,175.3326773,262.999016,131.499508,43.83316933,131.499508,131.499508,1
8508,850,85,צומת שמשון,,jewish,yes,jerusalem,no,מטה יהודה,1177,78,106,174,174,98,630,1255,1361,1535,1709,1807,4291,4392.5,4722.6,5504.6,5916.8,6230.4,3.645709431,3.5,3.469948567,3.586058632,3.462141603,3.447924737,,,,,,,,,,,,,,,,,,,,354.59,442.6380354,485.0884679,555.9852464,615.1324844,676.1952171,429,651.1844234,674.7373679,709.8924564,719.0393091,669.1636216,0,0,0,0,0,0,,,,,,,26.59826301,53.19652602,159.5895781,26.59826301,103.8147752,186.1878411,32.34909262,64.69818524,194.0945557,32.34909262,126.2606426,226.4436483,1
8511,851,85,מבוא חורון,,jewish,yes,yosh,no,מטה בנימין,480.8595145,79.19738794,39.94309756,40,60,60,279.1404855,560.0569024,600,640,700,760,2404.297572,2800.284512,3000,3200,3500,3800,5,5,5,5,5,5,4,120.2148786,140.0142256,150,160,175,190,200,250,312.5,390.625,488.28125,610.3515625,84.77523252,79.47302757,67.27272726,67.1721046,77.40221528,83.93401673,404.9901111,469.4872532,529.7727273,617.7971046,740.6834653,884.2855792,1271.628488,1192.095413,1009.090909,1007.581569,1161.033229,1259.010251,,,,,,,,,,,,,123.5594209,154.4492762,92.66956569,123.5594209,67.1721046,55.60173941,176.8571158,221.0713948,150.3285485,176.8571158,83.93401673,79.58570213,0
8512,851,85,לטרון,,jewish,yes,jerusalem,no,מטה יהודה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8513,851,85,משמר איילון,,jewish,yes,other,no,גזר,1020,0,0,0,0,0,0,1020,1080,1110,1160,1200,5070,5270,5500,5700,5800,5750,4.970588235,5.166666667,5.092592593,5.135135135,5,4.791666667,,,,,,,,,,,,,,,,,,,,512.54,518.54,525.44,531.44,534.44,532.94,1928,1928,1928,1928,1928,1928,0,0,0,0,0,0,,,,,,,0,26.572,53.144,26.572,265.72,159.432,0,26.647,53.294,26.647,266.47,159.882,0
8601,860,86,"מודיעין מער""",,Jewish,yes,other,no,מודיעין,38.80558627,544,0,0,0,0,544,582.8055863,582.8055863,582.8055863,582.8055863,582.8055863,49.87592307,1266.156776,1384.483666,1475.420357,1549.080244,1611.465304,1.285276886,2.172519973,2.375549752,2.531582387,2.657970824,2.765013483,,,,,,,,,,,,,,,,,,,,959.63,994.4406267,1006.427374,1005.987133,1006.595286,1007.016464,427,401.8330171,528.3871314,480.8619933,456.8373446,435.0817426,0,0,0,0,0,0,,,,,,,0,502.7113198,201.0845279,201.0845279,101.106757,0,0,503.2256968,201.2902787,201.2902787,101.21021,0,0
8602,860,86,מודיעין הפרחים מערב,,Jewish,yes,other,no,מודיעין,1015.714286,0,0,0,0,0,0,1015.714286,1015.714286,1015.714286,1015.714286,1015.714286,3590.547182,3563.894731,3511.404281,3442.536564,3392.594849,3335.400353,3.534997226,3.508757119,3.457078757,3.389276504,3.340107446,3.283797816,,,,,,,,,,,,,,,,,,,,486.28,485.4804265,483.905713,481.8396814,480.34143,478.6255951,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,48.18396814,144.5519044,144.5519044,144.5519044,0,0,47.86255951,143.5876785,143.5876785,143.5876785,0,0
