scenario,year,taz,pop,hh,hhsize,empd,empi,empe,emp,school,yeshiva,college,ind,htl,bsn,pub,edu,agr,
base,2030,406,730.0717235,404.6727273,1.804104093,,,,1026.818987,0,110,,0,718.7732906,205.3637973,102.6818987,0,0,
base,2030,407,546.5989179,309.0163124,1.768835159,,,,584.6484041,0,0,,0,116.9296808,350.7890425,87.69726062,29.23242021,0,
base,2030,408,132.2740781,82.30246007,1.607170405,,,,1087.662066,0,0,,0,420.4400066,533.8753265,133.3467328,0,0,
base,2030,409,848.29564,198.5789474,4.271830681,,,,2033.531632,0,0,,0,1524.745352,406.5987606,102.1875187,0,0,
base,2030,501,995.1088536,635.4413402,1.566012141,,,,420.2474427,61.99615813,0,,0,42.02474427,252.1484656,84.04948854,42.02474427,0,
base,2030,502,991.6662697,538.4455244,1.841720703,,,,979.0097657,0,0,,0,295.3761154,338.4861892,151.7267816,193.4206795,0,
base,2030,503,888.9081254,501.2073684,1.773533634,,,,469.2025735,648.4715334,56,,0,234.6012867,117.3006434,23.46012867,93.84051469,0,
base,2030,504,157.454369,78.46039264,2.006800676,,,,1028.0993,0,0,,0,143.166703,286.3334059,598.5991907,0,0,
base,2030,505,1591.803809,1023.672506,1.554993223,,,,340.2678971,0,0,,0,51.04018457,204.1607383,51.04018457,34.02678971,0,
base,2030,506,969.9430084,532.2925968,1.822198945,,,,557.6245338,812.8358271,0,,0,83.64368007,306.6934936,83.64368007,83.64368007,0,
base,2030,507,915.9297032,566,1.618250359,,,,638.7999655,159.9298731,0,,0,180.2544541,301.8880327,60.08481802,96.57266062,0,
base,2030,508,1811.843949,732.7898462,2.472528731,,,,767.841459,202.0834746,36,,0,153.5682918,499.0969484,38.39207295,76.7841459,0,
base,2030,509,343.2626161,201.6666667,1.702128675,,,,884.1075622,1389,0,,0,2.842789434,463.3747028,352.5059095,65.38416056,0,
base,2030,510,125.1920496,70.75438596,1.769389246,,,,1121.270352,0,0,228.488,0,168.1905528,784.8892463,168.1905528,0,0,
base,2030,511,2222.210414,1219.817748,1.821756092,,,,1280.084934,0,85,,0,191.9835632,1023.912337,64.1890337,0,0,
base,2030,601,0,0,,,,,360.5501759,0,0,,0,0,360.5501759,0,0,0,
base,2030,602,0,0,,,,,3269.012641,0,0,,0,0,1934.763226,1334.249415,0,0,
base,2030,603,0,0,,,,,3261.657594,0,0,,0,0,2364.272531,897.3850633,0,0,
base,2030,604,0,0,,,,,1346.508054,0,0,,0,50.18810386,294.5471709,999.920687,1.852092269,0,
base,2030,605,1573.201413,677.2153846,2.323044409,,,,784.8164782,113.543175,24,472.0728125,0,292.8922319,142.1631725,239.6182284,110.1428455,0,
base,2030,606,0,0,,,,,886.0640954,0,0,,0,44.30320477,354.4256381,132.9096143,354.4256381,0,
base,2030,607,0,0,,,,,2500,0,0,,0,0,2500,0,0,0,
base,2030,608,0,0,,,,,3400,2167,0,6710.517375,0,57.44349388,2085,491.1812888,765.9132518,0,
base,2030,609,0,0,,,,,4142.331355,0,0,,0,22.3200661,2881.968305,1238.042984,0,0,
base,2030,610,0,0,,,,,2550,0,0,,0,0,2153.091402,67.81917,0,0,
base,2030,611,0,0,,,,,1065,0,0,,0,381.2779427,95.31948566,0,0,0,
base,2030,701,405.4671791,155.4826406,2.607797098,,,,4099,0,0,,0,261.352978,4237.865021,0,0,0,
base,2030,702,2435.311917,850,2.865072843,,,,342.6960808,0,0,,0,0,0,342.6960808,0,0,
base,2030,703,0,0,,,,,3073.590928,0,0,,0,624,938,0,0,0,
base,2030,704,0,0,,,,,650,0,0,,0,94,735,113,0,0,
base,2030,705,0,0,,,,,1197.479941,0,0,,0,1195.488764,1.991176755,0,0,0,
base,2030,706,0,0,,,,,3092.054705,0,0,,0,132.9859698,2511.53503,0,0,0,
base,2030,707,406.6425843,99.79448961,4.074799981,,,,3551.021531,301,25.62215429,,0,1394.190938,1841.452977,306.9088295,8.468786998,0,
base,2030,708,0,,,,,,680,0,,,0,401,279,0,0,0,
base,2030,801,1411.304633,909.4,1.551907448,,,,349.5927067,0,218,,0,87.39817668,122.3574474,52.43890601,87.39817668,0,
base,2030,802,797.1408866,440.0095238,1.81164462,,,,296.0950015,144,18,,0,103.6332505,118.4380006,44.41425023,29.60950015,0,
base,2030,803,898.4444123,330.6401429,2.717287757,,,,292.5172445,83,107,,0,87.75517336,87.75517336,43.87758668,73.12931113,0,
base,2030,804,234.1106191,133.0789474,1.759185985,,,,645.4659391,0,0,447.226875,0,121.3228653,200.2621534,148.6515363,175.2293842,0,
base,2030,805,751.1195666,248,3.02870793,,,,316.4546563,51,513.3584772,,0,15.3522603,297.6357567,1.980936669,1.485702662,0,
base,2030,806,1341.999199,660.3,2.032408298,,,,675.5177795,479.3621779,0,,0,67.55177795,270.2071118,168.8794449,168.8794449,0,
base,2030,807,1021.703058,775.3454545,1.317739147,,,,178.3798791,26.60593961,0,,10.19313592,10.19313592,81.54508755,40.77254386,35.67597581,0,
base,2030,808,1658.516027,862.3190476,1.923320645,,,,270.8614661,259.2575555,633,,0,80.85416893,115.2171908,74.79010637,0,0,
base,2030,809,560.8058852,256.2360098,2.188630261,,,,710.4257405,0,24,,0,497.2980183,177.6064351,35.52128702,0,0,
base,2030,810,867,527.8864844,1.642398557,,,,3291.317763,0,0,,0,2675.944877,571.4781454,36.91846371,6.976277191,0,
base,2030,901,4674.158561,1183.769918,3.948536359,,,,952.5329324,3062.606195,2157.643063,,90.13538268,107.1950846,214.3901691,90.13538268,450.6769134,0,
base,2030,902,2428.588871,640.3088112,3.792839999,,,,1370.581806,324.2186706,683.0616714,,0,417.0478089,468.2623499,284.1035395,201.1681078,0,
base,2030,903,3876.541473,956.2153846,4.054046332,,,,2770.728541,3401.859488,1226.10346,,0,734.945251,1113.675976,582.6087647,339.4985492,0,
base,2030,904,3404.968095,743.3333333,4.580674567,,,,2806.523244,495.9835759,459.9042455,,0,324.5115602,2104.811744,220.4814276,156.718512,0,
base,2030,905,3700,823.8652796,4.491025525,,,,1174.671373,3992,477.0984869,,0,109.7604257,182.9340428,516.1088186,365.8680856,0,
base,2030,906,3131.813307,603.5444347,5.189035184,,,,379.5609129,1395.914948,253.5048831,,0,75.04055135,105.0567719,109.1259928,90.33759688,0,
base,2030,907,5983.984278,1191.880597,5.020623956,,,,1279.60573,2568.94368,1471.726019,,0,447.8620056,127.960573,127.960573,575.8225786,0,
base,2030,908,3606.950309,683.2457111,5.279140799,,,,928.3242108,479.8176284,607.5997839,,0,400.1549388,177.7431995,111.2058696,239.2202028,0,
base,2030,1001,0,0,,,,,2908.970153,0,0,,138.119804,295.1750146,2348.036668,127.6386665,0,0,
base,2030,1002,0,0,,,,,4737.464729,0,0,22625.69649,0,93.54577211,2291.871417,60.17612391,2291.871417,0,
base,2030,1003,988.8861782,592.8571429,1.668000782,,,,251.8458607,0,0,,0,0,251.8458607,0,0,0,
base,2030,1004,1061.977103,507.5,2.09256572,,,,197.2469278,0,0,,0,196.4897418,0.757185983,0,0,0,
base,2030,1101,8877.865713,1649.9,5.380850787,,,,575.6207736,2866,0,,18.61766833,55.853005,74.47067334,55.853005,370.8264219,0,
base,2030,1102,5050,1060.8,4.760558069,,,,717,1144.910629,0,,59.18980627,147.9745157,147.9745157,59.18980627,302.6713561,0,
base,2030,1103,4164.879645,883.6,4.713535135,,,,258.3558994,1113.461894,0,,22.99010552,91.96042206,22.99010552,34.48515827,85.93010802,0,
base,2030,1104,7150,1548.4,4.617669853,,,,620.861063,499.9036235,0,,28.645964,85.93789199,114.583856,57.29192799,334.4014231,0,
base,2030,1201,13569.16972,3330.51252,4.074198682,,,,1534,3495.897432,0,,52.40570507,253.0006115,273.9628935,476.2317124,478.3990775,0,
base,2030,1202,3969.293097,974.4520495,4.073359073,,,,340.4571364,0,0,,34.04571364,68.09142728,34.04571364,102.1371409,102.1371409,0,
base,2030,1203,2691.181815,660.6787585,4.073359073,,,,383.5017941,504.8345973,0,,0,157.7191659,180.2504751,0,45.53215298,0,
base,2030,1204,6890.732077,1515.64,4.546417406,,,,506.4149569,2604,0,,0,176.849729,75.79274098,151.585482,102.187005,0,
base,2030,1205,117.7181675,25.52,4.612780858,,,,254.143356,0,0,,0,0,0,254.143356,0,0,
base,2030,1206,4525.822081,1147.078596,3.945520469,,,,1510.696403,2909.111625,0,,0,191.1598422,235.3108893,638.1860398,446.0396319,0,
base,2030,1207,0,0,,,,,484.8650373,0,0,,0,0,145.4595112,339.4055261,0,0,
base,2030,1301,4249.998364,943.9034718,4.50257732,,,,856.0675964,897.6471002,0,,0,196.0720858,196.0720858,235.4303571,228.4930677,0,
base,2030,1302,2596.447091,576.6579688,4.50257732,,,,581.7224757,843.599769,64,,49.87182793,361.6495298,66.49577058,43.35833756,60.34700987,0,
base,2030,1303,569.1309001,174.08,3.269364086,,,,869.5446943,1350.948375,0,,117.1676129,332.3426134,78.11174195,263.8109841,78.11174195,0,
base,2030,1304,3754.690946,1019.9,3.681430479,,,,2221.654562,975.9355929,0,,0,541.3204998,997.0830509,177.7013128,505.5496981,0,
base,2030,1305,380.8049304,110.8,3.436867602,,,,1495.689871,0,0,,0,204.5448738,411.4519358,702.3107234,177.3823381,0,
base,2030,1401,1434.29312,617.6410073,2.322211613,,,,536.2988386,707,0,,0,53.62988386,134.0747096,53.62988386,294.9643612,0,
base,2030,1402,3196.816203,1325.483317,2.411811723,,,,711.1151706,192.1008721,23,,0,362.7463996,135.7516733,96.35308725,116.2640104,0,
base,2030,1403,2252.25,715,3.15,,,,202.4083504,545.5272322,0,,0,50.14679504,62.68349366,50.14679504,39.43126661,0,
base,2030,1404,283,67.38095238,4.2,,,,409.9858151,0,0,,0,368.9872336,40.99858151,0,0,0,
base,2030,1405,26.16349768,9.6,2.725364341,,,,2550.393074,0,0,,0,0,2385.408585,164.9844888,0,0,
base,2030,2001,0,0,,,,,0,0,0,,0,0,0,0,0,0,
base,2030,2101,8607.511773,1658.575376,5.189701897,,,,985.2906114,2323.553068,0,,56.44400186,311.5376163,191.8325081,218.9284695,206.5480157,0,
base,2030,2102,9386.660758,1852.3,5.067570457,,,,504.3626951,2357.355965,0,,18.63056121,111.7833673,107.125727,32.60348212,234.2195575,0,
base,2030,2103,6454.010612,1334.3,4.837001133,,,,615.2030119,1482.664078,0,,0,111.8880059,195.8040103,83.9160044,223.5949913,0,
base,2030,2201,9387.195759,1972.146765,4.759887006,,,,858.0371473,2797,0,,114.4566095,121.840907,90.45764307,136.9436053,394.3383824,0,
base,2030,2202,10043.89487,2110.112037,4.759887006,,,,716.3381805,2488.804228,0,,0,262.2865405,73.45090957,161.6660948,218.9346356,0,
base,2030,2203,5978.973809,1263.516753,4.732009921,,,,532.0756266,554.5996993,0,,0,79.26765494,118.9014824,202.4896932,131.4167961,0,
base,2030,2301,13746.62121,2559.957521,5.369863014,,,,668.7963176,2424.863083,0,,0,188.0866239,145.520088,96.3940489,238.7955568,0,
base,2030,2302,3627.799279,675.5850698,5.369863014,,,,310.6712942,755.3797517,0,,46.7654737,99.00474077,15.58849123,49.02636844,100.2862201,0,
base,2030,2303,15995.58151,2980.192387,5.367298293,,,,994.1606595,2568.847172,0,,0,207.2491758,248.6990109,82.89967031,455.3128025,0,
base,2030,2401,11489.88566,2519.677967,4.560061169,,,,1072.90868,2144.497444,0,,33.75938821,287.4171826,153.0857674,225.6164113,373.0299306,0,
base,2030,2402,7106.296859,1369.307332,5.189701897,,,,550.9298479,1646.701039,0,,53.18344622,138.7512973,84.84376591,117.4429419,156.7083966,0,
base,2030,2403,10133.4508,1952.607491,5.189701897,,,,858.3345297,3130.887865,0,,54.79227741,66.59455555,169.5410312,340.6485576,226.7581079,0,
base,2030,2404,5142.084328,1055.815328,4.870249739,,,,409.6539696,2678.146906,0,,0,65.0514542,65.0514542,32.5257271,247.0253341,0,
base,2030,2501,9059.591319,1966.028714,4.608066635,,,,1201,2787.591841,0,,291.0555238,269.3912194,64.67900529,257.2246675,318.649584,0,
base,2030,2502,547.6870523,132.48,4.134111204,,,,26.10881067,197.2627877,0,,1.305440534,3.916321601,3.916321601,5.221762135,11.7489648,0,
base,2030,2504,11514.34407,2503.118276,4.6,,,,1093,3317.736433,0,,84.19247617,202.4859221,140.6741097,198.8638355,466.7836566,0,
base,2030,2505,6994.029592,1517.681339,4.608365019,,,,1206.784789,7256.869952,0,,54.22854836,271.1427418,271.1427418,108.4570967,501.8136604,0,
base,2030,3001,1551.754905,475.4,3.264103712,,,,4771.955682,356.55,0,,296.7191472,1854.199514,2330.902101,154.7497586,135.385161,0,
base,2030,3002,1043.115056,377,2.766883437,,,,3150.361371,0,0,,626.6168663,932.948727,1565.687538,22.77880878,2.329430655,0,
base,2030,3003,463.9571203,166.7784615,2.781876725,,,,525.6187282,183,0,,101.9468965,101.9468965,254.8672413,50.97344826,15.8842456,0,
base,2030,3004,38.53719041,11.44615385,3.366824431,,,,6040.058321,0,0,,1716.105642,1848.399859,2275.740032,199.8127879,0,0,
base,2030,3005,0,0,,,,,3664.527957,0,0,,336.7217194,1129.154342,2193.264082,5.387813309,0,0,
base,2030,3006,0,0,,,,,5576.033913,0,34,,384.5481707,1789.528643,3177.378652,147.6688135,76.90963415,0,
base,2030,3101,5178.963235,1946.477947,2.660684259,,,,818.6040251,664.9619827,99,,0,159.6465206,399.1163015,159.6465206,100.1946824,0,
base,2030,3102,5009.968249,1830,2.737687568,,,,254.1468591,1557.717174,0,,0,20.33174873,20.33174873,30.49762309,182.9857385,0,
base,2030,3103,1254.6,369,3.4,,,,478.3072375,72.32039592,0,,0,258.2865504,70.44178647,0,55.65651865,93.92238196,
base,2030,3104,2332.956635,743.9344243,3.135970804,,,,354.2569459,323.9822512,221,,0,0,0.928904757,311.1420122,42.18602891,0,
base,2030,3105,2535.709482,896.5191989,2.828393955,,,,251.4673729,804.2242573,0,,0,34.2910054,40.52573365,72.7384963,103.9121376,0,
base,2030,3106,1913.269457,678.0475142,2.821733606,,,,70.85183386,132.2138543,0,,0,12.72640912,12.72640912,38.17922737,7.219788237,0,
base,2030,3107,742.4331123,256.7642045,2.891497721,,,,42.03499972,94.59772949,0,,0,3.431133786,22.30236959,12.00896823,4.292528109,0,
base,2030,3108,1119.024468,396.3507813,2.823318436,,,,449.2226439,764.8776443,0,,0,67.38339658,67.38339658,89.84452878,224.6113219,0,
base,2030,3109,302.4103534,141.4019481,2.138657618,,,,887.8828482,619,0,,0,355.1531393,266.3648545,133.1824272,133.1824272,0,
base,2030,3110,604.1355513,331.6980519,1.821341873,,,,-1.258417362,0,0,,0,0,0,0,0,0,
base,2030,3111,1528.916695,563.4428571,2.713525738,,,,561.5662669,0,0,,0,298.630171,84.04464721,178.8914487,0,0,
base,2030,3112,3980.396966,1539.6,2.585344873,,,,167.9440249,557.8931633,0,,0,50.96486834,63.70608555,0,53.273071,0,
base,2030,3201,2477.904486,999.6058745,2.478881476,,,,437.9054099,519.6517367,0,,0,43.21907487,64.82861231,64.82861231,265.0291105,0,
base,2030,3202,3010.628529,1182.623748,2.545719662,,,,448.7269222,204.5761852,0,,0,177.1285492,110.7053432,66.42320594,94.46982383,0,
base,2030,3203,3148.259803,1000.423922,3.146925753,,,,124.6204925,220.9857351,0,,0,1.441921623,2.883843245,23.8368789,96.45784877,0,
base,2030,3204,2805.553333,1259.109091,2.228205128,,,,428.3023232,544.4708272,0,,0,59.36406005,78.27747479,134.1116436,156.5491448,0,
base,2030,3205,3843.586133,1042.006534,3.688639187,,,,234.5184688,808.1147761,47,,0,23.45184688,23.45184688,23.45184688,164.1629282,0,
base,2030,3206,68.6078247,28.15445807,2.436836984,,,,534.8740673,0,0,196.192875,0,273.6669219,14.89196099,246.3151844,0,0,
base,2030,3301,5087.87,1375.1,3.7,,,,539.7272509,1178.521156,0,,0,114.8673309,55.23624301,117.8627831,251.7608939,0,
base,2030,3302,3729.6,1008,3.7,,,,398.5094264,863.9003165,,,0,84.81267915,40.78386533,87.02438128,185.8885007,0,
base,2030,3303,9372.1,2533,3.7,,,,1001.413073,2170.892363,,,0,213.1255122,102.4856457,218.6832915,467.1186232,0,
base,2030,3304,4973.3,1213,4.1,,,,211.6266427,1088.775621,0,,0,40.57417744,40.57417744,50.7177218,79.76056606,0,
base,2030,3305,3610,950,3.8,,,,126.2343969,780.2026722,0,,0,0,0,0,126.2343969,0,
base,2030,3306,0,0,,,,,47.92735096,441,0,,0,0,0,47.92735096,0,0,
base,2030,3307,0,0,,,,,20.652,0,0,,0,0,0,20.652,0,0,
base,2030,3308,6057.170417,2215,2.734614184,,,,446.9489248,1881.358993,0,,0,118.3104709,68.52740519,102.8786704,157.2323783,0,
base,2030,3401,3150.344032,1333.362276,2.362706737,,,,297.57431,920.4779337,26,,0,3.528020632,135.240796,3.528020632,155.2774727,0,
base,2030,3402,2041.553653,579.3053521,3.524140846,,,,592.8679226,0,0,,0,29.64339613,474.2943381,29.64339613,59.28679226,0,
base,2030,3403,4006.223185,1117.014648,3.586544897,,,,378.5916245,710.2488934,95,,0,36.12106921,144.4842768,90.30267303,107.6836054,0,
base,2030,3404,298.0523653,85.18058435,3.499064577,,,,126.6475552,0,0,,0,0,29.55109618,46.43743696,50.65902209,0,
base,2030,3405,7222.494819,2121.115,3.405046316,,,,407.8697277,1529.778758,0,,0,58.49942102,77.99922803,58.49942102,212.8716576,0,
base,2030,3501,6236.557835,2025.666667,3.078768061,,,,220.2812504,1112.036969,0,,0,4.056277794,0,44.61905573,171.6059168,0,
base,2030,3502,1999.272589,615.301715,3.249255674,,,,660.159653,505.9298761,0,,0,293.8083812,163.2268785,65.29075139,137.833642,0,
base,2030,3503,3213.606472,1116.510486,2.878259105,,,,198.2382617,651.314537,0,,0,0,0,29.03269188,169.2055698,0,
base,2030,3504,0,0,,,,,0,0,0,,0,0,0,0,0,0,
base,2030,3505,5518.903133,1509.242969,3.656736023,,,,727.6979897,1223.260928,0,,0,138.7334034,54.27511667,357.8332299,176.8562397,0,
base,2030,3506,3078.808022,598.983,5.140059104,,,,393.0695644,681.8418691,0,,0,29.33911484,143.7616623,58.67822968,161.2905575,0,
base,2030,3507,2211.024291,751.3778825,2.942626263,,,,217.2074351,0,0,,0,28.96099127,57.92198276,0,130.3244611,0,
base,2030,3508,2812.047893,1049.648204,2.679038444,,,,246.0513474,475.7200174,82,,0,6.545786199,219.2838371,0,20.22172412,0,
base,2030,3601,525.3915152,130.372868,4.02991453,,,,176.4636071,0,0,,0,88.23180353,88.23180353,0,0,0,
base,2030,3602,2952.455993,713.1,4.140311307,,,,570.7982092,1762,0,,0,87.40253173,61.50855421,298.8700148,123.0171084,0,
base,2030,3603,4574.963493,1124.8,4.067357302,,,,287.8996398,1506.077447,0,,7.557666832,54.69368021,56.39182146,63.41406492,105.8424064,0,
base,2030,3604,2753.741407,773.3250152,3.560910811,,,,248.6355231,543.9188096,0,,0,94.96633402,18.6884092,91.93363554,43.04714433,0,
base,2030,3605,1732.974372,403.1,4.299117768,,,,256.030353,570.4949607,74,,0,25.23000041,122.545716,7.208571453,101.0460651,0,
base,2030,3606,4525.498372,1122.976266,4.02991453,,,,211.0847745,446.9380605,0,,15.49348929,61.97395715,10.32899292,10.32899292,112.9593423,0,
base,2030,3607,18.0784141,4,4.519603524,,,,39.283047,0,0,,2.975988419,8.332767541,16.66553508,0,11.30875596,0,
base,2030,3608,1036.404511,257.1777895,4.02991453,,,,104.7270741,0,0,,0,0,0,0,0,104.7270741,
base,2030,3701,4712.556171,1958.039634,2.406772615,,,,608.468603,647.5844214,277,,0,58.78059582,117.5611916,293.9029791,138.2238364,0,
base,2030,3702,2460.123363,896.3333333,2.74465232,,,,359.4783692,757.2990576,0,,0,3.072245343,79.87837476,15.36122602,261.1665231,0,
base,2030,3703,2589.096737,892.9,2.899649162,,,,379.4419116,101.36752,0,,18.97209558,94.8604779,75.88838232,75.88838232,113.8325735,0,
base,2030,3704,1580.909836,588.4666667,2.686490034,,,,610.9902322,1560.367296,62,,0,30.54951161,61.09902322,122.1980464,397.1436509,0,
base,2030,3705,2563.130755,810.8,3.161236748,,,,298.6058088,621.1937907,0,,0,6.38046589,21.05553795,173.5486751,97.62112982,0,
base,2030,3706,2116.247401,824.1333333,2.5678459,,,,224.1726364,301.0750473,0,,0,26.54745597,109.9823178,0,87.64286264,0,
base,2030,3707,2318.48426,668.1039638,3.47024473,,,,252.0839825,356.6232465,95,,0,29.54308865,55.97637831,119.7272537,46.83726185,0,
base,2030,3708,1896.187104,568.321726,3.336467739,,,,248.2221158,734,0,,0,14.89332695,27.30443274,2.482221158,203.5421349,0,
base,2030,3709,3006.5,859,3.5,,,,120,520,,,,50,20,,50,,
base,2030,3801,1634.034655,974.6103831,1.676602962,,,,309.7399905,0,0,,0,72.00597574,235.4481107,0,2.285904051,0,
base,2030,3802,2550.770867,1212.1625,2.104314287,,,,513.1129795,626.2478615,0,,0,119.5690676,161.2209728,80.61048639,151.7124527,0,
base,2030,3803,1127.204732,519.9257479,2.168010984,,,,500.1063209,1148.770823,0,,0,50.01063209,100.0212642,75.01594814,275.0584765,0,
base,2030,3804,2718.287016,1156.423077,2.350599076,,,,326.6073687,570.5664538,44,,0,78.72830874,125.965294,47.23698524,74.67678072,0,
base,2030,3805,1135.101593,515.5111111,2.201895495,,,,366.0343663,275.0058093,0,,0,4.049052756,9.717726687,280.1944484,72.07313847,0,
base,2030,3806,2169.589823,612.1402636,3.544269103,,,,247.6172687,541.1669325,0,,0,6.667142859,176.6792873,0,64.27083851,0,
base,2030,3807,1301.183589,596.1429747,2.18267034,,,,882.8810332,695.744482,0,,0,132.432155,176.5762066,132.432155,441.4405166,0,
base,2030,3808,2469.020026,1166.066667,2.117391824,,,,365.7258055,132.6410332,0,,0,152.1419351,102.4032255,87.77419331,23.40645155,0,
base,2030,3809,1857.525815,1029.666667,1.804006942,,,,166.2084982,0,0,,0,0,63.39911788,102.8093803,0,0,
base,2030,3901,556.4796903,249.7841495,2.227842285,,,,786.1676701,145.2080136,0,,0,457.9878655,210.9727315,70.32424383,46.88282922,0,
base,2030,3902,0,0,,,,,642.8604281,0,0,,0,409.6640159,233.1964122,0,0,0,
base,2030,3903,1599.957793,665.6849851,2.403475862,,,,275.6367208,0,0,,0,179.1638685,27.56367208,27.56367208,41.34550813,0,
base,2030,3904,0,0,,,,,584.3507942,0,170,,101.2601535,159.7976736,253.1503837,70.14258343,0,0,
base,2030,3905,1463.647104,630.0812074,2.322949942,,,,340.9371296,0,60,,0,189.0511867,79.98199259,45.24328611,26.6606642,0,
base,2030,3906,1801.337487,624.5288279,2.884314392,,,,539.6848505,519.8446053,0,1402.553172,0,53.16955219,159.5086566,34.57410465,292.4325371,0,
base,2030,3907,2307.80089,706.3142857,3.267385265,,,,431.4248845,1161.780901,0,,33.57515262,16.78757631,128.7047512,84.48164174,167.8757627,0,
base,2030,3908,1729.128415,860.4,2.009679701,,,,258.6137363,571.0442774,0,,12.93068682,38.79206045,103.4454945,38.79206045,64.65343408,0,
base,2030,3909,1517.832059,658.8649464,2.303707409,,,,286.9129363,0,0,,0,57.38258726,100.4195277,71.72823408,57.38258726,0,
base,2030,3910,2707.284813,791.4789474,3.42053926,,,,358.2203669,186.2764793,0,,0,131.9829756,102.4867455,73.20481824,50.54582752,0,
base,2030,3911,2137.39356,1063.960535,2.008903047,,,,1640.916113,132.7947601,138,,0,623.5259615,581.4300355,178.9525913,257.007525,0,
base,2030,3912,1071.636057,470.6970706,2.276700077,,,,585.5576239,975.3715195,0,,0,175.6672872,234.2230496,58.55576239,117.1115248,0,
base,2030,3913,706.1098599,317.068427,2.226995184,,,,755.3043809,1382.866878,0,,0,249.5128083,168.5971909,56.19906363,280.9953182,0,
base,2030,4001,2507.279809,684.6204082,3.66229195,,,,329.8310802,868.158588,245.384152,,0,22.07708292,101.1866295,29.43611025,177.1312575,0,
base,2030,4002,3975.225866,1068.303595,3.721063831,,,,202.8377312,1151.389701,1304.351702,,0,17.62580349,63.11174817,10.80291191,111.2972676,0,
base,2030,4003,2643.80919,672.3818182,3.932005771,,,,259.6092001,1020.038756,167.7915473,,0,0,89.85316123,10.89129228,158.8647466,0,
base,2030,4004,0,0,,,,,386.9941316,661,326,,0,0,77.39882632,38.69941316,270.8958921,0,
base,2030,4005,2560.685563,550.7429672,4.649511143,,,,488.6813092,2493.527874,1120.534593,,0,1.735990253,121.7363297,48.6945319,316.5144573,0,
base,2030,4006,0,26.4,,,,,773.9882632,2928,137,,0,38.69941316,77.39882632,77.39882632,580.4911974,0,
base,2030,4007,3092.311796,745.6,4.14741389,,,,941.3327757,1467.239631,279.5748676,,0,483.5060958,12.1210607,251.9421777,193.7634415,0,
base,2030,4008,0,0,,,,,0,0,0,,0,0,0,0,0,0,
base,2030,4009,0,0,,,,,836.4245942,0,0,,0,0,249.141262,587.2833323,0,0,
base,2030,4010,4316.558643,1094.966157,3.942184529,,,,373.6830715,182.1439517,355.5506589,,0,242.1313781,89.60767517,26.6916478,15.25237044,0,
base,2030,4011,3707.489156,769.7591837,4.816427312,,,,1589.897358,857.4156975,1848.872437,,0,77.47002536,154.599023,118.3079034,1239.520406,0,
base,2030,4101,8806.184343,2004.013684,4.394273558,,,,1385.375424,2695.235189,935,,0,260.7946947,222.3164455,131.2631012,771.0011828,0,
base,2030,4102,0,0,,,,,0,0,0,,0,0,0,0,0,0,
base,2030,4103,0,0,,,,,1489.053555,985,80,6505.344712,0,34.86376176,516.6991556,379.6704494,557.8201882,0,
base,2030,4104,1876.286731,496.7457627,3.777156992,,,,485.0455558,825.795021,14,,0,204.4051279,220.1900379,18.84589071,41.60449923,0,
base,2030,4105,0,0,,,,,4862.509533,62,54,,0,314.5901887,394.6295276,4153.289816,0,0,
base,2030,4201,4051.546204,1533.914286,2.641311996,,,,1244.55446,769.103304,0,,0,237.4445153,786.265521,66.59528969,154.2491338,0,
base,2030,4202,2965.390543,1237.988345,2.395329936,,,,617.4416951,534.2904229,20,,0,73.37683458,62.12255066,310.1723289,171.7699809,0,
base,2030,4301,0,0,,,,,607.9219879,0,0,,0,0,121.5843976,486.3375904,0,0,
base,2030,4302,432,288,1.5,,,,5300,0,0,,0,3660,1480,160,0,0,
base,2030,4303,0,0,,,,,4560,0,0,1508.496875,0,300,3960,100,200,0,
base,2030,4304,0,0,,,,,260.5363914,0,0,,0,40.22729522,220.3090962,0,0,0,
base,2030,4305,0,0,,,,,594.2235778,0,0,,0,0,97.15666126,497.0669166,0,0,
base,2030,4401,1695.482227,667.8,2.538907198,,,,157.5631374,236.2285991,0,,0,2.644691971,15.86815182,13.22345985,125.8268338,0,
base,2030,4402,2945.282542,1140.023492,2.583527938,,,,265.6821623,630.6163781,0,,0,118.9498136,92.19195106,8.444422135,46.09597553,0,
base,2030,4403,2965.111951,900.2861398,3.293521715,,,,314.4477041,0,142,,0,19.50063283,234.0075937,46.31400298,14.62547463,0,
base,2030,4404,864.1654157,224.5,3.849289157,,,,138.015118,0,159,,0,41.4045354,41.4045354,34.5037795,20.7022677,0,
base,2030,4405,2812.660345,830.2,3.387931034,,,,126.6613089,0,0,,0,110.8286452,15.83266361,0,0,0,
base,2030,4406,4313.557604,1221.478196,3.531424153,,,,375.263444,1175.617298,74,,0,18.11738815,73.58446914,55.18835186,228.3732348,0,
base,2030,4407,1040.222192,271.7218038,3.828261765,,,,298.4341985,240.2409846,0,,0,3.437582123,48.12614944,0,246.870467,0,
base,2030,4501,2343.967005,766.1044,3.059592146,,,,398.8070376,416.1904544,0,,0,146.3295545,95.43865938,47.71932969,109.319494,0,
base,2030,4502,5643.776673,1633.3,3.455443992,,,,783.5225053,1105.607012,66,,0,75.65575522,75.65575522,113.4836328,518.727362,0,
