scenario,year,taz,pop,hh,hhsize,empd,empi,empe,emp,school,yeshiva,college,ind,htl,bsn,pub,edu,agr,
base,2020,3604,2105.310721,612.420688,3.437687137,,,,175.0995417,449.5898149,0,,,,,,,,
base,2020,3605,1678.805488,390.5,4.299117768,,,,249.3750204,597.5157975,74,,,,,,,,
base,2020,3606,2421.882987,600.9762662,4.02991453,,,,132.2509442,258.5969646,0,,,,,,,,
base,2020,3607,18.0784141,4,4.519603524,,,,38.03117301,0,0,,,,,,,,
base,2020,3608,875.2079295,217.1777895,4.02991453,,,,96.70783995,0,0,,,,,,,,
base,2020,3701,4260.350849,1741.039634,2.44701543,,,,560.0059989,607.8707446,277,,,,,,,,
base,2020,3702,2147.860753,771.7333333,2.783164417,,,,335.064833,613.2209488,0,,,,,,,,
base,2020,3703,2064.710488,697.2,2.96143214,,,,357.916886,96.73062986,0,,,,,,,,
base,2020,3704,1136.993522,413.8666667,2.747245945,,,,581.5929725,1475.312941,62,,,,,,,,
base,2020,3705,2564.568696,788.2333333,3.253565394,,,,290.2334053,612,0,,,,,,,,
base,2020,3706,1645.178329,594.0333333,2.76950507,,,,203.7349008,234.9244242,0,,,,,,,,
base,2020,3707,1902.239866,551.9039638,3.446686363,,,,234.9130325,314.6621341,95,,,,,,,,
base,2020,3708,1717.921655,503.521726,3.411812373,,,,235.2083914,734,0,,,,,,,,
base,2020,3709,1252.685795,423,2.96143214,,,,50,,,,,,,,,,
base,2020,3801,1611.819525,911.2103831,1.768877479,,,,301.734911,0,0,,,,,,,,
base,2020,3802,2547.708413,1175.1625,2.167962655,,,,409.9313879,617.4650344,0,,,,,,,,
base,2020,3803,1086.82147,487.9257479,2.227432093,,,,483.7581215,1122.807106,0,,,,,,,,
base,2020,3804,2580.79168,1044.823077,2.470075305,,,,317.6378663,568.5777886,44,,,,,,,,
base,2020,3805,1071.409143,468.4777778,2.287000993,,,,354.6689683,257.0352658,0,,,,,,,,
base,2020,3806,1375.201619,398.1402636,3.454063164,,,,159.9990317,378.6213235,0,,,,,,,,
base,2020,3807,1277.791905,560.2763081,2.280645972,,,,855.7815345,664,0,,,,,,,,
base,2020,3808,2405.741783,1092.633333,2.20178326,,,,354.7466727,128,0,,,,,,,,
base,2020,3809,1827.01626,968.3333333,1.88676378,,,,161.7697866,0,0,,,,,,,,
base,2020,3901,530.6888103,225.7841495,2.350425446,,,,462.9732598,137.2553357,0,,,,,,,,
base,2020,3902,0,0,,,,,599.3297632,0,0,,,,,,,,
base,2020,3903,1509.935075,626.2849851,2.410939287,,,,264.262341,0,0,,,,,,,,
base,2020,3904,0,0,,,,,535.0033975,0,170,,,,,,,,
base,2020,3905,1376.194764,535.8812074,2.568096707,,,,299.3621528,0,60,,,,,,,,
base,2020,3906,1619.964112,541.1288279,2.993675496,,,,513.04391,485.8189965,0,1213.675,,,,,,,
base,2020,3907,1904.930551,615.9142857,3.092850085,,,,409.8875972,1132.130216,0,,,,,,,,
base,2020,3908,1753.701737,671.4,2.612007353,,,,247.4164289,612.0757363,0,,,,,,,,
base,2020,3909,1481.895321,578.2649464,2.562658052,,,,278.5373892,0,0,,,,,,,,
base,2020,3910,2566.982836,676.0789474,3.796868466,,,,322.1058009,185.5806636,0,,,,,,,,
base,2020,3911,2008.182869,959.9605347,2.091943155,,,,1002.408159,134.2499985,138,,,,,,,,
base,2020,3912,1041.73055,411.6970706,2.530332675,,,,567.2710613,936,0,,,,,,,,
base,2020,3913,586.7724264,238.068427,2.464721735,,,,549.2317181,1300,0,,,,,,,,
base,2020,4001,2136.943596,597.9204082,3.573959957,,,,309.6923076,732.1990404,227.8279318,,,,,,,,
base,2020,4002,3705.680724,990.9035946,3.739698538,,,,189.3865757,873.9488071,1299.965351,,,,,,,,
base,2020,4003,2031.625645,569.6818182,3.566246246,,,,215.1162503,708.9319934,169.296152,,,,,,,,
base,2020,4004,0,0,,,,,374.6613844,661,326,,,,,,,,
base,2020,4005,2324.323083,508.2429672,4.573251835,,,,469.3218432,2392.357746,1112.705291,,,,,,,,
base,2020,4006,0,3.9,,,,,749.3227689,2928,137,,,,,,,,
base,2020,4007,2811.298709,730.6,3.847931439,,,,831.6043678,1203.27234,327.0879998,,,,,,,,
base,2020,4008,0,0,,,,,0,0,0,,,,,,,,
base,2020,4009,0,0,,,,,807.4711131,0,0,,,,,,,,
base,2020,4010,4049.999329,1064.666157,3.804008706,,,,355.9695737,179.6581092,281.9261168,,,,,,,,
base,2020,4011,3610.952054,716.5591837,5.039293524,,,,1513.931831,855.39127,1829.757148,,,,,,,,
base,2020,4101,7343.691955,1941.013684,3.783431315,,,,1241.213156,2428.504283,935,,,,,,,,
base,2020,4102,0,0,,,,,0,0,0,,,,,,,,
base,2020,4103,0,0,,,,,1103.747394,985,80,5592.26,,,,,,,
base,2020,4104,1808.740791,484.7457627,3.731318415,,,,352.6308857,786.0681929,14,,,,,,,,
base,2020,4105,0,0,,,,,4268.925863,62,54,,,,,,,,
base,2020,4201,3432.712551,1267.314286,2.70865135,,,,597.6482564,681.0227903,0,,,,,,,,
base,2020,4202,2424.07838,1000.388345,2.423137366,,,,322.0312171,465.6571786,20,,,,,,,,
base,2020,4301,0,0,,,,,588.5487015,0,0,,,,,,,,
base,2020,4302,0,0,,,,,3765.779841,0,0,,,,,,,,
base,2020,4303,0,0,,,,,2800,0,0,1295,,,,,,,
base,2020,4304,0,0,,,,,252.2336055,0,0,,,,,,,,
base,2020,4305,0,0,,,,,540.3857205,0,0,,,,,,,,
base,2020,4401,1710.667408,667.8,2.561646314,,,,153.2156446,234.1018256,0,,,,,,,,
base,2020,4402,2944.060126,1126.023492,2.614563681,,,,261.1403384,622.872126,0,,,,,,,,
base,2020,4403,2970.78951,870.3194732,3.413447132,,,,304.6134117,0,142,,,,,,,,
base,2020,4404,695.6610772,193,3.60446154,,,,130.5354351,0,159,,,,,,,,
base,2020,4405,1435,400,3.5875,,,,70.29484106,0,0,,,,,,,,
base,2020,4406,3710.406553,1020.578196,3.635592615,,,,331.7449366,867.9500767,74,,,,,,,,
base,2020,4407,1045.211988,271.7218038,3.846625383,,,,288.6279442,228.7008966,0,,,,,,,,
base,2020,4501,1972.978841,652.3044,3.024629056,,,,331.6245936,222.2817328,0,,,,,,,,
base,2020,4502,4212.329399,1197.4,3.517896609,,,,734.8211621,784.1505562,66,,,,,,,,
base,2020,4503,2819.703166,1304.4625,2.161582388,,,,580.8232898,635.916661,0,,,,,,,,
base,2020,4504,4899.84,1689.6,2.9,,,,240.9495212,485.2775491,0,,,,,,,,
base,2020,4505,2045.120739,755.3281405,2.707592408,,,,474.0480942,0,0,,,,,,,,
base,2020,4506,4260.95,1374.5,3.1,,,,304.1135126,349.5741053,385,,,,,,,,
base,2020,4507,1286.309552,569.3637931,2.259205042,,,,590.7979302,439.5,0,,,,,,,,
base,2020,4508,5256,1460,3.6,,,,488.8302326,883.4106781,47,,,,,,,,
base,2020,4601,4274.095392,1432.55007,2.983557421,,,,328.3397783,725.1365278,0,,,,,,,,
base,2020,4602,786.4908181,293,2.684269004,,,,23.59472454,0,0,,,,,,,,
base,2020,4603,4564.642555,970.6259361,4.702782385,,,,391.8607025,874.7064853,0,,,,,,,,
base,2020,4604,1958.569446,571.1185724,3.42935695,,,,174.5409144,0,0,,,,,,,,
base,2020,4605,4644.223256,1658.651163,2.8,,,,277.4789987,962.7565215,124,,,,,,,,
base,2020,4606,0,0,2.764150634,,,,232.2669691,0,0,,,,,,,,
base,2020,4607,1371.871568,426.6285714,3.215611096,,,,492.796563,817.8339389,0,,,,,,,,
base,2020,4701,1112.4,309,3.6,,,,280.4252179,38.98153846,0,,,,,,,,
base,2020,4702,1382.7,419,3.3,,,,691.5168007,89.93669134,0,,,,,,,,
base,2020,4703,0,0,,,,,262.4150938,0,0,,,,,,,,
base,2020,4704,0,0,,,,,59.00264842,0,0,,,,,,,,
base,2020,4705,0,0,,,,,0,0,0,,,,,,,,
base,2020,4706,0,0,,,,,0,0,0,,,,,,,,
base,2020,4707,0,0,,,,,0,0,0,,,,,,,,
base,2020,4708,0,0,,,,,0,0,0,,,,,,,,
base,2020,4709,957,290,3.3,,,,354.5718684,41.49197627,0,,,,,,,,
base,2020,4712,0,,,,,,,,,,,,,,,,
base,2020,4713,0,,,,,,,,,,,,,,,,
base,2020,4714,0,,,,,,,,,,,,,,,,
base,2020,4715,0,0,,,,,1155,,,,,,,,,,
base,2020,4716,0,0,,,,,5350,,,3774.96,,,,,,,
base,2020,4717,800,320,2.5,,,,,,,,,,,,,,
base,2020,4718,0,0,,,,,,,,,,,,,,,
base,2020,4801,0,0,,,,,0,0,0,,,,,,,,
base,2020,4802,0,0,,,,,145.7897852,1238,0,,,,,,,,
base,2020,4803,0,0,,,,,0,0,0,,,,,,,,
base,2020,4804,0,0,,,,,0,0,0,,,,,,,,
base,2020,4805,0,0,,,,,0,0,0,,,,,,,,
base,2020,4901,2680.983197,1064.038244,2.519630484,,,,128.7517838,0,0,,,,,,,,
base,2020,4902,1577.284374,624.2794571,2.526567799,,,,265.6324118,396.2304841,0,,,,,,,,
base,2020,4903,3865.79156,1304.608956,2.963180301,,,,320.0843005,186.9030466,0,1727,,,,,,,
base,2020,4904,1382.802725,526.6616893,2.625599608,,,,570.6634339,1024,0,,,,,,,,
base,2020,4905,4623.160623,2178.977273,2.121711264,,,,653.4657186,1134.579297,0,,,,,,,,
base,2020,4906,2476.815021,1005.75,2.462654756,,,,1542.206507,1029.936373,179,1674.75,,,,,,,
base,2020,4907,668.0720461,270.3650124,2.471000371,,,,173.2333533,0,0,,,,,,,,
base,2020,5001,0,0,,,,,11280.64885,0,0,,,,,,,,
base,2020,5002,0,0,,,,,3294.143484,0,0,,,,,,,,
base,2020,5003,0,0,,,,,0,0,0,,,,,,,,
base,2020,5004,0,0,,,,,58.5136762,0,0,,,,,,,,
base,2020,5101,2765.169512,679.3407953,4.070371647,,,,237.0068228,268.8026498,225.7190144,,,,,,,,
base,2020,5102,1864.822985,430,4.336797639,,,,178.5364291,830.0700918,128.7339197,,,,,,,,
base,2020,5103,4520.528106,874.75,5.167794349,,,,340.6778233,286.0012225,333.2510666,,,,,,,,
base,2020,5104,5785.694921,917.4605703,6.306205529,,,,488.7195802,496.6894183,1415.144582,,,,,,,,
base,2020,5105,4807.145677,798.3046669,6.021693066,,,,635.9263606,5217.084445,1195.111284,,,,,,,,
base,2020,5106,1984.044504,472.2227197,4.201501582,,,,140.129935,193.5378273,208.5518303,,,,,,,,
base,2020,5107,2111.147876,475.2048217,4.442606178,,,,1509.017807,846.1964778,120.7835257,,,,,,,,
base,2020,5108,1857.72369,487.0916667,3.813909819,,,,227.5842671,85.68754096,0,,,,,,,,
base,2020,5109,0,0,,,,,0,0,0,,,,,,,,
base,2020,5110,0,0,,,,,702.1694178,1486,0,,,,,,,,
base,2020,5111,1333.347043,312.7778626,4.262920118,,,,88.19579419,0,230.1693302,,,,,,,,
base,2020,5112,0,0,,,,,0,0,0,,,,,,,,
base,2020,5201,4124.776163,688.9070872,5.987420132,,,,652.8617357,663.2921068,661.7923739,,,,,,,,
base,2020,5202,2976.023552,670.3505122,4.439503659,,,,827.923871,1642.730828,550.8517136,,,,,,,,
base,2020,5203,4891,1024.885867,4.772238701,,,,1020.926838,458.002312,1434.260958,,,,,,,,
base,2020,5204,1165.108562,300.5612767,3.876442682,,,,643.5053353,0,391.238893,,,,,,,,
base,2020,5205,387.7288736,110.0138512,3.524364152,,,,929.9942362,720,60.2941287,,,,,,,,
base,2020,5206,420,89.43089431,4.696363636,,,,1747.764097,0,104.799907,,,,,,,,
base,2020,5207,1602.713605,417.9984857,3.834256965,,,,1660.368676,685.5991222,239.5902679,,,,,,,,
base,2020,5208,5840.366667,1078.193873,5.416805652,,,,946.6429067,2736.845954,680.0707039,,,,,,,,
base,2020,5209,4130.037691,768.6547707,5.373072344,,,,236.7249776,1868.738351,1369.677702,,,,,,,,
base,2020,5210,3807.231735,754.8485265,5.043702943,,,,796.3497137,1217.488666,1128.773842,,,,,,,,
base,2020,5211,3100,466.7428571,6.641772772,,,,478.7926769,1793,1216.05154,,,,,,,,
base,2020,5212,4400,638.0545807,6.895961777,,,,1135.844267,4143,2045.770671,,,,,,,,
base,2020,5213,4434.979344,793.7350455,5.587480822,,,,473.1848084,1595.819534,847.0557536,,,,,,,,
base,2020,5214,1578.284211,265.9090909,5.935427801,,,,922.1717818,2927,2066.806695,,,,,,,,
base,2020,5301,1298.596485,325.2931034,3.992081206,,,,357.3212865,556.7893542,107.0587781,,,,,,,,
base,2020,5302,3612.433333,792.4,4.558850749,,,,818.2752369,1175.51085,1243.33196,,,,,,,,
base,2020,5303,5130.327604,1612.785714,3.181034876,,,,588.7998774,1254.416264,369,,,,,,,,
base,2020,5304,2017.787759,444.8327586,4.536059271,,,,357.0274619,2780.688315,455.7735701,,,,,,,,
base,2020,5305,5353.112503,1113.15299,4.808963864,,,,831.7862314,2227.599187,844.452943,,,,,,,,
base,2020,5306,3498.283779,746.75,4.684678646,,,,406.1511172,313.1445822,237.7713892,,,,,,,,
base,2020,5307,0,0,,,,,14.74522908,0,0,,,,,,,,
base,2020,5401,0,0,,,,,3554.928356,0,0,,,,,,,,
base,2020,5402,0,0,,,,,1223.232786,144,0,,,,,,,,
base,2020,5403,0,0,,,,,4121.737727,140,0,,,,,,,,
base,2020,5404,0,0,,,,,2985.198904,211,0,,,,,,,,
base,2020,5405,0,0,,,,,2970.209154,0,56,,,,,,,,
base,2020,5406,0,0,,,,,235.8367369,0,0,,,,,,,,
base,2020,5407,0,0,,,,,468.1094096,0,0,,,,,,,,
base,2020,5408,0,0,,,,,1242.624288,1202,983,,,,,,,,
base,2020,5409,0,0,,,,,96.99035724,0,0,,,,,,,,
base,2020,5501,0,0,,,,,468.1094096,975,19,,,,,,,,
base,2020,5502,4488.191796,801.4558261,5.600048873,,,,599.3475886,1060.911022,742.9938917,,,,,,,,
base,2020,5503,0,0,,,,,0,0,0,,,,,,,,
base,2020,5504,2201.89301,649.5,3.390135505,,,,406.5168416,1513,718.548359,,,,,,,,
base,2020,5505,3253,795.6565333,4.088447545,,,,308.9209185,227.1111738,689.0832056,,,,,,,,
base,2020,5506,6095.854461,1276.442623,4.775658813,,,,827.8744014,2297.129441,1721.17717,,,,,,,,
base,2020,5601,0,0,,,,,11.68100314,0,0,,,,,,,,
base,2020,5602,0,0,,,,,93.45889117,0,0,,,,,,,,
base,2020,5603,0,0,,,,,0,0,0,,,,,,,,
base,2020,5604,0,0,,,,,11.68100314,0,0,,,,,,,,
base,2020,5605,682.242294,207.875,3.281983375,,,,46.15696575,0,0,,,,,,,,
base,2020,5606,1608.2,473,3.4,,,,303.5453934,198.813843,0,,,,,,,,
base,2020,5701,1799.086638,390.5518846,4.606524023,,,,215.8451029,294.9951142,0,,,,,,,,
base,2020,5702,843.7354079,130.407767,6.469978187,,,,819.1590788,520,0,,,,,,,,
base,2020,5703,2545,596.8333425,4.264171953,,,,392.7846063,1065.402301,0,,,,,,,,
base,2020,5704,1216.73658,351.5151515,3.461405788,,,,247.599937,0,0,,,,,,,,
base,2020,5705,997.2847469,287.8787879,3.464252279,,,,247.5320981,176,25,,,,,,,,
base,2020,5706,3559,813.1786575,4.376652003,,,,286.0877012,478.0376762,28,,,,,,,,
base,2020,5707,3573.309663,770,4.6406619,,,,121.3661749,583.1396929,122,,,,,,,,
base,2020,5708,4836.635893,680.6428479,7.105982098,,,,304.5384367,1627.853927,599.4140259,,,,,,,,
base,2020,5801,5325.295062,830,6.416018147,,,,393.592303,1166.833507,357.8045258,,,,,,,,
base,2020,5802,3472,604.5,5.743589744,,,,367.8626392,317.2881286,0,,,,,,,,
base,2020,5803,2564.1,732.6,3.5,,,,313.0129081,622.0121126,0,,,,,,,,
base,2020,5804,5124.961519,1176.083333,4.357651685,,,,348.7644409,1344.317341,0,,,,,,,,
base,2020,5805,2720.195528,446.1633057,6.096860708,,,,644.4813549,2941,460.239136,,,,,,,,
base,2020,5806,5167.843967,897.6271186,5.757227985,,,,537.0717285,2534.5,2444.146881,,,,,,,,
base,2020,5807,6039.608782,1048.275,5.761473642,,,,1070.720586,3775.884334,1354.379604,,,,,,,,
base,2020,5901,5700.364034,802.8681738,7.1,,,,541.6585827,1641,367,,,,,,,,
base,2020,5902,11058.76208,1587.862134,6.964560617,,,,1202.640377,3612,685.6432491,,,,,,,,
base,2020,5903,3490,550,6.345454545,,,,379.5375,1288,580,,,,,,,,
base,2020,5904,0,0,,,,,0,0,0,,,,,,,,
base,2020,5905,0,0,,,,,0,0,0,,,,,,,,
base,2020,5906,1907,290,6.575862069,,,,207.38625,0,347.2961476,,,,,,,,
base,2020,5907,0,0,,,,,0,0,0,,,,,,,,
base,2020,6001,0,0,,,,,234.0547048,969,0,,,,,,,,
base,2020,6002,2425,622.7768763,3.893850418,,,,298.1988097,1072.157583,0,,,,,,,,
base,2020,6003,3048.561834,770,3.959171213,,,,91.18373748,642.6433819,0,,,,,,,,
base,2020,6004,0,0,,,,,931.8303229,0,0,,,,,,,,
base,2020,6005,1120.039783,292.7,3.826579376,,,,193.5629755,0,0,,,,,,,,
base,2020,6006,3600.619514,860.3833333,4.184901513,,,,509.6407463,576.6152977,100,,,,,,,,
base,2020,6007,4051.349543,932.2322759,4.345858482,,,,120.3251981,363.1929236,40,,,,,,,,
base,2020,6008,3247,583.3995943,5.56565351,,,,241.7647048,1902,50,,,,,,,,
base,2020,6101,3415.013688,501.7741935,6.805877488,,,,262.3647422,674.1151395,406.0136688,,,,,,,,
base,2020,6102,3004.726073,455.6,6.595096735,,,,186.8374079,1215.882914,607.7262452,,,,,,,,
base,2020,6201,3530.293363,1068.222222,3.304830483,,,,302.1812832,864.272155,0,,,,,,,,
base,2020,6202,0,0,,,,,338.0273524,0,0,,,,,,,,
base,2020,6203,348.4391032,206.6284197,1.686307739,,,,23.46898541,0,0,,,,,,,,
base,2020,6204,0,0,,,,,0,0,0,,,,,,,,
base,2020,6205,2586.917228,773.44,3.344690251,,,,276.5534084,882,0,,,,,,,,
base,2020,6206,1922.248953,631.5070536,3.043907336,,,,62.85943171,51.55545959,0,,,,,,,,
base,2020,6207,3176.456376,955.520331,3.324321077,,,,114.9644475,379.1905239,0,,,,,,,,
base,2020,6208,1097.544013,280.4,3.91420832,,,,26.54725621,102,0,,,,,,,,
base,2020,6209,2261.287883,627.1978116,3.605382291,,,,94.06420524,85,0,,,,,,,,
base,2020,6210,977.2758358,271.0602529,3.605382291,,,,73.58045968,0,0,,,,,,,,
base,2020,6211,5103.949847,1581,3.228304773,,,,385.449756,782.0924885,0,,,,,,,,
base,2020,6301,2208.44979,594.0704562,3.717487996,,,,234.1602502,67,0,,,,,,,,
base,2020,6302,1745.580342,482.6,3.617033448,,,,248.578383,120.3722089,0,,,,,,,,
base,2020,6303,3847.111996,1239.8,3.10301016,,,,180.4760103,408,0,,,,,,,,
base,2020,6304,3557.110042,888.9625862,4.001417042,,,,176.1295565,816.1340829,0,,,,,,,,
base,2020,6305,2038.061206,551.7262436,3.693971838,,,,303.2948444,459.6289557,0,,,,,,,,
base,2020,6306,2771.537206,829.4240955,3.341520002,,,,357.273733,267,0,,,,,,,,
base,2020,6307,1565.022253,468.3563923,3.341520002,,,,424.4105321,53,0,,,,,,,,
base,2020,6308,2851.608272,771.9626453,3.693971838,,,,185.6495682,643.1022425,0,,,,,,,,
base,2020,6309,2625.100554,714.5818916,3.673617517,,,,277.6117623,746,20,,,,,,,,
base,2020,6310,1380,345,4,,,,91.04689552,132.4982899,0,,,,,,,,
base,2020,6401,27433.85318,4645.3836,5.905616316,,,,787.7751798,1218.504597,0,,,,,,,,
base,2020,6402,18393.40755,3814.998793,4.821340332,,,,997.1565985,329.199711,0,,,,,,,,
base,2020,6403,6209.227153,900,6.899141281,,,,205.1165771,3103.915979,0,,,,,,,,
base,2020,6501,0,0,,,,,0,0,0,,,,,,,,
base,2020,6502,6642.731189,1581.602664,4.2,,,,426.7518617,6892,0,,,,,,,,
base,2020,6503,3229.518527,768.9329827,4.2,,,,319.5166951,871.1170207,0,,,,,,,,
base,2020,6504,122.6575876,29.20418752,4.2,,,,0.141527986,0,0,,,,,,,,
base,2020,6505,5053.823068,1203.291207,4.2,,,,240.1140889,543.6949231,0,,,,,,,,
base,2020,6506,4145.593879,997.8461617,4.154542091,,,,304.6885688,1401,0,,,,,,,,
base,2020,6507,3535.917984,883.9794959,4,,,,372.1943645,384.4127392,0,,,,,,,,
base,2020,6508,4928.929161,1232.23229,4,,,,456.1932709,1342.31161,0,,,,,,,,
base,2020,6509,5158.939293,1289.734823,4,,,,238.7259994,2083,0,,,,,,,,
base,2020,6510,1010.716513,252.6791282,4,,,,171.2996594,1357.4,0,,,,,,,,
base,2020,6511,303.755046,72.32263001,4.2,,,,427.4627013,0,0,,,,,,,,
base,2020,6601,5239.687333,1309.921833,4,,,,328.6067979,1519.041689,0,,,,,,,,
base,2020,6602,3283.211771,820.8029428,4,,,,172.4177902,1989,0,,,,,,,,
base,2020,6603,4805.409478,1201.35237,4,,,,251.6862561,622.7923561,0,,,,,,,,
base,2020,6604,1812.470354,453.1175886,4,,,,168.5953009,853,0,,,,,,,,
base,2020,6605,1036.52288,259.1307201,4,,,,199.1637904,2545.2,0,3150,,,,,,,
base,2020,6606,3438.214517,859.5536291,4,,,,117.9309792,0,0,,,,,,,,
base,2020,6607,2835.07457,708.7686426,4,,,,143.3602469,141,0,,,,,,,,
base,2020,6608,0,0,,,,,0,0,0,,,,,,,,
base,2020,6609,5906.704568,1476.676142,4,,,,581.6739869,2030,0,,,,,,,,
base,2020,6610,1032.121579,258.0303946,4,,,,115.2844286,3744,0,,,,,,,,
base,2020,6701,0,0,,,,,27.16512358,0,0,,,,,,,,
base,2020,6702,0,0,,,,,1474.100197,0,0,,,,,,,,
base,2020,6703,0,0,,,,,5856.057087,644,0,,,,,,,,
base,2020,6704,490.1353843,130,3.770272187,,,,706.2932131,0,0,,,,,,,,
base,2020,6705,603.2435499,160,3.770272187,,,,,,,,,,,,,,
base,2020,6801,25980.31712,5067.019933,5.127336671,,,,635.8972788,4912,0,,,,,,,,
base,2020,6802,25711.89105,5189.643641,4.954461776,,,,1243.889652,5632.921276,0,,,,,,,,
base,2020,6803,,,,,,,,,,,,,,,,,
base,2020,6901,,,,,,,,,,,,,,,,,
base,2020,6902,,,,,,,,,,,,,,,,,
base,2020,6903,,,,,,,,,,,,,,,,,
base,2020,6904,,,,,,,,,,,,,,,,,
base,2020,6905,,,,,,,,,,,,,,,,,
base,2020,6906,,,,,,,,,,,,,,,,,
base,2020,6907,,,,,,,,,,,,,,,,,
base,2020,6908,,,,,,,,,,,,,,,,,
base,2020,6909,,,,,,,,,,,,,,,,,
base,2020,6910,,,,,,,,,,,,,,,,,
base,2020,7001,3965.65886,1338.469233,2.96283154,,,,118.65824,101,33,,,,,,,,
base,2020,7002,1304.516343,355.8424308,3.665994356,,,,445.1044118,1828,0,,,,,,,,
base,2020,7003,489.3527735,124.7282747,3.923350777,,,,415.30384,385,0,,,,,,,,
base,2020,7004,0,0,,,,,1127.25328,1228,0,,,,,,,,
base,2020,7011,4056.605253,880,4.609778697,,,,246.6287667,720,278,,,,,,,,
base,2020,7012,3694.581814,949.9491104,3.889241827,,,,233.8722186,457.8727073,0,,,,,,,,
base,2020,7013,805.6830342,218.8858939,3.6808358,,,,29.73982636,,0,,,,,,,,
base,2020,7014,1698.261512,525.8956342,3.229274787,,,,202.1102141,488,0,,,,,,,,
base,2020,7021,918.5198493,292.6829268,3.138276152,,,,82.00393493,452,0,,,,,,,,
base,2020,7022,2659.530662,634.1463415,4.193875274,,,,148.3970397,1075,0,,,,,,,,
base,2020,7023,1195.800478,341.4634146,3.501987114,,,,156.5200317,314,0,,,,,,,,
base,2020,7024,5716.834771,1208.923988,4.728862051,,,,200.9140568,1948,0,,,,,,,,
base,2020,7025,0,0,,,,,,,,,,,,,,,
base,2020,7026,0,0,,,,,0,,,,,,,,,,
base,2020,7027,0,0,,,,,0,,,,,,,,,,
base,2020,7028,0,0,,,,,0,,,,,,,,,,
base,2020,7031,3161.60406,916.6666667,3.449022611,,,,142.389888,50,0,,,,,,,,
base,2020,7032,1282.594925,314.6454982,4.076317417,,,,224.3697893,621,0,,,,,,,,
base,2020,7033,3538.5209,797.9150897,4.434708588,,,,333.794829,182,0,,,,,,,,
base,2020,7034,1113.292395,273.1122924,4.076317417,,,,95.26051584,0,0,,,,,,,,
base,2020,7035,0,0,,,,,237.906368,437,0,,,,,,,,
base,2020,7036,5137.908771,1293.303217,3.972702381,,,,227.915597,840.2803043,0,,,,,,,,
base,2020,7041,1651.657948,384.1064996,4.3,128.0354999,,34.05171466,162.0872145,510.7757198,,,,,,,,,
base,2020,7042,0,0,,0,,,0,0,0,,,,,,,,
base,2020,7043,0,0,,0,,,25.68,0,0,,,,,,,,
base,2020,7051,0,0,,0,,,3794.052278,,0,,,,,,,,
base,2020,7052,261.1404101,68.74146341,3.798877666,13.74829268,,,0,45.08068331,0,,,,,,,,
base,2020,7060,0,0,,0,,,250,,,,,,,,,,
base,2020,7061,0,0,,0,,,,0,0,,,,,,,,
base,2020,7062,0,0,,0,,,,0,0,,,,,,,,
base,2020,7063,0,0,,0,,,,0,0,,,,,,,,
base,2020,7064,0,0,,0,,,200,0,0,,,,,,,,
base,2020,7065,0,0,,0,,,,,,,,,,,,,
base,2020,7101,3883.537098,,,,,,,,,,,,,,,,
base,2020,7102,20095.04661,,,,,,,,,,,,,,,,
base,2020,7103,18920.954,,,,,,,,,,,,,,,,
base,2020,7104,2212.712998,,,,,,,,,,,,,,,,
base,2020,7211,25246.36508,,,,,,,,,,,,,,,,
base,2020,7221,2534.453032,,,,,,,,,,,,,,,,
base,2020,7222,13344.67107,,,,,,,,,,,,,,,,
base,2020,7223,8508.520895,,,,,,,,,,,,,,,,
base,2020,7231,25033.05017,,,,,,,,,,,,,,,,
base,2020,7232,17648.66959,,,,,,,,,,,,,,,,
base,2020,7233,30719.02321,,,,,,,,,,,,,,,,
base,2020,7240,8680.024293,,,,,,,,,,,,,,,,
base,2020,7241,3472.009717,,,,,,,,,,,,,,,,
base,2020,7242,8680.024293,,,,,,,,,,,,,,,,
base,2020,7243,3472.009717,,,,,,,,,,,,,,,,
base,2020,7244,3472.009717,,,,,,,,,,,,,,,,
base,2020,7245,8680.024293,,,,,,,,,,,,,,,,
base,2020,7246,8680.024293,,,,,,,,,,,,,,,,
base,2020,7247,8680.024293,,,,,,,,,,,,,,,,
base,2020,7248,8680.024293,,,,,,,,,,,,,,,,
base,2020,7249,8680.024293,,,,,,,,,,,,,,,,
base,2020,7250,3472.009717,,,,,,,,,,,,,,,,
base,2020,7251,8680.024293,,,,,,,,,,,,,,,,
base,2020,7252,8680.024293,,,,,,,,,,,,,,,,
base,2020,7253,8680.024293,,,,,,,,,,,,,,,,
base,2020,7254,0,,,,,,,,,,,,,,,,
base,2020,7255,15045.37544,,,,,,,,,,,,,,,,
base,2020,7256,0,,,,,,,,,,,,,,,,
base,2020,7301,7196.911097,1468.757367,4.9,293.7514733,720,179.6510386,1193.402512,2694.765579,,1894.15,,,,,,,
base,2020,7302,4936.921392,1050.408807,4.7,210.0817614,,123.9749163,334.0566776,1859.623744,,,,,,,,,
base,2020,7310,0,0,,0,,0,0,0,,,,,,,,,
base,2020,7311,2667.48573,592.7746067,4.5,118.5549213,,56.57066627,175.1255876,848.559994,,,,,,,,,
base,2020,7312,4252.699925,949.422247,4.479250343,189.8844494,,90.18907411,280.0735235,1352.836112,,,,,,,,,
base,2020,7313,4934.546847,1174.892106,4.2,234.9784213,,104.6493332,339.6277544,1569.739997,,,,,,,,,
